global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	formal_role	working_mnemonic	iatromedical_text	practical_text	source_recovery_without_exemplar
17	PROSE	f10r	H2	f10r.6	7a4bb8136330ee4e6e56	chor	LINK_ACTIVE	ANSATZ?	[CARD:ANSATZ?] [REGISTER:H2:I001 als frischen Ansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[gepresste Arbeitsflüssigkeit H2-P01 als aktiven Ansatz führen]	NO_FULL_SOURCE_RECOVERY
18	PROSE	f10r	H2	f10r.6	f3c23f42baf625639e1e	cthaiin	EXEMPLAR_ONLY	UNKNOWN	[GENRE:zerstoße das Kraut]	LOCAL[Stängel und obere Blätter grob quetschen]	NO_FULL_SOURCE_RECOVERY
19	PROSE	f10r	H2	f10r.6	af816c04e65874a0f2fa	qoctholy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:presse den Saft durch ein Tuch]	LOCAL[austretende Pflanzenflüssigkeit auffangen]	NO_FULL_SOURCE_RECOVERY
20	PROSE	f10r	H2	f10r.6	b921a237be883a820352	dy	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:fange die erste Fraktion auf]	LOCAL[Pressgut mit Wasser nachziehen]	NO_FULL_SOURCE_RECOVERY
21	PROSE	f10r	H2	f10r.6	b921a237be883a820352	chy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:gib Olivenöl hinzu]	LOCAL[beide Flüssigkeiten zusammenführen]	NO_FULL_SOURCE_RECOVERY
22	PROSE	f10r	H2	f10r.6	2f1c5e56e8f0ff459065	taiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge für H2-P01 buchen]	NO_FULL_SOURCE_RECOVERY
23	PROSE	f10r	H2	f10r.6	b921a237be883a820352	shy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:erwärme gelinde]	LOCAL[Pressrückstand als Nebenfraktion H2-R02 markieren]	NO_FULL_SOURCE_RECOVERY
24	PROSE	f10r	H2	f10r.8	10488b911aae52b3b334	qotchor	EXEMPLAR_ONLY	UNKNOWN	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	LOCAL[frühe Erntefraktion H2-R03 eröffnen]	NO_FULL_SOURCE_RECOVERY
25	PROSE	f10r	H2	f10r.8	7a4bb8136330ee4e6e56	chor	LINK_ACTIVE	ANSATZ?	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P01 als aktiven Ansatz ansprechen]	NO_FULL_SOURCE_RECOVERY
26	PROSE	f10r	H2	f10r.8	497cbd9c7401810ff56b	otol	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:eine Handvoll]	LOCAL[eine Teilmenge H2-R03 in ein Vergleichsgefäß geben]	NO_FULL_SOURCE_RECOVERY
27	PROSE	f10r	H2	f10r.8	dcda95c81a5460feb191	chol	LINK_ACTIVE	UNKNOWN	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen]	NO_FULL_SOURCE_RECOVERY
28	PROSE	f10r	H2	f10r.8	dec401773c1f0347793d	cholor	SELECT_PREVIOUS	VORIGES?	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL[vorige Charge H2-P01 wieder aufnehmen]	NO_FULL_SOURCE_RECOVERY
29	PROSE	f10r	H2	f10r.8	dcda95c81a5460feb191	chol	LINK_ACTIVE	UNKNOWN	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[diese vorige Charge an Vergleich H2-P02 verknüpfen]	NO_FULL_SOURCE_RECOVERY
30	PROSE	f10r	H2	f10r.8	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	NO_FULL_SOURCE_RECOVERY
31	PROSE	f10r	H2	f10r.8	4d4559019a961b834aa1	dar	EXEMPLAR_ONLY	UNKNOWN	[GENRE:verbinde beide Fraktionen]	LOCAL[frühe Fraktion vollständig mazerieren]	NO_FULL_SOURCE_RECOVERY
32	PROSE	f10r	H2	f10r.9	27d97af8c96eb056c2e6	oykchor	EXEMPLAR_ONLY	UNKNOWN	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	LOCAL[späte Erntefraktion H2-R04 eröffnen]	NO_FULL_SOURCE_RECOVERY
33	PROSE	f10r	H2	f10r.9	7a4bb8136330ee4e6e56	shor	LINK_ACTIVE	ANSATZ?	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P02 als ersten aktiven Ansatz führen]	NO_FULL_SOURCE_RECOVERY
34	PROSE	f10r	H2	f10r.9	7a4bb8136330ee4e6e56	chor	LINK_ACTIVE	ANSATZ?	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen]	NO_FULL_SOURCE_RECOVERY
35	PROSE	f10r	H2	f10r.9	b921a237be883a820352	chy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:rühre bei kleinem Feuer]	LOCAL[beide Ernteauszüge in getrennten Gefäßen umrühren]	NO_FULL_SOURCE_RECOVERY
36	PROSE	f10r	H2	f10r.9	409de02322e7b2ca0c62	kaiiin	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:bis eine weiche Salbe entsteht]	LOCAL[beide durch dasselbe Tuch seihen]	NO_FULL_SOURCE_RECOVERY
37	PROSE	f10r	H2	f10r.9	b921a237be883a820352	dy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:bewahre sie bedeckt]	LOCAL[Farbe und Bodensatz als Vergleichsmerkmale notieren]	NO_FULL_SOURCE_RECOVERY
38	PROSE	f10r	H2	f10r.9	834825c61d048a6b5628	chodaiin	EXEMPLAR_ONLY	UNKNOWN	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	LOCAL[Vergleichspaar H2-P02/H2-P03 verschlossen lagern]	NO_FULL_SOURCE_RECOVERY
39	PROSE	f11r	H3	f11r.1	953ad19b79517fc8a211	tshol	EXEMPLAR_ONLY	UNKNOWN	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	LOCAL[Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen]	NO_FULL_SOURCE_RECOVERY
40	PROSE	f11r	H3	f11r.1	428a5e3662aa57b4b256	schoal	EXEMPLAR_ONLY	UNKNOWN	[GENRE:in reinem Wein kochen]	LOCAL[junge oberirdische Teile sammeln]	NO_FULL_SOURCE_RECOVERY
41	PROSE	f11r	H3	f11r.1	bdad9f9ea8b80f141496	cfhy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:durch ein feines Tuch wringen]	LOCAL[Blütenköpfe und Blätter in zwei Schalen sortieren]	NO_FULL_SOURCE_RECOVERY
42	PROSE	f11r	H3	f11r.1	a8af08e69edab8e54f15	shfydaiin	EXEMPLAR_ONLY	UNKNOWN	[GENRE:den Auszug stehen lassen]	LOCAL[Krautfraktion quetschen und in Wasser mazerieren]	NO_FULL_SOURCE_RECOVERY
43	PROSE	f11r	H3	f11r.1	deb377381ceaf55ea310	cphy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:nochmals seihen]	LOCAL[Auszug zuerst grob, dann durch Tuch seihen]	NO_FULL_SOURCE_RECOVERY
44	PROSE	f11r	H3	f11r.1	b5df9126607030b95175	shey	STATE_GATE	KLAR?	[CARD:KLAR?] [EXEMPLAR:bis zum örtlich geprüften klaren Zustand]	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL[Klarheitszustand des Filtrats H3-P01 prüfen]	NO_FULL_SOURCE_RECOVERY
45	PROSE	f11r	H3	f11r.1	2e2027b1951d79911e24	tchody	EXEMPLAR_ONLY	UNKNOWN	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:abkühlen lassen]	LOCAL[klares Filtrat absetzen lassen und Feld schließen]	NO_FULL_SOURCE_RECOVERY
46	PROSE	f11r	H3	f11r.1	577c03a928d674d420d7	shoyty	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:behalte einen Teil der frischen Blüten für die zweite Arznei zurück]	LOCAL[einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen]	NO_FULL_SOURCE_RECOVERY
47	PROSE	f11r	H3	f11r.4	d665560c8ff80799a82c	dchol	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:H3:I001 als erster Auszug]	LOCAL[Filtrat H3-P01 wieder aufnehmen]	NO_FULL_SOURCE_RECOVERY
48	PROSE	f11r	H3	f11r.4	b921a237be883a820352	chy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:nimm davon]	LOCAL[drei gleiche Probengläser bereitstellen]	NO_FULL_SOURCE_RECOVERY
49	PROSE	f11r	H3	f11r.4	b2812c8283c3a62438bd	kchy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:gib ihn als Trank]	LOCAL[Filtrat auf die Probengläser verteilen]	NO_FULL_SOURCE_RECOVERY
50	PROSE	f11r	H3	f11r.4	b921a237be883a820352	dy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:bei bedrücktem Gemüt und beschwerter Brust]	LOCAL[Farbton und Niederschlag je Glas vermerken]	NO_FULL_SOURCE_RECOVERY
51	PROSE	f11r	H3	f11r.4	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:in kleinem örtlichem Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge je Probenglas buchen]	NO_FULL_SOURCE_RECOVERY
52	PROSE	f11r	H3	f11r.7	a48efd6c4491a046ba78	qotchy	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:nimm die zurückbehaltenen Blüten]	LOCAL[Blattfraktion H3-R03 als neue Charge eröffnen]	NO_FULL_SOURCE_RECOVERY
53	PROSE	f11r	H3	f11r.7	322281bd391aa621f568	okchol	EXEMPLAR_ONLY	UNKNOWN	[GENRE:erwärme sie in Olivenöl]	LOCAL[Blätter warm in Wasser ausziehen]	NO_FULL_SOURCE_RECOVERY
54	PROSE	f11r	H3	f11r.7	e0b630cb1b5df5e7105b	cthy	STATE_GATE	BEREIT?	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Bereitschaftszustand]	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Arbeitsstand H3-P02 als bereit markieren]	NO_FULL_SOURCE_RECOVERY
55	PROSE	f11r	H3	f11r.7	b921a237be883a820352	dy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:streiche das Öl äußerlich um die Lider ohne das Auge zu berühren]	LOCAL[Blattauszug und Referenzblüte getrennt verwahren]	NO_FULL_SOURCE_RECOVERY
56	PROSE	f55v	H4	f55v.5	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	[FORMAL:STANDARDSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:setze den ersten Posten an]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen Standardslot für Blattposten H4-R01 setzen]	NO_FULL_SOURCE_RECOVERY
57	PROSE	f55v	H4	f55v.5	2f1c5e56e8f0ff459065	chaiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge frischer breiter Blätter buchen]	NO_FULL_SOURCE_RECOVERY
58	PROSE	f55v	H4	f55v.5	403c1592f918c8f23b88	ykain	EXEMPLAR_ONLY	UNKNOWN	[IMAGE:breite Bärlauchblätter] [GENRE:zerstoße sie]	LOCAL[Blätter waschen und grob schneiden]	NO_FULL_SOURCE_RECOVERY
59	PROSE	f55v	H4	f55v.5	d929a14ec45749b2e805	ykan	EXEMPLAR_ONLY	UNKNOWN	[GENRE:füge Weißwein hinzu]	LOCAL[Schnittgut in Wasser mazerieren]	NO_FULL_SOURCE_RECOVERY
60	PROSE	f55v	H4	f55v.5	97cc9ac109148723c472	ody	EXEMPLAR_ONLY	UNKNOWN	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:verschließe das Gefäß und lasse es kühl stehen]	LOCAL[erste Blattflotte absetzen lassen und Feld schließen]	NO_FULL_SOURCE_RECOVERY
61	PROSE	f55v	H4	f55v.5	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:miss eine Portion des Ansatzes ab]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen]	NO_FULL_SOURCE_RECOVERY
62	PROSE	f55v	H4	f55v.5	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:wringe sie durch Leinwand und lasse sie klar absetzen]	LOCAL[weichen Blattrest aus der Flotte heben]	NO_FULL_SOURCE_RECOVERY
63	PROSE	f55v	H4	f55v.5	e026af581c99322fbd46	talam	EXEMPLAR_ONLY	UNKNOWN	[FORMAL:CLOSE_B3; keine Wortbedeutung] [GENRE:verwahre den klaren Auszug]	LOCAL[Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen]	NO_FULL_SOURCE_RECOVERY
64	PROSE	f55v	H4	f55v.11	f7dc90b2c31fd341f0a4	ykaiin	EXEMPLAR_ONLY	UNKNOWN	[GENRE:wasche eine unreine äußere Wunde]	LOCAL[zweite Blattfraktion H4-R02 eröffnen]	NO_FULL_SOURCE_RECOVERY
65	PROSE	f55v	H4	f55v.11	807591efc3d3f7ddbfab	cheoar	EXEMPLAR_ONLY	UNKNOWN	[GENRE:mit dem klaren Auszug]	LOCAL[zweite Fraktion mit frischem Wasser waschen]	NO_FULL_SOURCE_RECOVERY
66	PROSE	f55v	H4	f55v.11	2c1a5fd92b9e3c762242	cheeky	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:einmal oder nach örtlicher Vorschrift]	LOCAL[Fraktion warm mazerieren]	NO_FULL_SOURCE_RECOVERY
67	PROSE	f55v	H4	f55v.11	1b1ffdd869fb1429ad03	oldy	EXEMPLAR_ONLY	UNKNOWN	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende diesen Gebrauch]	LOCAL[zweite Blattflotte H4-P03 seihen und schließen]	NO_FULL_SOURCE_RECOVERY
68	PROSE	f55v	H4	f55v.11	2f1c5e56e8f0ff459065	aiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [EXEMPLAR:nimm ein örtliches Maß der zurückbehaltenen Blätter]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen]	NO_FULL_SOURCE_RECOVERY
69	PROSE	f55v	H4	f55v.11	308e8ea2d5d190c498e8	okal	TARGET_ASSIGN	UNKNOWN	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:lege sie an die bezeichnete äußere Stelle]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[opaken Relationsslot für Fraktionspaar und Lagergefäß setzen]	NO_FULL_SOURCE_RECOVERY
70	PROSE	f55v	H4	f55v.11	204b04837409088c48f9	oltchy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:erwärme sie gelinde]	LOCAL[erste und zweite Flotte nebeneinander prüfen]	NO_FULL_SOURCE_RECOVERY
71	PROSE	f55v	H4	f55v.11	7a4bb8136330ee4e6e56	or	LINK_ACTIVE	ANSATZ?	[CARD:ANSATZ?] [REGISTER:H4:I002 als zweiten Ansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[zweite Flotte als aktiven Ansatz H4-P03 führen]	NO_FULL_SOURCE_RECOVERY
72	PROSE	f55v	H4	f55v.11	b921a237be883a820352	y	EXEMPLAR_ONLY	UNKNOWN	[GENRE:mische sie mit Honig]	LOCAL[Presskuchen und Flotten als Paarposten etikettieren]	NO_FULL_SOURCE_RECOVERY
73	PROSE	f55v	H4	f55v.11	6afeb5c9ab9f6cbdea0d	orain	EXEMPLAR_ONLY	UNKNOWN	[GENRE:lege den warmen Umschlag frisch auf]	LOCAL[Paarposten H4-P04 bedeckt lagern]	NO_FULL_SOURCE_RECOVERY
74	PROSE	f56r	H5	f56r.5	b9d7b6d68209a9019e7a	chochor	EXEMPLAR_ONLY	UNKNOWN	[IMAGE:vom rundblättrigen Sonnentau]	LOCAL[Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen]	NO_FULL_SOURCE_RECOVERY
75	PROSE	f56r	H5	f56r.5	2cc054357a929df85f64	cho	EXEMPLAR_ONLY	UNKNOWN	[GENRE:sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor]	LOCAL[kleine Gesamtpflanzenprobe sammeln]	NO_FULL_SOURCE_RECOVERY
76	PROSE	f56r	H5	f56r.5	0ec6a45e2950e8e7061d	chodaly	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:zu Beginn der Blüte]	LOCAL[feine Wurzel- und Krautfraktion trennen]	NO_FULL_SOURCE_RECOVERY
77	PROSE	f56r	H5	f56r.5	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen]	NO_FULL_SOURCE_RECOVERY
78	PROSE	f56r	H5	f56r.7	2cc054357a929df85f64	sho	EXEMPLAR_ONLY	UNKNOWN	[GENRE:zerstoße die frischen klebrigen Blätter]	LOCAL[Krautfraktion in wenig Wasser einweichen]	NO_FULL_SOURCE_RECOVERY
79	PROSE	f56r	H5	f56r.7	893c570f3fa3fce99711	kchol	EXEMPLAR_ONLY	UNKNOWN	[GENRE:lege sie auf]	LOCAL[weiches Material quetschen]	NO_FULL_SOURCE_RECOVERY
80	PROSE	f56r	H5	f56r.7	10488b911aae52b3b334	otchor	EXEMPLAR_ONLY	UNKNOWN	[EXEMPLAR:eine einzelne Warze oder ein Hühnerauge]	LOCAL[klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen]	NO_FULL_SOURCE_RECOVERY
81	PROSE	f56r	H5	f56r.7	276a7c2d74d1143446f4	choky	ACTION_APPLY	ANWENDEN?	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]	NO_FULL_SOURCE_RECOVERY
82	PROSE	f56r	H5	f56r.7	dd0ecaf5e27d81befffc	dal	TARGET_ASSIGN	ZIEL?	[CARD:ZIEL?] [EXEMPLAR:an der örtlich bezeichneten Hautstelle]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL[Zieladresse H5-T01 nach dem Auftrag im Register festhalten]	NO_FULL_SOURCE_RECOVERY
83	PROSE	f56r	H5	f56r.8	d665560c8ff80799a82c	schol	EXEMPLAR_ONLY	UNKNOWN	[GENRE:nimm die Auflage wieder ab]	LOCAL[H5-P01 als aktive Charge wieder aufnehmen]	NO_FULL_SOURCE_RECOVERY
84	PROSE	f56r	H5	f56r.8	c10aec6d4dd877ec8bd8	choy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:wasche die Stelle mit Wasser]	LOCAL[zweite Prüffläche H5-T02 bereitstellen]	NO_FULL_SOURCE_RECOVERY
85	PROSE	f56r	H5	f56r.8	276a7c2d74d1143446f4	choky	ACTION_APPLY	ANWENDEN?	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]	NO_FULL_SOURCE_RECOVERY
86	PROSE	f56r	H5	f56r.8	95987d6f198d6d247511	cheeckhody	EXEMPLAR_ONLY	UNKNOWN	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende die äußere Anwendung]	LOCAL[beschichtete Prüffläche lufttrocknen lassen und schließen]	NO_FULL_SOURCE_RECOVERY
87	PROSE	f56r	H5	f56r.12	ad3581d3144f69a5912d	sh	EXEMPLAR_ONLY	UNKNOWN	[IMAGE:nimm vom übrigen Kraut die blühenden Stiele]	LOCAL[Kopf- oder Knospenfraktion H5-R02 eröffnen]	NO_FULL_SOURCE_RECOVERY
88	PROSE	f56r	H5	f56r.12	2cc054357a929df85f64	cho	EXEMPLAR_ONLY	UNKNOWN	[GENRE:trockne sie im Schatten]	LOCAL[schmale Blattfraktion H5-R03 getrennt einführen]	NO_FULL_SOURCE_RECOVERY
89	PROSE	f56r	H5	f56r.12	b74e9e65637b7c8538dd	kchey	EXEMPLAR_ONLY	UNKNOWN	[GENRE:zerreibe sie grob]	LOCAL[beide Fraktionen mit Loszeichen versehen]	NO_FULL_SOURCE_RECOVERY
90	PROSE	f56r	H5	f56r.12	1322bc176443fc2a8a86	qokokchy	EXEMPLAR_ONLY	UNKNOWN	[GENRE:verwahre sie trocken]	LOCAL[beide im Schatten trocknen]	NO_FULL_SOURCE_RECOVERY
