event_id	page	record	statement_id	owner_de	card_no	surface	component_recipe	process_roots	reading_de	root_expansion_de	form_owner_boundary_status
E115	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC073	sheckhal	SH+E+CKH+AL	SH	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E122	f81v	B1	B1-S003	gemeinsame zweireihige Figuren-/Beckenstation	PROC077	sshkchdy	SH+K+CHD+DY	SH	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E125	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E134	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC083	cheky	CHK+E+Y	CHK	WAERMEN · KURZ · DIES	den Posten auf Arbeitswärme bringen oder warm halten	UNCHANGED
E136	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E141	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	PROC084	lsho	LSH+O	LSH	WASCHEN · ARBEITSGANG	den Arbeitsgang oder Posten kurz durchwaschen	UNCHANGED
E143	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	PROC086	lshedy	LSH+E+DY	LSH	WASCHEN · KURZ · SCHLUSS	den Arbeitsgang oder Posten kurz durchwaschen	UNCHANGED
E144	f81v	B1	B1-S013	gemeinsame zweireihige Figuren-/Beckenstation	PROC086	lshedy	LSH+E+DY	LSH	WASCHEN · KURZ · SCHLUSS	den Arbeitsgang oder Posten kurz durchwaschen	UNCHANGED
E155	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	cheedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E160	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	PROC096	dsheol	SH+E+OL	SH	HALTEN · KURZ · WEITER	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E163	f81v	B1	B1-S019	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	tedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E164	f81v	B1	B1-S020	gemeinsame zweireihige Figuren-/Beckenstation	PROC083	cheky	CHK+E+Y	CHK	WAERMEN · KURZ · DIES	den Posten auf Arbeitswärme bringen oder warm halten	UNCHANGED
E165	f81v	B1	B1-S020	gemeinsame zweireihige Figuren-/Beckenstation	PROC099	shckhedy	SH+CKH+E+DY	SH	HALTEN · DURCHLASS · KURZ · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E182	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC106	octheol	O+CTH+E+OL	CTH	ARBEITSGANG · BEREITEN · KURZ · WEITER	den laufenden Posten arbeitsbereit machen	UNCHANGED
E183	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC107	chkeey	CHK+EE+Y	CHK	WAERMEN · LANG · DIES	den Posten auf Arbeitswärme bringen oder warm halten	UNCHANGED
E187	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	PROC110	sheckhy	SH+E+CKH+Y	SH	HALTEN · KURZ · DURCHLASS · DIES	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E189	f82r	B2	B2-S007	mittleres linkes Handgerät mit Inline-Knoten	PROC111	dshedy	SH+E+DY	SH	HALTEN · KURZ · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E192	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E193	f82r	B2	B2-S009	mittleres linkes Handgerät mit Inline-Knoten	PROC114	solshedy	OL+SH+E+DY	SH	WEITER · HALTEN · KURZ · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E197	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	PROC031	cheey	SH+EE+Y	SH	HALTEN · LANG · DIES	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E203	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	PROC031	cheey	SH+EE+Y	SH	HALTEN · LANG · DIES	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E204	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	PROC117	qcthey	CTH+E+Y	CTH	BEREITEN · KURZ · DIES	den laufenden Posten arbeitsbereit machen	UNCHANGED
E212	f82r	B2	B2-S015	kleine Randstationen des unteren Beckens	PROC122	tshey	SH+E+Y	SH	HALTEN · KURZ · DIES	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E222	f82r	B2	B2-S017	kleine Randstationen des unteren Beckens	PROC126	rsheal	R+SH+E+AL	SH	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E225	f82r	B2	B2-S019	kleine Randstationen des unteren Beckens	PROC128	rshedy	R+SHED+DY	SHED	KUEHLEN · ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E231	f83r	B3	B3-S002	obere offene Fächerstation am Rand	PROC132	chkeedy	CHK+EE+DY	CHK	WAERMEN · LANG · SCHLUSS	den Posten auf Arbeitswärme bringen oder warm halten	UNCHANGED
E250	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	PROC136	shecthedchy	SH+E+CTH+CHD+Y	CTH+SH	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	den laufenden Posten arbeitsbereit machen + den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E255	f83r	B3	B3-S012	untere Randfigur im korbartigen Gefäß	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E258	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	PROC117	shcthey	CTH+E+Y	CTH	BEREITEN · KURZ · DIES	den laufenden Posten arbeitsbereit machen	UNCHANGED
E261	f83r	B3	B3-S014	untere Randfigur im korbartigen Gefäß	PROC139	sheedy	SH+EE+DY	SH	HALTEN · LANG · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E266	f83r	B3	B3-S018	unverbundener Zwischenbereich	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E267	f83r	B3	B3-S019	unverbundener Zwischenbereich	PROC141	qokshedy	OK+SH+E+DY	SH	ANSETZEN · HALTEN · KURZ · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E271	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC014	shcthy	CTH+Y	CTH	BEREITEN · DIES	den laufenden Posten arbeitsbereit machen	UNCHANGED
E275	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC142	shedal	SHED+AL	SHED	ABSETZEN · ZIELSTELLE	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E276	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC143	shecthy	SH+E+CTH+Y	CTH+SH	HALTEN · KURZ · BEREITEN · DIES	den laufenden Posten arbeitsbereit machen + den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E279	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC014	shcthy	CTH+Y	CTH	BEREITEN · DIES	den laufenden Posten arbeitsbereit machen	UNCHANGED
E289	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC014	checthy	CTH+Y	CTH	BEREITEN · DIES	den laufenden Posten arbeitsbereit machen	UNCHANGED
E310	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC014	checthy	CTH+Y	CTH	BEREITEN · DIES	den laufenden Posten arbeitsbereit machen	UNCHANGED
E314	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E325	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E330	f83r	B4	B4-S006	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC099	shckhedy	SH+CKH+E+DY	SH	HALTEN · DURCHLASS · KURZ · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E331	f83r	B4	B4-S007	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC099	shckhedy	SH+CKH+E+DY	SH	HALTEN · DURCHLASS · KURZ · SCHLUSS	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E333	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC046	cheeky	CHK+EE+Y	CHK	WAERMEN · LANG · DIES	den Posten auf Arbeitswärme bringen oder warm halten	UNCHANGED
E334	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC157	sheey	SH+EE+Y	SH	HALTEN · LANG · DIES	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E336	f83r	B4	B4-S009	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E339	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC083	cheky	CHK+E+Y	CHK	WAERMEN · KURZ · DIES	den Posten auf Arbeitswärme bringen oder warm halten	UNCHANGED
E347	f83r	B4	B4-S013	linke Hauptstation mit offenem Fransenlauf	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E353	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC031	shey	SH+EE+Y	SH	HALTEN · LANG · DIES	den Posten im aktuellen Zustand oder an der aktuellen Stelle halten	UNCHANGED
E361	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC078	shedy	SHED+DY	SHED	ABSETZEN · SCHLUSS	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
E364	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC142	shedal	SHED+AL	SHED	ABSETZEN · ZIELSTELLE	den Posten ruhen, sich setzen oder stehen lassen	UNCHANGED
