edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
179	G407-E0179	G407-S006	20	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthar	CH+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0179@1|ACTION:G407-E0179@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0179@2|ACTION:G407-E0179@2:T] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0179@3|ACTION:G407-E0179@2:T]	Entnimm; Stelle ein oder temperiere: von der Quelle oder aus dem Ausgangsgefäß.	Entnimm denselben laufenden Eintrag und lege ihn fest; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0179@1|ACTION:G407-E0179@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0179@2|ACTION:G407-E0179@2:T|T_SOURCE_FIX] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0179@3|ACTION:G407-E0179@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: von der Quelle oder aus dem Ausgangsgefäß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
183	G407-E0183	G407-S006	24	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shoaiin	SH+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Halte den Kennwert fest; als Ausführung.	Halte den Kennwert fest; als Ausführung.	Halte den Kennwert fest; als Ausführung.	Halte den Kennwert fest; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Kennwert fest; als Ausführung.	Halte den Kennwert fest; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Lass ruhen|RUNNING:G407-E0183@1|ACTION:G407-E0183@1:SH] [2:O=in Arbeitsform|RUNNING:G407-E0183@2|ACTION:G407-E0183@1:SH] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0183@3|ACTION:G407-E0183@1:SH]	Lass ruhen: in Arbeitsform, Flüssigkeitsmaß.	Halte den Kennwert fest; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_SOURCE_REST	[1:SH=Lass ruhen|RUNNING:G407-E0183@1|ACTION:G407-E0183@1:SH|SH_SOURCE_REST] [2:O=in Arbeitsform|RUNNING:G407-E0183@2|ACTION:G407-E0183@1:SH|GDT582_RETAINED_NON_TARGET] [3:AIIN=Flüssigkeitsmaß|RUNNING:G407-E0183@3|ACTION:G407-E0183@1:SH|GDT582_RETAINED_NON_TARGET]	Lass ruhen: in Arbeitsform, Flüssigkeitsmaß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
187	G407-E0187	G407-S006	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthol	CH+T+OL	STATE_CARD	OL	Weiter: entnimm denselben Kennwert und lege ihn fest.	Weiter: entnimm denselben Kennwert und lege ihn fest.	Weiter: entnimm denselben Kennwert und lege ihn fest.	Weiter: entnimm denselben Kennwert und lege ihn fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: entnimm denselben Kennwert und lege ihn fest.	Weiter: entnimm denselben Kennwert und lege ihn fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:CH=Entnimm|RUNNING:G407-E0187@1|ACTION:G407-E0187@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0187@2|ACTION:G407-E0187@2:T] [3:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0187@3|CONTROL:G407-E0187@3:OL]	Entnimm; Stelle ein oder temperiere; im Steuerrahmen [CONTROL:G407-E0187@3:OL]: weiter im selben Arbeitsgang.	Weiter: entnimm denselben Kennwert und lege ihn fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0187@1|ACTION:G407-E0187@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0187@2|ACTION:G407-E0187@2:T|T_SOURCE_FIX] [3:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0187@3|CONTROL:G407-E0187@3:OL|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest; im Steuerrahmen [CONTROL:G407-E0187@3:OL]: weiter im selben Arbeitsgang.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
189	G407-E0189	G407-S006	30	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	ctholdar	CH+T+OL+D_ADDR+AR	STATE_CARD	OL	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	4	1	[1:CH=Entnimm|RUNNING:G407-E0189@1|ACTION:G407-E0189@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0189@2|ACTION:G407-E0189@2:T] [3:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0189@3|CONTROL:G407-E0189@3:OL] [4:D_ADDR=an der Arbeitsstelle|RUNNING:G407-E0189@4|ACTION:G407-E0189@2:T] [5:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0189@5|ACTION:G407-E0189@2:T]	Entnimm; Stelle ein oder temperiere: an der Arbeitsstelle, von der Quelle oder aus dem Ausgangsgefäß; im Steuerrahmen [CONTROL:G407-E0189@3:OL]: weiter im selben Arbeitsgang.	Weiter: entnimm denselben Kennwert und lege ihn fest; an der D-Stelle; von der Ausgangszeile.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0189@1|ACTION:G407-E0189@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0189@2|ACTION:G407-E0189@2:T|T_SOURCE_FIX] [3:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0189@3|CONTROL:G407-E0189@3:OL|GDT582_RETAINED_NON_TARGET] [4:D_ADDR=an der Arbeitsstelle|RUNNING:G407-E0189@4|ACTION:G407-E0189@2:T|GDT582_RETAINED_NON_TARGET] [5:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G407-E0189@5|ACTION:G407-E0189@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: an der Arbeitsstelle, von der Quelle oder aus dem Ausgangsgefäß; im Steuerrahmen [CONTROL:G407-E0189@3:OL]: weiter im selben Arbeitsgang.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
190	G407-E0190	G407-S006	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	ycheey	Y+SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:Y=Arbeitsgut|RUNNING:G407-E0190@1|ACTION:G407-E0190@2:SH] [2:SH=Lass ruhen|RUNNING:G407-E0190@2|ACTION:G407-E0190@2:SH] [3:EE=auf Grad II|RUNNING:G407-E0190@3|ACTION:G407-E0190@2:SH] [4:Y=Arbeitsgut|RUNNING:G407-E0190@4|ACTION:G407-E0190@2:SH]	Lass ruhen: Arbeitsgut, auf Grad II, Arbeitsgut.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad II.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_SOURCE_REST	[1:Y=Arbeitsgut|RUNNING:G407-E0190@1|ACTION:G407-E0190@2:SH|GDT582_RETAINED_NON_TARGET] [2:SH=Lass ruhen|RUNNING:G407-E0190@2|ACTION:G407-E0190@2:SH|SH_SOURCE_REST] [3:EE=auf Grad II|RUNNING:G407-E0190@3|ACTION:G407-E0190@2:SH|GDT582_RETAINED_NON_TARGET] [4:Y=Arbeitsgut|RUNNING:G407-E0190@4|ACTION:G407-E0190@2:SH|GDT582_RETAINED_NON_TARGET]	Lass ruhen: Arbeitsgut, auf Grad II, Arbeitsgut.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
200	G407-E0200	G407-S006	41	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	shody	SH+O+DY	STATE_CARD	DY	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Lass ruhen|RUNNING:G407-E0200@1|ACTION:G407-E0200@1:SH] [2:O=in Arbeitsform|RUNNING:G407-E0200@2|ACTION:G407-E0200@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E0200@3|CONTROL:G407-E0200@3:DY]	Lass ruhen: in Arbeitsform; im Steuerrahmen [CONTROL:G407-E0200@3:DY]: Arbeitsgang abschließen.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_CH_BRIDGE_HOLD	[1:SH=Halte|RUNNING:G407-E0200@1|ACTION:G407-E0200@1:SH|SH_CH_BRIDGE_HOLD] [2:O=in Arbeitsform|RUNNING:G407-E0200@2|ACTION:G407-E0200@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E0200@3|CONTROL:G407-E0200@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: in Arbeitsform; im Steuerrahmen [CONTROL:G407-E0200@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
201	G407-E0201	G407-S007	1	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	koshey	K+O+SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:K=Gib zu|RUNNING:G407-E0201@1|ACTION:G407-E0201@1:K] [2:O=in Arbeitsform|RUNNING:G407-E0201@2|ACTION:G407-E0201@1:K] [3:SH=Lass ruhen|RUNNING:G407-E0201@3|ACTION:G407-E0201@3:SH] [4:E=auf Grad I|RUNNING:G407-E0201@4|ACTION:G407-E0201@3:SH] [5:Y=Arbeitsgut|RUNNING:G407-E0201@5|ACTION:G407-E0201@3:SH]	Gib zu: in Arbeitsform; Lass ruhen: auf Grad I, Arbeitsgut.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung und auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_SOURCE_REST	[1:K=Gib zu|RUNNING:G407-E0201@1|ACTION:G407-E0201@1:K|GDT582_RETAINED_NON_TARGET] [2:O=in Arbeitsform|RUNNING:G407-E0201@2|ACTION:G407-E0201@1:K|GDT582_RETAINED_NON_TARGET] [3:SH=Lass ruhen|RUNNING:G407-E0201@3|ACTION:G407-E0201@3:SH|SH_SOURCE_REST] [4:E=auf Grad I|RUNNING:G407-E0201@4|ACTION:G407-E0201@3:SH|GDT582_RETAINED_NON_TARGET] [5:Y=Arbeitsgut|RUNNING:G407-E0201@5|ACTION:G407-E0201@3:SH|GDT582_RETAINED_NON_TARGET]	Gib zu: in Arbeitsform; Lass ruhen: auf Grad I, Arbeitsgut.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
202	G407-E0202	G407-S007	2	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	cthy	CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und lege ihn fest.	Entnimm den laufenden Eintrag und lege ihn fest.	Entnimm den laufenden Eintrag und lege ihn fest.	Entnimm den laufenden Eintrag und lege ihn fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den laufenden Eintrag und lege ihn fest.	Entnimm den laufenden Eintrag und lege ihn fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0202@1|ACTION:G407-E0202@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0202@2|ACTION:G407-E0202@2:T] [3:Y=Arbeitsgut|RUNNING:G407-E0202@3|ACTION:G407-E0202@2:T]	Entnimm; Stelle ein oder temperiere: Arbeitsgut.	Entnimm den laufenden Eintrag und lege ihn fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0202@1|ACTION:G407-E0202@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0202@2|ACTION:G407-E0202@2:T|T_SOURCE_FIX] [3:Y=Arbeitsgut|RUNNING:G407-E0202@3|ACTION:G407-E0202@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: Arbeitsgut.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
208	G407-E0208	G407-S007	8	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	chtor	CH+T+OR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm die Eintragseinheit und lege sie fest.	Entnimm die Eintragseinheit und lege sie fest.	Entnimm die Eintragseinheit und lege sie fest.	Entnimm die Eintragseinheit und lege sie fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm die Eintragseinheit und lege sie fest.	Entnimm die Eintragseinheit und lege sie fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm|RUNNING:G407-E0208@1|ACTION:G407-E0208@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0208@2|ACTION:G407-E0208@2:T] [3:OR=Ansatz|RUNNING:G407-E0208@3|ACTION:G407-E0208@2:T]	Entnimm; Stelle ein oder temperiere: Ansatz.	Entnimm die Eintragseinheit und lege sie fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_SOURCE_FIX	[1:CH=Entnimm|RUNNING:G407-E0208@1|ACTION:G407-E0208@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Lege fest|RUNNING:G407-E0208@2|ACTION:G407-E0208@2:T|T_SOURCE_FIX] [3:OR=Ansatz|RUNNING:G407-E0208@3|ACTION:G407-E0208@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm; Lege fest: Ansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
215	G407-E0215	G407-S008	1	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	pchocthy	P+CH+O+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	P	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	6	0	[1:P=Bringe ein|RUNNING:G407-E0215@1|ACTION:G407-E0215@1:P] [2:CH=Entnimm oder ziehe aus|RUNNING:G407-E0215@2|ACTION:G407-E0215@2:CH] [3:O=in Zubereitungsform|RUNNING:G407-E0215@3|ACTION:G407-E0215@2:CH] [4:CH=Entnimm oder ziehe aus|RUNNING:G407-E0215@4|ACTION:G407-E0215@4:CH] [5:T=Stelle ein oder temperiere|RUNNING:G407-E0215@5|ACTION:G407-E0215@5:T] [6:Y=Pflanzencharge|RUNNING:G407-E0215@6|ACTION:G407-E0215@5:T]	Bringe ein; Entnimm oder ziehe aus: in Zubereitungsform; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	Setze den Pflanzenposten ein, nimm ihn, nimm ihn und stelle ihn ein; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:P=Bringe ein|RUNNING:G407-E0215@1|ACTION:G407-E0215@1:P|GDT582_RETAINED_NON_TARGET] [2:CH=Entnimm oder ziehe aus|RUNNING:G407-E0215@2|ACTION:G407-E0215@2:CH|GDT582_RETAINED_NON_TARGET] [3:O=in Zubereitungsform|RUNNING:G407-E0215@3|ACTION:G407-E0215@2:CH|GDT582_RETAINED_NON_TARGET] [4:CH=Entnimm oder ziehe aus|RUNNING:G407-E0215@4|ACTION:G407-E0215@4:CH|GDT582_RETAINED_NON_TARGET] [5:T=Stelle ein oder temperiere|RUNNING:G407-E0215@5|ACTION:G407-E0215@5:T|T_PHYSICAL_BROAD] [6:Y=Pflanzencharge|RUNNING:G407-E0215@6|ACTION:G407-E0215@5:T|GDT582_RETAINED_NON_TARGET]	Bringe ein; Entnimm oder ziehe aus: in Zubereitungsform; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
216	G407-E0216	G407-S008	2	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	shor	SH+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Arbeitseinheit.	Halte die Arbeitseinheit.	Halte die Arbeitseinheit.	Halte die Arbeitseinheit.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte die Arbeitseinheit.	Halte die Arbeitseinheit.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:SH=Halte oder lass ziehen|RUNNING:G407-E0216@1|ACTION:G407-E0216@1:SH] [2:OR=Pflanzen- oder Arbeitseinheit|RUNNING:G407-E0216@2|ACTION:G407-E0216@1:SH]	Halte oder lass ziehen: Pflanzen- oder Arbeitseinheit.	Halte die Arbeitseinheit.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E0216@1|ACTION:G407-E0216@1:SH|SH_REST_HOLD] [2:OR=Pflanzen- oder Arbeitseinheit|RUNNING:G407-E0216@2|ACTION:G407-E0216@1:SH|GDT582_RETAINED_NON_TARGET]	Halte: Pflanzen- oder Arbeitseinheit.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
