local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
112	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2015	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2015	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	tey	T+E+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:T=Stelle ein|LOCAL_COMPONENT:P912-E2015@1|LOCAL_ACTION:P912-E2015@1:T] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2015@2|LOCAL_ACTION:P912-E2015@1:T] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2015@3|LOCAL_ACTION:P912-E2015@1:T]	Stelle ein: auf Ringstufe I, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2015@1|LOCAL_ACTION:P912-E2015@1:T|T_CELESTIAL_SET] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2015@2|LOCAL_ACTION:P912-E2015@1:T|GDT582_RETAINED_NON_TARGET] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2015@3|LOCAL_ACTION:P912-E2015@1:T|GDT582_RETAINED_NON_TARGET]	Stelle die Ringposition ein: auf Ringstufe I, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
117	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2020	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2020	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	teeo	T+EE+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:T=Stelle ein|LOCAL_COMPONENT:P912-E2020@1|LOCAL_ACTION:P912-E2020@1:T] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2020@2|LOCAL_ACTION:P912-E2020@1:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2020@3|LOCAL_ACTION:P912-E2020@1:T]	Stelle ein: auf Ringstufe II, in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2020@1|LOCAL_ACTION:P912-E2020@1:T|T_CELESTIAL_SET] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2020@2|LOCAL_ACTION:P912-E2020@1:T|GDT582_RETAINED_NON_TARGET] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2020@3|LOCAL_ACTION:P912-E2020@1:T|GDT582_RETAINED_NON_TARGET]	Stelle die Ringposition ein: auf Ringstufe II, in Eintragsform.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
123	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2026	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2026	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chsdy	CH+S+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2026@1|LOCAL_ACTION:P912-E2026@1:CH] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E2026@2|LOCAL_ACTION:P912-E2026@2:S] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2026@3|LOCAL_CONTROL:P912-E2026@3:DY]	Lies ab; Wähle aus; im Rahmen [LOCAL_CONTROL:P912-E2026@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2026@1|LOCAL_ACTION:P912-E2026@1:CH|GDT582_RETAINED_NON_TARGET] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E2026@2|LOCAL_ACTION:P912-E2026@2:S|S_CELESTIAL_SELECT] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2026@3|LOCAL_CONTROL:P912-E2026@3:DY|GDT582_RETAINED_NON_TARGET]	Lies ab; Wähle aus; im Rahmen [LOCAL_CONTROL:P912-E2026@3:DY]: Arbeitsgang abschließen.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
131	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2034	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2034	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chees	SH+EE+S_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2034@1|LOCAL_ACTION:P912-E2034@1:SH] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2034@2|LOCAL_ACTION:P912-E2034@1:SH] [3:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2034@3|LOCAL_ACTION:P912-E2034@1:SH]	Halte fest: auf Ringstufe II, an der seitlichen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	SH	SH_CELESTIAL_FIX	[1:SH=Halte die Position fest|LOCAL_COMPONENT:P912-E2034@1|LOCAL_ACTION:P912-E2034@1:SH|SH_CELESTIAL_FIX] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2034@2|LOCAL_ACTION:P912-E2034@1:SH|GDT582_RETAINED_NON_TARGET] [3:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2034@3|LOCAL_ACTION:P912-E2034@1:SH|GDT582_RETAINED_NON_TARGET]	Halte die Position fest: auf Ringstufe II, an der seitlichen Ringstelle.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
132	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2035	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2035	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	yto	Y+T+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2035@1|LOCAL_ACTION:P912-E2035@2:T] [2:T=Stelle ein|LOCAL_COMPONENT:P912-E2035@2|LOCAL_ACTION:P912-E2035@2:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2035@3|LOCAL_ACTION:P912-E2035@2:T]	Stelle ein: Ringposition, in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2035@1|LOCAL_ACTION:P912-E2035@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2035@2|LOCAL_ACTION:P912-E2035@2:T|T_CELESTIAL_SET] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2035@3|LOCAL_ACTION:P912-E2035@2:T|GDT582_RETAINED_NON_TARGET]	Stelle die Ringposition ein: Ringposition, in Eintragsform.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
147	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2050	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2050	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	cheey	SH+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2050@1|LOCAL_ACTION:P912-E2050@1:SH] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2050@2|LOCAL_ACTION:P912-E2050@1:SH] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2050@3|LOCAL_ACTION:P912-E2050@1:SH]	Halte fest: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	SH	SH_CELESTIAL_FIX	[1:SH=Halte die Position fest|LOCAL_COMPONENT:P912-E2050@1|LOCAL_ACTION:P912-E2050@1:SH|SH_CELESTIAL_FIX] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2050@2|LOCAL_ACTION:P912-E2050@1:SH|GDT582_RETAINED_NON_TARGET] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2050@3|LOCAL_ACTION:P912-E2050@1:SH|GDT582_RETAINED_NON_TARGET]	Halte die Position fest: auf Ringstufe II, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
153	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2056	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2056	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	sheey	SH+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2056@1|LOCAL_ACTION:P912-E2056@1:SH] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2056@2|LOCAL_ACTION:P912-E2056@1:SH] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2056@3|LOCAL_ACTION:P912-E2056@1:SH]	Halte fest: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	SH	SH_CELESTIAL_FIX	[1:SH=Halte die Position fest|LOCAL_COMPONENT:P912-E2056@1|LOCAL_ACTION:P912-E2056@1:SH|SH_CELESTIAL_FIX] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2056@2|LOCAL_ACTION:P912-E2056@1:SH|GDT582_RETAINED_NON_TARGET] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2056@3|LOCAL_ACTION:P912-E2056@1:SH|GDT582_RETAINED_NON_TARGET]	Halte die Position fest: auf Ringstufe II, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
159	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2062	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2062	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	yetey	Y+E+T+E+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2062@1|LOCAL_ACTION:P912-E2062@3:T] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2062@2|LOCAL_ACTION:P912-E2062@3:T] [3:T=Stelle ein|LOCAL_COMPONENT:P912-E2062@3|LOCAL_ACTION:P912-E2062@3:T] [4:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2062@4|LOCAL_ACTION:P912-E2062@3:T] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2062@5|LOCAL_ACTION:P912-E2062@3:T]	Stelle ein: Ringposition, auf Ringstufe I, auf Ringstufe I, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2062@1|LOCAL_ACTION:P912-E2062@3:T|GDT582_RETAINED_NON_TARGET] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2062@2|LOCAL_ACTION:P912-E2062@3:T|GDT582_RETAINED_NON_TARGET] [3:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2062@3|LOCAL_ACTION:P912-E2062@3:T|T_CELESTIAL_SET] [4:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2062@4|LOCAL_ACTION:P912-E2062@3:T|GDT582_RETAINED_NON_TARGET] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2062@5|LOCAL_ACTION:P912-E2062@3:T|GDT582_RETAINED_NON_TARGET]	Stelle die Ringposition ein: Ringposition, auf Ringstufe I, auf Ringstufe I, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
182	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2085	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2085	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	chdy	CHD+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:CHD=Berechne|LOCAL_COMPONENT:P912-E2085@1|LOCAL_ACTION:P912-E2085@1:CHD] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2085@2|LOCAL_ACTION:P912-E2085@1:CHD]	Berechne: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	CHD	CHD_CELESTIAL_CALCULATE	[1:CHD=Berechne|LOCAL_COMPONENT:P912-E2085@1|LOCAL_ACTION:P912-E2085@1:CHD|CHD_CELESTIAL_CALCULATE] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2085@2|LOCAL_ACTION:P912-E2085@1:CHD|GDT582_RETAINED_NON_TARGET]	Berechne: Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
189	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2092	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2092	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	chda	CHD+A_ADDR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:CHD=Berechne|LOCAL_COMPONENT:P912-E2092@1|LOCAL_ACTION:P912-E2092@1:CHD] [2:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E2092@2|LOCAL_ACTION:P912-E2092@1:CHD]	Berechne: an der oberen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	CHD	CHD_CELESTIAL_CALCULATE	[1:CHD=Berechne|LOCAL_COMPONENT:P912-E2092@1|LOCAL_ACTION:P912-E2092@1:CHD|CHD_CELESTIAL_CALCULATE] [2:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E2092@2|LOCAL_ACTION:P912-E2092@1:CHD|GDT582_RETAINED_NON_TARGET]	Berechne: an der oberen Ringstelle.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
195	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2098	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2098	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	ytyd	Y+T+Y+D_LABEL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2098@1|LOCAL_ACTION:P912-E2098@2:T] [2:T=Stelle ein|LOCAL_COMPONENT:P912-E2098@2|LOCAL_ACTION:P912-E2098@2:T] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2098@3|LOCAL_ACTION:P912-E2098@2:T] [4:D_LABEL=in der d-Klasse|LOCAL_COMPONENT:P912-E2098@4|LOCAL_ACTION:P912-E2098@2:T]	Stelle ein: Ringposition, Ringposition, in der d-Klasse.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2098@1|LOCAL_ACTION:P912-E2098@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2098@2|LOCAL_ACTION:P912-E2098@2:T|T_CELESTIAL_SET] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2098@3|LOCAL_ACTION:P912-E2098@2:T|GDT582_RETAINED_NON_TARGET] [4:D_LABEL=in der d-Klasse|LOCAL_COMPONENT:P912-E2098@4|LOCAL_ACTION:P912-E2098@2:T|GDT582_RETAINED_NON_TARGET]	Stelle die Ringposition ein: Ringposition, Ringposition, in der d-Klasse.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
201	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2104	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2104	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	cheteeser	CH+E+T+EE+S_ADDR+E+R	7	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	7	7	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2104@1|LOCAL_ACTION:P912-E2104@1:CH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2104@2|LOCAL_ACTION:P912-E2104@1:CH] [3:T=Stelle ein|LOCAL_COMPONENT:P912-E2104@3|LOCAL_ACTION:P912-E2104@3:T] [4:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2104@4|LOCAL_ACTION:P912-E2104@3:T] [5:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2104@5|LOCAL_ACTION:P912-E2104@3:T] [6:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2104@6|LOCAL_ACTION:P912-E2104@7:R] [7:R=Markiere|LOCAL_COMPONENT:P912-E2104@7|LOCAL_ACTION:P912-E2104@7:R]	Lies ab: auf Ringstufe I; Stelle ein: auf Ringstufe II, an der seitlichen Ringstelle; Markiere: auf Ringstufe I.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2104@1|LOCAL_ACTION:P912-E2104@1:CH|GDT582_RETAINED_NON_TARGET] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2104@2|LOCAL_ACTION:P912-E2104@1:CH|GDT582_RETAINED_NON_TARGET] [3:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2104@3|LOCAL_ACTION:P912-E2104@3:T|T_CELESTIAL_SET] [4:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2104@4|LOCAL_ACTION:P912-E2104@3:T|GDT582_RETAINED_NON_TARGET] [5:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2104@5|LOCAL_ACTION:P912-E2104@3:T|GDT582_RETAINED_NON_TARGET] [6:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2104@6|LOCAL_ACTION:P912-E2104@7:R|GDT582_RETAINED_NON_TARGET] [7:R=Markiere|LOCAL_COMPONENT:P912-E2104@7|LOCAL_ACTION:P912-E2104@7:R|GDT582_RETAINED_NON_TARGET]	Lies ab: auf Ringstufe I; Stelle die Ringposition ein: auf Ringstufe II, an der seitlichen Ringstelle; Markiere: auf Ringstufe I.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
209	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2112	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2112	f69v	CELESTIAL	f69v.4	drei getrennte heterogene Himmelsraeder	sar	S+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E2112@1|LOCAL_ACTION:P912-E2112@1:S] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2112@2|LOCAL_ACTION:P912-E2112@1:S]	Wähle aus: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E2112@1|LOCAL_ACTION:P912-E2112@1:S|S_CELESTIAL_SELECT] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2112@2|LOCAL_ACTION:P912-E2112@1:S|GDT582_RETAINED_NON_TARGET]	Wähle aus: von der Ausgangsposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
214	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2117	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2117	f69v	CELESTIAL	f69v.8	drei getrennte heterogene Himmelsraeder	ytory	Y+T+OR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2117@1|LOCAL_ACTION:P912-E2117@2:T] [2:T=Stelle ein|LOCAL_COMPONENT:P912-E2117@2|LOCAL_ACTION:P912-E2117@2:T] [3:OR=Sektoreinheit|LOCAL_COMPONENT:P912-E2117@3|LOCAL_ACTION:P912-E2117@2:T] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2117@4|LOCAL_ACTION:P912-E2117@2:T]	Stelle ein: Ringposition, Sektoreinheit, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2117@1|LOCAL_ACTION:P912-E2117@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E2117@2|LOCAL_ACTION:P912-E2117@2:T|T_CELESTIAL_SET] [3:OR=Sektoreinheit|LOCAL_COMPONENT:P912-E2117@3|LOCAL_ACTION:P912-E2117@2:T|GDT582_RETAINED_NON_TARGET] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2117@4|LOCAL_ACTION:P912-E2117@2:T|GDT582_RETAINED_NON_TARGET]	Stelle die Ringposition ein: Ringposition, Sektoreinheit, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
