surface	target_class	part_similarity	amount_similarity	value_similarity	predicted_working_role	winning_margin	selector_usable	fields	working_role_only_not_translation	component_export_credit
keeor	AR_OR_LATTICE	0.719575288131	0.712711943935	0.790949534286	VALUE	0.071374246155	0	line_position|right_positive_axes|right_value_binding	1	0
kor	AR_OR_LATTICE	0.623570378572	0.659451986782	0.759764277695	VALUE	0.100312290913	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
lar	AR_OR_LATTICE	0.780576277107	0.689840254932	0.647661086050	PART	0.090736022175	0	line_position|left_positive_axes|right_value_binding	1	0
lchar	AR_OR_LATTICE	0.820699030922	0.829187549091	0.826013088727	AMOUNT	0.003174460364	0	line_position|left_positive_axes|right_value_binding	1	0
lchor	AR_OR_LATTICE	0.716441211864	0.855255420809	0.922074880529	VALUE	0.066819459720	0	line_position|right_value_binding	1	0
lkar	AR_OR_LATTICE	0.827473798243	0.692497080613	0.768281797106	PART	0.059192001137	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
lkor	AR_OR_LATTICE	0.721237896983	0.720119567123	0.775411670922	VALUE	0.054173773939	0	line_position|left_positive_axes|right_value_binding	1	0
lor	AR_OR_LATTICE	0.656949158801	0.781026567578	0.801130708276	VALUE	0.020104140698	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
oar	AR_OR_LATTICE	0.865162528074	0.961005108472	0.909964853718	AMOUNT	0.051040254753	0	line_position|right_value_binding	1	0
okar	AR_OR_LATTICE	0.632718785194	0.778920409654	0.880948484387	VALUE	0.102028074733	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okchar	AR_OR_LATTICE	0.612146469433	0.587283673798	0.715941149285	VALUE	0.103794679852	0	line_position|left_positive_axes|right_value_binding	1	0
okchor	AR_OR_LATTICE	0.700451781347	0.794835761459	0.766720333588	AMOUNT	0.028115427871	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okear	AR_OR_LATTICE	0.671161548174	0.683604873683	0.795409267816	VALUE	0.111804394133	0	line_position|left_positive_axes|right_value_binding	1	0
okeear	AR_OR_LATTICE	0.716441211864	0.855255420809	0.922074880529	VALUE	0.066819459720	0	line_position|right_value_binding	1	0
okeeor	AR_OR_LATTICE	0.486700130151	0.711053437979	0.795322260828	VALUE	0.084268822849	0	line_position|right_positive_axes|right_value_binding	1	0
okeor	AR_OR_LATTICE	0.641242208518	0.790315534774	0.836739805590	VALUE	0.046424270816	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okor	AR_OR_LATTICE	0.539906940841	0.571471130674	0.659201490272	VALUE	0.087730359598	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
olar	AR_OR_LATTICE	0.513678528009	0.631164749530	0.703828567061	VALUE	0.072663817531	0	line_position|right_positive_axes|right_value_binding	1	0
olor	AR_OR_LATTICE	0.758518090343	0.779168731749	0.855858531121	VALUE	0.076689799371	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
oor	AR_OR_LATTICE	0.716441211864	0.855255420809	0.922074880529	VALUE	0.066819459720	0	line_position|right_value_binding	1	0
opar	AR_OR_LATTICE	0.688364638120	0.634139311794	0.692812710015	VALUE	0.004448071895	0	line_position|right_positive_axes|right_value_binding	1	0
opchar	AR_OR_LATTICE	0.528003150569	0.551926435811	0.657229784528	VALUE	0.105303348718	0	line_position|right_positive_axes|right_value_binding	1	0
opchor	AR_OR_LATTICE	0.798376476759	0.786727818145	0.903795592363	VALUE	0.105419115604	0	line_position|right_value_binding	1	0
opor	AR_OR_LATTICE	0.793439288698	0.780646228732	0.891302233128	VALUE	0.097862944430	0	line_position|right_value_binding	1	0
orar	AR_OR_LATTICE	0.935741221819	0.995665116518	0.924063433643	AMOUNT	0.059923894699	0	line_position|right_value_binding	1	0
oror	AR_OR_LATTICE	0.812755369042	0.755932481875	0.584028545201	PART	0.056822887166	0	line_position|right_value_binding	1	0
otalar	AR_OR_LATTICE	0.792004725854	0.793175830341	0.943209075896	VALUE	0.150033245555	0	line_position|right_value_binding	1	0
otalor	AR_OR_LATTICE	0.944239190261	0.922167995718	0.946745029120	VALUE	0.002505838859	0	line_position|right_value_binding	1	0
otar	AR_OR_LATTICE	0.753405756876	0.812489503803	0.841156864034	VALUE	0.028667360231	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
otchar	AR_OR_LATTICE	0.511389995906	0.712508829738	0.815495224658	VALUE	0.102986394920	0	line_position|right_positive_axes|right_value_binding	1	0
otchor	AR_OR_LATTICE	0.627997700740	0.790366780186	0.786794902177	AMOUNT	0.003571878009	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
otear	AR_OR_LATTICE	0.783487873723	0.769170839422	0.868959541474	VALUE	0.085471667751	0	line_position|right_value_binding	1	0
oteor	AR_OR_LATTICE	0.726804552926	0.813107218140	0.943373821955	VALUE	0.130266603815	0	line_position|right_value_binding	1	0
otor	AR_OR_LATTICE	0.579301474644	0.724310237875	0.772644332072	VALUE	0.048334094197	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
par	AR_OR_LATTICE	0.581617774253	0.705130732631	0.731644618389	VALUE	0.026513885757	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
pchar	AR_OR_LATTICE	0.477627474576	0.756200663730	0.744523296215	AMOUNT	0.011677367514	0	line_position|right_positive_axes|right_value_binding	1	0
pchear	AR_OR_LATTICE	0.715660454890	0.800265832817	0.699276163515	AMOUNT	0.084605377927	0	line_position|left_positive_axes|right_value_binding	1	0
pcheor	AR_OR_LATTICE	0.431037309515	0.607585978261	0.574817770748	AMOUNT	0.032768207513	0	line_position|right_value_binding	1	0
pchor	AR_OR_LATTICE	0.585982736527	0.731660024936	0.698947414294	AMOUNT	0.032712610642	0	line_position|right_positive_axes|right_value_binding	1	0
por	AR_OR_LATTICE	0.513315268599	0.591708502471	0.702170262225	VALUE	0.110461759754	0	line_position|left_positive_axes|right_value_binding	1	0
qoar	AR_OR_LATTICE	0.625613553931	0.736537237378	0.851605796446	VALUE	0.115068559068	0	line_position|right_value_binding	1	0
qokar	AR_OR_LATTICE	0.750781535626	0.847153739429	0.940978247458	VALUE	0.093824508029	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokear	AR_OR_LATTICE	0.748031361475	0.736614525156	0.861280520161	VALUE	0.113249158686	0	line_position|left_positive_axes|right_value_binding	1	0
qokeor	AR_OR_LATTICE	0.628492508933	0.835835584900	0.836066347189	VALUE	0.000230762289	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokor	AR_OR_LATTICE	0.624523444087	0.790330269823	0.870757261801	VALUE	0.080426991977	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qoor	AR_OR_LATTICE	0.701126430466	0.680319209949	0.820861063362	VALUE	0.119734632896	0	line_position|left_positive_axes|right_value_binding	1	0
qopar	AR_OR_LATTICE	0.792004725854	0.793175830341	0.943209075896	VALUE	0.150033245555	0	line_position|right_value_binding	1	0
qopor	AR_OR_LATTICE	0.572936193574	0.716145711421	0.752893992539	VALUE	0.036748281118	0	line_position|right_positive_axes|right_value_binding	1	0
qotar	AR_OR_LATTICE	0.712047783339	0.852029457925	0.905852000859	VALUE	0.053822542934	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotchar	AR_OR_LATTICE	0.988149012045	0.949434076838	0.888562992242	PART	0.038714935207	0	line_position|right_value_binding	1	0
qotchor	AR_OR_LATTICE	0.419717712886	0.770950376819	0.768652215068	AMOUNT	0.002298161751	0	line_position|right_positive_axes|right_value_binding	1	0
qotor	AR_OR_LATTICE	0.516264629931	0.725930938863	0.715437494339	AMOUNT	0.010493444524	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
rar	AR_OR_LATTICE	0.723145931569	0.714137851224	0.783777494823	VALUE	0.060631563254	0	line_position|left_positive_axes|right_value_binding	1	0
ror	AR_OR_LATTICE	0.846693495573	0.851577082711	0.830639840365	AMOUNT	0.004883587139	0	line_position|left_positive_axes|right_value_binding	1	0
sar	AR_OR_LATTICE	0.605479347020	0.676645433707	0.663704184891	AMOUNT	0.012941248817	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shar	AR_OR_LATTICE	0.787746004400	0.852797673027	0.975690774969	VALUE	0.122893101942	0	line_position|right_value_binding	1	0
shear	AR_OR_LATTICE	0.739246022175	0.687226398033	0.864545488971	VALUE	0.125299466796	0	line_position|right_positive_axes|right_value_binding	1	0
sheear	AR_OR_LATTICE	0.792004725854	0.793175830341	0.943209075896	VALUE	0.150033245555	0	line_position|right_value_binding	1	0
sheeor	AR_OR_LATTICE	0.792004725854	0.793175830341	0.943209075896	VALUE	0.150033245555	0	line_position|right_value_binding	1	0
sheor	AR_OR_LATTICE	0.680077560329	0.733023188100	0.839618331725	VALUE	0.106595143625	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shor	AR_OR_LATTICE	0.732990322760	0.824243970435	0.918819349138	VALUE	0.094575378703	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
sor	AR_OR_LATTICE	0.702991649657	0.796529009707	0.784141004054	AMOUNT	0.012388005653	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tar	AR_OR_LATTICE	0.634554535027	0.707724973254	0.669821021932	AMOUNT	0.037903951322	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tchar	AR_OR_LATTICE	0.603203993787	0.660102264992	0.704842041451	VALUE	0.044739776459	0	line_position|right_positive_axes|right_value_binding	1	0
tchor	AR_OR_LATTICE	0.438639155461	0.711763043740	0.693648857445	AMOUNT	0.018114186294	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tor	AR_OR_LATTICE	0.698767215761	0.769009220294	0.778038420207	VALUE	0.009029199912	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ychear	AR_OR_LATTICE	0.792004725854	0.793175830341	0.943209075896	VALUE	0.150033245555	0	line_position|right_value_binding	1	0
ycheor	AR_OR_LATTICE	0.537757771305	0.662501922321	0.688690225288	VALUE	0.026188302967	0	line_position|right_positive_axes|right_value_binding	1	0
ykar	AR_OR_LATTICE	0.744104997708	0.824587231873	0.856265169243	VALUE	0.031677937370	0	line_position|left_positive_axes|right_value_binding	1	0
ykor	AR_OR_LATTICE	0.603494752262	0.684844879577	0.775377600965	VALUE	0.090532721388	0	line_position|left_positive_axes|right_value_binding	1	0
ytar	AR_OR_LATTICE	0.520938829472	0.660849703335	0.750456184019	VALUE	0.089606480685	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ytor	AR_OR_LATTICE	0.611335705734	0.588001444533	0.659981646289	VALUE	0.048645940555	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
