prefix	target_surface	sister_surface	support_primary_31	historical_exclusion_31	target_reader_exact_occurrences	target_physical_folios	sister_reader_exact_occurrences	sister_physical_folios	standalone_prefix_available	learned_whole_donors	component_export_credit	full_add_ar_similarity	full_x_or_similarity	full_learned_whole_similarity	full_target_defined_fields	full_add_beats_x_or	full_add_beats_learned	full_add_beats_both	full_standalone_x_similarity	structural_add_ar_similarity	structural_x_or_similarity	structural_learned_whole_similarity	structural_target_defined_fields	structural_add_beats_x_or	structural_add_beats_learned	structural_add_beats_both	structural_standalone_x_similarity	local_add_ar_similarity	local_x_or_similarity	local_learned_whole_similarity	local_target_defined_fields	local_add_beats_x_or	local_add_beats_learned	local_add_beats_both	local_standalone_x_similarity	semantic_add_ar_similarity	semantic_x_or_similarity	semantic_learned_whole_similarity	semantic_target_defined_fields	semantic_add_beats_x_or	semantic_add_beats_learned	semantic_add_beats_both	semantic_standalone_x_similarity	construction_add_ar_similarity	construction_x_or_similarity	construction_learned_whole_similarity	construction_target_defined_fields	construction_add_beats_x_or	construction_add_beats_learned	construction_add_beats_both	construction_standalone_x_similarity	adversarial_best_similarity	adversarial_best_surface	full_add_beats_adversarial
k	kar	kor	1	0	42	26	13	12	1	kol|chl|cho|ody|tol	0	0.824005759736	0.726506820987	0.847552935234	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.299708541537	0.899417873077	0.855918255426	0.947789210916	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.336098033893	0.844129114487	0.749838300086	0.851714938086	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.296694778638	0.616025974988	0.378683570827	0.598105740530	left_positive_axes|right_positive_axes|close_proximity	1	1	1	0.000000000000	0.995472433935	0.993507964831	0.994476865251	right_value_binding	1	1	1	0.980497212010	0.896834026258	chdy	0
kee	keear	keeor	0	1	3	2	2	2	0	olkol|qeeey|ksheo|kshey|okary	0	0.765481083193	0.750000000000	0.687265959774	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	1	1	NA	0.806813566376	0.833333333333	0.712087524756	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	1	0	NA	0.799172675901	0.785714285714	0.722787654228	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	1	1	NA	0.286642160814	0.000000000000	0.225602529652	left_positive_axes	1	1	1	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	NA	0.874304037881	qolchey	0
l	lar	lor	1	1	5	5	30	17	1	oro|ydy|ary|cth|ety	0	0.845374847067	0.783135505268	0.760005129568	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	1	1	0.754651170682	0.901427316457	0.833278407309	0.846673506091	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	0.786061256609	0.849182566069	0.781224051487	0.811462991744	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	1	1	0.769674310847	0.399112763502	0.338781552967	0.000000000000	left_positive_axes	1	1	1	0.334871828031	0.955322114291	0.926632045323	1.000000000000	right_value_binding	1	0	0	0.985969997775	0.857522463044	checthy	0
lch	lchar	lchor	0	1	3	3	2	2	1	chkey|chtol|chyky|chyty|cthdy	0	0.620354721119	0.508534367946	0.682547732572	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|close_proximity|right_value_binding	1	0	0	0.440914285457	0.674155910540	0.596134885252	0.755967687565	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.494704761518	0.686116885086	0.572101163939	0.682508877809	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|close_proximity|right_value_binding	1	1	1	0.496028571139	0.270965960177	0.000000000000	0.303561733878	left_positive_axes|close_proximity	1	0	0	0.000000000000	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	1.000000000000	0.822267784364	ckheey	0
lk	lkar	lkor	1	1	29	13	3	3	0	kedy|keol|oldy|tedy|okey	0	0.800940179828	0.697265295627	0.857397821831	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	NA	0.920084001415	0.879791302794	0.908039937324	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	NA	0.806165658659	0.695069161786	0.883548885819	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	NA	0.506629527955	0.240455207339	0.717733025624	left_positive_axes|right_positive_axes|close_proximity	1	0	0	NA	0.969009205923	0.972539517489	0.972539517489	right_value_binding	0	0	0	NA	0.863562542986	qol	0
o	oar	oor	0	0	9	7	2	2	1	ary|ols|ety|key|tey	0	0.860322357297	0.799027706886	0.899494981556	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	0.897109013813	0.843734566714	0.771643769261	0.884656470865	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.880408902512	0.879514387848	0.808362522907	0.920666000810	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	0.924452118562	NA	NA	NA	NONE	0	0	0	NA	0.959849100792	0.963331332635	0.988526045699	right_value_binding	0	0	0	0.997309681620	0.925692655620	ockhedy	0
ok	okar	okor	1	0	91	32	16	16	1	otol|chdy|cthy|qoty|qoky	0	0.820956015116	0.782960737231	0.906427338972	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.565086115708	0.899073029271	0.878664423033	0.961058131949	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.776892820054	0.833104690565	0.807876062200	0.909848367725	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.586537720198	0.606852744623	0.522705532453	0.769616236886	left_positive_axes|right_positive_axes|close_proximity	1	0	0	0.000000000000	0.994563741667	0.989504236750	0.989075887371	right_value_binding	1	1	1	0.989504236750	0.919718448252	chey	0
okch	okchar	okchor	1	1	4	3	12	11	0	okshey|orchey|ykchey|ykchol|ockhey	0	0.779997818107	0.721323558972	0.783760194128	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	0	0	NA	0.838117638587	0.826910496067	0.872558921332	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	NA	0.782383091711	0.719107175204	0.811843906617	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	0	0	NA	0.404860103015	0.000000000000	0.225602529652	left_positive_axes	1	1	1	NA	0.806416610316	0.809125495379	0.809125495379	right_value_binding	0	0	0	NA	0.891498009640	oeees	0
oke	okear	okeor	1	0	3	3	13	10	0	okary|oldam|oteeo|oteos|qokeo	0	0.772089412335	0.809489889996	0.780118961701	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	0	0	0	NA	0.793477540299	0.855259697033	0.809074449735	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	NA	0.792183987645	0.842471445134	0.791368287475	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	0	1	0	NA	0.419524950410	0.344360937770	0.411967448142	left_positive_axes	1	1	1	NA	0.996325106474	1.000000000000	0.974537547061	right_value_binding	0	1	0	NA	0.908715702522	oteeo	0
okee	okeear	okeeor	0	1	2	2	8	5	0	okeshy|keeody|ochedy|okarol|otytam	0	0.723428194051	0.817690233012	0.747466008358	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	0	0	0	NA	0.690692889686	0.805310529538	0.705377009751	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	NA	0.744973561699	0.853274538847	0.757256697161	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	0	0	0	NA	NA	NA	NA	NONE	0	0	0	NA	0.919840020244	0.891968453854	1.000000000000	right_value_binding	1	0	0	NA	0.941494078196	okcheey	0
ol	olar	olor	1	0	7	6	22	14	1	oram|aram|cham|dary|oees	0	0.753617494885	0.803659565682	0.707906447501	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	1	0	0.848413088601	0.845901747771	0.862816322754	0.739851344302	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	1	0	0.902247916409	0.750699803576	0.816957698749	0.711574072732	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	1	0	0.880797120524	0.000000000000	0.302092198998	0.248848970315	right_positive_axes	0	0	0	0.426316489472	0.953529472448	0.950286389935	0.975294543881	right_value_binding	1	0	0	0.947500720880	0.914682077040	shed	0
op	opar	opor	1	1	6	6	4	4	1	oram|aram|cham|cphy|dary	0	0.773523388437	0.727875147317	0.756761321199	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	1	1	1	0.639446061957	0.823120057532	0.803833529756	0.789433462945	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	0.685928082610	0.761764565575	0.716267954737	0.745360536647	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	1	1	1	0.681489434498	0.253141655827	0.000000000000	0.317489791917	right_positive_axes	1	0	0	0.000000000000	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	1.000000000000	0.898859313078	cheeol	0
opch	opchar	opchor	0	1	2	2	5	5	0	alchey|ochedy|olshdy|otshdy|otytam	0	0.706945221993	0.732073161928	0.671489627873	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	1	0	NA	0.776539444911	0.809430882571	0.728652837165	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	1	0	NA	0.709197998953	0.729786981357	0.711700510000	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	0	0	NA	0.000000000000	0.000000000000	0.000000000000	right_positive_axes	0	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	NA	0.869819790094	qokeees	0
or	orar	oror	0	1	5	5	2	2	1	odam|dory|kary|daim|dals	0	0.617568311809	0.592325041261	0.772184611198	register|line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	1	0	0	0.753526778234	0.657370231333	0.623100055014	0.862912814931	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.806921922481	0.618263766852	0.590630847441	0.819534514812	line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	1	0	0	0.803488080311	0.000000000000	0.000000000000	0.000000000000	close_proximity	0	0	0	0.249850140960	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	0.936832550029	0.839515743234	ockhey	0
ot	otar	otor	1	0	110	37	24	22	1	otol|cthy|qoty|chdy|chey	0	0.816150143232	0.774189032961	0.906886470357	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.774311752166	0.965251652736	0.947545668241	0.963159114709	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	0.925454117286	0.808163698028	0.768801233098	0.910009906749	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.764619017847	0.464745325231	0.353611666309	0.769938773947	left_positive_axes|right_positive_axes|close_proximity	1	0	0	0.405778913057	0.975755540211	0.995781321240	0.980093693474	right_value_binding	0	0	0	0.973056078778	0.908032793928	chedy	0
otal	otalar	otalor	0	1	2	2	4	4	1	otytam|okarol|otshdy|chkaly|cthory	0	0.735720612502	0.744062444382	0.764010780479	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	0	0	0	0.851115969287	0.692286530173	0.701406185113	0.724679243892	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	0.826491513533	0.789490652456	0.810679362151	0.827716977031	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	0	0	0	0.917256147347	NA	NA	NA	NONE	0	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	0.998862703812	0.899366571011	tody	0
otch	otchar	otchor	1	1	6	5	16	13	1	qokchd|tcheey|tcheol|chkchy|yteody	0	0.830269748146	0.829121208821	0.805322102382	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	1	1	1	0.608563355695	0.863023502885	0.886761295672	0.907096136509	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	0.644751140927	0.827573980006	0.833250370796	0.799757991121	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	1	0	0.609188921081	0.467691861382	0.312401896535	0.000000000000	right_positive_axes	1	1	1	0.000000000000	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	1.000000000000	0.885018198718	qotchey	0
ote	otear	oteor	1	0	3	3	7	6	1	oteeo|oteos|okary|oldam|otshy	0	0.835924104332	0.843035659213	0.697441239918	register|line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	0	1	0	0.621028571139	0.816958498042	0.805515152197	0.767498728714	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	0.661371428185	0.844362181735	0.848570700357	0.716612390300	line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	0	1	0	0.709746938444	0.847418324898	1.000000000000	0.000000000000	close_proximity	0	1	0	0.000000000000	0.938223521503	0.911194360521	0.974537547061	right_value_binding	1	0	0	1.000000000000	0.818459532964	shety	1
p	par	por	1	1	4	4	5	4	1	oro|ydy|ary|cth|ety	0	0.697632605274	0.614230448528	0.577343645265	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	1	1	0.255079649457	0.858357709908	0.867968721716	0.712239408776	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	1	0	0.258466082428	0.706945487925	0.616438171945	0.579720396823	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	1	1	0.283421832730	0.288548977962	0.000000000000	0.166666666667	left_positive_axes|right_positive_axes|close_proximity	1	1	1	0.000000000000	0.960532859401	0.934492154983	1.000000000000	right_value_binding	1	0	0	1.000000000000	0.812768304470	tol	0
pch	pchar	pchor	0	1	2	2	10	10	0	yched|cholo|cthod|yshol|otydy	0	0.757132617073	0.782118773397	0.822179853266	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	0	0	NA	0.800456833198	0.834491697862	0.830512981393	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	NA	0.783436356601	0.795461187376	0.820947668747	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	0	0	0	NA	0.257994830922	0.250000000000	0.594360937770	right_positive_axes	1	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	NA	0.902725586107	odol	0
pche	pchear	pcheor	0	1	2	2	4	4	0	ochedy|alchey|chkaly|tchoky|chckhd	0	0.807528222031	0.624300734034	0.832772757832	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	0	0	NA	0.824697585445	0.688721875541	0.822204429040	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	NA	0.828421773276	0.615097713819	0.844872233818	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	1	0	0	NA	0.645747881660	0.000000000000	0.728955488416	left_positive_axes	1	0	0	NA	0.866292381919	0.862074619030	1.000000000000	right_value_binding	1	0	0	NA	0.820073761209	chokey	0
qo	qoar	qoor	1	0	7	7	5	5	1	qody|aram|cham|dary|oram	0	0.630643638242	0.655432235643	0.651383213673	register|line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	0	0	0	0.886879931761	0.717421223553	0.750073179064	0.701248965180	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	1	0	0.885432942607	0.669282395542	0.711589644165	0.631395465237	line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	0	1	0	0.917909948365	0.000000000000	0.000000000000	0.260553107550	close_proximity	0	0	0	0.934492154983	0.740621764615	0.743018810758	0.743018810758	right_value_binding	0	0	0	0.847949643463	0.919747982563	qokeeo	0
qok	qokar	qokor	1	0	132	39	21	15	1	qokey|qokol|okedy|okeey|chedy	0	0.883894404879	0.846024423190	0.964995318442	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.666376694892	0.943433217200	0.927138103317	0.994595074338	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.786182982413	0.893296942967	0.867116356569	0.963333085746	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.662114845404	0.727339879705	0.632471870666	0.894330920949	left_positive_axes|right_positive_axes|close_proximity	1	0	0	0.315556351481	0.996325106474	1.000000000000	0.999389975540	right_value_binding	0	0	0	1.000000000000	0.954710647390	chedy	0
qoke	qokear	qokeor	1	0	4	3	14	10	0	qokeod|qoeees|chokey|olkeeo|olkees	0	0.697180131923	0.695457845938	0.754446089044	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|close_proximity|right_value_binding	1	0	0	NA	0.802868063276	0.799995449402	0.761350417905	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	NA	0.704396402100	0.707296097862	0.785122916647	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|close_proximity|right_value_binding	0	0	0	NA	0.230543850589	0.229573958514	0.628037463387	left_positive_axes|close_proximity	1	0	0	NA	0.996325106474	1.000000000000	0.965837367192	right_value_binding	0	1	0	NA	0.940647578528	sheety	0
qop	qopar	qopor	1	1	5	3	3	3	1	okary|qokeo|qolky|oldam|qeeey	0	0.790520726328	0.726839094196	0.778701811027	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	1	1	0.805067296493	0.756219996304	0.681312276562	0.741818779532	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	0.772578512576	0.787624067857	0.715898734836	0.827226206561	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	0.883689623687	NA	NA	NA	NONE	0	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	1.000000000000	0.949611456613	chcphedy	0
qot	qotar	qotor	1	0	53	25	22	17	1	qokey|qokol|otedy|oteey|chedy	0	0.773279486209	0.690574712511	0.917957731587	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.715377917859	0.855888307538	0.789348060943	0.980147627138	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.849590034894	0.791183546684	0.715608639917	0.917297808298	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	0.740916816066	0.533713303462	0.389886253152	0.766557457719	left_positive_axes|right_positive_axes|close_proximity	1	0	0	0.352079656409	0.996325106474	1.000000000000	0.999019179891	right_value_binding	0	0	0	1.000000000000	0.928249043166	qokedy	0
