cohort	radius	axis	prefix_types	ar_higher_types	or_higher_types	tie_types	mean_ar_minus_or	median_ar_minus_or	sign_flip_p	sign_flip_method	score_semantics	component_export_credit
HISTORICAL_EXCLUSION_31	3	VALUE	31	10	15	6	-0.014951386141	0.000000000000	0.710364481776	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	3	MATERIAL	31	7	15	9	-0.075104105314	0.000000000000	0.097445127744	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	3	PART	31	5	3	23	0.006490232569	0.000000000000	0.656250000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	3	PREPARATION	31	11	12	8	-0.012872862695	0.000000000000	0.826408679566	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	3	PROCESS	31	5	9	17	-0.011337141903	0.000000000000	0.604858398438	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	3	CLOSE	31	7	9	15	0.004749035928	0.000000000000	0.872100830078	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	AMOUNT	47	6	5	36	0.008833594989	0.000000000000	0.256835937500	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	VALUE	47	12	19	16	0.005441731613	0.000000000000	0.830108494575	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	MATERIAL	47	7	18	22	-0.021138754545	0.000000000000	0.139643017849	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	PART	47	6	1	40	0.005110631268	0.000000000000	0.234375000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	PREPARATION	47	11	20	16	0.007693451930	0.000000000000	0.817109144543	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	PROCESS	47	7	10	30	0.004492219992	0.000000000000	0.695602416992	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	1	CLOSE	47	8	5	34	-0.000661647994	0.000000000000	0.863037109375	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	AMOUNT	47	10	10	27	0.002166493159	0.000000000000	0.867277145386	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	VALUE	47	19	22	6	0.013723226184	0.000000000000	0.687265636718	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	MATERIAL	47	8	28	11	-0.077552978793	-0.074592074592	0.013849307535	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	PART	47	9	6	32	0.004975666904	0.000000000000	0.642883300781	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	PREPARATION	47	17	21	9	-0.009201486995	0.000000000000	0.821758912054	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	PROCESS	47	14	14	19	-0.000641608395	0.000000000000	0.971801409930	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
ROBUST_ALL_47	3	CLOSE	47	16	14	17	0.009669853858	0.000000000000	0.631868406580	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
