surface	working_meaning_de	actual_working_role	part_similarity	amount_similarity	value_similarity	predicted_working_role	correct	fields	anchor_meanings_are_working_defaults_not_plaintext	component_export_credit
dcheey	eine Portion vollständig trocknen und abschließen	AMOUNT	0.396352438326	0.679433026085	0.677199911374	AMOUNT	1	line_position|right_positive_axes|right_value_binding	1	0
dchol	Maß trockenen Materials	AMOUNT	0.698982976356	0.773950921261	0.767882366386	AMOUNT	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
dchy	eine Portion Trockendroge in Grundform	AMOUNT	0.662670780606	0.786874370969	0.846120459679	VALUE	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
deey	die letzte Portion abmessen	AMOUNT	0.702070061638	0.872037293331	0.885199820868	VALUE	0	line_position|right_positive_axes|right_value_binding	1	0
doly	ein Maß Abguss	AMOUNT	0.879104698453	0.808653680898	0.593666268904	PART	0	line_position|right_value_binding	1	0
dory	abgemessene Portion	AMOUNT	0.988149012045	0.947715035649	0.888562992242	PART	0	line_position|right_value_binding	1	0
dsheol	eine Portion eingeweichter Droge	AMOUNT	0.449946842598	0.704534018118	0.737422483594	VALUE	0	line_position|right_positive_axes|right_value_binding	1	0
dsho	eine Portion Feuchtansatz abmessen	AMOUNT	0.451555581694	0.652011784789	0.717241240575	VALUE	0	line_position|right_positive_axes|right_value_binding	1	0
dshy	eine Portion leicht angefeuchteter Droge	AMOUNT	0.716441211864	0.849013581557	0.922074880529	VALUE	0	line_position|right_value_binding	1	0
odam	ein Maß Ansatz abmessen	AMOUNT	0.991332904633	0.941470043140	0.830963592026	PART	0	line_position|right_value_binding	1	0
odol	Drogenstoff im Ansatz abmessen	AMOUNT	0.477627474576	0.746305180791	0.736997825076	AMOUNT	1	line_position|right_positive_axes|right_value_binding	1	0
oldam	ein Maß Drogenstoff abmessen	AMOUNT	0.850884380279	0.771774117427	0.590636298264	PART	0	line_position|right_value_binding	1	0
olkchdy	fertige heiß-trockene Drogenportion	AMOUNT	0.647444928771	0.692073649495	0.782536105046	VALUE	0	line_position|left_positive_axes|right_value_binding	1	0
oram	ein Maß	AMOUNT	0.882090086999	0.805127200381	0.595860878758	PART	0	line_position|right_value_binding	1	0
oro	Ansatzportion	AMOUNT	0.964799528488	0.933999890108	0.930782759001	PART	0	line_position|right_value_binding	1	0
orshy	eine Portion leicht einweichen und abschließen	AMOUNT	0.528003150569	0.702995113184	0.751087288654	VALUE	0	line_position|right_positive_axes|right_value_binding	1	0
otam	kalt; Maß I	AMOUNT	0.739687380614	0.754438065139	0.711741990883	AMOUNT	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
otytam	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	AMOUNT	0.988149012045	0.947715035649	0.888562992242	PART	0	line_position|right_value_binding	1	0
qodchy	eine Portion Trockendroge nehmen	AMOUNT	0.538828231467	0.727428470397	0.794936014614	VALUE	0	line_position|right_positive_axes|right_value_binding	1	0
qoeedy	nimm die Endportion hinzu	AMOUNT	0.661731681436	0.734496665613	0.829588707433	VALUE	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokam	nimm ein Maß und erhitze es	AMOUNT	0.779038496131	0.801674876234	0.676365271638	AMOUNT	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokom	erhitze eine Handvoll Ansatz	AMOUNT	0.935160567657	0.825443551777	0.836789146736	PART	0	line_position|left_positive_axes|right_value_binding	1	0
qotam	nimm ein Maß kalten Ansatzes	AMOUNT	0.756483836516	0.745337209273	0.642242772824	PART	0	line_position|left_positive_axes|right_value_binding	1	0
sham	ein Maß Flüssigkeit	AMOUNT	0.930951313598	0.937986357890	0.756797735768	AMOUNT	1	line_position|right_value_binding	1	0
tdam	ein Maß kalte Droge	AMOUNT	0.879104698453	0.808653680898	0.593666268904	PART	0	line_position|right_value_binding	1	0
ytam	nimm hiervon ein Maß und kühle es	AMOUNT	0.663110655325	0.756297460811	0.714752025778	AMOUNT	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
alchedy	Rohdroge I bis zur Mittelstufe trocknen und fertigstellen	VALUE	0.528003150569	0.764577350713	0.834887010084	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
alchey	Rohstoff I, trocken in der Gradmitte	VALUE	0.716441211864	0.855255420809	0.921254815593	VALUE	1	line_position|right_value_binding	1	0
chckhdy	trockenes Arzneikompositum, Anfangsstufe erreicht	VALUE	0.710750434190	0.723115920477	0.853692116600	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
chckhedy	Arzneikompositum: trocken, Gradmitte, abgeschlossen	VALUE	0.690245874965	0.739962865974	0.746489416664	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chckheey	Arzneikompositum: trocken, Gradende	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
chckhey	Arzneikompositum: trocken, Gradmitte	VALUE	0.684405572334	0.796507768938	0.885583222495	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chcphedy	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	VALUE	0.675301466097	0.645831300722	0.769976525120	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	VALUE	0.757986664915	0.878115939599	0.820760525585	AMOUNT	0	line_position|right_positive_axes|right_value_binding	1	0
chcthedy	Krautdroge bis zur mittleren Stufe trocknen und abschließen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
chcthey	Krautdroge bis zur mittleren Stufe trocknen	VALUE	0.735190989183	0.711456211212	0.796588791038	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chdy	trockene Anfangsstufe erreicht	VALUE	0.819544778527	0.850820702640	0.904460925855	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chealy	Rohstoff I bis zur mittleren Trockenstufe bringen	VALUE	0.879104698453	0.816408253450	0.589265979584	PART	0	line_position|right_value_binding	1	0
checkhdy	trockenes Arzneikompositum am Gradanfang, abgeschlossen	VALUE	0.879104698453	0.816408253450	0.589265979584	PART	0	line_position|right_value_binding	1	0
checkhey	trockenes Arzneikompositum in der Gradmitte	VALUE	0.623789219350	0.740407450980	0.827619174074	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
checkhy	trockene Mischung, Anfangsstufe	VALUE	0.708625275390	0.767580318007	0.875058552071	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ched	Trockenstufe Mitte, abgeschlossen	VALUE	0.720499414825	0.763801089181	0.876041351875	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
chedy	mittlere Trockenstufe erreicht	VALUE	0.763736296963	0.873638827142	0.955828645324	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cheedy	trocken am Ende des Grades, abgeschlossen	VALUE	0.591688798533	0.613768582036	0.736948821701	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cheeky	trocken am Gradende, dann heiß am Gradanfang	VALUE	0.651593326598	0.792897406586	0.869969274672	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cheey	trocken am Ende des Grades	VALUE	0.695775743932	0.805039383408	0.907271339031	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cheg	ein Gran bis zur Mittelstufe getrocknete Droge	VALUE	0.988149012045	0.949434076838	0.887261810630	PART	0	line_position|right_value_binding	1	0
cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	VALUE	0.744998238418	0.847362718122	0.918091076791	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cheockhey	trocken angesetztes Arzneikompositum in der Gradmitte	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
cheockhy	trockene Mischung, Anfangsstufe	VALUE	0.752780751200	0.748275002806	0.891639807093	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
cheokedy	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
cheokeey	trocken angesetzte heiße Zubereitung am Gradende	VALUE	0.617646355537	0.552904923462	0.681334933095	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cheokey	trocken angesetzte heiße Zubereitung in der Gradmitte	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
cheoky	trocken angesetzte heiße Zubereitung am Gradanfang	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
cheolchey	trockenen Drogenstoff bis Mittelstufe nachtrocknen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
cheoty	trocken angesetzte kalte Zubereitung am Gradanfang	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
chey	trocken in der Mitte des Grades	VALUE	0.778641924275	0.868450017051	0.955121995144	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chkey	trocken-heiß in der Mittelstufe	VALUE	0.741490157062	0.759747904265	0.818638938293	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
chockhedy	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
chockhey	Arzneikompositum im Trockenansatz in der Gradmitte	VALUE	0.620743844897	0.582673596982	0.761778805461	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chokedy	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
chokeedy	heiß-trockener Ansatz am Gradende, abgeschlossen	VALUE	0.988149012045	0.949434076838	0.887261810630	PART	0	line_position|right_value_binding	1	0
chokeey	heiß-trockener Ansatz am Gradende	VALUE	0.567377566704	0.711738367944	0.802103395157	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chokey	heiß-trockener Ansatz in der Gradmitte	VALUE	0.544676843271	0.710260053777	0.732230414642	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cholchey	nachgetrocknete Droge, Mittelstufe	VALUE	0.535020964204	0.707911460234	0.773524582336	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
chotey	Trockenansatz bis zur Mittelstufe abkühlen und abschließen	VALUE	0.781598272643	0.694920279593	0.796816652330	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chtedy	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
chty	trocken-kalt am Gradanfang	VALUE	0.752769297933	0.760570029943	0.782323239214	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chy	trocken am Anfang des Grades	VALUE	0.681127908252	0.841094364697	0.906320239487	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
chyky	trocken-heiß, Grundstufe	VALUE	0.669899648482	0.673184590114	0.744877538799	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ckhdy	Arzneikompositum am Gradanfang, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
ckhedy	Arzneikompositum in der Gradmitte, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
ckheey	Arzneikompositum am Gradende	VALUE	0.594129600758	0.614706506399	0.651176832189	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ckhey	Arzneikompositum in der Gradmitte	VALUE	0.662130631633	0.769159398689	0.847548422480	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
cphochy	trockene Mischung, Grundstufe	VALUE	0.577880035478	0.721353392539	0.747037259897	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ctheod	Krautansatz auf der mittleren Stufe abschließen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
ctheol	Krautdrogenstoff der Mittelstufe	VALUE	0.528003150569	0.670880245453	0.818339753637	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
dalchedy	abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen	VALUE	0.651479539836	0.701441972690	0.694457209425	AMOUNT	0	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
dalshedy	abgemessenen Rohstoff I bis zur Mittelstufe einweichen und abschließen	VALUE	0.500000000000	0.676540328746	0.634999035894	AMOUNT	0	line_position|right_value_binding	1	0
dshey	abgemessene Feuchtmenge, Mittelstufe	VALUE	0.586475615772	0.819349458868	0.873751927266	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
kchdy	heiß-trockene Anfangsstufe erreicht	VALUE	0.713485099269	0.799454863314	0.858566320601	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
kchedy	heiß und trocken in der Mitte des Grades, abgeschlossen	VALUE	0.662697027805	0.818469262009	0.895938899021	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
kcheey	heiß und trocken am Ende des Grades	VALUE	0.551695796268	0.575000776044	0.748768195074	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
kchy	heiß und trocken am Anfang des Grades	VALUE	0.745234539079	0.847615448149	0.876376558842	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
kedy	heiß in der Mitte des Grades, abgeschlossen	VALUE	0.700113884373	0.687030681527	0.827691987771	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
keed	Erhitzung bis Endstufe abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
keedy	heiß am Ende des Grades, abgeschlossen	VALUE	0.580570719409	0.718890262446	0.813789330376	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
keey	heiß am Ende des Grades	VALUE	0.701947201527	0.813416110715	0.885638053473	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
key	heiß in der Mitte des Grades	VALUE	0.634683847611	0.779824194068	0.879704500844	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
kshdy	heiß und feucht am Anfang des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
kshedy	heiß und feucht in der Mitte des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
ksheey	heiß und feucht am Ende des Grades	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
ksheody	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	VALUE	0.484127628071	0.611128040009	0.646678493767	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
kshey	heiß und feucht in der Mitte des Grades	VALUE	0.485597804163	0.614400683921	0.673876672833	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
kshy	heiß und feucht am Anfang des Grades	VALUE	0.437166240085	0.556933981613	0.701895316073	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ky	heiß am Anfang des Grades	VALUE	0.667156117425	0.787576594663	0.855294445111	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ockhedy	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	VALUE	0.763686583663	0.819878977743	0.800236192186	AMOUNT	0	line_position|right_positive_axes|right_value_binding	1	0
ockhey	Ansatz eines Arzneikompositums in der Gradmitte	VALUE	0.623789219350	0.647247874314	0.840127373285	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ockhy	Ansatz eines Arzneikompositums am Gradanfang	VALUE	0.988149012045	0.949434076838	0.887261810630	PART	0	line_position|right_value_binding	1	0
oeees	Ansatzcharge der letzten Stufe	VALUE	0.595175896066	0.621738655029	0.725784474100	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
oees	Ansatzcharge auf Endstufe	VALUE	0.562791960094	0.599378486192	0.640648703134	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
okchdy	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	VALUE	0.501019181820	0.585560708271	0.744274804299	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okcheey	heiß-trockener Ansatz am Ende des Grades	VALUE	0.735341932000	0.862522352804	0.945147518644	VALUE	1	line_position|right_value_binding	1	0
okchey	heiß-trockener Ansatz in der Mitte des Grades	VALUE	0.678196046447	0.887445359966	0.930484534790	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
okchy	heiß-trockener Ansatz am Anfang des Grades	VALUE	0.545723056573	0.721695038116	0.768946504129	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okdy	heißer Ansatz am Anfang des Grades, abgeschlossen	VALUE	0.879104698453	0.816408253450	0.589265979584	PART	0	line_position|right_value_binding	1	0
okedy	heißer Ansatz, Mittelstufe erreicht	VALUE	0.723016041363	0.769958582757	0.915959472720	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okeedy	heißer Ansatz am Ende des Grades, abgeschlossen	VALUE	0.707474882258	0.855517286941	0.940951673270	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okees	heiße Zubereitung, Endstufe	VALUE	0.436937524150	0.561380553807	0.576169797447	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okeey	heißer Ansatz am Ende des Grades	VALUE	0.700581004084	0.821166780554	0.917908828677	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okey	heißer Ansatz in der Mitte des Grades	VALUE	0.849862010785	0.841800703222	0.899156152004	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
okshdy	heiß-feuchter Ansatz am Anfang des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
okshedy	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
okshey	heiß-feuchter Ansatz in der Mitte des Grades	VALUE	0.747824726132	0.683565194110	0.805929619420	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
okshy	heiß-feuchter Ansatz am Anfang des Grades	VALUE	0.789539866917	0.849127926972	0.955499944741	VALUE	1	line_position|right_value_binding	1	0
oky	heißer Ansatz am Anfang des Grades	VALUE	0.783923011918	0.917143176580	0.938466640162	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
olshedy	bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen	VALUE	0.767158151181	0.765295458710	0.865742589350	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
olshey	eingeweichte Drogenbasis, Mittelstufe	VALUE	0.616026629539	0.811446909369	0.833322583168	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
oltedy	kalte Drogenbasis, Mittelstufe erreicht	VALUE	0.795988605148	0.857658336477	0.844471008569	AMOUNT	0	line_position|left_positive_axes|right_value_binding	1	0
olteedy	kaltes Drogenmaterial am Gradende, fertig	VALUE	0.535020964204	0.777856643726	0.803350903043	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
oshey	Ansatz bis zur mittleren Stufe eingeweicht	VALUE	0.536527789783	0.684420081884	0.754463709826	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
otchedy	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	VALUE	0.624735543737	0.625566254933	0.799204434809	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
otcheey	kalt-trockener Ansatz am Ende des Grades	VALUE	0.891502015414	0.893762037791	0.820091043698	AMOUNT	0	line_position|left_positive_axes|right_value_binding	1	0
otdy	kalter Ansatz am Anfang des Grades, abgeschlossen	VALUE	0.685139218702	0.697800656509	0.796765038349	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
otedy	kalter Ansatz, Mittelstufe erreicht	VALUE	0.725692910309	0.796977585006	0.864587660152	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
oteedy	kalter Ansatz am Ende des Grades	VALUE	0.699920326779	0.838298504927	0.882530241358	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
oteeey	Ansatz bis zur letzten Stufe abkühlen und abschließen	VALUE	0.595430275184	0.680526056365	0.855849627917	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
oteey	kalter Ansatz am Ende des Grades	VALUE	0.671981397532	0.842612050746	0.913394934959	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
oteol	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	VALUE	0.819940313110	0.798574914519	0.878311020407	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
otey	kalter Ansatz in der Mitte des Grades	VALUE	0.719763644412	0.777549033519	0.909102802176	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
otshdy	kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen	VALUE	0.676633177500	0.640295352744	0.724930733678	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
otshedy	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	VALUE	0.723341426800	0.783549922800	0.751835026702	AMOUNT	0	line_position|right_positive_axes|right_value_binding	1	0
otshy	kalt-feuchter Ansatz am Anfang des Grades	VALUE	0.746603025535	0.864559757762	0.957914534217	VALUE	1	line_position|right_value_binding	1	0
qeeey	bis zur Endstufe weiterführen und abschließen	VALUE	0.731872391082	0.658434141889	0.804186174597	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
qockhy	bereite einen Arzneikompositum-Ansatz in Grundstufe	VALUE	0.662047754236	0.690540413262	0.794462797930	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qoekol	heißen Drogenstoff der Mittelstufe zugeben	VALUE	0.637550960565	0.663224341307	0.784141934621	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokchdy	heiß-trockene Anfangsstufe erreicht	VALUE	0.593834845951	0.664050239991	0.791980394272	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokchedy	heiß-trockene Mittelstufe erreicht	VALUE	0.768800780508	0.824342839536	0.907113579237	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokcheedy	heiß und trocken am Ende des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
qokcheey	heiß und trocken am Ende des Grades	VALUE	0.802730587115	0.783559592189	0.875497806478	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
qokchey	heiß und trocken in der Mitte des Grades	VALUE	0.690496941859	0.741496891349	0.821467183346	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokdy	heiß am Anfang des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
qokechedy	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	VALUE	0.879104698453	0.816408253450	0.589265979584	PART	0	line_position|right_value_binding	1	0
qokedy	heiße Mittelstufe erreicht	VALUE	0.754441883127	0.865383680253	0.961270039434	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokeed	erhitze bis zur Endstufe und schließe ab	VALUE	0.699968226832	0.710505823112	0.843570695565	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokeedy	heiß am Ende des Grades	VALUE	0.726703203353	0.865061412503	0.963368842582	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokeeedy	heißer Zustand, Bindungsstufe III	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
qokeeo	heißer Ansatz, Bindungsstufe II	VALUE	0.508941771978	0.671577235160	0.827567489237	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
qokeey	heiß am Ende des Grades	VALUE	0.709909923075	0.847469043898	0.959081448415	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qokey	heiß in der Mitte des Grades	VALUE	0.763075505202	0.878070463472	0.968489718905	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
