cell_id	cohort	support_primary_31	historical_exclusion_31	prefix	tail	surface	reader_exact_occurrences	reader_exact_page_count	reader_exact_physical_folio_count	reader_exact_physical_folios	candidate_semantic_credit	component_export_credit
G789-P13-01	ROBUST_AR_OR_47	1	1	l	ar	lar	5	5	5	f82|f106|f108|f115|f116	0	0
G789-P13-02	ROBUST_AR_OR_47	1	1	l	or	lor	30	22	17	f34|f66|f75|f78|f80|f83|f86|f93|f96|f103|f107|f108|f111|f112|f113|f115|f116	0	0
G789-P14-01	ROBUST_AR_OR_47	0	1	lch	ar	lchar	3	3	3	f45|f76|f111	0	0
G789-P14-02	ROBUST_AR_OR_47	0	1	lch	or	lchor	2	2	2	f77|f80	0	0
G789-P15-01	ROBUST_AR_OR_47	1	1	lk	ar	lkar	29	19	13	f75|f76|f80|f86|f103|f104|f106|f107|f108|f111|f113|f115|f116	0	0
G789-P15-02	ROBUST_AR_OR_47	1	1	lk	or	lkor	3	3	3	f85|f86|f115	0	0
G789-P16-01	ROBUST_AR_OR_47	0	0	o	ar	oar	9	8	7	f5|f58|f86|f93|f94|f112|f114	0	0
G789-P16-02	ROBUST_AR_OR_47	0	0	o	or	oor	2	2	2	f52|f114	0	0
G789-P17-01	ROBUST_AR_OR_47	1	0	ok	ar	okar	91	47	32	f8|f17|f23|f33|f39|f40|f43|f48|f50|f55|f56|f58|f66|f75|f76|f78|f79|f80|f81|f85|f86|f94|f95|f100|f104|f108|f111|f112|f113|f114|f115|f116	0	0
G789-P17-02	ROBUST_AR_OR_47	1	0	ok	or	okor	16	16	16	f3|f6|f9|f14|f15|f17|f32|f42|f51|f58|f76|f89|f93|f99|f100|f115	0	0
G789-P18-01	ROBUST_AR_OR_47	1	1	okch	ar	okchar	4	4	3	f45|f52|f106	0	0
G789-P18-02	ROBUST_AR_OR_47	1	1	okch	or	okchor	12	11	11	f13|f14|f18|f19|f20|f32|f36|f37|f53|f86|f115	0	0
G789-P19-01	ROBUST_AR_OR_47	1	0	oke	ar	okear	3	3	3	f102|f108|f111	0	0
G789-P19-02	ROBUST_AR_OR_47	1	0	oke	or	okeor	13	10	10	f15|f17|f18|f51|f58|f89|f99|f100|f102|f106	0	0
G789-P20-01	ROBUST_AR_OR_47	0	1	okee	ar	okeear	2	2	2	f107|f112	0	0
G789-P20-02	ROBUST_AR_OR_47	0	1	okee	or	okeeor	8	5	5	f48|f82|f102|f111|f112	0	0
G789-P21-01	ROBUST_AR_OR_47	1	0	ol	ar	olar	7	6	6	f34|f46|f58|f80|f105|f113	0	0
G789-P21-02	ROBUST_AR_OR_47	1	0	ol	or	olor	22	15	14	f35|f39|f42|f43|f76|f79|f80|f81|f82|f85|f95|f103|f108|f111	0	0
G789-P22-01	ROBUST_AR_OR_47	1	1	op	ar	opar	6	6	6	f26|f76|f79|f96|f99|f103	0	0
G789-P22-02	ROBUST_AR_OR_47	1	1	op	or	opor	4	4	4	f80|f86|f93|f112	0	0
G789-P23-01	ROBUST_AR_OR_47	0	1	opch	ar	opchar	2	2	2	f24|f104	0	0
G789-P23-02	ROBUST_AR_OR_47	0	1	opch	or	opchor	5	5	5	f13|f49|f86|f100|f106	0	0
G789-P24-01	ROBUST_AR_OR_47	0	1	or	ar	orar	5	5	5	f58|f85|f99|f107|f115	0	0
G789-P24-02	ROBUST_AR_OR_47	0	1	or	or	oror	2	2	2	f102|f113	0	0
G789-P25-01	ROBUST_AR_OR_47	1	0	ot	ar	otar	110	55	37	f9|f10|f33|f34|f36|f39|f45|f46|f48|f50|f52|f55|f58|f66|f75|f76|f78|f79|f80|f81|f85|f86|f89|f94|f95|f103|f104|f105|f106|f107|f108|f111|f112|f113|f114|f115|f116	0	0
G789-P25-02	ROBUST_AR_OR_47	1	0	ot	or	otor	24	22	22	f4|f10|f16|f17|f20|f21|f23|f25|f28|f33|f40|f45|f83|f85|f93|f94|f104|f105|f106|f107|f113|f116	0	0
G789-P26-01	ROBUST_AR_OR_47	0	1	otal	ar	otalar	2	2	2	f58|f107	0	0
G789-P26-02	ROBUST_AR_OR_47	0	1	otal	or	otalor	4	4	4	f58|f66|f78|f80	0	0
G789-P27-01	ROBUST_AR_OR_47	1	1	otch	ar	otchar	6	5	5	f8|f45|f79|f89|f113	0	0
G789-P27-02	ROBUST_AR_OR_47	1	1	otch	or	otchor	16	14	13	f3|f5|f7|f11|f13|f15|f16|f23|f28|f35|f56|f99|f104	0	0
G789-P28-01	ROBUST_AR_OR_47	1	0	ote	ar	otear	3	3	3	f100|f103|f112	0	0
G789-P28-02	ROBUST_AR_OR_47	1	0	ote	or	oteor	7	6	6	f31|f58|f88|f108|f112|f116	0	0
G789-P29-01	ROBUST_AR_OR_47	1	1	p	ar	par	4	4	4	f81|f86|f94|f104	0	0
G789-P29-02	ROBUST_AR_OR_47	1	1	p	or	por	5	4	4	f75|f79|f102|f113	0	0
G789-P30-01	ROBUST_AR_OR_47	0	1	pch	ar	pchar	2	2	2	f6|f8	0	0
G789-P30-02	ROBUST_AR_OR_47	0	1	pch	or	pchor	10	10	10	f9|f19|f21|f45|f52|f83|f86|f103|f105|f113	0	0
G789-P31-01	ROBUST_AR_OR_47	0	1	pche	ar	pchear	2	2	2	f42|f103	0	0
G789-P31-02	ROBUST_AR_OR_47	0	1	pche	or	pcheor	4	4	4	f103|f104|f105|f108	0	0
G789-P32-01	ROBUST_AR_OR_47	1	0	qo	ar	qoar	7	7	7	f58|f86|f87|f89|f103|f104|f106	0	0
G789-P32-02	ROBUST_AR_OR_47	1	0	qo	or	qoor	5	5	5	f46|f88|f89|f102|f115	0	0
G789-P33-01	ROBUST_AR_OR_47	1	0	qok	ar	qokar	132	59	39	f8|f33|f34|f39|f40|f42|f43|f46|f48|f54|f55|f58|f66|f75|f76|f77|f78|f79|f80|f81|f82|f83|f85|f86|f89|f94|f95|f102|f103|f104|f106|f107|f108|f111|f112|f113|f114|f115|f116	0	0
G789-P33-02	ROBUST_AR_OR_47	1	0	qok	or	qokor	21	18	15	f6|f15|f19|f23|f37|f38|f58|f78|f88|f93|f99|f105|f106|f107|f115	0	0
G789-P34-01	ROBUST_AR_OR_47	1	0	qoke	ar	qokear	4	3	3	f83|f107|f111	0	0
G789-P34-02	ROBUST_AR_OR_47	1	0	qoke	or	qokeor	14	11	10	f31|f49|f75|f76|f88|f99|f102|f104|f107|f108	0	0
G789-P35-01	ROBUST_AR_OR_47	1	1	qop	ar	qopar	5	3	3	f85|f86|f105	0	0
G789-P35-02	ROBUST_AR_OR_47	1	1	qop	or	qopor	3	3	3	f42|f86|f115	0	0
G789-P36-01	ROBUST_AR_OR_47	1	0	qot	ar	qotar	53	34	25	f24|f31|f43|f48|f66|f75|f76|f77|f79|f80|f82|f83|f85|f86|f94|f95|f103|f104|f105|f106|f111|f113|f114|f115|f116	0	0
G789-P36-02	ROBUST_AR_OR_47	1	0	qot	or	qotor	22	19	17	f5|f8|f9|f10|f15|f18|f36|f37|f42|f44|f49|f50|f85|f105|f106|f113|f115	0	0
G789-P37-01	ROBUST_AR_OR_47	0	1	qotch	ar	qotchar	2	2	2	f23|f49	0	0
G789-P37-02	ROBUST_AR_OR_47	0	1	qotch	or	qotchor	11	10	8	f10|f14|f15|f19|f30|f36|f37|f90	0	0
G789-P38-01	ROBUST_AR_OR_47	1	1	r	ar	rar	11	10	8	f77|f80|f103|f104|f107|f108|f111|f115	0	0
G789-P38-02	ROBUST_AR_OR_47	1	1	r	or	ror	10	9	8	f75|f79|f80|f103|f106|f111|f112|f115	0	0
G789-P39-01	ROBUST_AR_OR_47	1	1	s	ar	sar	45	33	26	f8|f17|f24|f26|f33|f58|f76|f77|f80|f81|f82|f83|f86|f88|f89|f93|f96|f99|f102|f103|f104|f106|f107|f112|f113|f116	0	0
G789-P39-02	ROBUST_AR_OR_47	1	1	s	or	sor	34	30	27	f2|f9|f10|f15|f16|f17|f19|f22|f28|f30|f37|f39|f50|f75|f76|f77|f78|f80|f81|f83|f87|f96|f100|f112|f113|f114|f115	0	0
G789-P40-01	ROBUST_AR_OR_47	1	0	sh	ar	shar	24	21	19	f3|f4|f9|f45|f52|f55|f58|f77|f80|f82|f86|f89|f103|f104|f106|f107|f111|f113|f116	0	0
G789-P40-02	ROBUST_AR_OR_47	1	0	sh	or	shor	77	51	44	f2|f4|f6|f7|f8|f9|f10|f11|f13|f14|f15|f16|f17|f18|f23|f28|f29|f30|f32|f36|f37|f42|f44|f45|f46|f49|f50|f52|f56|f66|f77|f81|f85|f86|f88|f93|f94|f95|f99|f100|f104|f106|f108|f115	0	0
G789-P41-01	ROBUST_AR_OR_47	1	0	she	ar	shear	17	14	13	f8|f29|f46|f58|f76|f77|f79|f88|f106|f108|f111|f113|f116	0	0
G789-P41-02	ROBUST_AR_OR_47	1	0	she	or	sheor	31	25	22	f6|f17|f32|f37|f42|f49|f66|f76|f77|f78|f79|f80|f88|f89|f90|f96|f100|f103|f106|f107|f108|f113	0	0
G789-P42-01	ROBUST_AR_OR_47	0	1	shee	ar	sheear	2	2	2	f25|f58	0	0
G789-P42-02	ROBUST_AR_OR_47	0	1	shee	or	sheeor	2	2	2	f4|f102	0	0
G789-P43-01	ROBUST_AR_OR_47	1	0	t	ar	tar	33	28	22	f6|f33|f35|f39|f46|f54|f58|f79|f80|f82|f83|f85|f86|f95|f103|f106|f107|f108|f111|f112|f113|f114	0	0
G789-P43-02	ROBUST_AR_OR_47	1	0	t	or	tor	12	12	12	f15|f36|f40|f47|f48|f58|f80|f89|f90|f95|f96|f111	0	0
G789-P44-01	ROBUST_AR_OR_47	1	1	tch	ar	tchar	4	4	4	f24|f80|f106|f108	0	0
G789-P44-02	ROBUST_AR_OR_47	1	1	tch	or	tchor	17	15	14	f3|f6|f13|f16|f18|f35|f36|f52|f77|f93|f94|f95|f102|f112	0	0
G789-P45-01	ROBUST_AR_OR_47	0	1	yche	ar	ychear	2	2	2	f6|f111	0	0
G789-P45-02	ROBUST_AR_OR_47	0	1	yche	or	ycheor	6	5	5	f3|f6|f10|f11|f58	0	0
G789-P46-01	ROBUST_AR_OR_47	1	1	yk	ar	ykar	27	20	18	f18|f33|f34|f39|f43|f45|f46|f50|f55|f58|f76|f86|f88|f95|f104|f106|f108|f114	0	0
G789-P46-02	ROBUST_AR_OR_47	1	1	yk	or	ykor	4	4	4	f13|f23|f50|f56	0	0
G789-P47-01	ROBUST_AR_OR_47	1	1	yt	ar	ytar	21	15	12	f19|f34|f36|f58|f81|f85|f86|f94|f106|f107|f114|f115	0	0
G789-P47-02	ROBUST_AR_OR_47	1	1	yt	or	ytor	12	12	12	f5|f9|f10|f18|f19|f30|f36|f39|f58|f85|f86|f90	0	0
