page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_ar	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit	span_id
f39v	f39	f39v.10	dar	ar	dar ar	1	2	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	0	G789-S023
f39v	f39	f39v.10	qokain	ar	qokain ar	8	9	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	0	G789-S024
f40r	f40	f40r.1	opches	ar	opches ar	9	10	11	MIDDLE	1	0	H	B	2	1	1	1	1	1	1	pchey k eodar aldydy qoky okal shdy olkedy opches ar ordaiin	0	G789-S025
f40r	f40	f40r.5	qokchd	ar	qokchd ar	7	8	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	lokar qokar okar okol ol chedy qokchd ar ar or dag	0	G789-S026
f40r	f40	f40r.5	ar	ar	ar ar	8	9	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	lokar qokar okar okol ol chedy qokchd ar ar or dag	0	G789-S027
f40r	f40	f40r.6	or	ar	or ar	2	3	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	tor or ar shok or am o lshedy qokam chdy kar oraiin	0	G789-S028
f40v	f40	f40v.7	s	ar	s ar	4	5	5	LAST	0	0	H	B	2	1	1	1	1	1	1	shody qokol chedy s ar	0	G789-S029
f40v	f40	f40v.17	okees	ar	okees ar	6	7	8	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	tochey qokeedy qokaiin okeos qokar okees ar oky	0	G789-S030
f43r	f43	f43r.2	ytedy	ar	ytedy ar	3	4	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	yteody oteol ytedy ar chety dar aiir okaldy daral otchdy daiin dals	0	G789-S031
f43v	f43	f43v.11	cheody	ar	cheody ar	5	6	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	0	G789-S032
f44v	f44	f44v.2	qotor	ar	qotor ar	8	9	9	LAST	0	0	H	A	1	1	1	1	1	1	1	yolkol cheol qokchain daly otchol daiin shol qotor ar	0	G789-S033
f46r	f46	f46r.7	s	ar	s ar	6	7	14	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m	0	G789-S034
f46v	f46	f46v.2	otar	ar	otar ar	7	8	14	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	0	G789-S035
f46v	f46	f46v.5	s	ar	s ar	10	11	13	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	0	G789-S036
f50r	f50	f50r.2	okar	ar	okar ar	10	11	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	0	G789-S037
f50r	f50	f50r.4	or	ar	or ar	6	7	10	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	tchdy qokas chedy qokchdy qokaiin or ar alol keodaiin ols	0	G789-S038
f50r	f50	f50r.5	okar	ar	okar ar	5	6	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0	G789-S039
f50r	f50	f50r.5	kar	ar	kar ar	9	10	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0	G789-S040
f50v	f50	f50v.10	ykeeod	ar	ykeeod ar	5	6	7	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dchedy okaiin olchdy oloeedy ykeeod ar arood	0	G789-S041
f54v	f54	f54v.2	s	ar	s ar	3	4	8	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	0	G789-S042
f58r	f58	f58r.5	char	ar	char ar	6	7	13	MIDDLE	0	0	S	A	3	1	2	1	2	1	1	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-S043
f58r	f58	f58r.10	tal	ar	tal ar	1	2	12	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	0	G789-S044
f58r	f58	f58r.12	shoar	ar	shoar ar	1	2	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	shoar ar choldal otalchal dal choldy okalys airaldy shar	0	G789-S045
f58r	f58	f58r.16	typchey	ar	typchey ar	1	2	10	MIDDLE	1	0	S	A	3	1	1	1	1	1	1	typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy	0	G789-S046
f58r	f58	f58r.20	otalar	ar	otalar ar	7	8	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	0	G789-S047
f58r	f58	f58r.24	okeal	ar	okeal ar	3	4	8	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tazain oteeos okeal ar otalor cheoekar cheky otakas	0	G789-S048
f58r	f58	f58r.27	chaltar	ar	chaltar ar	3	4	12	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	0	G789-S049
f58r	f58	f58r.29	chor	ar	chor ar	7	8	13	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy	0	G789-S050
f58r	f58	f58r.30	ytor	ar	ytor ar	1	2	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	0	G789-S051
f58v	f58	f58v.2	qotair	ar	qotair ar	10	11	13	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	0	G789-S052
f58v	f58	f58v.20	tolain	ar	tolain ar	1	2	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tolain ar ykeain qokeey otal chol okal ar ty chkalarol	0	G789-S053
f58v	f58	f58v.20	okal	ar	okal ar	7	8	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tolain ar ykeain qokeey otal chol okal ar ty chkalarol	0	G789-S054
f58v	f58	f58v.31	qokain	ar	qokain ar	8	9	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	0	G789-S055
f58v	f58	f58v.37	okar	ar	okar ar	2	3	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	olkeey okar ar choky otair otol chokey cheeky dalar	0	G789-S056
f66r	f66	f66r.53	kol	ar	kol ar	10	11	11	LAST	0	0	T	B	5	1	1	1	1	1	1	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	0	G789-S057
f66r	f66	f66r.75	ol	ar	ol ar	5	6	12	MIDDLE	0	0	T	B	5	1	1	1	1	1	1	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	0	G789-S058
f66r	f66	f66r.77	qokey	ar	qokey ar	1	2	10	MIDDLE	0	0	T	B	5	1	1	1	1	1	1	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	0	G789-S059
f75r	f75	f75r.19	qokain	ar	qokain ar	7	8	8	LAST	0	0	B	B	2	1	1	1	1	1	1	qokshedy qol shey qoky shey ey qokain ar	0	G789-S060
f76r	f76	f76r.15	al	ar	al ar	4	5	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	0	G789-S061
f76r	f76	f76r.15	aiin	ar	aiin ar	6	7	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	0	G789-S062
f76r	f76	f76r.41	sain	ar	sain ar	1	2	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	0	G789-S063
f77v	f77	f77v.14	rar	ar	rar ar	10	11	11	LAST	0	0	B	B	2	1	1	1	1	1	1	darcheedal qeedy qeedeey olchey lchey qedy or cheey qol rar ar	0	G789-S064
f78r	f78	f78r.18	dar	ar	dar ar	5	6	7	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	o l chedy qokain dar ar okain	0	G789-S065
f78v	f78	f78v.31	sor	ar	sor ar	1	2	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	sor ar or dchor otaiin otain ytedy olshdy sholkal	0	G789-S066
f79v	f79	f79v.13	dain	ar	dain ar	1	2	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	dain ar olshey dytain qokain checthy okeedy qokeedy ror	0	G789-S067
f79v	f79	f79v.33	por	ar	por ar	1	2	12	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	por ar or yteey teey okar oshey qoky chey okeey ldy oral	0	G789-S068
f80v	f80	f80v.13	lor	ar	lor ar	1	2	6	MIDDLE	0	1	B	B	2	1	1	1	1	1	1	lor ar ol olor chey koldy	0	G789-S069
f81r	f81	f81r.31	ches	ar	ches ar	8	9	11	MIDDLE	0	1	B	B	2	1	1	1	1	1	1	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	0	G789-S070
f83v	f83	f83v.25	otechd	ar	otechd ar	3	4	8	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	y shey otechd ar okol dal shedy qokaly	0	G789-S071
f85r2	f85	f85r2.22	los	ar	los ar	1	2	8	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	los ar shedy qokshey qosey or aiin og	0	G789-S072
f85r2	f85	f85r2.24	otees	ar	otees ar	11	12	13	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	okees ochar otedor ochedy otody olchedy oteedo ar or airol otees ar aram	0	G789-S073
f86v3	f86	f86v3.3	or	ar	or ar	5	6	8	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	taiin ytaiin ytaiin ytaiin or ar ytas am	0	G789-S074
f86v5	f86	f86v5.5	dal	ar	dal ar	9	10	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	daiin or otol otshey otal olkey chcthody ytar dal ar okary	0	G789-S075
f86v5	f86	f86v5.12	al	ar	al ar	3	4	11	MIDDLE	1	0	T	B	2	1	1	1	1	1	1	poraiiidy otshs al ar shey tair sheody qopchesy lfar air amod	0	G789-S076
f86v5	f86	f86v5.14	ody	ar	ody ar	4	5	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	0	G789-S077
f86v5	f86	f86v5.15	ykar	ar	ykar ar	1	2	12	MIDDLE	0	0	T	B	2	1	2	1	2	1	1	ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky	0	G789-S078
f86v5	f86	f86v5.20	ychor	ar	ychor ar	1	2	10	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	0	G789-S079
f86v5	f86	f86v5.21	oar	ar	oar ar	1	2	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	0	G789-S080
f86v5	f86	f86v5.25	kain	ar	kain ar	2	3	6	MIDDLE	0	1	T	B	2	1	1	1	1	1	1	sair kain ar alosheey qoeey lkesy	0	G789-S081
f86v5	f86	f86v5.28	kar	ar	kar ar	4	5	14	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	0	G789-S082
f86v5	f86	f86v5.31	ykeshy	ar	ykeshy ar	9	10	10	LAST	0	0	T	B	2	1	1	1	1	1	1	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	0	G789-S083
f86v6	f86	f86v6.3	chor	ar	chor ar	5	6	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	qolchy olkeedy chdal chedy chor ar arody qokchdy chdal okar chdy otaiin	0	G789-S084
f86v6	f86	f86v6.9	otar	ar	otar ar	7	8	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	0	G789-S085
f86v6	f86	f86v6.11	chcphar	ar	chcphar ar	10	11	11	LAST	0	0	T	B	2	1	1	1	1	1	1	qokaiin olkeey qokeor or cheeaiin yteedy qoko lchdol or chcphar ar	0	G789-S086
f86v6	f86	f86v6.17	olain	ar	olain ar	10	11	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	par or aiin dar aiiin qckhear shoy qotedy opchdy olain ar alkar am	0	G789-S087
f86v6	f86	f86v6.21	tar	ar	tar ar	9	10	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	oreeey lkeeor daiin olteody tar otyteeodaiin yty sheey tar ar am ody	0	G789-S088
f86v6	f86	f86v6.40	daiin	ar	daiin ar	1	2	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky	0	G789-S089
f86v6	f86	f86v6.45	qokshey	ar	qokshey ar	4	5	8	MIDDLE	0	1	T	B	2	1	1	1	1	1	1	paiin otar otolkshy qokshey ar otalky chear aiodam	0	G789-S090
f88r	f88	f88r.28	shear	ar	shear ar	8	9	10	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	ykar cheol chol chey ckhey s or shear ar alsy	0	G789-S091
f94v	f94	f94v.8	par	ar	par ar	8	9	9	LAST	1	0	H	B	3	1	1	1	1	1	1	pchedaiin sheocthy daiin cphedy fchd otchy qotchy par ar	0	G789-S092
f95v1	f95	f95v1.1	okain	ar	okain ar	7	8	9	MIDDLE	1	0	H	B	3	1	1	1	1	1	1	olteedy oepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed	0	G789-S093
f95v2	f95	f95v2.5	okaiin	ar	okaiin ar	8	9	9	LAST	0	0	H	B	3	1	1	1	1	1	1	tar fcheey shos aiin okar olkaiin otalain okaiin ar	0	G789-S094
f96v	f96	f96v.5	ckheeody	ar	ckheeody ar	3	4	5	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	tockhy cthey ckheeody ar eeeykey	0	G789-S095
f100v	f100	f100v.14	ckhoor	ar	ckhoor ar	4	5	9	MIDDLE	1	0	P	A	1	1	1	1	1	1	1	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	0	G789-S096
f102v2	f102	f102v2.32	s	ar	s ar	6	7	12	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	0	G789-S097
f103r	f103	f103r.2	chep	ar	chep ar	7	8	15	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	0	G789-S098
f103r	f103	f103r.9	oteeos	ar	oteeos ar	1	2	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	0	G789-S099
f103v	f103	f103v.23	l	ar	l ar	2	3	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	0	G789-S100
f103v	f103	f103v.24	otain	ar	otain ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	0	G789-S101
f103v	f103	f103v.44	shey	ar	shey ar	2	3	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	0	G789-S102
f103v	f103	f103v.44	ar	ar	ar ar	3	4	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	0	G789-S103
f104r	f104	f104r.7	okar	ar	okar ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dchodees sheos odaiin otchedy qodain shedy chedy qodain okar ar okaim	0	G789-S104
f104r	f104	f104r.20	ain	ar	ain ar	10	11	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	0	G789-S105
f104r	f104	f104r.25	otain	ar	otain ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	0	G789-S106
f104r	f104	f104r.27	daiin	ar	daiin ar	8	9	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	0	G789-S107
f104r	f104	f104r.39	pcholor	ar	pcholor ar	1	2	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcholor ar aiin alkchdy qotal chol qoar aiin qopcheedy qotair ofaiino	0	G789-S108
f104r	f104	f104r.44	qokeey	ar	qokeey ar	4	5	10	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokaiin otaiin okam	0	G789-S109
f104r	f104	f104r.45	otain	ar	otain ar	6	7	11	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	0	G789-S110
f104v	f104	f104v.30	lkair	ar	lkair ar	10	11	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	0	G789-S111
f104v	f104	f104v.30	ar	ar	ar ar	11	12	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	0	G789-S112
f104v	f104	f104v.33	ol	ar	ol ar	8	9	15	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	0	G789-S113
f105r	f105	f105r.3	cheeo	ar	cheeo ar	5	6	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	olshey qoden odeey kcheody cheeo ar yteey ytchy otedy qokeedy qokeey rol	0	G789-S114
f105r	f105	f105r.24	paiin	ar	paiin ar	5	6	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	0	G789-S115
f105r	f105	f105r.31	shx	ar	shx ar	3	4	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	0	G789-S116
f105r	f105	f105r.32	otar	ar	otar ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam	0	G789-S117
f105r	f105	f105r.33	qokaiin	ar	qokaiin ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	0	G789-S118
f105r	f105	f105r.34	al	ar	al ar	9	10	11	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	dor ail cheky kar odaiin ykl al oees al ar alkam	0	G789-S119
f105v	f105	f105v.6	dar	ar	dar ar	7	8	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	0	G789-S120
f105v	f105	f105v.12	ykedor	ar	ykedor ar	4	5	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	0	G789-S121
f105v	f105	f105v.12	ar	ar	ar ar	5	6	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	0	G789-S122
f105v	f105	f105v.28	oeoar	ar	oeoar ar	1	2	6	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	oeoar ar al odor aiil otaiin	0	G789-S123
f105v	f105	f105v.32	qoair	ar	qoair ar	3	4	10	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	poar keeodaiin qoair ar aey qoeedeody qokaiin qotedair apo rairapy	0	G789-S124
f105v	f105	f105v.37	okaiin	ar	okaiin ar	10	11	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	0	G789-S125
f106r	f106	f106r.28	chear	ar	chear ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	0	G789-S126
f106r	f106	f106r.33	qokaiin	ar	qokaiin ar	5	6	9	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	0	G789-S127
f106r	f106	f106r.40	shaiin	ar	shaiin ar	1	2	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	0	G789-S128
f106v	f106	f106v.18	qokshd	ar	qokshd ar	5	6	10	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pshodalos qokshdy qokshy opchdy qokshd ar shdar oeedy qotaly dairy	0	G789-S129
f106v	f106	f106v.34	otos	ar	otos ar	6	7	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam	0	G789-S130
f107r	f107	f107r.5	qokain	ar	qokain ar	9	10	10	LAST	0	0	S	B	3	1	1	1	1	1	1	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar	0	G789-S131
f107r	f107	f107r.42	tain	ar	tain ar	8	9	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam	0	G789-S132
f107r	f107	f107r.48	otain	ar	otain ar	4	5	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	0	G789-S133
f107v	f107	f107v.23	palchar	ar	palchar ar	1	2	10	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	palchar ar akaiiky char raikchy opchain opalkar otal otar alky	0	G789-S134
f107v	f107	f107v.41	pokar	ar	pokar ar	1	2	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pokar ar keey okeeo l cheey qokchey oteey lkeeo l lkeedy qokeey lkain	0	G789-S135
f108r	f108	f108r.9	kedy	ar	kedy ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy	0	G789-S136
f108r	f108	f108r.11	teodeey	ar	teodeey ar	1	2	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly	0	G789-S137
