occurrence_id	surface	left_string	page	physical_folio	locus	stolfi_page_row_count	stolfi_same_locus_present	stolfi_whole_count	stolfi_split_left_ar_count	stolfi_raw_split_separator	boundary_status	component_export_credit
G789-O0054	ykar	yk	f18v	f18	f18v.6	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0055	qokorar	qokor	f19r	f19	f19r.4	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0056	cthar	cth	f19r	f19	f19r.7	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0057	ytar	yt	f19v	f19	f19v.13	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0058	ar	NONE	f20v	f20	f20v.8	11	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0059	ofchar	ofch	f22v	f22	f22v.1	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0060	ar	NONE	f23r	f23	f23r.2	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0061	ar	NONE	f23r	f23	f23r.5	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0062	okar	ok	f23r	f23	f23r.7	5	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0063	olchar	olch	f23r	f23	f23r.7	5	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0064	char	ch	f23r	f23	f23r.8	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0065	qotchar	qotch	f23v	f23	f23v.1	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0066	chear	che	f23v	f23	f23v.5	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0067	olsar	ols	f23v	f23	f23v.6	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0068	ar	NONE	f23v	f23	f23v.9	12	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0069	opchar	opch	f24r	f24	f24r.1	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0070	char	ch	f24r	f24	f24r.2	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0071	qotar	qot	f24r	f24	f24r.3	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0072	cthar	cth	f24r	f24	f24r.4	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0073	chtar	cht	f24r	f24	f24r.7	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0074	qoear	qoe	f24r	f24	f24r.8	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0075	cfhar	cfh	f24r	f24	f24r.10	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0076	sar	s	f24r	f24	f24r.11	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0077	char	ch	f24r	f24	f24r.14	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0078	tchar	tch	f24v	f24	f24v.5	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0079	foar	fo	f24v	f24	f24v.12	16	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G789-O0080	sheear	shee	f25r	f25	f25r.3	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0081	ckhear	ckhe	f25v	f25	f25v.4	7	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0082	chkear	chke	f25v	f25	f25v.4	7	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0083	sar	s	f26v	f26	f26v.2	9	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0084	opar	op	f26v	f26	f26v.3	9	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0085	ar	NONE	f26v	f26	f26v.5	9	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0086	char	ch	f27r	f27	f27r.4	13	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0087	dchar	dch	f28r	f28	f28r.2	2	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0088	chear	che	f28v	f28	f28v.9	9	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0089	shear	she	f29r	f29	f29r.3	9	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0090	chykar	chyk	f29v	f29	f29v.10	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0091	qochar	qoch	f30r	f30	f30r.9	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0092	qotar	qot	f31r	f31	f31r.4	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0093	ar	NONE	f31r	f31	f31r.4	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0094	ar	NONE	f32v	f32	f32v.10	11	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0095	qokar	qok	f33r	f33	f33r.2	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0096	otar	ot	f33r	f33	f33r.2	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0097	far	f	f33r	f33	f33r.4	3	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0098	chekar	chek	f33r	f33	f33r.6	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0099	ar	NONE	f33r	f33	f33r.7	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0100	tokar	tok	f33v	f33	f33v.4	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0101	ykar	yk	f33v	f33	f33v.5	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0102	okar	ok	f33v	f33	f33v.6	11	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0103	okar	ok	f33v	f33	f33v.6	11	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0104	porar	por	f33v	f33	f33v.7	11	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G789-O0105	sar	s	f33v	f33	f33v.9	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0106	ar	NONE	f33v	f33	f33v.9	11	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G789-O0107	tar	t	f33v	f33	f33v.11	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0108	olar	ol	f34r	f34	f34r.1	15	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0109	ytar	yt	f34r	f34	f34r.2	15	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0110	ar	NONE	f34r	f34	f34r.5	15	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0111	ar	NONE	f34r	f34	f34r.9	15	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0112	char	ch	f34r	f34	f34r.12	15	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0113	ar	NONE	f34r	f34	f34r.12	15	1	2	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0114	qokar	qok	f34r	f34	f34r.12	15	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0115	qokar	qok	f34r	f34	f34r.12	15	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0116	ar	NONE	f34r	f34	f34r.13	15	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0117	ar	NONE	f34r	f34	f34r.14	15	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0118	kar	k	f34r	f34	f34r.14	15	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0119	chekar	chek	f34r	f34	f34r.15	15	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0120	ykar	yk	f34v	f34	f34v.2	11	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G789-O0121	char	ch	f34v	f34	f34v.3	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0122	qokar	qok	f34v	f34	f34v.5	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0123	ar	NONE	f34v	f34	f34v.6	11	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0124	otar	ot	f34v	f34	f34v.8	11	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0125	ar	NONE	f34v	f34	f34v.8	11	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0126	char	ch	f35r	f35	f35r.1	3	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0127	char	ch	f35r	f35	f35r.6	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0128	chear	che	f35r	f35	f35r.9	3	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0129	chear	che	f35r	f35	f35r.9	3	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0130	ar	NONE	f35v	f35	f35v.1	2	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0131	char	ch	f35v	f35	f35v.13	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0132	ar	NONE	f35v	f35	f35v.13	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0133	chear	che	f35v	f35	f35v.13	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0134	tar	t	f35v	f35	f35v.14	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0135	cphar	cph	f36v	f36	f36v.1	3	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0136	ytar	yt	f36v	f36	f36v.2	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0137	otar	ot	f36v	f36	f36v.3	3	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0138	cphchar	cphch	f36v	f36	f36v.5	3	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0139	cthar	cth	f38r	f38	f38r.2	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0140	char	ch	f38v	f38	f38v.8	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0141	ar	NONE	f39r	f39	f39r.7	16	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0142	ar	NONE	f39r	f39	f39r.10	16	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0143	ar	NONE	f39r	f39	f39r.11	16	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0144	kar	k	f39r	f39	f39r.13	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0145	ofcheefar	ofcheef	f39r	f39	f39r.15	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0146	kar	k	f39v	f39	f39v.1	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0147	ykar	yk	f39v	f39	f39v.2	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0148	otar	ot	f39v	f39	f39v.5	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0149	qokar	qok	f39v	f39	f39v.7	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0150	okar	ok	f39v	f39	f39v.7	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0151	ar	NONE	f39v	f39	f39v.7	14	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0152	tar	t	f39v	f39	f39v.9	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0153	ar	NONE	f39v	f39	f39v.9	14	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0154	ar	NONE	f39v	f39	f39v.10	14	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0155	ykar	yk	f39v	f39	f39v.10	14	1	0	0	NONE	OTHER_AR_BOUNDARY_AT_SAME_LOCUS	0
G789-O0156	ar	NONE	f39v	f39	f39v.10	14	1	1	0	NONE	OTHER_AR_BOUNDARY_AT_SAME_LOCUS	0
G789-O0157	qokar	qok	f39v	f39	f39v.11	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0158	okar	ok	f39v	f39	f39v.12	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0159	okar	ok	f39v	f39	f39v.12	14	1	1	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G789-O0160	tar	t	f39v	f39	f39v.14	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0161	ar	NONE	f40r	f40	f40r.1	3	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0162	qokar	qok	f40r	f40	f40r.2	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0163	okar	ok	f40r	f40	f40r.2	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0164	qokar	qok	f40r	f40	f40r.3	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0165	okar	ok	f40r	f40	f40r.4	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0166	lokar	lok	f40r	f40	f40r.5	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0167	qokar	qok	f40r	f40	f40r.5	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0168	okar	ok	f40r	f40	f40r.5	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0169	ar	NONE	f40r	f40	f40r.5	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0170	ar	NONE	f40r	f40	f40r.5	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0171	ar	NONE	f40r	f40	f40r.6	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0172	kar	k	f40r	f40	f40r.6	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0173	toar	to	f40r	f40	f40r.11	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0174	okar	ok	f40v	f40	f40v.5	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0175	ar	NONE	f40v	f40	f40v.7	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0176	ar	NONE	f40v	f40	f40v.16	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0177	okar	ok	f40v	f40	f40v.16	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0178	qokar	qok	f40v	f40	f40v.17	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0179	ar	NONE	f40v	f40	f40v.17	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0180	chetar	chet	f40v	f40	f40v.19	7	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0181	pchear	pche	f42r	f42	f42r.1	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0182	char	ch	f42r	f42	f42r.2	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0183	chtshar	chtsh	f42r	f42	f42r.3	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0184	chotar	chot	f42r	f42	f42r.3	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0185	chetar	chet	f42r	f42	f42r.4	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0186	qokar	qok	f42r	f42	f42r.5	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0187	okeokear	okeoke	f42v	f42	f42v.6	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0188	cheotchar	cheotch	f42v	f42	f42v.6	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0189	cthar	cth	f42v	f42	f42v.6	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0190	char	ch	f42v	f42	f42v.9	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0191	sarar	sar	f42v	f42	f42v.14	10	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G789-O0192	ofchtar	ofcht	f43r	f43	f43r.1	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0193	ypar	yp	f43r	f43	f43r.1	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0194	ar	NONE	f43r	f43	f43r.2	14	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0195	ar	NONE	f43r	f43	f43r.4	14	1	3	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0196	qotar	qot	f43r	f43	f43r.5	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0197	qotar	qot	f43r	f43	f43r.10	14	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0198	okar	ok	f43v	f43	f43v.2	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0199	qokar	qok	f43v	f43	f43v.4	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0200	ykar	yk	f43v	f43	f43v.8	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0201	ar	NONE	f43v	f43	f43v.10	16	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0202	ar	NONE	f43v	f43	f43v.11	16	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0203	ar	NONE	f44v	f44	f44v.2	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0204	char	ch	f45r	f45	f45r.1	4	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0205	ofchar	ofch	f45r	f45	f45r.1	4	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0206	otchar	otch	f45r	f45	f45r.6	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0207	okchar	okch	f45r	f45	f45r.6	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0208	otar	ot	f45r	f45	f45r.6	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0209	lchar	lch	f45r	f45	f45r.7	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0210	kar	k	f45r	f45	f45r.7	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0211	shar	sh	f45r	f45	f45r.10	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0212	ykar	yk	f45v	f45	f45v.3	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0213	okchar	okch	f45v	f45	f45v.5	5	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0214	ykar	yk	f46r	f46	f46r.3	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0215	ar	NONE	f46r	f46	f46r.7	10	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
G789-O0216	qokar	qok	f46r	f46	f46r.7	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0217	shear	she	f46r	f46	f46r.11	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0218	kar	k	f46r	f46	f46r.12	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0219	qokar	qok	f46r	f46	f46r.14	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0220	qokar	qok	f46r	f46	f46r.15	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G789-O0221	otar	ot	f46v	f46	f46v.2	13	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G789-O0222	ar	NONE	f46v	f46	f46v.2	13	1	1	0	NONE	BARE_AR_AT_SAME_LOCUS	0
