page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_ar	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit
f23r	f23	f23r.5	chol	ar	chol ar	6	7	11	MIDDLE	0	1	H	A	1	1	1	1	1	1	1	ychor qokchol ytym chol dair chol ar ol ol dol dain	0
f23v	f23	f23v.9	oldar	ar	oldar ar	4	5	10	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	otshy dal dar oldar ar or qoto l chees g	0
f24r	f24	f24r.13	s	ar	s ar	6	7	7	LAST	0	0	H	A	1	0	1	0	0	0	0	oees ol s chey chcth s ar	0
f26v	f26	f26v.5	chs	ar	chs ar	9	10	10	LAST	0	0	H	B	2	1	1	1	1	1	1	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	0
f27r	f27	f27r.5	shy	ar	shy ar	4	5	8	MIDDLE	0	0	H	A	1	0	1	0	0	0	0	dor chees ctho shy ar y daiin dair	0
f31r	f31	f31r.4	r	ar	r ar	5	6	10	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	qotar chy dar lo r ar cheey keeol chedy qokey	0
f32r	f32	f32r.8	qo	ar	qo ar	1	2	4	MIDDLE	0	0	H	A	1	0	1	0	1	0	0	qo ar daiin dam	0
f32v	f32	f32v.10	da	ar	da ar	9	10	10	LAST	0	0	H	A	1	1	1	1	1	1	1	sho keol chor chol daiin cpho l cthol da ar	0
f33r	f33	f33r.7	okain	ar	okain ar	7	8	9	MIDDLE	0	1	H	B	2	1	1	1	1	1	1	dar chos aiin or aiin cheekaiin okain ar okeeey	0
f33v	f33	f33v.1	tar	ar	tar ar	1	2	9	MIDDLE	1	0	H	B	2	0	1	1	0	0	0	tar ar daiin ydain cthey dols sheky ar aiin	0
f33v	f33	f33v.1	sheky	ar	sheky ar	7	8	9	MIDDLE	1	0	H	B	2	0	1	1	0	0	0	tar ar daiin ydain cthey dols sheky ar aiin	0
f33v	f33	f33v.8	dar	ar	dar ar	1	2	14	MIDDLE	0	0	H	B	2	0	1	0	1	0	0	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	0
f33v	f33	f33v.9	chckhy	ar	chckhy ar	9	10	14	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	0
f33v	f33	f33v.10	lcho	ar	lcho ar	1	2	9	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	lcho ar or chey lodaiin o or okeedy okaly	0
f34r	f34	f34r.5	okes	ar	okes ar	5	6	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	qoteedy shedy shedy ol okes ar ykeed l chedy otey okaiin	0
f34r	f34	f34r.9	qod	ar	qod ar	2	3	10	MIDDLE	0	1	H	B	2	1	1	1	1	1	1	ykchdy qod ar ch ay or lchey todaly okaiin dardy	0
f34r	f34	f34r.12	okor	ar	okor ar	3	4	13	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam	0
f34r	f34	f34r.12	qokar	ar	qokar ar	10	11	13	MIDDLE	0	0	H	B	2	0	1	1	1	1	0	char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam	0
f34r	f34	f34r.13	chor	ar	chor ar	8	9	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly	0
f34r	f34	f34r.14	or	ar	or ar	1	2	13	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	0
f34v	f34	f34v.6	lr	ar	lr ar	8	9	10	MIDDLE	1	0	H	B	2	1	1	1	1	1	1	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	0
f34v	f34	f34v.8	otar	ar	otar ar	2	3	10	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	ysheos otar ar choraiin cheky olchdaiin or oldar chdar okam	0
f35v	f35	f35v.1	roaiin	ar	roaiin ar	3	4	4	LAST	1	0	H	A	1	0	1	1	0	0	0	parchor chocthy roaiin ar	0
f35v	f35	f35v.13	od	ar	od ar	3	4	5	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	ol char od ar chear	0
f39r	f39	f39r.3	dar	ar	dar ar	7	8	10	MIDDLE	0	0	H	B	2	0	1	0	1	0	0	qokalchdy chekaiin checkhy darshed qokeedar eeedy dar ar cheey dyckhy	0
f39r	f39	f39r.7	dar	ar	dar ar	7	8	13	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee s aiiin	0
f39r	f39	f39r.10	shedy	ar	shedy ar	2	3	10	MIDDLE	1	0	H	B	2	0	1	1	0	0	0	pchdar shedy ar aiir okair ykeols shedy qockhdy laiin ky	0
f39r	f39	f39r.11	dshdy	ar	dshdy ar	1	2	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	0
f39r	f39	f39r.15	dld	ar	dld ar	7	8	11	MIDDLE	0	0	H	B	2	0	1	0	1	0	0	qolkain ol cheol daiin dar ol dld ar ador aiin ofcheefar	0
f39v	f39	f39v.7	okar	ar	okar ar	7	8	8	LAST	1	0	H	B	2	1	1	1	1	1	1	pardy shedy qokar sheedy oraly olaiir okar ar	0
f39v	f39	f39v.9	dal	ar	dal ar	3	4	13	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	0
f39v	f39	f39v.10	dar	ar	dar ar	1	2	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	0
f39v	f39	f39v.10	qokain	ar	qokain ar	8	9	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	0
f40r	f40	f40r.1	opches	ar	opches ar	9	10	11	MIDDLE	1	0	H	B	2	1	1	1	1	1	1	pchey k eodar aldydy qoky okal shdy olkedy opches ar ordaiin	0
f40r	f40	f40r.5	qokchd	ar	qokchd ar	7	8	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	lokar qokar okar okol ol chedy qokchd ar ar or dag	0
f40r	f40	f40r.5	ar	ar	ar ar	8	9	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	lokar qokar okar okol ol chedy qokchd ar ar or dag	0
f40r	f40	f40r.6	or	ar	or ar	2	3	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	tor or ar shok or am o lshedy qokam chdy kar oraiin	0
f40r	f40	f40r.10	ka	ar	ka ar	5	6	10	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	saiin olcheey chdy ychey ka ar oky ykedy okair ody	0
f40v	f40	f40v.7	s	ar	s ar	4	5	5	LAST	0	0	H	B	2	1	1	1	1	1	1	shody qokol chedy s ar	0
f40v	f40	f40v.16	lor	ar	lor ar	3	4	10	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	shol kedy lor ar okar qoky kedy r yteey qokam	0
f40v	f40	f40v.17	okees	ar	okees ar	6	7	8	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	tochey qokeedy qokaiin okeos qokar okees ar oky	0
f42r	f42	f42r.6	dorain	ar	dorain ar	1	2	2	LAST	0	1	H	A	1	0	1	0	0	0	0	dorain ar	0
f43r	f43	f43r.2	ytedy	ar	ytedy ar	3	4	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	yteody oteol ytedy ar chety dar aiir okaldy daral otchdy daiin dals	0
f43r	f43	f43r.4	das	ar	das ar	1	2	13	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	das ar ytey tedy kar arar she kalchdy cholky qotaly chedy oty otam	0
f43v	f43	f43v.10	tarchor	ar	tarchor ar	1	2	11	MIDDLE	1	0	H	B	2	0	1	0	1	0	0	tarchor ar aldar chdy daldar chepy yteedy s ypchey pchedy yfor	0
f43v	f43	f43v.11	cheody	ar	cheody ar	5	6	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	0
f44v	f44	f44v.2	qotor	ar	qotor ar	8	9	9	LAST	0	0	H	A	1	1	1	1	1	1	1	yolkol cheol qokchain daly otchol daiin shol qotor ar	0
f46r	f46	f46r.7	s	ar	s ar	6	7	14	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m	0
f46v	f46	f46v.2	otar	ar	otar ar	7	8	14	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	0
f46v	f46	f46v.5	s	ar	s ar	10	11	13	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	0
f46v	f46	f46v.10	sheol	ar	sheol ar	1	2	7	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	sheol ar chey okaiin daim oty om	0
f48r	f48	f48r.7	al	ar	al ar	6	7	10	MIDDLE	0	0	H	B	5	0	1	0	0	0	0	tocthy qokeol yteedy lolkeol otolches al ar ykeeodam okedy okam	0
f48r	f48	f48r.9	yteched	ar	yteched ar	1	2	4	MIDDLE	0	1	H	B	5	0	1	1	0	0	0	yteched ar olkey okeoam	0
f48v	f48	f48v.10	okar	ar	okar ar	11	12	13	MIDDLE	0	0	H	B	5	0	1	1	0	0	0	tol chedy ytedy ykeol chdy chdor chtol chdy ytchedal cthey okar ar ary	0
f50r	f50	f50r.2	okar	ar	okar ar	10	11	12	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	0
f50r	f50	f50r.4	or	ar	or ar	6	7	10	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	tchdy qokas chedy qokchdy qokaiin or ar alol keodaiin ols	0
f50r	f50	f50r.5	okar	ar	okar ar	5	6	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0
f50r	f50	f50r.5	kar	ar	kar ar	9	10	11	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0
f50v	f50	f50v.10	ykeeod	ar	ykeeod ar	5	6	7	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	dchedy okaiin olchdy oloeedy ykeeod ar arood	0
f51r	f51	f51r.7	ychos	ar	ychos ar	1	2	6	MIDDLE	0	0	H	A	1	0	1	0	0	0	0	ychos ar eeckhy kcho qokchy qotal	0
f54v	f54	f54v.2	s	ar	s ar	3	4	8	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	0
f55r	f55	f55r.2	ykar	ar	ykar ar	10	11	12	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	okair or aiin chody ykair y qokar okar ol ykar ar al	0
f55r	f55	f55r.4	char	ar	char ar	4	5	10	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	daiin or orol char ar kaiin okchd ykar odaiin chdolaiin	0
f55r	f55	f55r.10	o	ar	o ar	6	7	11	MIDDLE	0	0	H	B	2	0	1	0	1	0	0	dair okal qokar or or o ar odaiin okeey darchd ol	0
f55v	f55	f55v.7	pchal	ar	pchal ar	8	9	11	MIDDLE	1	0	H	B	2	0	1	1	0	0	0	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	0
f55v	f55	f55v.8	cho	ar	cho ar	7	8	11	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	tar chedy qokaiin okar qol otar cho ar talody okar y	0
f55v	f55	f55v.12	daiin	ar	daiin ar	1	2	9	MIDDLE	0	1	H	B	2	1	1	0	1	0	0	daiin ar cheky olkeechy sl ar aiin daiin otam	0
f55v	f55	f55v.12	sl	ar	sl ar	5	6	9	MIDDLE	0	1	H	B	2	0	1	1	1	1	0	daiin ar cheky olkeechy sl ar aiin daiin otam	0
f58r	f58	f58r.5	char	ar	char ar	6	7	13	MIDDLE	0	0	S	A	3	1	2	1	2	1	1	qor dchair am otar otar char ar al char ar ary ytalar cham	0
f58r	f58	f58r.5	char	ar	char ar	9	10	13	MIDDLE	0	0	S	A	3	0	2	1	2	1	0	qor dchair am otar otar char ar al char ar ary ytalar cham	0
f58r	f58	f58r.10	tal	ar	tal ar	1	2	12	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	0
f58r	f58	f58r.12	shoar	ar	shoar ar	1	2	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	shoar ar choldal otalchal dal choldy okalys airaldy shar	0
f58r	f58	f58r.16	typchey	ar	typchey ar	1	2	10	MIDDLE	1	0	S	A	3	1	1	1	1	1	1	typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy	0
f58r	f58	f58r.20	otalar	ar	otalar ar	7	8	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	0
f58r	f58	f58r.24	okeal	ar	okeal ar	3	4	8	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tazain oteeos okeal ar otalor cheoekar cheky otakas	0
f58r	f58	f58r.27	chaltar	ar	chaltar ar	3	4	12	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	0
f58r	f58	f58r.27	chor	ar	chor ar	10	11	12	MIDDLE	0	0	S	A	3	0	1	0	0	0	0	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	0
f58r	f58	f58r.29	chor	ar	chor ar	7	8	13	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy	0
f58r	f58	f58r.30	ytor	ar	ytor ar	1	2	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	0
f58r	f58	f58r.35	shol	ar	shol ar	6	7	9	MIDDLE	0	0	S	A	3	0	1	0	1	0	0	dtos sheol qokor sharal ckhol shol ar aiin sheoctham	0
f58r	f58	f58r.40	yroleeey	ar	yroleeey ar	1	2	9	MIDDLE	0	0	S	A	3	0	1	0	0	0	0	yroleeey ar airaly pchody tshaly alols ykaly kar aram	0
f58v	f58	f58v.2	qotair	ar	qotair ar	10	11	13	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	0
f58v	f58	f58v.3	daly	ar	daly ar	7	8	9	MIDDLE	0	0	S	A	3	0	1	1	0	0	0	todal qotain shoy qokeol okey qokalchal daly ar aim	0
f58v	f58	f58v.5	ofas	ar	ofas ar	2	3	10	MIDDLE	0	0	S	A	3	0	1	0	0	0	0	faiir ofas ar qotaiin sholy qotaiin yqokaly okal qokaly okaly	0
f58v	f58	f58v.6	qokair	ar	qokair ar	1	2	12	MIDDLE	0	0	S	A	3	0	1	0	1	0	0	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky	0
f58v	f58	f58v.14	tal	ar	tal ar	9	10	12	MIDDLE	0	0	S	A	3	0	1	0	0	0	0	shar air alor chol oeear sho qotal chol tal ar tar aropam	0
f58v	f58	f58v.20	tolain	ar	tolain ar	1	2	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tolain ar ykeain qokeey otal chol okal ar ty chkalarol	0
f58v	f58	f58v.20	okal	ar	okal ar	7	8	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tolain ar ykeain qokeey otal chol okal ar ty chkalarol	0
f58v	f58	f58v.24	ain	ar	ain ar	8	9	12	MIDDLE	0	0	S	A	3	0	1	0	1	0	0	qokal daiin qokal cham qokalcheal okor air ain ar als okam daly	0
f58v	f58	f58v.26	okal	ar	okal ar	6	7	12	MIDDLE	0	0	S	A	3	0	1	0	1	0	0	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam	0
f58v	f58	f58v.31	qokain	ar	qokain ar	8	9	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	0
f58v	f58	f58v.33	chol	ar	chol ar	2	3	4	MIDDLE	0	1	S	A	3	0	1	1	0	0	0	qoair chol ar chey	0
f58v	f58	f58v.34	keo	ar	keo ar	3	4	10	MIDDLE	1	0	S	A	3	0	1	0	1	0	0	tol sheo keo ar qofcheal dar aey opchal shockhy okaly	0
f58v	f58	f58v.37	okar	ar	okar ar	2	3	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	olkeey okar ar choky otair otol chokey cheeky dalar	0
f66r	f66	f66r.53	kol	ar	kol ar	10	11	11	LAST	0	0	T	B	5	1	1	1	1	1	1	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	0
f66r	f66	f66r.75	ol	ar	ol ar	5	6	12	MIDDLE	0	0	T	B	5	1	1	1	1	1	1	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	0
f66r	f66	f66r.77	qokey	ar	qokey ar	1	2	10	MIDDLE	0	0	T	B	5	1	1	1	1	1	1	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	0
f75r	f75	f75r.19	qokain	ar	qokain ar	7	8	8	LAST	0	0	B	B	2	1	1	1	1	1	1	qokshedy qol shey qoky shey ey qokain ar	0
f76r	f76	f76r.12	s	ar	s ar	10	11	14	MIDDLE	0	0	T	B	2	0	1	0	1	0	0	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	0
f76r	f76	f76r.15	al	ar	al ar	4	5	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	0
f76r	f76	f76r.15	aiin	ar	aiin ar	6	7	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	0
f76r	f76	f76r.36	okeor	ar	okeor ar	12	13	15	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	qokal shedy sheol cheol alshy chol chdy talor ol alor chol okeor ar o oly	0
f76r	f76	f76r.41	sain	ar	sain ar	1	2	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	0
f76r	f76	f76r.55	or	ar	or ar	3	4	10	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	sain sheey or ar al solshey okeedy ldaiin checkhey okedalor	0
f77r	f77	f77r.10	tolchd	ar	tolchd ar	1	2	10	MIDDLE	0	0	B	B	2	0	1	0	0	0	0	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	0
f77v	f77	f77v.14	rar	ar	rar ar	10	11	11	LAST	0	0	B	B	2	1	1	1	1	1	1	darcheedal qeedy qeedeey olchey lchey qedy or cheey qol rar ar	0
f78r	f78	f78r.16	ched	ar	ched ar	4	5	6	MIDDLE	0	0	B	B	2	0	1	0	0	0	0	qokol oted okain ched ar alory	0
f78r	f78	f78r.18	dar	ar	dar ar	5	6	7	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	o l chedy qokain dar ar okain	0
f78v	f78	f78v.31	sor	ar	sor ar	1	2	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	sor ar or dchor otaiin otain ytedy olshdy sholkal	0
f79r	f79	f79r.43	chkag	ar	chkag ar	7	8	10	MIDDLE	0	0	B	B	2	0	1	0	0	0	0	y shey qokain cheol qoky daiin chkag ar cheedy ldy	0
f79v	f79	f79v.13	dain	ar	dain ar	1	2	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	dain ar olshey dytain qokain checthy okeedy qokeedy ror	0
f79v	f79	f79v.33	por	ar	por ar	1	2	12	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	por ar or yteey teey okar oshey qoky chey okeey ldy oral	0
f80v	f80	f80v.13	lor	ar	lor ar	1	2	6	MIDDLE	0	1	B	B	2	1	1	1	1	1	1	lor ar ol olor chey koldy	0
f80v	f80	f80v.41	arol	ar	arol ar	2	3	10	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	tor arol ar shckhy lkol otol chedy qokain chckhy qokal	0
f81r	f81	f81r.31	ches	ar	ches ar	8	9	11	MIDDLE	0	1	B	B	2	1	1	1	1	1	1	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	0
f83r	f83	f83r.2	rches	ar	rches ar	8	9	11	MIDDLE	0	0	B	B	2	0	1	0	1	0	0	sol cheey qokaiin shol lchs shey qoteedy rches ar chedy dor	0
f83v	f83	f83v.25	otechd	ar	otechd ar	3	4	8	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	y shey otechd ar okol dal shedy qokaly	0
f85r1	f85	f85r1.2	dol	ar	dol ar	5	6	12	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	yoiin cheey qocthdy otedy dol ar aiin okshd okchedy otedy chckhdy otam	0
f85r1	f85	f85r1.9	qo	ar	qo ar	7	8	11	MIDDLE	0	0	T	B	2	0	1	0	1	0	0	tsheed lchey qokeshy dair shedar sheol qo ar chofchdy qotdy ofar	0
f85r1	f85	f85r1.14	s	ar	s ar	5	6	12	MIDDLE	0	0	T	B	2	0	1	0	1	0	0	daror sheedy keody oteody s ar aiin cheedy otaiin dar al odaiiin	0
f85r1	f85	f85r1.28	odor	ar	odor ar	6	7	11	MIDDLE	1	0	T	B	2	0	1	0	1	0	0	kchedar yteol okchdy qekedy otor odor ar chedy otechdy dal cphedy	0
f85r1	f85	f85r1.35	s	ar	s ar	1	2	6	MIDDLE	0	1	T	B	2	0	1	0	0	0	0	s ar chedar olpchdy otol otchedy	0
f85r2	f85	f85r2.1	opaees	ar	opaees ar	3	4	35	MIDDLE	0	0	C	B	2	0	1	0	0	0	0	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar	0
f85r2	f85	f85r2.22	los	ar	los ar	1	2	8	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	los ar shedy qokshey qosey or aiin og	0
f85r2	f85	f85r2.24	oteedo	ar	oteedo ar	7	8	13	MIDDLE	0	0	C	B	2	0	1	0	1	0	0	okees ochar otedor ochedy otody olchedy oteedo ar or airol otees ar aram	0
f85r2	f85	f85r2.24	otees	ar	otees ar	11	12	13	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	okees ochar otedor ochedy otody olchedy oteedo ar or airol otees ar aram	0
f86v3	f86	f86v3.3	or	ar	or ar	5	6	8	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	taiin ytaiin ytaiin ytaiin or ar ytas am	0
f86v3	f86	f86v3.4	yteeey	ar	yteeey ar	5	6	9	MIDDLE	0	0	C	B	2	0	1	0	1	0	0	ykaiin qoeedy qar aiin yteeey ar aiin ar am	0
f86v3	f86	f86v3.4	aiin	ar	aiin ar	7	8	9	MIDDLE	0	0	C	B	2	0	1	0	1	0	0	ykaiin qoeedy qar aiin yteeey ar aiin ar am	0
f86v3	f86	f86v3.6	chdar	ar	chdar ar	6	7	8	MIDDLE	0	0	C	B	2	0	1	0	0	0	0	daiinls aiin chcthy ykaiin ykaiin chdar ar aiin	0
f86v5	f86	f86v5.5	dal	ar	dal ar	9	10	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	daiin or otol otshey otal olkey chcthody ytar dal ar okary	0
f86v5	f86	f86v5.8	tor	ar	tor ar	6	7	11	MIDDLE	0	0	T	B	2	0	1	1	0	0	0	octhal shckhy otshey opor shey tor ar otar aiin chdy tarcheeg	0
f86v5	f86	f86v5.9	otal	ar	otal ar	10	11	12	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	lkaiiin otain r al ykain chaiin y tal ykaiin otal ar alkam	0
f86v5	f86	f86v5.12	al	ar	al ar	3	4	11	MIDDLE	1	0	T	B	2	1	1	1	1	1	1	poraiiidy otshs al ar shey tair sheody qopchesy lfar air amod	0
f86v5	f86	f86v5.14	ody	ar	ody ar	4	5	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	0
f86v5	f86	f86v5.15	ykar	ar	ykar ar	1	2	12	MIDDLE	0	0	T	B	2	1	2	1	2	1	1	ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky	0
f86v5	f86	f86v5.15	ykar	ar	ykar ar	9	10	12	MIDDLE	0	0	T	B	2	0	2	1	2	1	0	ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky	0
f86v5	f86	f86v5.20	ychor	ar	ychor ar	1	2	10	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	0
f86v5	f86	f86v5.21	oar	ar	oar ar	1	2	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	0
f86v5	f86	f86v5.25	kain	ar	kain ar	2	3	6	MIDDLE	0	1	T	B	2	1	1	1	1	1	1	sair kain ar alosheey qoeey lkesy	0
f86v5	f86	f86v5.28	kar	ar	kar ar	4	5	14	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	0
