surface	family_class	left_string	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
ychar	LEFT_STRING_PLUS_AR	ych	f6r	f6	f6r.11	1	1	1	4	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	olchaj	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ychar olchaj ol chokaiin	0	G789-O0011
chear	LEFT_STRING_PLUS_AR	che	f6v	f6	f6v.1	8	8	1	10	MIDDLE	0.777777777778	H	A	1	1	0	0	0	s	char	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	koary sar cheekar qoor shor chapchy s chear char otchy	0	G789-O0012
char	LEFT_STRING_PLUS_AR	ch	f6v	f6	f6v.1	9	9	1	10	MIDDLE	0.888888888889	H	A	1	1	0	0	0	chear	otchy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	koary sar cheekar qoor shor chapchy s chear char otchy	0	G789-O0013
ychear	LEFT_STRING_PLUS_AR	yche	f6v	f6	f6v.10	2	2	1	3	MIDDLE	0.500000000000	H	A	1	0	0	0	0	qokchod	kchdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokchod ychear kchdy	0	G789-O0014
char	LEFT_STRING_PLUS_AR	ch	f6v	f6	f6v.11	2	2	1	6	MIDDLE	0.200000000000	H	A	1	0	0	0	0	lor	otam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lor char otam ctho m dy	0	G789-O0015
cthar	LEFT_STRING_PLUS_AR	cth	f6v	f6	f6v.16	2	2	1	4	MIDDLE	0.333333333333	H	A	1	0	0	0	0	ochy	cthar	1	2	2	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ochy cthar cthar cthy	0	G789-O0016
oeear	LEFT_STRING_PLUS_AR	oee	f7v	f7	f7v.4	2	2	1	9	MIDDLE	0.125000000000	H	A	1	0	0	0	0	choteeeb	choschy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	choteeeb oeear choschy dain sho kshy shol deees dol	0	G789-O0017
qokar	LEFT_STRING_PLUS_AR	qok	f8r	f8	f8r.17	3	3	1	9	MIDDLE	0.250000000000	H	A	1	0	0	0	0	dchy	chl	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chol dchy qokar chl aiin chean y char chaiin	0	G789-O0018
char	LEFT_STRING_PLUS_AR	ch	f8r	f8	f8r.17	8	8	1	9	MIDDLE	0.875000000000	H	A	1	0	0	0	0	y	chaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chol dchy qokar chl aiin chean y char chaiin	0	G789-O0019
okar	LEFT_STRING_PLUS_AR	ok	f8r	f8	f8r.18	1	1	1	7	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	cfhaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okar cfhaiin chaiin daiin chor cha rchealcham	0	G789-O0020
sar	LEFT_STRING_PLUS_AR	s	f8v	f8	f8v.2	2	2	1	8	MIDDLE	0.142857142857	H	A	1	0	0	0	0	shcthal	chor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shcthal sar chor sheaiin shor chykchy otaiin y	0	G789-O0021
chear	LEFT_STRING_PLUS_AR	che	f8v	f8	f8v.3	5	5	1	9	MIDDLE	0.500000000000	H	A	1	0	0	0	0	chory	shol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qody cheal sy chory chear shol chaiin shaiin dolas	0	G789-O0022
cthar	LEFT_STRING_PLUS_AR	cth	f8v	f8	f8v.4	5	5	1	8	MIDDLE	0.571428571429	H	A	1	0	0	0	0	chean	shealy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshol shol dol chean cthar shealy daiin chary	0	G789-O0023
otchar	LEFT_STRING_PLUS_AR	otch	f8v	f8	f8v.5	4	4	1	7	MIDDLE	0.500000000000	H	A	1	0	0	0	0	dar	etaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chol chol dar otchar etaiin cthol dar	0	G789-O0024
ar	BARE_AR	NONE	f8v	f8	f8v.6	7	7	1	7	LAST	1.000000000000	H	A	1	0	0	0	0	dain	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin cthan ytchy chey kaiin dain ar	0	G789-O0025
cthar	LEFT_STRING_PLUS_AR	cth	f8v	f8	f8v.7	5	5	1	7	MIDDLE	0.666666666667	H	A	1	0	0	0	0	shey	chotain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sho kchol dar shey cthar chotain ry	0	G789-O0026
pchar	LEFT_STRING_PLUS_AR	pch	f8v	f8	f8v.12	1	1	1	8	FIRST	0.000000000000	H	A	1	1	0	1	0	EDGE	cho	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchar cho rol dal shear chchotaiin chal daiin	0	G789-O0027
shear	LEFT_STRING_PLUS_AR	she	f8v	f8	f8v.12	5	5	1	8	MIDDLE	0.571428571429	H	A	1	1	0	0	0	dal	chchotaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchar cho rol dal shear chchotaiin chal daiin	0	G789-O0028
otchar	LEFT_STRING_PLUS_AR	otch	f8v	f8	f8v.13	2	2	1	7	MIDDLE	0.166666666667	H	A	1	0	0	0	0	kchor	oky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	kchor otchar oky chokain keoky otorchy satar	0	G789-O0029
satar	LEFT_STRING_PLUS_AR	sat	f8v	f8	f8v.13	7	7	1	7	LAST	1.000000000000	H	A	1	0	0	0	0	otorchy	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	kchor otchar oky chokain keoky otorchy satar	0	G789-O0030
char	LEFT_STRING_PLUS_AR	ch	f8v	f8	f8v.14	6	6	1	9	MIDDLE	0.625000000000	H	A	1	0	0	0	0	kol	cthey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shor okol lokaiin shol kol char cthey tchy ckham	0	G789-O0031
char	LEFT_STRING_PLUS_AR	ch	f8v	f8	f8v.15	7	7	1	10	MIDDLE	0.666666666667	H	A	1	0	0	0	0	cheain	cheeky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	or chol chan chy chor cheain char cheeky chor ry	0	G789-O0032
chear	LEFT_STRING_PLUS_AR	che	f8v	f8	f8v.16	3	3	1	8	MIDDLE	0.285714285714	H	A	1	0	0	0	0	cheor	oteey	1	1	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chor cheor chear oteey dchor chodey cho raiin	0	G789-O0033
chear	LEFT_STRING_PLUS_AR	che	f8v	f8	f8v.17	2	2	1	3	MIDDLE	0.500000000000	H	A	1	0	1	0	0	dain	daiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain chear daiin	0	G789-O0034
otar	LEFT_STRING_PLUS_AR	ot	f9r	f9	f9r.4	6	6	1	9	MIDDLE	0.625000000000	H	A	1	0	0	0	0	shaiin	dor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshy chokcho chcthod shor shaiin otar dor ytol dayty	0	G789-O0035
shar	LEFT_STRING_PLUS_AR	sh	f9r	f9	f9r.6	5	5	1	8	MIDDLE	0.571428571429	H	A	1	1	0	0	0	odoral	sy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pshoain cthoaiin okaiir odoral shar sy shydal chdy	0	G789-O0036
ar	BARE_AR	NONE	f9v	f9	f9v.5	7	7	1	9	MIDDLE	0.750000000000	H	A	1	1	0	0	0	to	chty	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchor ypcheey qotor ypchy olcfholy to ar chty daiiin	0	G789-O0037
char	LEFT_STRING_PLUS_AR	ch	f10r	f10	f10r.2	3	3	1	10	MIDDLE	0.222222222222	H	A	1	0	0	0	0	cthoor	chty	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchey cthoor char chty os chair otytchol oky daiin etyd	0	G789-O0038
otar	LEFT_STRING_PLUS_AR	ot	f10r	f10	f10r.11	5	5	1	5	LAST	1.000000000000	H	A	1	0	0	0	0	cthyd	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otchoshor qoty qotor cthyd otar	0	G789-O0039
cphar	LEFT_STRING_PLUS_AR	cph	f11v	f11	f11v.1	6	6	1	8	MIDDLE	0.714285714286	H	A	1	1	0	0	0	shol	dan	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	poldchody shcphy shordy qoty shol cphar dan y	0	G789-O0040
ar	BARE_AR	NONE	f11v	f11	f11v.3	5	5	1	9	MIDDLE	0.500000000000	H	A	1	0	0	0	0	tchy	qokchd	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otchor dy kchy tchy ar qokchd oky choldy dy	0	G789-O0041
sokar	LEFT_STRING_PLUS_AR	sok	f16v	f16	f16v.13	1	1	1	2	FIRST	0.000000000000	H	A	1	0	1	0	0	EDGE	oaorar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sokar oaorar	0	G789-O0042
oaorar	LEFT_STRING_PLUS_AR	oaor	f16v	f16	f16v.13	2	2	1	2	LAST	1.000000000000	H	A	1	0	1	0	1	sokar	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sokar oaorar	0	G789-O0043
dychear	LEFT_STRING_PLUS_AR	dyche	f17r	f17	f17r.8	2	2	1	4	MIDDLE	0.333333333333	H	A	1	0	0	0	0	dchchy	schar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchchy dychear schar ykchy	0	G789-O0044
schar	LEFT_STRING_PLUS_AR	sch	f17r	f17	f17r.8	3	3	1	4	MIDDLE	0.666666666667	H	A	1	0	0	0	0	dychear	ykchy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchchy dychear schar ykchy	0	G789-O0045
chear	LEFT_STRING_PLUS_AR	che	f17r	f17	f17r.10	2	2	1	6	MIDDLE	0.200000000000	H	A	1	0	0	0	0	dar	dcheor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dar chear dcheor sain y mol	0	G789-O0046
cthar	LEFT_STRING_PLUS_AR	cth	f17r	f17	f17r.11	2	2	1	5	MIDDLE	0.250000000000	H	A	1	0	0	0	0	otchol	okaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otchol cthar okaiin chol daiiin	0	G789-O0047
kchar	LEFT_STRING_PLUS_AR	kch	f17v	f17	f17v.8	2	2	1	6	MIDDLE	0.200000000000	H	A	1	0	0	0	0	qokeey	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeey kchar ol dy choldaiin sy	0	G789-O0048
okar	LEFT_STRING_PLUS_AR	ok	f17v	f17	f17v.10	3	3	1	6	MIDDLE	0.400000000000	H	A	1	0	0	0	0	okeor	okol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oytor okeor okar okol daiir ar	0	G789-O0049
sar	LEFT_STRING_PLUS_AR	s	f17v	f17	f17v.17	2	2	1	6	MIDDLE	0.200000000000	H	A	1	0	0	0	0	qoain	she	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qoain sar she dol qopchaiin cthor	0	G789-O0050
yoar	LEFT_STRING_PLUS_AR	yo	f18r	f18	f18r.1	3	3	1	9	MIDDLE	0.250000000000	H	A	1	1	0	0	0	darod	ykchol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pdrairdy darod yoar ykchol dar om chckhy octhor dal	0	G789-O0051
cthar	LEFT_STRING_PLUS_AR	cth	f18r	f18	f18r.13	3	3	1	6	MIDDLE	0.400000000000	H	A	1	0	0	0	0	shaiin	cthal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	or shaiin cthar cthal okal dar	0	G789-O0052
ar	BARE_AR	NONE	f18v	f18	f18v.6	7	7	1	8	MIDDLE	0.857142857143	H	A	1	0	0	0	0	s	ykar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotor chor otchy qokeees chy s ar ykar	0	G789-O0053
ykar	LEFT_STRING_PLUS_AR	yk	f18v	f18	f18v.6	8	8	1	8	LAST	1.000000000000	H	A	1	0	0	0	0	ar	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotor chor otchy qokeees chy s ar ykar	0	G789-O0054
qokorar	LEFT_STRING_PLUS_AR	qokor	f19r	f19	f19r.4	1	1	1	5	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	daiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokorar daiin chckhy shy kchor	0	G789-O0055
cthar	LEFT_STRING_PLUS_AR	cth	f19r	f19	f19r.7	4	4	1	7	MIDDLE	0.500000000000	H	A	1	0	0	0	0	ky	dor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qok cho ky cthar dor chan dar	0	G789-O0056
ytar	LEFT_STRING_PLUS_AR	yt	f19v	f19	f19v.13	5	5	1	7	MIDDLE	0.666666666667	H	A	1	0	0	0	0	ytor	ytchor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yees ykchol oty ytor ytar ytchor ytaiin	0	G789-O0057
ar	BARE_AR	NONE	f20v	f20	f20v.8	4	4	1	8	MIDDLE	0.428571428571	H	A	1	0	0	0	0	sho	chy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shain choraly sho ar chy daiin d s	0	G789-O0058
ofchar	LEFT_STRING_PLUS_AR	ofch	f22v	f22	f22v.1	2	2	1	8	MIDDLE	0.142857142857	H	A	1	1	0	0	0	pysaiinor	oky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pysaiinor ofchar oky tchy otdy sor shy qod	0	G789-O0059
ar	BARE_AR	NONE	f23r	f23	f23r.2	2	2	1	13	MIDDLE	0.083333333333	H	A	1	0	0	0	0	to	chor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	to ar chor daiin chk dain otchy lolchor daiin dam okchol dain g	0	G789-O0060
ar	BARE_AR	NONE	f23r	f23	f23r.5	7	7	1	11	MIDDLE	0.600000000000	H	A	1	0	1	0	0	chol	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ychor qokchol ytym chol dair chol ar ol ol dol dain	0	G789-O0061
okar	LEFT_STRING_PLUS_AR	ok	f23r	f23	f23r.7	1	1	1	11	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	olchar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	0	G789-O0062
olchar	LEFT_STRING_PLUS_AR	olch	f23r	f23	f23r.7	2	2	1	11	MIDDLE	0.100000000000	H	A	1	0	0	0	0	okar	shaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	0	G789-O0063
char	LEFT_STRING_PLUS_AR	ch	f23r	f23	f23r.8	2	2	1	10	MIDDLE	0.111111111111	H	A	1	0	0	0	0	qokshy	daiir	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	0	G789-O0064
qotchar	LEFT_STRING_PLUS_AR	qotch	f23v	f23	f23v.1	10	10	1	11	MIDDLE	0.900000000000	H	A	1	1	0	0	0	chcphy	s	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	0	G789-O0065
chear	LEFT_STRING_PLUS_AR	che	f23v	f23	f23v.5	2	2	1	5	MIDDLE	0.250000000000	H	A	1	0	1	0	0	dor	shor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dor chear shor dol oaldary	0	G789-O0066
olsar	LEFT_STRING_PLUS_AR	ols	f23v	f23	f23v.6	7	7	1	7	LAST	1.000000000000	H	A	1	1	0	0	0	otshor	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tshol shor shkshy okol daiin otshor olsar	0	G789-O0067
ar	BARE_AR	NONE	f23v	f23	f23v.9	5	5	1	10	MIDDLE	0.444444444444	H	A	1	0	0	0	0	oldar	or	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otshy dal dar oldar ar or qoto l chees g	0	G789-O0068
opchar	LEFT_STRING_PLUS_AR	opch	f24r	f24	f24r.1	5	5	1	9	MIDDLE	0.500000000000	H	A	1	1	0	0	0	chor	she	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	por or y chor opchar she cheol daiin or	0	G789-O0069
char	LEFT_STRING_PLUS_AR	ch	f24r	f24	f24r.2	2	2	1	5	MIDDLE	0.250000000000	H	A	1	0	0	0	0	qotaiin	odaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotaiin char odaiin okaial oky	0	G789-O0070
qotar	LEFT_STRING_PLUS_AR	qot	f24r	f24	f24r.3	4	4	1	5	MIDDLE	0.750000000000	H	A	1	0	0	0	0	okol	ckhy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycthar cthal okol qotar ckhy	0	G789-O0071
cthar	LEFT_STRING_PLUS_AR	cth	f24r	f24	f24r.4	3	3	1	6	MIDDLE	0.400000000000	H	A	1	0	0	0	0	chckhaly	eeor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	or chckhaly cthar eeor chees da	0	G789-O0072
chtar	LEFT_STRING_PLUS_AR	cht	f24r	f24	f24r.7	3	3	1	7	MIDDLE	0.333333333333	H	A	1	0	0	0	0	kar	s	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	q kar chtar s cheor cthol qodol	0	G789-O0073
qoear	LEFT_STRING_PLUS_AR	qoe	f24r	f24	f24r.8	4	4	1	6	MIDDLE	0.600000000000	H	A	1	0	0	0	0	om	daiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ychor s om qoear daiin qokeol	0	G789-O0074
cfhar	LEFT_STRING_PLUS_AR	cfh	f24r	f24	f24r.10	2	2	1	7	MIDDLE	0.166666666667	H	A	1	0	0	0	0	qor	chor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor cfhar chor s am chotaiin dy	0	G789-O0075
sar	LEFT_STRING_PLUS_AR	s	f24r	f24	f24r.11	1	1	1	5	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	cheoiees	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sar cheoiees okeem cheor qokain	0	G789-O0076
char	LEFT_STRING_PLUS_AR	ch	f24r	f24	f24r.14	4	4	1	5	MIDDLE	0.750000000000	H	A	1	0	0	0	0	qod	cthal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor cheey qod char cthal	0	G789-O0077
tchar	LEFT_STRING_PLUS_AR	tch	f24v	f24	f24v.5	3	3	1	4	MIDDLE	0.666666666667	H	A	1	0	1	0	0	oraiin	oro	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oeor oraiin tchar oro	0	G789-O0078
foar	LEFT_STRING_PLUS_AR	fo	f24v	f24	f24v.12	2	2	1	7	MIDDLE	0.166666666667	H	A	1	0	0	0	0	ksho	o	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ksho foar o sho qokch ok okchal	0	G789-O0079
sheear	LEFT_STRING_PLUS_AR	shee	f25r	f25	f25r.3	4	4	1	9	MIDDLE	0.375000000000	H	A	1	0	0	0	0	cheesees	s	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotchy qotshy cheesees sheear s chain daiin chain dan	0	G789-O0080
ckhear	LEFT_STRING_PLUS_AR	ckhe	f25v	f25	f25v.4	5	5	1	8	MIDDLE	0.571428571429	H	A	1	0	0	0	0	daiin	ckhol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokaiin qokcho shol daiin ckhear ckhol daiin chkear	0	G789-O0081
chkear	LEFT_STRING_PLUS_AR	chke	f25v	f25	f25v.4	8	8	1	8	LAST	1.000000000000	H	A	1	0	0	0	0	daiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokaiin qokcho shol daiin ckhear ckhol daiin chkear	0	G789-O0082
sar	LEFT_STRING_PLUS_AR	s	f26v	f26	f26v.2	5	5	1	12	MIDDLE	0.363636363636	H	B	2	0	0	0	0	otedy	y	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saraiir chekedy qokedy otedy sar y etedy qokedy or ae alys chedy	0	G789-O0083
opar	LEFT_STRING_PLUS_AR	op	f26v	f26	f26v.3	2	2	1	12	MIDDLE	0.090909090909	H	B	2	0	0	0	0	pchdar	dar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	0	G789-O0084
ar	BARE_AR	NONE	f26v	f26	f26v.5	10	10	1	10	LAST	1.000000000000	H	B	2	0	0	0	0	chs	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	0	G789-O0085
char	LEFT_STRING_PLUS_AR	ch	f27r	f27	f27r.4	3	3	1	8	MIDDLE	0.285714285714	H	A	1	0	0	0	0	chor	chy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokey chor char chy dchy keey chos cthody	0	G789-O0086
dchar	LEFT_STRING_PLUS_AR	dch	f28r	f28	f28r.2	7	7	1	9	MIDDLE	0.750000000000	H	A	1	0	0	0	0	dy	chakod	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otchor otchor cthol y ctheol dy dchar chakod dly	0	G789-O0087
