edge_id	batch_id	page	physical_folio	locus	left_surface	separated_pair	fused_surface_if_target_family_observed	working_ar_default_de	semantic_score_eligible	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
G789-E055	GDT789_SEPARATED_X_AR_SPANS	f58v	f58	f58v.31	qokain	qokain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E056	GDT789_SEPARATED_X_AR_SPANS	f58v	f58	f58v.37	okar	okar ar	okarar	Anteil	0	0	0	0	0	0	0	0
G789-E057	GDT789_SEPARATED_X_AR_SPANS	f66r	f66	f66r.53	kol	kol ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E058	GDT789_SEPARATED_X_AR_SPANS	f66r	f66	f66r.75	ol	ol ar	olar	Anteil	0	0	0	0	0	0	0	0
G789-E059	GDT789_SEPARATED_X_AR_SPANS	f66r	f66	f66r.77	qokey	qokey ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E060	GDT789_SEPARATED_X_AR_SPANS	f75r	f75	f75r.19	qokain	qokain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E061	GDT789_SEPARATED_X_AR_SPANS	f76r	f76	f76r.15	al	al ar	alar	Anteil	0	0	0	0	0	0	0	0
G789-E062	GDT789_SEPARATED_X_AR_SPANS	f76r	f76	f76r.15	aiin	aiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E063	GDT789_SEPARATED_X_AR_SPANS	f76r	f76	f76r.41	sain	sain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E064	GDT789_SEPARATED_X_AR_SPANS	f77v	f77	f77v.14	rar	rar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E065	GDT789_SEPARATED_X_AR_SPANS	f78r	f78	f78r.18	dar	dar ar	darar	Anteil	0	0	0	0	0	0	0	0
G789-E066	GDT789_SEPARATED_X_AR_SPANS	f78v	f78	f78v.31	sor	sor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E067	GDT789_SEPARATED_X_AR_SPANS	f79v	f79	f79v.13	dain	dain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E068	GDT789_SEPARATED_X_AR_SPANS	f79v	f79	f79v.33	por	por ar	porar	Anteil	0	0	0	0	0	0	0	0
G789-E069	GDT789_SEPARATED_X_AR_SPANS	f80v	f80	f80v.13	lor	lor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E070	GDT789_SEPARATED_X_AR_SPANS	f81r	f81	f81r.31	ches	ches ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E071	GDT789_SEPARATED_X_AR_SPANS	f83v	f83	f83v.25	otechd	otechd ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E072	GDT789_SEPARATED_X_AR_SPANS	f85r2	f85	f85r2.22	los	los ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E073	GDT789_SEPARATED_X_AR_SPANS	f85r2	f85	f85r2.24	otees	otees ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E074	GDT789_SEPARATED_X_AR_SPANS	f86v3	f86	f86v3.3	or	or ar	orar	Anteil	0	0	0	0	0	0	0	0
G789-E075	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.5	dal	dal ar	dalar	Anteil	0	0	0	0	0	0	0	0
G789-E076	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.12	al	al ar	alar	Anteil	0	0	0	0	0	0	0	0
G789-E077	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.14	ody	ody ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E078	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.15	ykar	ykar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E079	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.20	ychor	ychor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E080	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.21	oar	oar ar	oarar	Anteil	0	0	0	0	0	0	0	0
G789-E081	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.25	kain	kain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E082	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.28	kar	kar ar	karar	Anteil	0	0	0	0	0	0	0	0
G789-E083	GDT789_SEPARATED_X_AR_SPANS	f86v5	f86	f86v5.31	ykeshy	ykeshy ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E084	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.3	chor	chor ar	chorar	Anteil	0	0	0	0	0	0	0	0
G789-E085	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.9	otar	otar ar	otarar	Anteil	0	0	0	0	0	0	0	0
G789-E086	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.11	chcphar	chcphar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E087	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.17	olain	olain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E088	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.21	tar	tar ar	tarar	Anteil	0	0	0	0	0	0	0	0
G789-E089	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.40	daiin	daiin ar	daiinar	Anteil	0	0	0	0	0	0	0	0
G789-E090	GDT789_SEPARATED_X_AR_SPANS	f86v6	f86	f86v6.45	qokshey	qokshey ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E091	GDT789_SEPARATED_X_AR_SPANS	f88r	f88	f88r.28	shear	shear ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E092	GDT789_SEPARATED_X_AR_SPANS	f94v	f94	f94v.8	par	par ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E093	GDT789_SEPARATED_X_AR_SPANS	f95v1	f95	f95v1.1	okain	okain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E094	GDT789_SEPARATED_X_AR_SPANS	f95v2	f95	f95v2.5	okaiin	okaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E095	GDT789_SEPARATED_X_AR_SPANS	f96v	f96	f96v.5	ckheeody	ckheeody ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E096	GDT789_SEPARATED_X_AR_SPANS	f100v	f100	f100v.14	ckhoor	ckhoor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E097	GDT789_SEPARATED_X_AR_SPANS	f102v2	f102	f102v2.32	s	s ar	sar	Anteil	0	0	0	0	0	0	0	0
G789-E098	GDT789_SEPARATED_X_AR_SPANS	f103r	f103	f103r.2	chep	chep ar	chepar	Anteil	0	0	0	0	0	0	0	0
G789-E099	GDT789_SEPARATED_X_AR_SPANS	f103r	f103	f103r.9	oteeos	oteeos ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E100	GDT789_SEPARATED_X_AR_SPANS	f103v	f103	f103v.23	l	l ar	lar	Anteil	0	0	0	0	0	0	0	0
G789-E101	GDT789_SEPARATED_X_AR_SPANS	f103v	f103	f103v.24	otain	otain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E102	GDT789_SEPARATED_X_AR_SPANS	f103v	f103	f103v.44	shey	shey ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E103	GDT789_SEPARATED_X_AR_SPANS	f103v	f103	f103v.44	ar	ar ar	arar	Anteil	0	0	0	0	0	0	0	0
G789-E104	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.7	okar	okar ar	okarar	Anteil	0	0	0	0	0	0	0	0
G789-E105	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.20	ain	ain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E106	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.25	otain	otain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E107	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.27	daiin	daiin ar	daiinar	Anteil	0	0	0	0	0	0	0	0
G789-E108	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.39	pcholor	pcholor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E109	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.44	qokeey	qokeey ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E110	GDT789_SEPARATED_X_AR_SPANS	f104r	f104	f104r.45	otain	otain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E111	GDT789_SEPARATED_X_AR_SPANS	f104v	f104	f104v.30	lkair	lkair ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E112	GDT789_SEPARATED_X_AR_SPANS	f104v	f104	f104v.30	ar	ar ar	arar	Anteil	0	0	0	0	0	0	0	0
G789-E113	GDT789_SEPARATED_X_AR_SPANS	f104v	f104	f104v.33	ol	ol ar	olar	Anteil	0	0	0	0	0	0	0	0
G789-E114	GDT789_SEPARATED_X_AR_SPANS	f105r	f105	f105r.3	cheeo	cheeo ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E115	GDT789_SEPARATED_X_AR_SPANS	f105r	f105	f105r.24	paiin	paiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E116	GDT789_SEPARATED_X_AR_SPANS	f105r	f105	f105r.31	shx	shx ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E117	GDT789_SEPARATED_X_AR_SPANS	f105r	f105	f105r.32	otar	otar ar	otarar	Anteil	0	0	0	0	0	0	0	0
G789-E118	GDT789_SEPARATED_X_AR_SPANS	f105r	f105	f105r.33	qokaiin	qokaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E119	GDT789_SEPARATED_X_AR_SPANS	f105r	f105	f105r.34	al	al ar	alar	Anteil	0	0	0	0	0	0	0	0
G789-E120	GDT789_SEPARATED_X_AR_SPANS	f105v	f105	f105v.6	dar	dar ar	darar	Anteil	0	0	0	0	0	0	0	0
G789-E121	GDT789_SEPARATED_X_AR_SPANS	f105v	f105	f105v.12	ykedor	ykedor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E122	GDT789_SEPARATED_X_AR_SPANS	f105v	f105	f105v.12	ar	ar ar	arar	Anteil	0	0	0	0	0	0	0	0
G789-E123	GDT789_SEPARATED_X_AR_SPANS	f105v	f105	f105v.28	oeoar	oeoar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E124	GDT789_SEPARATED_X_AR_SPANS	f105v	f105	f105v.32	qoair	qoair ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E125	GDT789_SEPARATED_X_AR_SPANS	f105v	f105	f105v.37	okaiin	okaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E126	GDT789_SEPARATED_X_AR_SPANS	f106r	f106	f106r.28	chear	chear ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E127	GDT789_SEPARATED_X_AR_SPANS	f106r	f106	f106r.33	qokaiin	qokaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E128	GDT789_SEPARATED_X_AR_SPANS	f106r	f106	f106r.40	shaiin	shaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E129	GDT789_SEPARATED_X_AR_SPANS	f106v	f106	f106v.18	qokshd	qokshd ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E130	GDT789_SEPARATED_X_AR_SPANS	f106v	f106	f106v.34	otos	otos ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E131	GDT789_SEPARATED_X_AR_SPANS	f107r	f107	f107r.5	qokain	qokain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E132	GDT789_SEPARATED_X_AR_SPANS	f107r	f107	f107r.42	tain	tain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E133	GDT789_SEPARATED_X_AR_SPANS	f107r	f107	f107r.48	otain	otain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E134	GDT789_SEPARATED_X_AR_SPANS	f107v	f107	f107v.23	palchar	palchar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E135	GDT789_SEPARATED_X_AR_SPANS	f107v	f107	f107v.41	pokar	pokar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E136	GDT789_SEPARATED_X_AR_SPANS	f108r	f108	f108r.9	kedy	kedy ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E137	GDT789_SEPARATED_X_AR_SPANS	f108r	f108	f108r.11	teodeey	teodeey ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E138	GDT789_SEPARATED_X_AR_SPANS	f108r	f108	f108r.13	raiin	raiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E139	GDT789_SEPARATED_X_AR_SPANS	f108r	f108	f108r.48	dain	dain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E140	GDT789_SEPARATED_X_AR_SPANS	f108v	f108	f108v.12	shok	shok ar	shokar	Anteil	0	0	0	0	0	0	0	0
G789-E141	GDT789_SEPARATED_X_AR_SPANS	f108v	f108	f108v.27	okar	okar ar	okarar	Anteil	0	0	0	0	0	0	0	0
G789-E142	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.4	lor	lor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E143	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.11	sheedy	sheedy ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E144	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.12	oteolair	oteolair ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E145	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.21	sheet	sheet ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E146	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.29	al	al ar	alar	Anteil	0	0	0	0	0	0	0	0
G789-E147	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.30	chtar	chtar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E148	GDT789_SEPARATED_X_AR_SPANS	f111r	f111	f111r.34	olain	olain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E149	GDT789_SEPARATED_X_AR_SPANS	f111v	f111	f111v.17	saiin	saiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E150	GDT789_SEPARATED_X_AR_SPANS	f111v	f111	f111v.20	qotain	qotain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E151	GDT789_SEPARATED_X_AR_SPANS	f111v	f111	f111v.30	otain	otain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E152	GDT789_SEPARATED_X_AR_SPANS	f111v	f111	f111v.36	qokar	qokar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E153	GDT789_SEPARATED_X_AR_SPANS	f111v	f111	f111v.36	ar	ar ar	arar	Anteil	0	0	0	0	0	0	0	0
G789-E154	GDT789_SEPARATED_X_AR_SPANS	f111v	f111	f111v.50	chees	chees ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E155	GDT789_SEPARATED_X_AR_SPANS	f112r	f112	f112r.30	tar	tar ar	tarar	Anteil	0	0	0	0	0	0	0	0
G789-E156	GDT789_SEPARATED_X_AR_SPANS	f112r	f112	f112r.32	sor	sor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E157	GDT789_SEPARATED_X_AR_SPANS	f112r	f112	f112r.32	al	al ar	alar	Anteil	0	0	0	0	0	0	0	0
G789-E158	GDT789_SEPARATED_X_AR_SPANS	f112r	f112	f112r.35	otedy	otedy ar	otedyar	Anteil	0	0	0	0	0	0	0	0
G789-E159	GDT789_SEPARATED_X_AR_SPANS	f112r	f112	f112r.35	ar	ar ar	arar	Anteil	0	0	0	0	0	0	0	0
G789-E160	GDT789_SEPARATED_X_AR_SPANS	f112v	f112	f112v.9	soaiin	soaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E161	GDT789_SEPARATED_X_AR_SPANS	f112v	f112	f112v.20	pchoraiin	pchoraiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E162	GDT789_SEPARATED_X_AR_SPANS	f112v	f112	f112v.37	sain	sain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E163	GDT789_SEPARATED_X_AR_SPANS	f112v	f112	f112v.37	qokedaiin	qokedaiin ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E164	GDT789_SEPARATED_X_AR_SPANS	f112v	f112	f112v.38	sa	sa ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E165	GDT789_SEPARATED_X_AR_SPANS	f113r	f113	f113r.2	al	al ar	alar	Anteil	0	0	0	0	0	0	0	0
G789-E166	GDT789_SEPARATED_X_AR_SPANS	f113r	f113	f113r.4	lkar	lkar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E167	GDT789_SEPARATED_X_AR_SPANS	f113r	f113	f113r.43	lkar	lkar ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E168	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.2	oteol	oteol ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E169	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.7	otar	otar ar	otarar	Anteil	0	0	0	0	0	0	0	0
G789-E170	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.9	dair	dair ar	dairar	Anteil	0	0	0	0	0	0	0	0
G789-E171	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.10	otor	otor ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E172	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.13	otar	otar ar	otarar	Anteil	0	0	0	0	0	0	0	0
G789-E173	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.16	olkam	olkam ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E174	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.26	otar	otar ar	otarar	Anteil	0	0	0	0	0	0	0	0
G789-E175	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.32	char	char ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E176	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.39	cheol	cheol ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E177	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.40	oteey	oteey ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E178	GDT789_SEPARATED_X_AR_SPANS	f113v	f113	f113v.47	qotain	qotain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E179	GDT789_SEPARATED_X_AR_SPANS	f114r	f114	f114r.44	okain	okain ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E180	GDT789_SEPARATED_X_AR_SPANS	f114v	f114	f114v.28	chees	chees ar	NONE	Anteil	0	0	0	0	0	0	0	0
G789-E181	GDT789_SEPARATED_X_AR_SPANS	f115r	f115	f115r.8	dar	dar ar	darar	Anteil	0	0	0	0	0	0	0	0
G789-E182	GDT789_SEPARATED_X_AR_SPANS	f115r	f115	f115r.24	or	or ar	orar	Anteil	0	0	0	0	0	0	0	0
G789-E183	GDT789_SEPARATED_X_AR_SPANS	f115r	f115	f115r.27	los	los ar	NONE	Anteil	0	0	0	0	0	0	0	0
