edition	paragraph	at	word	gloss
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.6|G002	ko	⟦ko⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.6|G003	kaiin	⟦kaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.6|G004	chdy	⟦chdy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.6|G005	saiin	⟦saiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.6|G006	okear	⟦okear⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.7|G001	daiin	Masse C·Uₚ
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.7|G002	shkaiin	⟦shkaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.7|G003	cthy	Kraut
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.7|G004	sho	mit
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.7|G005	keocthy	⟦keocthy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G001	shocthy	⟦shocthy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G002	tol	⟦tol⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G003	kaiin	⟦kaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G004	s	und
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G005	dain	Masse B·Uₚ
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G006	ctholy	⟦ctholy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G001	octhain	⟦octhain⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G002	qokaiin	⟦qokaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G003	chos	⟦chos⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G004	odaiin	⟦odaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G005	cthl	⟦cthl⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G006	s	und
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.9|G007	y	⟦y⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.10|G001	ychain	⟦ychain⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.10|G002	ch{ckhh}y	⟦ch{ckhh}y⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.10|G003	okshy	⟦okshy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.10|G004	saiiin	⟦saiiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.10|G005	dolchds	⟦dolchds⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.11|G001	okaiin	Zubereitung
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.11|G002	otaiin	⟦otaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.11|G003	chl	⟦chl⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.11|G004	sy	⟦sy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.11|G005	chor	Blüten
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.11|G006	choross	⟦choross⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.12|G001	qotor	⟦qotor⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.12|G002	shor	Früchte
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.12|G003	tcheor	⟦tcheor⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.12|G004	chy	Wasser
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.12|G005	cthaiin	⟦cthaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.12|G006	shan	⟦shan⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G001	ykshol	⟦ykshol⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G002	dor	⟦dor⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G003	sheey	⟦sheey⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G004	cthy	Kraut
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G005	dain	Masse B·Uₚ
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G006	sky	⟦sky⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G007	shor	Früchte
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G008	shoty	⟦shoty⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G001	otcho	⟦otcho⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G002	kchy	⟦kchy⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G003	chol	getrocknet
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G004	daiin	Masse C·Uₚ
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G005	{ith}ar	⟦{ith}ar⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G006	ytol	⟦ytol⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G007	dor	⟦dor⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G008	dom	⟦dom⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.15|G001	qotchor	⟦qotchor⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.15|G002	chaiin	⟦chaiin⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.15|G003	chy	Wasser
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.15|G004	kol	⟦kol⟧
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.15|G005	daky	⟦daky⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G001	tshor	Material [tshor]
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G002	shey	feucht
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G003	tchaly	⟦tchaly⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G004	shy	⟦shy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G005	chtols	⟦chtols⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G006	shey	feucht
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G007	daiin	Masse C·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.2|G001	otchor	⟦otchor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.2|G002	qokchor	⟦qokchor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.2|G003	oly	⟦oly⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.2|G004	okor	⟦okor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.2|G005	shy	⟦shy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.2|G006	koly	⟦koly⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G001	qokaiin	⟦qokaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G002	qotchy	zugeben
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G003	tydy	⟦tydy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G004	daiin	Masse C·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G005	chol	getrocknet
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G006	cthy	Kraut
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.4|G001	scheaiin	⟦scheaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.4|G002	chodaiin	⟦chodaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.4|G003	chl	⟦chl⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.4|G004	sol	⟦sol⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.4|G005	ckhaiin	⟦ckhaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.4|G006	sal	⟦sal⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G001	qotchy	zugeben
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G002	r	⟦r⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G003	shor	Früchte
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G004	cthy	Kraut
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G005	daiin	Masse C·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G006	cthy	Kraut
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G007	dy	⟦dy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.6|G001	dchy	⟦dchy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.6|G002	kokaiin	⟦kokaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.6|G003	chdy	⟦chdy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.6|G004	saiin	⟦saiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.6|G005	okear	⟦okear⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.7|G001	daiin	Masse C·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.7|G002	shkaiin	⟦shkaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.7|G003	cthy	Kraut
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.7|G004	sho	mit
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.7|G005	keocthy	⟦keocthy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G001	shocthy	⟦shocthy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G002	tol	⟦tol⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G003	kaiin	⟦kaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G004	s	und
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G005	dain	Masse B·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G006	ctholy	⟦ctholy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G001	octhain	⟦octhain⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G002	qokaiin	⟦qokaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G003	chos	⟦chos⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G004	odaiin	⟦odaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G005	cthl	⟦cthl⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G006	s	und
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.9|G007	y	⟦y⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.10|G001	ychain	⟦ychain⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.10|G002	chckhhy	⟦chckhhy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.10|G003	okshy	⟦okshy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.10|G004	saiiin	⟦saiiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.10|G005	dolchds	⟦dolchds⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.11|G001	okaiin	Zubereitung
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.11|G002	otaiin	⟦otaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.11|G003	chl	⟦chl⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.11|G004	sy	⟦sy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.11|G005	chor	Blüten
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.11|G006	choross	⟦choross⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.12|G001	qotor	⟦qotor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.12|G002	shor	Früchte
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.12|G003	tcheor	⟦tcheor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.12|G004	chy	Wasser
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.12|G005	cthaiin	⟦cthaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.12|G006	shan	⟦shan⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G001	ykshol	⟦ykshol⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G002	dor	⟦dor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G003	sheey	⟦sheey⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G004	cthy	Kraut
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G005	dain	Masse B·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G006	sky	⟦sky⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G007	shor	Früchte
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G008	shoty	⟦shoty⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G001	otcho	⟦otcho⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G002	kchy	⟦kchy⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G003	chol	getrocknet
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G004	daiin	Masse C·Uₚ
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G005	cthar	Krautportion
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G006	ytol	⟦ytol⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G007	dor	⟦dor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G008	dom	⟦dom⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.15|G001	qotchor	⟦qotchor⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.15|G002	chaiin	⟦chaiin⟧
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.15|G003	chy	Wasser
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.15|G004	koldaky	⟦koldaky⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G001	tshor	Material [tshor]
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G002	shey	feucht
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G003	qodckhy	⟦qodckhy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G004	e{ph}o	⟦e{ph}o⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G005	oltshey	⟦oltshey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G006	daiin	Masse C·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G007	qopchy	⟦qopchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G001	okeey	⟦okeey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G002	daiin	Masse C·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G003	sheekol	⟦sheekol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G004	shom	⟦shom⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G005	shol	feucht
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G006	cthy	Kraut
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G007	dchom	⟦dchom⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G008	do	⟦do⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G001	ydaiin	⟦ydaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G002	cph[o:a]m	⟦cph[o:a]m⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G003	chol	getrocknet
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G004	dockhy	⟦dockhy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G005	cthol	⟦cthol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G006	dam	⟦dam⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G007	oty	⟦oty⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G001	qokol	⟦qokol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G002	daiiin	⟦daiiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G003	qockhor	⟦qockhor⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G004	okchor	⟦okchor⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G005	daiio	⟦daiio⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G006	dain	Masse B·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G007	d	⟦d⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G001	ysheey	⟦ysheey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G002	ckhol	⟦ckhol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G003	chckhey	⟦chckhey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G004	daiin	Masse C·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G005	ctheody	⟦ctheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G006	ydy	⟦ydy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G001	ochoiky	⟦ochoiky⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G002	dshey	⟦dshey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G003	chol	getrocknet
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G004	ykcheody	⟦ykcheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G005	choldam	⟦choldam⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G001	todaiin	⟦todaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G002	shodaiin	⟦shodaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G003	qote[a:o]	⟦qote[a:o]⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G004	dchy	⟦dchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G005	qotod	⟦qotod⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G006	odaiin	⟦odaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G001	sheey	⟦sheey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G002	kshody	⟦kshody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G003	tsheody	⟦tsheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G004	sheody	⟦sheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G005	sheetchy	⟦sheetchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G006	opod	⟦opod⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G001	octheody	⟦octheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G002	shody	⟦shody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G003	qodal	⟦qodal⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G004	cthody	⟦cthody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G005	sheos	⟦sheos⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G006	shodaiin	⟦shodaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.10|G001	ychocthy	⟦ychocthy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.10|G002	qodal	⟦qodal⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.10|G003	shodaiin	⟦shodaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.11|G001	otsho	⟦otsho⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.11|G002	or	⟦or⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.11|G003	chear	⟦chear⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.11|G004	sheod	⟦sheod⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.11|G005	chkodal	⟦chkodal⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.12|G001	ycheey	⟦ycheey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.12|G002	kchy	⟦kchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.12|G003	oky	⟦oky⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.12|G004	kody	⟦kody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.12|G005	ydam	⟦ydam⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.13|G001	yckhodaiin	⟦yckhodaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.13|G002	otoldy	⟦otoldy⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G001	tshor	Material [tshor]
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G002	shey	feucht
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G003	qodckhy	⟦qodckhy⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G004	cpho	⟦cpho⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G005	oltshey	⟦oltshey⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G006	daiin	Masse C·Uₚ
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G007	qopchy	⟦qopchy⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G001	okeey	⟦okeey⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G002	daiin	Masse C·Uₚ
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G003	sheekol	⟦sheekol⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G004	shom	⟦shom⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G005	shol	feucht
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G006	cthy	Kraut
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G007	dcham	⟦dcham⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G008	do	⟦do⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G001	ydaiin	⟦ydaiin⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G002	cphom	⟦cphom⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G003	chol	getrocknet
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G004	dockhy	⟦dockhy⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G005	cthol	⟦cthol⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G006	dam	⟦dam⟧
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G007	oty	⟦oty⟧
