statement_id	page	record	silent_owner_ids	silent_owner_de	event_ids	surfaces	card_readings_de	primitive_sequence	lane_sequence	collapsed_lane_skeleton	grammar_parse	terminal	silent_noun_expansion_de
H5-S001	f56r	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	abgebildete mehrköpfige stachelige Pflanze	E074|E075|E076|E077|E078|E079|E080|E081|E082	chochor cho chodaly daiin sho kchol otchor choky dal	Gabe · abziehen · Ansatz; Gabe; Gabe · Zielstelle · dies; Maß; Gabe; zuführen · fortsetzen; danach · abziehen · Ansatz; ansetzen · dies; Zielstelle	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF	REFERENCE>REFERENCE>ADDRESS>ADDRESS>REFERENCE>PROCESS>REFERENCE>REFERENCE>ADDRESS	REFERENCE>ADDRESS>REFERENCE>PROCESS>REFERENCE>ADDRESS	SILENT_OWNER :: REFERENCE>REFERENCE>ADDRESS>ADDRESS>REFERENCE>PROCESS>REFERENCE>REFERENCE>ADDRESS	NO	diese abgebildete Pflanze oder ihr aktueller Teil
H5-S002	f56r	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	abgebildete mehrköpfige stachelige Pflanze	E083|E084|E085|E086	schol choy choky cheeckhody	fortsetzen; Gabe · dies; ansetzen · dies; abziehen · länger · Durchlass · Arbeitsgang · Schluss	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	REFERENCE>REFERENCE>REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>REFERENCE>STATE>CLOSE	YES	diese abgebildete Pflanze oder ihr aktueller Teil
H5-S003	f56r	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	abgebildete mehrköpfige stachelige Pflanze	E087|E088|E089|E090	sh cho kchey qokokchy	halten; Gabe; zuführen · kurz · dies; ansetzen · ansetzen · dies	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	STATE>REFERENCE>STATE>REFERENCE	STATE>REFERENCE>STATE>REFERENCE	SILENT_OWNER :: STATE>REFERENCE>STATE>REFERENCE	NO	diese abgebildete Pflanze oder ihr aktueller Teil
H5-S004	f56r	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	abgebildete mehrköpfige stachelige Pflanze	E091|E092|E093	okchy chokcheo kchal	ansetzen · dies; ansetzen · abziehen · kurz · Arbeitsgang; zuführen · Zielstelle	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	REFERENCE>REFERENCE>ADDRESS	REFERENCE>ADDRESS	SILENT_OWNER :: REFERENCE>REFERENCE>ADDRESS	NO	diese abgebildete Pflanze oder ihr aktueller Teil
H5-S005	f56r	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	abgebildete mehrköpfige stachelige Pflanze	E094|E095|E096|E097	sho chokchy kchoar sotodan	Gabe; ansetzen · dies; zuführen · Gabe · von dort; danach · Arbeitsgang · Portion	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	REFERENCE>REFERENCE>REFERENCE>REFERENCE	REFERENCE	SILENT_OWNER :: REFERENCE>REFERENCE>REFERENCE>REFERENCE	NO	diese abgebildete Pflanze oder ihr aktueller Teil
H5-S006	f56r	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	abgebildete mehrköpfige stachelige Pflanze	E098|E099|E100	otchey keol daiin	danach · dies; zuführen · kurz · fortsetzen; Maß	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	REFERENCE>STATE>ADDRESS	REFERENCE>STATE>ADDRESS	SILENT_OWNER :: REFERENCE>STATE>ADDRESS	NO	diese abgebildete Pflanze oder ihr aktueller Teil
B1-S001	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E101	qokedy	ansetzen · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S002	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	ansetzen · Maß; zuführen · Lauf; ansetzen · Zielstelle; von dort; fortsetzen; zuführen · Portion; fortsetzen · zuführen · Portion; Zielstelle; fortsetzen; abkühlen · fortsetzen; führen; fortsetzen · Ansatz; fortsetzen; halten · kurz · Durchlass · Zielstelle; Maß; ansetzen · länger · Zielstelle; Maß; Durchlass · dies; umsetzen · Schluss	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	ADDRESS>PROCESS>ADDRESS>ADDRESS>REFERENCE>REFERENCE>REFERENCE>ADDRESS>REFERENCE>STATE>PROCESS>REFERENCE>REFERENCE>STATE>ADDRESS>STATE>ADDRESS>PROCESS>PROCESS>CLOSE	ADDRESS>PROCESS>ADDRESS>REFERENCE>ADDRESS>REFERENCE>STATE>PROCESS>REFERENCE>STATE>ADDRESS>STATE>ADDRESS>PROCESS>CLOSE	SILENT_OWNER :: ADDRESS>PROCESS>ADDRESS>ADDRESS>REFERENCE>REFERENCE>REFERENCE>ADDRESS>REFERENCE>STATE>PROCESS>REFERENCE>REFERENCE>STATE>ADDRESS>STATE>ADDRESS>PROCESS>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S003	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E121|E122	qol sshkchdy	fortsetzen; halten · zuführen · umsetzen · Schluss	CONTINUE_USE>HOLD_STATE>CLOSE	REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S004	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E123|E124|E125	chedy ol shedy	umsetzen · dies; fortsetzen; absetzen · Schluss	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	PROCESS>REFERENCE>STATE>CLOSE	PROCESS>REFERENCE>STATE>CLOSE	SILENT_OWNER :: PROCESS>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S005	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E126	qolchedy	fortsetzen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S006	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E127|E128|E129|E130	qokain shckhy dl ral	ansetzen · Portion; Durchlass · dies; führen; abkühlen · Zielstelle	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	REFERENCE>PROCESS>PROCESS>STATE	REFERENCE>PROCESS>STATE	SILENT_OWNER :: REFERENCE>PROCESS>PROCESS>STATE	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S007	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E131	qokchdy	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	REFERENCE>CLOSE	REFERENCE>CLOSE	SILENT_OWNER :: REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S008	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E132|E133|E134|E135|E136	chey ol cheky ol shedy	dies; fortsetzen; wärmen · kurz · dies; fortsetzen; absetzen · Schluss	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	REFERENCE>REFERENCE>STATE>REFERENCE>STATE>CLOSE	REFERENCE>STATE>REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>STATE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S009	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E137	qokedy	ansetzen · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S010	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E138	qokedy	ansetzen · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S011	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E139|E140	chckhy qoky	Durchlass · dies; ansetzen · dies	MOVE_PASS>ACTIVATE_CHARGE	PROCESS>REFERENCE	PROCESS>REFERENCE	SILENT_OWNER :: PROCESS>REFERENCE	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S012	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E141|E142|E143	lsho qokey lshedy	Waschgang · Arbeitsgang; ansetzen · kurz · dies; Waschgang · kurz · Schluss	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	REFERENCE>STATE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>STATE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S013	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E144	lshedy	Waschgang · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S014	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E145|E146|E147|E148|E149	chedy qolky lchedal qol otar	umsetzen · dies; auffangen · dies; führen · umsetzen · Zielstelle; fortsetzen; danach · von dort	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	PROCESS>STATE>ADDRESS>REFERENCE>ADDRESS	PROCESS>STATE>ADDRESS>REFERENCE>ADDRESS	SILENT_OWNER :: PROCESS>STATE>ADDRESS>REFERENCE>ADDRESS	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S015	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E150|E151	ytey okchedy	eintragen · kurz · dies; ansetzen · umsetzen · Schluss	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	STATE>REFERENCE>CLOSE	STATE>REFERENCE>CLOSE	SILENT_OWNER :: STATE>REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S016	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E152|E153|E154|E155	qokal okeey qol cheedy	ansetzen · Zielstelle; ansetzen · länger · dies; fortsetzen; absetzen · Schluss	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	ADDRESS>STATE>REFERENCE>STATE>CLOSE	ADDRESS>STATE>REFERENCE>STATE>CLOSE	SILENT_OWNER :: ADDRESS>STATE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S017	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E156|E157|E158	sal teol dchdy	Zielstelle; kurz · fortsetzen; umsetzen · Schluss	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	ADDRESS>STATE>PROCESS>CLOSE	ADDRESS>STATE>PROCESS>CLOSE	SILENT_OWNER :: ADDRESS>STATE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S018	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E159|E160|E161|E162	ly dsheol oiiin olkeedy	führen · dies; halten · kurz · fortsetzen; Arbeitsgang · Sollstufe; auffangen · länger · Schluss	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	PROCESS>STATE>ADDRESS>STATE>CLOSE	PROCESS>STATE>ADDRESS>STATE>CLOSE	SILENT_OWNER :: PROCESS>STATE>ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S019	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E163	tedy	absetzen · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S020	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E164|E165	cheky shckhedy	wärmen · kurz · dies; halten · Durchlass · kurz · Schluss	HOLD_STATE>HOLD_STATE>CLOSE	STATE>STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B1-S021	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	E166	chal	Zielstelle	TARGET_HANDOFF	ADDRESS	ADDRESS	SILENT_OWNER :: ADDRESS	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S001	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	E167	dchedy	umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S002	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	E168	qolchedy	fortsetzen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S003	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	E169|E170|E171	qokain dy qokeedy	ansetzen · Portion; dies; ansetzen · länger · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	REFERENCE>REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S004	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	E172|E173|E174|E175|E176	qokal lcheckhy lched qokeey lcheckhedy	ansetzen · Zielstelle; führen · Durchlass · dies; führen · umsetzen; ansetzen · länger · dies; führen · Durchlass · kurz · Schluss	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	ADDRESS>REFERENCE>PROCESS>STATE>PROCESS>CLOSE	ADDRESS>REFERENCE>PROCESS>STATE>PROCESS>CLOSE	SILENT_OWNER :: ADDRESS>REFERENCE>PROCESS>STATE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S005	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	E177|E178|E179|E180|E181|E182|E183|E184	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ansetzen · Zielstelle · dies; auffangen · Maß; Durchlass · dies; ansetzen · Maß; ansetzen · Maß; Arbeitsgang · bereit · kurz · fortsetzen; wärmen · länger · dies; führen · Schluss	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	ADDRESS>ADDRESS>PROCESS>ADDRESS>ADDRESS>STATE>REFERENCE>PROCESS>CLOSE	ADDRESS>PROCESS>ADDRESS>STATE>REFERENCE>PROCESS>CLOSE	SILENT_OWNER :: ADDRESS>ADDRESS>PROCESS>ADDRESS>ADDRESS>STATE>REFERENCE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S006	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	E185|E186|E187|E188	oteey qokal sheckhy qoky	danach · länger · dies; ansetzen · Zielstelle; halten · kurz · Durchlass · dies; ansetzen · dies	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	STATE>ADDRESS>REFERENCE>REFERENCE	STATE>ADDRESS>REFERENCE	SILENT_OWNER :: STATE>ADDRESS>REFERENCE>REFERENCE	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
