locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.19	f100r	P	A	f100r.19|P01	olcheom	ENTRY[_;STEM=olcheo;SUF=m]	ENTRY[_;STEM=olcheo;SUF=m]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.2	f100r	P	A	f100r.2|P01	sochorcfhy	ENTRY[s;STEM=ochorcfh;SUF=y]	ENTRY[s;STEM=ochorcfh;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.20	f100r	P	A	f100r.20|P01	oteol	ENTRY[_;STEM=oteo;SUF=l]	ENTRY[_;STEM=oteo;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.21	f100r	P	A	f100r.21|P01|f100r.21|P02	okols	ENTRY[_;STEM=okol;SUF=s]	ENTRY[_;STEM=okol;SUF=s]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.22	f100r	P	A	f100r.22|P01|f100r.22|P02|f100r.22|P03	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	ENTRY[f;STEM=olshod;SUF=y] BODY[_;STEM=choldaii;SUF=n] BODY[f;STEM=cho;SUF=d] BODY[_;STEM=ycheo;SUF=l] BODY[_;STEM=cpho;SUF=l] BODY[q;STEM=otee;SUF=s] BODY[s;STEM=he;SUF=y] BODY[_;STEM=aseso;SUF=_] BODY[_;STEM=alcfh;SUF=y]	ENTRY[f;STEM=olshod;SUF=y] BODY[_;STEM=choldaii;SUF=n] BODY[f;STEM=cho;SUF=d] BODY[_;STEM=ycheo;SUF=l] BODY[_;STEM=cpho;SUF=l] BODY[q;STEM=otee;SUF=s] BODY[s;STEM=he;SUF=y] BODY[_;STEM=aseso;SUF=_] BODY[_;STEM=alcfh;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.23	f100r	P	A	f100r.23|P01|f100r.23|P02|f100r.23|P03	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	ENTRY[s;STEM=oii;SUF=n] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=cpho;SUF=l] BODY[s;STEM=ho;SUF=l] BODY[s;STEM=ho;SUF=l] BODY[q;STEM=ockho;SUF=l] BODY[_;STEM=cho;SUF=r] BODY[_;STEM=cho;SUF=l] BODY[s;STEM=ho;SUF=_] BODY[k;STEM=ee;SUF=y] BODY[_;STEM=y;SUF=_] BODY[_;STEM=ykeea;SUF=m]	ENTRY[s;STEM=oii;SUF=n] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=cpho;SUF=l] BODY[s;STEM=ho;SUF=l] BODY[s;STEM=ho;SUF=l] BODY[q;STEM=ockho;SUF=l] BODY[_;STEM=cho;SUF=r] BODY[_;STEM=cho;SUF=l] BODY[s;STEM=ho;SUF=_] BODY[k;STEM=ee;SUF=y] BODY[_;STEM=y;SUF=_] BODY[_;STEM=ykeea;SUF=m]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	ENTRY[s;STEM=aiicho;SUF=r] BODY[s;STEM=heo;SUF=r] BODY[q;STEM=ockhod;SUF=y] BODY[_;STEM=odeo;SUF=r] BODY[_;STEM=yk;SUF=_] BODY[s;STEM=hee;SUF=y] BODY[_;STEM=cholsheod;SUF=y] BODY[s;STEM=ai;SUF=_] BODY[_;STEM=cheo;SUF=l] BODY[r;STEM=aii;SUF=n]	ENTRY[s;STEM=aiicho;SUF=r] BODY[s;STEM=heo;SUF=r] BODY[q;STEM=ockhod;SUF=y] BODY[_;STEM=odeo;SUF=r] BODY[_;STEM=yk;SUF=_] BODY[s;STEM=hee;SUF=y] BODY[_;STEM=cholsheod;SUF=y] BODY[s;STEM=ai;SUF=_] BODY[_;STEM=cheo;SUF=l] BODY[r;STEM=aii;SUF=n]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	ENTRY[s;STEM=heo;SUF=r] BODY[q;STEM=keeod;SUF=y] BODY[_;STEM=cho;SUF=l] BODY[d;STEM=aii;SUF=n] BODY[_;STEM=ctheo;SUF=l] BODY[_;STEM=olcheo;SUF=l] BODY[_;STEM=chek;SUF=y] BODY[_;STEM=cheo;SUF=l] BODY[_;STEM=cheockh;SUF=y] BODY[_;STEM=okeo;SUF=l]	ENTRY[s;STEM=heo;SUF=r] BODY[q;STEM=keeod;SUF=y] BODY[_;STEM=cho;SUF=l] BODY[d;STEM=aii;SUF=n] BODY[_;STEM=ctheo;SUF=l] BODY[_;STEM=olcheo;SUF=l] BODY[_;STEM=chek;SUF=y] BODY[_;STEM=cheo;SUF=l] BODY[_;STEM=cheockh;SUF=y] BODY[_;STEM=okeo;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	ENTRY[_;STEM=yaii;SUF=n] BODY[_;STEM=chekee;SUF=y] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=cholod;SUF=y] BODY[_;STEM=cho;SUF=s] BODY[_;STEM=olcho;SUF=r] BODY[q;STEM=okeo;SUF=l] BODY[_;STEM=okeeo;SUF=l] BODY[_;STEM=cheol;SUF=s] BODY[_;STEM=a;SUF=l]	ENTRY[_;STEM=yaii;SUF=n] BODY[_;STEM=chekee;SUF=y] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=cholod;SUF=y] BODY[_;STEM=cho;SUF=s] BODY[_;STEM=olcho;SUF=r] BODY[q;STEM=okeo;SUF=l] BODY[_;STEM=okeeo;SUF=l] BODY[_;STEM=cheol;SUF=s] BODY[_;STEM=a;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	ENTRY[_;STEM=cho;SUF=l] BODY[_;STEM=cheo;SUF=l] BODY[_;STEM=cho;SUF=_] BODY[_;STEM=chckheod;SUF=y] BODY[_;STEM=otolche;SUF=y]	ENTRY[_;STEM=cho;SUF=l] BODY[_;STEM=cheo;SUF=l] BODY[_;STEM=cho;SUF=_] BODY[_;STEM=chckheod;SUF=y] BODY[_;STEM=otolche;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	ENTRY[_;STEM=otea;SUF=r]	ENTRY[_;STEM=otea;SUF=r]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	ENTRY[_;STEM=chofar;SUF=y]	ENTRY[_;STEM=chofar;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	ENTRY[s;STEM=a;SUF=r] BODY[_;STEM=cha;SUF=r] BODY[d;STEM=aiind;SUF=y]	ENTRY[s;STEM=a;SUF=r] BODY[_;STEM=cha;SUF=r] BODY[d;STEM=aiind;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	ENTRY[_;STEM=oraro;SUF=_]	ENTRY[_;STEM=oraro;SUF=_]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	ENTRY[_;STEM=chalsai;SUF=n]	ENTRY[_;STEM=chalsai;SUF=n]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	ENTRY[s;STEM=oit;SUF=y]	ENTRY[s;STEM=oit;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	ENTRY[s;STEM=osa;SUF=m]	ENTRY[s;STEM=osa;SUF=m]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	ENTRY[t;STEM=olch;SUF=d]	ENTRY[t;STEM=olch;SUF=d]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	ENTRY[_;STEM=okcheo;SUF=r]	ENTRY[_;STEM=okcheo;SUF=r]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	ENTRY[_;STEM=ytcho;SUF=l]	ENTRY[_;STEM=ytcho;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	ENTRY[d;STEM=ykcha;SUF=l]	ENTRY[d;STEM=ykcha;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos ctharal	ENTRY[_;STEM=cho;SUF=s] BODY[_;STEM=cthara;SUF=l]	ENTRY[_;STEM=cho;SUF=s] BODY[_;STEM=cthara;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	ENTRY[d;STEM=ee;SUF=y] BODY[s;STEM=heocph;SUF=y] BODY[q;STEM=oteod;SUF=y] BODY[_;STEM=ckhoo;SUF=r] BODY[_;STEM=a;SUF=r] BODY[_;STEM=cho;SUF=r] BODY[_;STEM=otee;SUF=y] BODY[d;STEM=aii;SUF=n] BODY[q;STEM=okomo;SUF=_]	ENTRY[d;STEM=ee;SUF=y] BODY[s;STEM=heocph;SUF=y] BODY[q;STEM=oteod;SUF=y] BODY[_;STEM=ckhoo;SUF=r] BODY[_;STEM=a;SUF=r] BODY[_;STEM=cho;SUF=r] BODY[_;STEM=otee;SUF=y] BODY[d;STEM=aii;SUF=n] BODY[q;STEM=okomo;SUF=_]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	ENTRY[s;STEM=o;SUF=r] BODY[_;STEM=chee;SUF=y] BODY[d;STEM=ai;SUF=r] BODY[_;STEM=o;SUF=l] BODY[_;STEM=cheo;SUF=l] BODY[q;STEM=oolkee;SUF=y] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=chee;SUF=y] BODY[q;STEM=okeo;SUF=l] BODY[_;STEM=choto;SUF=l] BODY[_;STEM=s;SUF=_]	ENTRY[s;STEM=o;SUF=r] BODY[_;STEM=chee;SUF=y] BODY[d;STEM=ai;SUF=r] BODY[_;STEM=o;SUF=l] BODY[_;STEM=cheo;SUF=l] BODY[q;STEM=oolkee;SUF=y] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=chee;SUF=y] BODY[q;STEM=okeo;SUF=l] BODY[_;STEM=choto;SUF=l] BODY[_;STEM=s;SUF=_]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ENTRY[_;STEM=ykeeo;SUF=l] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=che;SUF=y] BODY[_;STEM=eeoseeo;SUF=_] BODY[_;STEM=s;SUF=_] BODY[s;STEM=heeo;SUF=_] BODY[_;STEM=okeo;SUF=l] BODY[_;STEM=che;SUF=s] BODY[_;STEM=okeo;SUF=r] BODY[_;STEM=okeo;SUF=l] BODY[d;STEM=y;SUF=_]	ENTRY[_;STEM=ykeeo;SUF=l] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=che;SUF=y] BODY[_;STEM=eeoseeo;SUF=_] BODY[_;STEM=s;SUF=_] BODY[s;STEM=heeo;SUF=_] BODY[_;STEM=okeo;SUF=l] BODY[_;STEM=che;SUF=s] BODY[_;STEM=okeo;SUF=r] BODY[_;STEM=okeo;SUF=l] BODY[d;STEM=y;SUF=_]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey sholkcheol qokeol okol chol chotor chso solcthy	ENTRY[_;STEM=chockhe;SUF=y] BODY[s;STEM=holkcheo;SUF=l] BODY[q;STEM=okeo;SUF=l] BODY[_;STEM=oko;SUF=l] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=choto;SUF=r] BODY[_;STEM=chso;SUF=_] BODY[s;STEM=olcth;SUF=y]	ENTRY[_;STEM=chockhe;SUF=y] BODY[s;STEM=holkcheo;SUF=l] BODY[q;STEM=okeo;SUF=l] BODY[_;STEM=oko;SUF=l] BODY[_;STEM=cho;SUF=l] BODY[_;STEM=choto;SUF=r] BODY[_;STEM=chso;SUF=_] BODY[s;STEM=olcth;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	ENTRY[t;STEM=achso;SUF=_] BODY[_;STEM=s;SUF=_] BODY[_;STEM=o;SUF=l] BODY[_;STEM=cheo;SUF=_] BODY[_;STEM=cheeo;SUF=r] BODY[_;STEM=odaid;SUF=y] BODY[_;STEM=ckho;SUF=d] BODY[s;STEM=h;SUF=_] BODY[_;STEM=cho;SUF=d] BODY[q;STEM=okeo;SUF=l] BODY[s;STEM=a;SUF=l]	ENTRY[t;STEM=achso;SUF=_] BODY[_;STEM=s;SUF=_] BODY[_;STEM=o;SUF=l] BODY[_;STEM=cheo;SUF=_] BODY[_;STEM=cheeo;SUF=r] BODY[_;STEM=odaid;SUF=y] BODY[_;STEM=ckho;SUF=d] BODY[s;STEM=h;SUF=_] BODY[_;STEM=cho;SUF=d] BODY[q;STEM=okeo;SUF=l] BODY[s;STEM=a;SUF=l]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey keody choor chckhey du	ENTRY[s;STEM=ai;SUF=n] BODY[_;STEM=cheokeo;SUF=s] BODY[_;STEM=chockh;SUF=y] BODY[_;STEM=chocthe;SUF=y] BODY[k;STEM=eod;SUF=y] BODY[_;STEM=choo;SUF=r] BODY[_;STEM=chckhe;SUF=y] BODY[d;STEM=u;SUF=_]	ENTRY[s;STEM=ai;SUF=n] BODY[_;STEM=cheokeo;SUF=s] BODY[_;STEM=chockh;SUF=y] BODY[_;STEM=chocthe;SUF=y] BODY[k;STEM=eod;SUF=y] BODY[_;STEM=choo;SUF=r] BODY[_;STEM=chckhe;SUF=y] BODY[d;STEM=u;SUF=_]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	ENTRY[_;STEM=chol;SUF=s]	ENTRY[_;STEM=chol;SUF=s]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ENTRY[_;STEM=ycheok;SUF=y] BODY[s;STEM=hokees;SUF=y] BODY[q;STEM=okee;SUF=y] BODY[_;STEM=chokeo;SUF=l] BODY[s;STEM=araloal;SUF=y] BODY[_;STEM=cheo;SUF=r] BODY[_;STEM=o;SUF=l] BODY[_;STEM=chockha;SUF=r]	ENTRY[_;STEM=ycheok;SUF=y] BODY[s;STEM=hokees;SUF=y] BODY[q;STEM=okee;SUF=y] BODY[_;STEM=chokeo;SUF=l] BODY[s;STEM=araloal;SUF=y] BODY[_;STEM=cheo;SUF=r] BODY[_;STEM=o;SUF=l] BODY[_;STEM=chockha;SUF=r]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	ENTRY[s;STEM=ora;SUF=l] BODY[_;STEM=oko;SUF=r] BODY[_;STEM=o;SUF=l] BODY[_;STEM=cho;SUF=y] BODY[l;STEM=y;SUF=_] BODY[_;STEM=araro;SUF=y] BODY[_;STEM=oka;SUF=r] BODY[_;STEM=cheeea;SUF=l] BODY[_;STEM=cheokeo;SUF=l] BODY[_;STEM=ore;SUF=y]	ENTRY[s;STEM=ora;SUF=l] BODY[_;STEM=oko;SUF=r] BODY[_;STEM=o;SUF=l] BODY[_;STEM=cho;SUF=y] BODY[l;STEM=y;SUF=_] BODY[_;STEM=araro;SUF=y] BODY[_;STEM=oka;SUF=r] BODY[_;STEM=cheeea;SUF=l] BODY[_;STEM=cheokeo;SUF=l] BODY[_;STEM=ore;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	ENTRY[d;STEM=aii;SUF=n] BODY[_;STEM=chek;SUF=y] BODY[_;STEM=chor;SUF=y]	ENTRY[d;STEM=aii;SUF=n] BODY[_;STEM=chek;SUF=y] BODY[_;STEM=chor;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	ENTRY[_;STEM=opcho;SUF=r]	ENTRY[_;STEM=opcho;SUF=r]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	ENTRY[s;STEM=ols;SUF=y]	ENTRY[s;STEM=ols;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	ENTRY[s;STEM=oleeso;SUF=s]	ENTRY[s;STEM=oleeso;SUF=s]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	ENTRY[_;STEM=ykchochd;SUF=y]	ENTRY[_;STEM=ykchochd;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	ENTRY[_;STEM=ykchd;SUF=y]	ENTRY[_;STEM=ykchd;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	ENTRY[d;STEM=chd;SUF=y]	ENTRY[d;STEM=chd;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	ENTRY[d;STEM=als;SUF=y]	ENTRY[d;STEM=als;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	ENTRY[p;STEM=cheo;SUF=l] BODY[s;STEM=heo;SUF=l] BODY[_;STEM=o;SUF=l] BODY[s;STEM=he;SUF=y] BODY[q;STEM=ockho;SUF=l] BODY[s;STEM=ho;SUF=r] BODY[_;STEM=yteo;SUF=l] BODY[s;STEM=heockhe;SUF=y] BODY[q;STEM=po;SUF=l] BODY[_;STEM=chea;SUF=r] BODY[_;STEM=s;SUF=_] BODY[_;STEM=aii;SUF=n] BODY[_;STEM=oleee;SUF=y] BODY[q;STEM=kee;SUF=y] BODY[_;STEM=chopchee;SUF=y] BODY[_;STEM=checkhe;SUF=y] BODY[_;STEM=cpheocth;SUF=y] BODY[_;STEM=ykch;SUF=y] BODY[_;STEM=chee;SUF=y] BODY[_;STEM=chekee;SUF=y] BODY[d;STEM=a;SUF=l] BODY[_;STEM=che;SUF=y]	ENTRY[p;STEM=cheo;SUF=l] BODY[s;STEM=heo;SUF=l] BODY[_;STEM=o;SUF=l] BODY[s;STEM=he;SUF=y] BODY[q;STEM=ockho;SUF=l] BODY[s;STEM=ho;SUF=r] BODY[_;STEM=yteo;SUF=l] BODY[s;STEM=heockhe;SUF=y] BODY[q;STEM=po;SUF=l] BODY[_;STEM=chea;SUF=r] BODY[_;STEM=s;SUF=_] BODY[_;STEM=aii;SUF=n] BODY[_;STEM=oleee;SUF=y] BODY[q;STEM=kee;SUF=y] BODY[_;STEM=chopchee;SUF=y] BODY[_;STEM=checkhe;SUF=y] BODY[_;STEM=cpheocth;SUF=y] BODY[_;STEM=ykch;SUF=y] BODY[_;STEM=chee;SUF=y] BODY[_;STEM=chekee;SUF=y] BODY[d;STEM=a;SUF=l] BODY[_;STEM=che;SUF=y]	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
