latent_item	occurrences	interpretation
BODY[_;STEM=oked;SUF=y]	115	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ot;SUF=y]	112	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=ched;SUF=y]	110	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okeed;SUF=y]	106	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=heo;SUF=l]	104	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=h;SUF=y]	103	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cth;SUF=y]	103	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oke;SUF=y]	99	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oteed;SUF=y]	99	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=o;SUF=l]	95	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=ho;SUF=_]	94	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ok;SUF=y]	94	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otai;SUF=n]	94	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chod;SUF=y]	91	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheo;SUF=r]	90	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheod;SUF=y]	89	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=a;SUF=m]	88	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=a;SUF=m]	87	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oko;SUF=l]	86	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oted;SUF=y]	86	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=ot;SUF=y]	85	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cho;SUF=_]	83	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ai;SUF=r]	82	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cha;SUF=r]	81	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chcth;SUF=y]	81	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=heed;SUF=y]	81	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=ai;SUF=r]	80	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=aii;SUF=n]	78	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=ho;SUF=r]	77	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheo;SUF=_]	75	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[_;STEM=y;SUF=_]	75	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=otaii;SUF=n]	74	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=aii;SUF=n]	70	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oto;SUF=l]	69	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oko;SUF=l]	67	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oteed;SUF=y]	67	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chek;SUF=y]	66	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[r;STEM=aii;SUF=n]	64	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ol;SUF=y]	64	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=eed;SUF=y]	62	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=ota;SUF=r]	62	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=d;SUF=_]	61	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okeo;SUF=l]	60	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oke;SUF=y]	60	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheed;SUF=y]	60	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hckh;SUF=y]	60	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=a;SUF=r]	59	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=odaii;SUF=n]	59	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ote;SUF=y]	58	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=ota;SUF=l]	57	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=otai;SUF=n]	57	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[s;STEM=aii;SUF=n]	57	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=ee;SUF=y]	56	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ctho;SUF=l]	55	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okch;SUF=y]	54	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chea;SUF=r]	50	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cthe;SUF=y]	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=od;SUF=y]	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[d;STEM=ai;SUF=n]	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=a;SUF=r]	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=opched;SUF=y]	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=o;SUF=r]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=heod;SUF=y]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=heo;SUF=_]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hod;SUF=y]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=checkh;SUF=y]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okchd;SUF=y]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chaii;SUF=n]	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cha;SUF=l]	47	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=aiii;SUF=n]	47	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=kaii;SUF=n]	47	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okeo;SUF=l]	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olaii;SUF=n]	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=che;SUF=y]	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ota;SUF=m]	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=ed;SUF=y]	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ykee;SUF=y]	44	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=otch;SUF=y]	44	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=ai;SUF=n]	43	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=heo;SUF=r]	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=che;SUF=s]	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chodaii;SUF=n]	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=odaii;SUF=n]	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[d;STEM=a;SUF=r]	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hd;SUF=y]	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olkeed;SUF=y]	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[_;STEM=o;SUF=_]	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ctho;SUF=r]	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=o;SUF=_]	40	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=ed;SUF=y]	39	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=otee;SUF=y]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oii;SUF=n]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otch;SUF=y]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chok;SUF=y]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=kee;SUF=y]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=shed;SUF=y]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chedaii;SUF=n]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olched;SUF=y]	38	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheo;SUF=s]	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[s;STEM=o;SUF=l]	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ckh;SUF=y]	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=keed;SUF=y]	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okched;SUF=y]	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chot;SUF=y]	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cho;SUF=s]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=a;SUF=l]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[s;STEM=ai;SUF=n]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chee;SUF=s]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=y;SUF=_]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oteod;SUF=y]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=ch;SUF=y]	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=o;SUF=l]	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oto;SUF=l]	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ykaii;SUF=n]	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[_;STEM=o;SUF=r]	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hek;SUF=y]	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=kai;SUF=n]	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheda;SUF=r]	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ytaii;SUF=n]	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[_;STEM=o;SUF=l]	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=y;SUF=_]	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=o;SUF=r]	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=heckh;SUF=y]	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otched;SUF=y]	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olkai;SUF=n]	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[s;STEM=a;SUF=r]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oteo;SUF=l]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=o;SUF=l]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hcth;SUF=y]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[q;STEM=okee;SUF=y]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[q;STEM=okeed;SUF=y]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oto;SUF=r]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=aii;SUF=n]	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[s;STEM=o;SUF=r]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=o;SUF=s]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=ha;SUF=r]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=ka;SUF=r]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olkee;SUF=y]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[d;STEM=ai;SUF=r]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[d;STEM=shed;SUF=y]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[s;STEM=ho;SUF=_]	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okeod;SUF=y]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chckhe;SUF=y]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ch;SUF=l]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oraii;SUF=n]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=o;SUF=l]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okeod;SUF=y]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oka;SUF=m]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=checth;SUF=y]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chea;SUF=l]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=opched;SUF=y]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olkaii;SUF=n]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=al;SUF=y]	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=opche;SUF=y]	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=ai;SUF=n]	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=aii;SUF=r]	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=yka;SUF=r]	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[_;STEM=s;SUF=_]	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[q;STEM=okaii;SUF=n]	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oko;SUF=r]	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=old;SUF=y]	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ckhe;SUF=y]	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[t;STEM=o;SUF=l]	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oko;SUF=r]	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otche;SUF=y]	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olo;SUF=r]	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=he;SUF=_]	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okche;SUF=y]	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=a;SUF=l]	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ar;SUF=y]	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ykeed;SUF=y]	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=ked;SUF=y]	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=al;SUF=y]	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olked;SUF=y]	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okeee;SUF=y]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheda;SUF=l]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=a;SUF=r]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oka;SUF=m]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otchd;SUF=y]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[t;STEM=ched;SUF=y]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ytee;SUF=y]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[q;STEM=okai;SUF=n]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=ch;SUF=y]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=d;SUF=y]	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okeee;SUF=y]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okch;SUF=y]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[_;STEM=okee;SUF=y]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chda;SUF=r]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=otched;SUF=y]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheek;SUF=y]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=a;SUF=l]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okched;SUF=y]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hea;SUF=r]	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=cho;SUF=l]	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okche;SUF=y]	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=otchd;SUF=y]	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okchd;SUF=y]	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=ch;SUF=y]	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=o;SUF=r]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olche;SUF=y]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chet;SUF=y]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=ote;SUF=y]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[p;STEM=ched;SUF=y]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otai;SUF=r]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oteo;SUF=s]	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chockh;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=eod;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[r;STEM=ai;SUF=n]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=ched;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otod;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=yted;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=o;SUF=m]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=yt;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olk;SUF=y]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ckho;SUF=l]	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=h;SUF=_]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=che;SUF=y]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=o;SUF=r]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[d;STEM=o;SUF=r]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=yteed;SUF=y]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olshed;SUF=y]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[l;STEM=o;SUF=_]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okai;SUF=r]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=l;SUF=_]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oda;SUF=r]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ol;SUF=s]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[r;STEM=o;SUF=l]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=ee;SUF=y]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=olka;SUF=r]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[k;STEM=eo;SUF=l]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ctho;SUF=_]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[t;STEM=y;SUF=_]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[q;STEM=oked;SUF=y]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=a;SUF=n]	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
