binding_id	source_reading_id	evidence_path	selector	field_assertions	field_contains_assertions	evidence_role	score_credit_family_ids
E011	chopo#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114r;locus=f114r.24;token_ordinal=10;surface=chopo	v64_token_gloss_de=Pulverzubereitung aus Trockengut;v64_rule_id=P029;decision_class=MATERIAL_SOURCE_COLLAPSE	formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	last_semantic_decision	NONE
E012	chopo#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=chopo	rule_id=P029;v64_main_gloss_de=Pulverzubereitung aus Trockengut;practical_head_de=Pulverzubereitung;decision_class=MATERIAL_SOURCE_COLLAPSE	NONE	exact_renderer_rule	NONE
E013	chopo#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f114r;locus=f114r.24	all_three_present=1;unknown_tokens=10	unknown_surfaces=chopo	upstream_unknown_control	NONE
E014	chopo#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE
E015	op#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=op#1	surface=op;v94_lexical_core_de=Pulverzubereitung;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE
E016	op#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P154;source_reading_id=op#1	page=f114v;locus=f114v.36;token_ordinal=3;surface=op;v68_action_license=NOT_ACTION_LICENSED	NONE	exact_active_position	NONE
E017	op#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=op#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE
E018	op#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114v;locus=f114v.36;token_ordinal=3;surface=op	v64_token_gloss_de=Pulverzubereitung;v64_rule_id=P028;decision_class=MATERIAL_PREPARATION;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE
E019	op#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=op	rule_id=P028;v64_main_gloss_de=Pulverzubereitung;practical_head_de=Pulverzubereitung;decision_class=MATERIAL_PREPARATION	NONE	exact_renderer_rule	NONE
E020	op#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f114v;locus=f114v.36	all_three_present=1;unknown_tokens=8	unknown_surfaces=op	upstream_unknown_control	NONE
E021	op#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE
E022	qopaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=qopaiin#1	surface=qopaiin;v94_lexical_core_de=drei Teile Pulverzubereitung nehmen;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE
E023	qopaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P158;source_reading_id=qopaiin#1	page=f114v;locus=f114v.36;token_ordinal=7;surface=qopaiin;v68_action_license=GDT689_V62_ACTION_ORDINAL	NONE	exact_active_position	NONE
E024	qopaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=qopaiin#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE
E025	qopaiin#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114v;locus=f114v.36;token_ordinal=7;surface=qopaiin	v64_token_gloss_de=drei Teile Pulverzubereitung nehmen;v64_rule_id=P054;decision_class=MATERIAL_PREPARATION;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE
E026	qopaiin#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=qopaiin	rule_id=P054;v64_main_gloss_de=drei Teile Pulverzubereitung nehmen;practical_head_de=Pulverzubereitung;decision_class=MATERIAL_PREPARATION	NONE	exact_renderer_rule	NONE
E027	qopaiin#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f114v;locus=f114v.36	all_three_present=1;unknown_tokens=8	unknown_surfaces=qopaiin	upstream_unknown_control	NONE
E028	qopaiin#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE
E029	opchey#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=opchey#1	surface=opchey;v94_lexical_core_de=Trockenpulver, Form I;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE
E030	opchey#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P448;source_reading_id=opchey#1	page=f86v6;locus=f86v6.5;token_ordinal=10;surface=opchey;v68_action_license=NOT_ACTION_LICENSED	NONE	exact_active_position	NONE
E031	opchey#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=opchey#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE
E032	opchey#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f86v6;locus=f86v6.5;token_ordinal=10;surface=opchey	v64_token_gloss_de=Trockenpulver, Form I;v64_rule_id=P027;decision_class=MATERIAL_RESULT_COLLAPSE;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE
E033	opchey#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=opchey	rule_id=P027;v64_main_gloss_de=Trockenpulver, Form I;practical_head_de=Trockenpulver;decision_class=MATERIAL_RESULT_COLLAPSE	NONE	exact_renderer_rule	NONE
E034	opchey#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f86v6;locus=f86v6.5	all_three_present=1;unknown_tokens=5	unknown_surfaces=opchey	upstream_unknown_control	NONE
E035	opchey#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE
E036	opchey#1	experiments/yolo/gdt633_cth_interfix_semantic_contrasts/artifacts/LITERAL_E_RUN_BACKGROUND.tsv	family_id=G633-EB0201	skeleton=opch<E>y;e_lengths=1|2;surfaces_by_length=1:opchey|2:opcheey;occurrences_by_length=1:26|2:4;types=2;occurrences=30	NONE	formal_recurrence_family	NONE
