event_id	statement_id	locus	surface	card_no	component_parse	card_reading	primitive	reverse_stage	source_function	minimum_source_clause_de	owner_source	owner_noun_de	content_license
E089	H5-S003	f56r.12	kchey	PROC059	K+E+Y	zuführen · kurz · dies	HOLD_STATE	ST06_HOLD_FEED_REPEAT	FEED_BRIEFLY	diesen Posten kurz zuführen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E090	H5-S003	f56r.12	qokokchy	PROC060	OK+OK+Y	ansetzen · ansetzen · dies	ACTIVATE_CHARGE	ST06_HOLD_FEED_REPEAT	SET_AGAIN	diesen Posten erneut ansetzen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E091	H5-S004	f56r.13	okchy	PROC011	OK+Y	ansetzen · dies	ACTIVATE_CHARGE	ST07_SET_EXTRACT_TARGET	SET_ITEM	diesen Posten ansetzen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E092	H5-S004	f56r.13	chokcheo	PROC061	OK+CHEO	ansetzen · abziehen · kurz · Arbeitsgang	ACTIVATE_CHARGE	ST07_SET_EXTRACT_TARGET	SET_EXTRACT	den Auszug ansetzen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E093	H5-S004	f56r.13	kchal	PROC062	K+AL	zuführen · Zielstelle	TARGET_HANDOFF	ST07_SET_EXTRACT_TARGET	FEED_TO_TARGET	zur Zielstelle zuführen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E094	H5-S005	f56r.18	sho	PROC052	HO	Gabe	ACTIVATE_CHARGE	ST08_DOSE_SOURCE_PORTION	DOSE	eine Gabe nehmen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E095	H5-S005	f56r.18	chokchy	PROC011	OK+Y	ansetzen · dies	ACTIVATE_CHARGE	ST08_DOSE_SOURCE_PORTION	SET_ITEM	diesen Posten ansetzen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E096	H5-S005	f56r.18	kchoar	PROC063	K+HO+AR	zuführen · Gabe · von dort	ACTIVATE_CHARGE	ST08_DOSE_SOURCE_PORTION	FEED_DOSE_FROM_SOURCE	eine Gabe von dort zuführen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E097	H5-S005	f56r.18	sotodan	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	ACTIVATE_CHARGE	ST08_DOSE_SOURCE_PORTION	NEXT_WORK_PORTION	danach eine Arbeitsportion nehmen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E098	H5-S006	f56r.19	otchey	PROC065	OT+Y	danach · dies	ACTIVATE_CHARGE	ST09_NEXT_BRIEF_CONTINUE_MEASURE	NEXT_ITEM	danach diesen Posten nehmen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E099	H5-S006	f56r.19	keol	PROC066	K+E+OL	zuführen · kurz · fortsetzen	HOLD_STATE	ST09_NEXT_BRIEF_CONTINUE_MEASURE	FEED_BRIEFLY_CONTINUE	kurz zuführen und fortsetzen	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
E100	H5-S006	f56r.19	daiin	PROC009	AIIN	Maß	METER_CHECK	ST09_NEXT_BRIEF_CONTINUE_MEASURE	MEASURE	nach dem vorgeschriebenen Maß	IMAGE_H5_WHOLE_MULTIHEAD_COILED_PLANT	die abgebildete mehrköpfige Pflanze	CARD_PLUS_VISIBLE_OWNER
