event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence	owner_object_class	owner_specialized_statement_de	event_retained	previous_owner_object_class	corrected_owner_object_class	modifier_channels	portable_object_tags	owner_class_changed	article_slots	schema_binding_complete
E011	f10r	H1	H1-S002	1	qokchy	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2	YES
E012	f10r	H1	H1-S002	2	qotchol	OT+CH+OL	ACTION	danach fortsetzen den laufenden Posten abziehen	abnehmen	abnehmen	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2	YES
E013	f10r	H1	H1-S002	3	chol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2	YES
E014	f10r	H1	H1-S002	4	cthy	CTH+Y	ARGUMENT_OR_STATE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	READY	PICTURED_PLANT_MATTER	NO	HS1|HS2	YES
E015	f10r	H2	H2-S001	1	ycheor	Y+CH+E+OR	ACTION	diesen Posten kurz abziehen	abziehen	abziehen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION|GRADE	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E016	f10r	H2	H2-S001	2	cthy	CTH+Y	ARGUMENT_OR_STATE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	READY	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E017	f10r	H2	H2-S001	3	chor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E018	f10r	H2	H2-S001	4	cthaiin	CTH+AIIN	ARGUMENT_OR_STATE	bereit · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	bereit · vorgeschriebenes Maß	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE|READY	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E019	f10r	H2	H2-S001	5	qoctholy	O+CTH+OL+Y	ARGUMENT_OR_STATE	Arbeitsgang · bereit · fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	Arbeitsgang · bereit · fortsetzen · dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	READY	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E020	f10r	H2	H2-S001	6	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E021	f10r	H2	H2-S001	7	chy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E022	f10r	H2	H2-S001	8	taiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E023	f10r	H2	H2-S001	9	shy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E024	f10r	H2	H2-S002	1	qotchor	OT+CH+OR	ACTION	danach den Ansatz abziehen	abziehen	abziehen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E025	f10r	H2	H2-S002	2	chor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E026	f10r	H2	H2-S002	3	otol	OT+OL	ARGUMENT_OR_STATE	danach · fortsetzen	NON_ACTION_CONTRIBUTION	danach · fortsetzen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E027	f10r	H2	H2-S002	4	chol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E028	f10r	H2	H2-S002	5	cholor	OL+OR	ARGUMENT_OR_STATE	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	fortsetzen · Ansatz	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E029	f10r	H2	H2-S002	6	chol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E030	f10r	H2	H2-S002	7	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E031	f10r	H2	H2-S002	8	dar	AR	ARGUMENT_OR_STATE	von dort	NON_ACTION_CONTRIBUTION	von dort	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES	PLANT_MATERIAL	Bereite den Pflanzenstoff oder Ansatz vor. Vollfolge: abziehen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	SOURCE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E032	f10r	H2	H2-S003	1	oykchor	O+Y+K+OR	ACTION	diesen Posten zuführen	zugeben	zugeben	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E033	f10r	H2	H2-S003	2	shor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E034	f10r	H2	H2-S003	3	chor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3	YES
E035	f10r	H2	H2-S003	4	chy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E036	f10r	H2	H2-S003	5	kaiiin	K+IIN	ACTION	den laufenden Posten zuführen bis Sollstufe	zugeben	zugeben	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	STAGE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E037	f10r	H2	H2-S003	6	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E038	f10r	H2	H2-S003	7	chodaiin	CH+O+AIIN	ACTION	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	abziehen	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
