astro_group_serial	unified_group_ordinal	diagram_id	page	source_locus	local_locus_id	local_group_id	group_index_within_locus	surface_display_only_exact	frozen_v69_editorial_address	frozen_v69_formal_role_address_only	v75_local_namespace	v75_instrument_id	v75_local_namespace_address	owner_status	smallest_visible_owner	concrete_technical_lookup_default	lookup_effect	source_class	confidence	orientation_and_start_alternatives	crosspage_contract	iatromedical_rival	formal_iconographic_rival	contradiction	legacy_model_correction	semantic_ceiling
69	450	A1	f67r2	f67r2.27	A1:L027	A1:G069	4	am	A1:I13:G04	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_27/FRAGMENT_04	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_27	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_27“. Kopiere die sichtbare Gruppe „am“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
70	451	A1	f67r2	f67r2.28	A1:L028	A1:G070	1	okain	A1:R03:G01	ROW_KEY	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_28/FRAGMENT_01	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_28	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_28“. Kopiere die sichtbare Gruppe „okain“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.32	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
71	452	A1	f67r2	f67r2.28	A1:L028	A1:G071	2	am	A1:R03:G02	ROW_REDUNDANCY_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_28/FRAGMENT_02	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_28	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_28“. Kopiere die sichtbare Gruppe „am“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
72	453	A1	f67r2	f67r2.29	A1:L029	A1:G072	1	ytody	A1:I14:G01	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_29/FRAGMENT_01	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_29	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_29“. Kopiere die sichtbare Gruppe „ytody“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.32	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
73	454	A1	f67r2	f67r2.29	A1:L029	A1:G073	2	saiin	A1:I14:G02	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_29/FRAGMENT_02	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_29	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_29“. Kopiere die sichtbare Gruppe „saiin“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
74	455	A1	f67r2	f67r2.30	A1:L030	A1:G074	1	ochol	A1:I15:G01	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_30/FRAGMENT_01	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_30	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_30“. Kopiere die sichtbare Gruppe „ochol“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.32	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
75	456	A1	f67r2	f67r2.30	A1:L030	A1:G075	2	olol	A1:I15:G02	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_30/FRAGMENT_02	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_30	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_30“. Kopiere die sichtbare Gruppe „olol“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
76	457	A1	f67r2	f67r2.31	A1:L031	A1:G076	1	opcholdy	A1:R04:G01	ROW_KEY	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_31/FRAGMENT_01	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_31	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_31“. Kopiere die sichtbare Gruppe „opcholdy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.32	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
77	458	A1	f67r2	f67r2.32	A1:L032	A1:G077	1	dosar	A1:I16:G01	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_32/FRAGMENT_01	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_32	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „dosar“ als Fragment 1/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.32	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
78	459	A1	f67r2	f67r2.32	A1:L032	A1:G078	2	odas	A1:I16:G02	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_32/FRAGMENT_02	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_32	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „odas“ als Fragment 2/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
79	460	A1	f67r2	f67r2.32	A1:L032	A1:G079	3	air	A1:I16:G03	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_32/FRAGMENT_03	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_32	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „air“ als Fragment 3/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
80	461	A1	f67r2	f67r2.32	A1:L032	A1:G080	4	alaiin	A1:I16:G04	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_32/FRAGMENT_04	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_32	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „alaiin“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.30	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
81	462	A1	f67r2	f67r2.33	A1:L033	A1:G081	1	dokan	A1:I17:G01	LOOKUP_INSTRUCTION_FRAGMENT	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_33/FRAGMENT_01	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_33	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_33“. Kopiere die sichtbare Gruppe „dokan“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	0.32	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
