group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	exact_visible_identity_layer	v69_local_formal_role	v71_owner_status	v71_visible_owner	local_namespace	local_owner_kind	silent_argument_default	concrete_copied_label_or_instruction	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	authorial_start	authorial_direction	rotation_status	f68_f69_mapping	cross_wheel_join	prose_card_import	global_7x12	semantic_ceiling
11	A1	f67r2	f67r2.4	2	A1:G011	sykos	A1:G011@f67r2.4#2=«sykos»	COLUMN_DESCRIPTOR_FRAGMENT	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_04	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 04 des rechten f67r2-Rades	Kopiere Segment 2/2 «sykos» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 04 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
12	A1	f67r2	f67r2.5	1	A1:G012	ykeody	A1:G012@f67r2.5#1=«ykeody»	COLUMN_KEY	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_05	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 05 des rechten f67r2-Rades	Kopiere Segment 1/2 «ykeody» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 05 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
13	A1	f67r2	f67r2.5	2	A1:G013	okchy	A1:G013@f67r2.5#2=«okchy»	COLUMN_DESCRIPTOR_FRAGMENT	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_05	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 05 des rechten f67r2-Rades	Kopiere Segment 2/2 «okchy» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 05 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
14	A1	f67r2	f67r2.6	1	A1:G014	dchetay	A1:G014@f67r2.6#1=«dchetay»	COLUMN_KEY	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_06	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 06 des rechten f67r2-Rades	Kopiere das vollständige opake Etikett «dchetay» für den Bildbesitzer «dieser lokale Sektorplatz 06 des rechten f67r2-Rades». Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
15	A1	f67r2	f67r2.7	1	A1:G015	ykchy	A1:G015@f67r2.7#1=«ykchy»	COLUMN_KEY	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_07	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 07 des rechten f67r2-Rades	Kopiere Segment 1/3 «ykchy» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 07 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
16	A1	f67r2	f67r2.7	2	A1:G016	kchey	A1:G016@f67r2.7#2=«kchey»	COLUMN_DESCRIPTOR_FRAGMENT	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_07	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 07 des rechten f67r2-Rades	Kopiere Segment 2/3 «kchey» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 07 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
17	A1	f67r2	f67r2.7	3	A1:G017	ykchys	A1:G017@f67r2.7#3=«ykchys»	COLUMN_DESCRIPTOR_FRAGMENT	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_07	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 07 des rechten f67r2-Rades	Kopiere Segment 3/3 «ykchys» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 07 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
18	A1	f67r2	f67r2.8	1	A1:G018	chkchdar	A1:G018@f67r2.8#1=«chkchdar»	COLUMN_KEY	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_08	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 08 des rechten f67r2-Rades	Kopiere das vollständige opake Etikett «chkchdar» für den Bildbesitzer «dieser lokale Sektorplatz 08 des rechten f67r2-Rades». Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
19	A1	f67r2	f67r2.9	1	A1:G019	ykar	A1:G019@f67r2.9#1=«ykar»	COLUMN_KEY	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_09	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 09 des rechten f67r2-Rades	Kopiere Segment 1/2 «ykar» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 09 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
20	A1	f67r2	f67r2.9	2	A1:G020	ykaly	A1:G020@f67r2.9#2=«ykaly»	COLUMN_DESCRIPTOR_FRAGMENT	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_09	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 09 des rechten f67r2-Rades	Kopiere Segment 2/2 «ykaly» in Quellordnung für den Bildbesitzer «dieser lokale Sektorplatz 09 des rechten f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
