locus	page	diagram_id	group_count	group_serials	owner_status	local_namespace_owner	visible_basis	concrete_locus_reading	historical_rival	orientation_status	cross_namespace_mapping	strongest_contradiction	semantic_ceiling
f67r2.11	f67r2	A1	3	24|25|26	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_11	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_11“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_11“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_11“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	bloße farbige Himmelsposition ohne Auswahlfunktion	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.12	f67r2	A1	2	27|28	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_12	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_12“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_12“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	bloße farbige Himmelsposition ohne Auswahlfunktion	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.13	f67r2	A1	4	29|30|31|32	INHERITED_VISIBLE	A1_RIGHT_RING_BAND_01	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades	Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_01“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_01“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_01“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_01“ das Beschriftungsfragment 4 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	allgemeine Seitenlegende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.14	f67r2	A1	3	33|34|35	INHERITED_VISIBLE	A1_RIGHT_RING_BAND_02	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades	Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_02“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_02“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_RIGHT_RING_BAND_02“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	allgemeine Seitenlegende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.15	f67r2	A1	1	36	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_15	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_15“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.16	f67r2	A1	4	37|38|39|40	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_16	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_16“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_16“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_16“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_16“ das Beschriftungsfragment 4 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.17	f67r2	A1	3	41|42|43	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_17	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_17“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_17“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_17“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.18	f67r2	A1	3	44|45|46	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_18	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_18“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_18“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_18“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.19	f67r2	A1	4	47|48|49|50	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_19	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_19“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_19“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_19“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_19“ das Beschriftungsfragment 4 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.20	f67r2	A1	2	51|52	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_20	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_20“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_20“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.21	f67r2	A1	3	53|54|55	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_21	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_21“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_21“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_21“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.22	f67r2	A1	1	56	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_22	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_22“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.23	f67r2	A1	2	57|58	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_23	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_23“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_23“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.24	f67r2	A1	3	59|60|61	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_24	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_24“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_24“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_24“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.25	f67r2	A1	1	62	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_25	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_25“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.26	f67r2	A1	3	63|64|65	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_26	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_26“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_26“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_26“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.27	f67r2	A1	4	66|67|68|69	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_27	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_27“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_27“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_27“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_27“ das Beschriftungsfragment 4 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.28	f67r2	A1	2	70|71	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_28	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_28“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_28“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
f67r2.29	f67r2	A1	2	72|73	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_29	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_29“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen. Am lokalen Himmelsfeld „A1_LEFT_LOCAL_FIELD_29“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	lokaler Text des rechten Rades oder seitenweite Legende	UNSELECTED	NONE	Die vollständige Lesung ist ein occurrence-gebundenes Exemplar, nicht aus den sichtbaren Fragmenten übersetzt.	LOCAL_CELESTIAL_LOCUS_NOT_WORD_OR_EXTERNAL_NAME
