orientation_alternative_id	instrument_id	page	alternative	start_rule	traversal_rule	admissibility	selected_orientation	required_external_information	cross_instrument_effect
F68_LEFT_OPEN_STAR_FIELD:O3	F68_LEFT_OPEN_STAR_FIELD	f68r1	EDGE_INWARD	EXEMPLAR_CHOSEN_EDGE	RADIAL_INWARD	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_LEFT_OPEN_STAR_FIELD:O4	F68_LEFT_OPEN_STAR_FIELD	f68r1	EDITORIAL_SOURCE_ORDER	FIRST_TRANSCRIBED_LOCUS	SOURCE_ORDER_ONLY	AUDIT_ONLY_NOT_AUTHORIAL	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_MIDDLE_SECTORIZED_SUBMAP:O1	F68_MIDDLE_SECTORIZED_SUBMAP	f68r1	DIRECT_UNORDERED	NO_AUTHORIAL_START	DIRECT_LOCAL_ADDRESS_WITHOUT_TRAVERSAL	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_MIDDLE_SECTORIZED_SUBMAP:O2	F68_MIDDLE_SECTORIZED_SUBMAP	f68r1	CW_ARBITRARY_START	ANY_VISIBLE_SLOT	CLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_MIDDLE_SECTORIZED_SUBMAP:O3	F68_MIDDLE_SECTORIZED_SUBMAP	f68r1	CCW_ARBITRARY_START	ANY_VISIBLE_SLOT	COUNTERCLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_MIDDLE_SECTORIZED_SUBMAP:O4	F68_MIDDLE_SECTORIZED_SUBMAP	f68r1	REFLECTED_OR_OPPOSED	ANY_VISIBLE_SLOT_OR_PAIR	REFLECTED_OR_OPPOSED_PAIRING	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_RIGHT_OPEN_STAR_FIELD:O1	F68_RIGHT_OPEN_STAR_FIELD	f68r1	DIRECT_DRAWN_LOCUS	NO_AUTHORIAL_START	NO_TRAVERSAL	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_RIGHT_OPEN_STAR_FIELD:O2	F68_RIGHT_OPEN_STAR_FIELD	f68r1	CENTRE_OUTWARD	EXEMPLAR_CHOSEN_LOCAL_CENTRE	RADIAL_OUTWARD	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_RIGHT_OPEN_STAR_FIELD:O3	F68_RIGHT_OPEN_STAR_FIELD	f68r1	EDGE_INWARD	EXEMPLAR_CHOSEN_EDGE	RADIAL_INWARD	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_RIGHT_OPEN_STAR_FIELD:O4	F68_RIGHT_OPEN_STAR_FIELD	f68r1	EDITORIAL_SOURCE_ORDER	FIRST_TRANSCRIBED_LOCUS	SOURCE_ORDER_ONLY	AUDIT_ONLY_NOT_AUTHORIAL	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_FACE_CENTRE_SET:O1	F68_FACE_CENTRE_SET	f68r1	DIRECT_MEDALLION	EXEMPLAR_CHOSEN_MEDALLION	NO_TRAVERSAL	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_FACE_CENTRE_SET:O2	F68_FACE_CENTRE_SET	f68r1	PANEL_LOCAL_CENTRE	EXEMPLAR_CHOSEN_PANEL	CENTRE_TO_LOCAL_SLOTS	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_FACE_CENTRE_SET:O3	F68_FACE_CENTRE_SET	f68r1	NEAREST_STAR_BINDING	EXEMPLAR_CHOSEN_MEDALLION	NEAREST_DRAWN_STARS	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F68_FACE_CENTRE_SET:O4	F68_FACE_CENTRE_SET	f68r1	PAGE_WIDE_CENTRE	ONE_PAGE_CENTRE	ALL_STAR_SLOTS	REJECTED_BY_MULTICENTRE_GEOMETRY	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_LEFT_28_SLOT_WHEEL:O1	F69_LEFT_28_SLOT_WHEEL	f69v	DIRECT_UNORDERED	NO_AUTHORIAL_START	DIRECT_LOCAL_ADDRESS_WITHOUT_TRAVERSAL	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_LEFT_28_SLOT_WHEEL:O2	F69_LEFT_28_SLOT_WHEEL	f69v	CW_ARBITRARY_START	ANY_VISIBLE_SLOT	CLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_LEFT_28_SLOT_WHEEL:O3	F69_LEFT_28_SLOT_WHEEL	f69v	CCW_ARBITRARY_START	ANY_VISIBLE_SLOT	COUNTERCLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_LEFT_28_SLOT_WHEEL:O4	F69_LEFT_28_SLOT_WHEEL	f69v	REFLECTED_OR_OPPOSED	ANY_VISIBLE_SLOT_OR_PAIR	REFLECTED_OR_OPPOSED_PAIRING	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_MIDDLE_WAVE_WHEEL:O1	F69_MIDDLE_WAVE_WHEEL	f69v	DIRECT_UNORDERED	NO_AUTHORIAL_START	DIRECT_LOCAL_ADDRESS_WITHOUT_TRAVERSAL	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_MIDDLE_WAVE_WHEEL:O2	F69_MIDDLE_WAVE_WHEEL	f69v	CW_ARBITRARY_START	ANY_VISIBLE_SLOT	CLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_MIDDLE_WAVE_WHEEL:O3	F69_MIDDLE_WAVE_WHEEL	f69v	CCW_ARBITRARY_START	ANY_VISIBLE_SLOT	COUNTERCLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_MIDDLE_WAVE_WHEEL:O4	F69_MIDDLE_WAVE_WHEEL	f69v	REFLECTED_OR_OPPOSED	ANY_VISIBLE_SLOT_OR_PAIR	REFLECTED_OR_OPPOSED_PAIRING	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_RIGHT_FACE_RAY_WHEEL:O1	F69_RIGHT_FACE_RAY_WHEEL	f69v	DIRECT_UNORDERED	NO_AUTHORIAL_START	DIRECT_LOCAL_ADDRESS_WITHOUT_TRAVERSAL	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_RIGHT_FACE_RAY_WHEEL:O2	F69_RIGHT_FACE_RAY_WHEEL	f69v	CW_ARBITRARY_START	ANY_VISIBLE_SLOT	CLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_RIGHT_FACE_RAY_WHEEL:O3	F69_RIGHT_FACE_RAY_WHEEL	f69v	CCW_ARBITRARY_START	ANY_VISIBLE_SLOT	COUNTERCLOCKWISE	ADMISSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
F69_RIGHT_FACE_RAY_WHEEL:O4	F69_RIGHT_FACE_RAY_WHEEL	f69v	REFLECTED_OR_OPPOSED	ANY_VISIBLE_SLOT_OR_PAIR	REFLECTED_OR_OPPOSED_PAIRING	POSSIBLE_UNSELECTED	NONE	MASTER_EXEMPLAR_OR_EXTERNAL_ANCHOR	NONE;NEVER_ALIGNS_F68_WITH_F69
