locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
11	A1	f67r2	f67r2.11	3	24|25|26	A1:G024|A1:G025|A1:G026	chky|chykchs|chy	chky chykchs chy	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_11	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 11 des rechten f67r2-Rades	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad	Am Besitzer [A1_RIGHT_SECTOR_SLOT_11] setze das vollständige opake Lokaletikett «chky chykchs chy». Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
12	A1	f67r2	f67r2.12	2	27|28	A1:G027|A1:G028	ykees|ykchos	ykees ykchos	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_12	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_SECTOR_LABEL	dieser lokale Sektorplatz 12 des rechten f67r2-Rades	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad	Am Besitzer [A1_RIGHT_SECTOR_SLOT_12] setze das vollständige opake Lokaletikett «ykees ykchos». Zeige den Sektor im rechten Rad, kopiere sein örtliches Etikett und schlage nur den rechtsradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
13	A1	f67r2	f67r2.13	4	29|30|31|32	A1:G029|A1:G030|A1:G031|A1:G032	opodchol|s|ain|aldy	opodchol s ain aldy	INHERITED_VISIBLE	A1_RIGHT_RING_BAND_01	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_RING_BAND	gegenwärtiges Ringband des rechten f67r2-Rades	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades	Am Besitzer [A1_RIGHT_RING_BAND_01] setze das vollständige opake Lokaletikett «opodchol s ain aldy». Kopiere dieses Ringband als eigene rechtsradlokale Legende; verknüpfe es nicht mit dem linken Rad. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
14	A1	f67r2	f67r2.14	3	33|34|35	A1:G033|A1:G034|A1:G035	soeey|doiin|oldy	soeey doiin oldy	INHERITED_VISIBLE	A1_RIGHT_RING_BAND_02	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_RING_BAND	gegenwärtiges Ringband des rechten f67r2-Rades	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades	Am Besitzer [A1_RIGHT_RING_BAND_02] setze das vollständige opake Lokaletikett «soeey doiin oldy». Kopiere dieses Ringband als eigene rechtsradlokale Legende; verknüpfe es nicht mit dem linken Rad. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
15	A1	f67r2	f67r2.15	1	36	A1:G036	dolchsody	dolchsody	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_15	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 15 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_15] setze das vollständige opake Lokaletikett «dolchsody». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
16	A1	f67r2	f67r2.16	4	37|38|39|40	A1:G037|A1:G038|A1:G039|A1:G040	odaeiin|okoes|oekain|y	odaeiin okoes oekain y	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_16	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 16 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_16] setze das vollständige opake Lokaletikett «odaeiin okoes oekain y». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
17	A1	f67r2	f67r2.17	3	41|42|43	A1:G041|A1:G042|A1:G043	otchey|soraiir|dy	otchey soraiir dy	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_17	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 17 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_17] setze das vollständige opake Lokaletikett «otchey soraiir dy». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
18	A1	f67r2	f67r2.18	3	44|45|46	A1:G044|A1:G045|A1:G046	qopchy|daiin|dal	qopchy daiin dal	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_18	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 18 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_18] setze das vollständige opake Lokaletikett «qopchy daiin dal». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
19	A1	f67r2	f67r2.19	4	47|48|49|50	A1:G047|A1:G048|A1:G049|A1:G050	ydchos|ain|ar|amy	ydchos ain ar amy	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_19	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 19 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_19] setze das vollständige opake Lokaletikett «ydchos ain ar amy». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
20	A1	f67r2	f67r2.20	2	51|52	A1:G051|A1:G052	chocfhy|saral	chocfhy saral	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_20	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 20 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_20] setze das vollständige opake Lokaletikett «chocfhy saral». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
21	A1	f67r2	f67r2.21	3	53|54|55	A1:G053|A1:G054|A1:G055	sain|am|ar	sain am ar	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_21	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 21 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_21] setze das vollständige opake Lokaletikett «sain am ar». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
22	A1	f67r2	f67r2.22	1	56	A1:G056	okal	okal	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_22	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 22 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_22] setze das vollständige opake Lokaletikett «okal». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
23	A1	f67r2	f67r2.23	2	57|58	A1:G057|A1:G058	oparchy|salsain	oparchy salsain	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_23	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 23 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_23] setze das vollständige opake Lokaletikett «oparchy salsain». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
24	A1	f67r2	f67r2.24	3	59|60|61	A1:G059|A1:G060|A1:G061	sodar|ofar|ar	sodar ofar ar	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_24	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 24 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_24] setze das vollständige opake Lokaletikett «sodar ofar ar». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
25	A1	f67r2	f67r2.25	1	62	A1:G062	ydam	ydam	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_25	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 25 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_25] setze das vollständige opake Lokaletikett «ydam». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
26	A1	f67r2	f67r2.26	3	63|64|65	A1:G063|A1:G064|A1:G065	yteoor|yto|ykor	yteoor yto ykor	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_26	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 26 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_26] setze das vollständige opake Lokaletikett «yteoor yto ykor». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
27	A1	f67r2	f67r2.27	4	66|67|68|69	A1:G066|A1:G067|A1:G068|A1:G069	okeo|r|aiin|am	okeo r aiin am	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_27	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 27 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_27] setze das vollständige opake Lokaletikett «okeo r aiin am». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
28	A1	f67r2	f67r2.28	2	70|71	A1:G070|A1:G071	okain|am	okain am	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_28	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 28 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_28] setze das vollständige opake Lokaletikett «okain am». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
29	A1	f67r2	f67r2.29	2	72|73	A1:G072|A1:G073	ytody|saiin	ytody saiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_29	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 29 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_29] setze das vollständige opake Lokaletikett «ytody saiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
