group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	owner_status	local_namespace_owner	exact_literal_layer	concrete_local_default	source_class	confidence	historical_celestial_rival	technical_or_formal_rival	strongest_contradiction	orientation_status	cross_namespace_mapping	semantic_ceiling
11	A1	f67r2	f67r2.4	2	A1:G011	sykos	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_04	[SURFACE:sykos] > [OPAQUE_LOCAL:A1:G011] > [OWNER:A1_RIGHT_SECTOR_SLOT_04] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_04“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
12	A1	f67r2	f67r2.5	1	A1:G012	ykeody	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_05	[SURFACE:ykeody] > [OPAQUE_LOCAL:A1:G012] > [OWNER:A1_RIGHT_SECTOR_SLOT_05] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_05“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
13	A1	f67r2	f67r2.5	2	A1:G013	okchy	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_05	[SURFACE:okchy] > [OPAQUE_LOCAL:A1:G013] > [OWNER:A1_RIGHT_SECTOR_SLOT_05] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_05“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
14	A1	f67r2	f67r2.6	1	A1:G014	dchetay	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_06	[SURFACE:dchetay] > [OPAQUE_LOCAL:A1:G014] > [OWNER:A1_RIGHT_SECTOR_SLOT_06] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_06“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
15	A1	f67r2	f67r2.7	1	A1:G015	ykchy	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_07	[SURFACE:ykchy] > [OPAQUE_LOCAL:A1:G015] > [OWNER:A1_RIGHT_SECTOR_SLOT_07] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_07“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
16	A1	f67r2	f67r2.7	2	A1:G016	kchey	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_07	[SURFACE:kchey] > [OPAQUE_LOCAL:A1:G016] > [OWNER:A1_RIGHT_SECTOR_SLOT_07] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_07“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
17	A1	f67r2	f67r2.7	3	A1:G017	ykchys	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_07	[SURFACE:ykchys] > [OPAQUE_LOCAL:A1:G017] > [OWNER:A1_RIGHT_SECTOR_SLOT_07] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_07“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
18	A1	f67r2	f67r2.8	1	A1:G018	chkchdar	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_08	[SURFACE:chkchdar] > [OPAQUE_LOCAL:A1:G018] > [OWNER:A1_RIGHT_SECTOR_SLOT_08] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_08“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
19	A1	f67r2	f67r2.9	1	A1:G019	ykar	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_09	[SURFACE:ykar] > [OPAQUE_LOCAL:A1:G019] > [OWNER:A1_RIGHT_SECTOR_SLOT_09] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_09“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
20	A1	f67r2	f67r2.9	2	A1:G020	ykaly	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_09	[SURFACE:ykaly] > [OPAQUE_LOCAL:A1:G020] > [OWNER:A1_RIGHT_SECTOR_SLOT_09] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_09“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
21	A1	f67r2	f67r2.10	1	A1:G021	lkshy	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_10	[SURFACE:lkshy] > [OPAQUE_LOCAL:A1:G021] > [OWNER:A1_RIGHT_SECTOR_SLOT_10] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_10“ das Beschriftungsfragment 1 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
22	A1	f67r2	f67r2.10	2	A1:G022	kchy	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_10	[SURFACE:kchy] > [OPAQUE_LOCAL:A1:G022] > [OWNER:A1_RIGHT_SECTOR_SLOT_10] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_10“ das Beschriftungsfragment 2 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
23	A1	f67r2	f67r2.10	3	A1:G023	okar	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_10	[SURFACE:okar] > [OPAQUE_LOCAL:A1:G023] > [OWNER:A1_RIGHT_SECTOR_SLOT_10] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_RIGHT_SECTOR_SLOT_10“ das Beschriftungsfragment 3 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.34	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
