local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only_exact	v75_local_namespace	v75_instrument_id	smallest_visible_owner	owner_status	local_lookup_address	source_class	formal_role_sequence_address_only	complete_concrete_technical_locus_reading	orientation_and_start_alternatives	crosspage_contract	confidence	iatromedical_rival	formal_iconographic_rival	visible_basis	contradiction	semantic_ceiling
A1:L030	A1	f67r2	f67r2.30	30	2	A1:G074|A1:G075	ochol olol	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_30	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_30	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_30“. Kopiere die sichtbare Gruppe „ochol“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_30“. Kopiere die sichtbare Gruppe „olol“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L031	A1	f67r2	f67r2.31	31	1	A1:G076	opcholdy	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_31	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_31	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	ROW_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_31“. Kopiere die sichtbare Gruppe „opcholdy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L032	A1	f67r2	f67r2.32	32	4	A1:G077|A1:G078|A1:G079|A1:G080	dosar odas air alaiin	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_32	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_32	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „dosar“ als Fragment 1/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „odas“ als Fragment 2/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „air“ als Fragment 3/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_32“. Kopiere die sichtbare Gruppe „alaiin“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L033	A1	f67r2	f67r2.33	33	3	A1:G081|A1:G082|A1:G083	dokan oear odal	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_33	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_33	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_33“. Kopiere die sichtbare Gruppe „dokan“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_33“. Kopiere die sichtbare Gruppe „oear“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_33“. Kopiere die sichtbare Gruppe „odal“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L034	A1	f67r2	f67r2.34	34	2	A1:G084|A1:G085	ofar oeoldan	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_34	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_34	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	ROW_KEY > ROW_REDUNDANCY_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_34“. Kopiere die sichtbare Gruppe „ofar“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_34“. Kopiere die sichtbare Gruppe „oeoldan“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L035	A1	f67r2	f67r2.35	35	3	A1:G086|A1:G087|A1:G088	chol giin okol	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_35	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_35	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_35“. Kopiere die sichtbare Gruppe „chol“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_35“. Kopiere die sichtbare Gruppe „giin“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_35“. Kopiere die sichtbare Gruppe „okol“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L036	A1	f67r2	f67r2.36	36	3	A1:G089|A1:G090|A1:G091	ytor daiin or	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_36	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_36	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_36“. Kopiere die sichtbare Gruppe „ytor“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_36“. Kopiere die sichtbare Gruppe „daiin“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_36“. Kopiere die sichtbare Gruppe „or“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L037	A1	f67r2	f67r2.37	37	1	A1:G092	ytoaiin	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_37	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_37	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	ROW_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_37“. Kopiere die sichtbare Gruppe „ytoaiin“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L038	A1	f67r2	f67r2.38	38	2	A1:G093|A1:G094	otoldos octhole	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_38	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_38	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_38“. Kopiere die sichtbare Gruppe „otoldos“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_38“. Kopiere die sichtbare Gruppe „octhole“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L039	A1	f67r2	f67r2.39	39	3	A1:G095|A1:G096|A1:G097	sor chedaiin dy	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_39	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_39	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_39“. Kopiere die sichtbare Gruppe „sor“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_39“. Kopiere die sichtbare Gruppe „chedaiin“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_39“. Kopiere die sichtbare Gruppe „dy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L040	A1	f67r2	f67r2.40	40	3	A1:G098|A1:G099|A1:G100	yteos oiin og	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_40	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_40	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_40“. Kopiere die sichtbare Gruppe „yteos“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_40“. Kopiere die sichtbare Gruppe „oiin“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_40“. Kopiere die sichtbare Gruppe „og“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L041	A1	f67r2	f67r2.41	41	2	A1:G101|A1:G102	ytoeopchey chekody	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_41	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_41	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_41“. Kopiere die sichtbare Gruppe „ytoeopchey“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_41“. Kopiere die sichtbare Gruppe „chekody“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
