statement_id	record_unit_id	page	mould_id	owner_argument_de	portable_literal_chain_de	formula_expansion_de	controlled_fluent_de	owner_terms_are_portable	automatic_fill_prohibited
H4-S002	H4	f55v	M09_APPLICATION_FASTEN	Bildpflanze; örtlicher Blattauszug und gebundener Rest	Sollmaß | überführen | Ziel · verwahren	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; örtlicher Blattauszug und gebundener Rest. Karten: Sollmaß; überführen; Ziel · verwahren.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H4-S003	H4	f55v	M01_MATERIAL_PREPARATION	Bildpflanze; örtlicher Blattauszug und gebundener Rest	Posten · Sollmaß | Auszug · Quelle | länger bearbeiten | fertig	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; örtlicher Blattauszug und gebundener Rest. Karten: Posten · Sollmaß; Auszug · Quelle; länger bearbeiten; fertig.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H4-S004	H4	f55v	M01_MATERIAL_PREPARATION	Bildpflanze; örtlicher Blattauszug und gebundener Rest	Sollmaß | dorthin einsetzen | weiter · bereitstellen · Posten | Ansatz | dies | Bereitung · Anteil	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; örtlicher Blattauszug und gebundener Rest. Karten: Sollmaß; dorthin einsetzen; weiter · bereitstellen · Posten; Ansatz; dies; Bereitung · Anteil.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H5-S001	H5	f56r	M01_MATERIAL_PREPARATION	Bildpflanze; frisches Material und zwei örtliche Zubereitungen	Zugabe · Bereitung | weitere Zutat | Zugabe · Ziel · Posten | Sollmaß | weitere Zutat | bearbeiten · weiter | Folgeansatz | einsetzen | dorthin	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; frisches Material und zwei örtliche Zubereitungen. Karten: Zugabe · Bereitung; weitere Zutat; Zugabe · Ziel · Posten; Sollmaß; weitere Zutat; bearbeiten · weiter; Folgeansatz; einsetzen; dorthin.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H5-S002	H5	f56r	M06_FILTER_CLEAR_PRODUCT	Bildpflanze; frisches Material und zwei örtliche Zubereitungen	vom vorigen | Zugabe · Posten | einsetzen | Langpassage; Schluss	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; frisches Material und zwei örtliche Zubereitungen. Karten: vom vorigen; Zugabe · Posten; einsetzen; Langpassage; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H5-S003	H5	f56r	M05_STATE_CLOSE	Bildpflanze; frisches Material und zwei örtliche Zubereitungen	halten | weitere Zutat | bearbeiten · kurz · Posten | einsetzen · einsetzen · Posten	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; frisches Material und zwei örtliche Zubereitungen. Karten: halten; weitere Zutat; bearbeiten · kurz · Posten; einsetzen · einsetzen · Posten.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H5-S004	H5	f56r	M01_MATERIAL_PREPARATION	Bildpflanze; frisches Material und zwei örtliche Zubereitungen	weiterbearbeiten | einsetzen · Auszug | bearbeiten · Ziel	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; frisches Material und zwei örtliche Zubereitungen. Karten: weiterbearbeiten; einsetzen · Auszug; bearbeiten · Ziel.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H5-S005	H5	f56r	M09_APPLICATION_FASTEN	Bildpflanze; frisches Material und zwei örtliche Zubereitungen	weitere Zutat | weiterbearbeiten | Auszug · Quelle | danach · anwenden	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; frisches Material und zwei örtliche Zubereitungen. Karten: weitere Zutat; weiterbearbeiten; Auszug · Quelle; danach · anwenden.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
H5-S006	H5	f56r	M04_ORDER_CONTINUATION	Bildpflanze; frisches Material und zwei örtliche Zubereitungen	das nächste | kurz · weiter | Sollmaß	KEINE KLAMMERFORMEL	Besitzer: Bildpflanze; frisches Material und zwei örtliche Zubereitungen. Karten: das nächste; kurz · weiter; Sollmaß.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S001	B1	f81v	M05_STATE_CLOSE	gemeinsames zweireihiges Figurenbecken	kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S002	B1	f81v	M08_CARRIED_PREPARATION_FRAME	gemeinsames zweireihiges Figurenbecken	bemessen | Lauf | dorthin einsetzen | davon | weiter | Anteil | weiter · Anteil | dorthin | weiter | weiter | Zusatz | derselbe Ansatz | weiter | Passage · kurz · Ziel | Sollmaß | einsetzen · länger · Ziel | Sollmaß | durchleiten | überführen; Schluss	Fortsetzung mit demselben Ansatz	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: bemessen; Lauf; dorthin einsetzen; davon; weiter; Anteil; weiter · Anteil; dorthin; weiter; weiter; Zusatz; derselbe Ansatz; weiter; Passage · kurz · Ziel; Sollmaß; einsetzen · länger · Ziel; Sollmaß; durchleiten; überführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S003	B1	f81v	M04_ORDER_CONTINUATION	gemeinsames zweireihiges Figurenbecken	weiter | Haltetransfer; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: weiter; Haltetransfer; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S004	B1	f81v	M04_ORDER_CONTINUATION	gemeinsames zweireihiges Figurenbecken	überführen | weiter | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: überführen; weiter; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S005	B1	f81v	M10_LOCAL_EXACT_CELL	gemeinsames zweireihiges Figurenbecken	weiterführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: weiterführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S006	B1	f81v	M03_TARGET_TRANSFER	gemeinsames zweireihiges Figurenbecken	Anteil zugeben | durchleiten | Zusatz | Ziel	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: Anteil zugeben; durchleiten; Zusatz; Ziel.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S007	B1	f81v	M10_LOCAL_EXACT_CELL	gemeinsames zweireihiges Figurenbecken	einführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: einführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S008	B1	f81v	M04_ORDER_CONTINUATION	gemeinsames zweireihiges Figurenbecken	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: dies; weiter; kurz wärmen; weiter; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S009	B1	f81v	M05_STATE_CLOSE	gemeinsames zweireihiges Figurenbecken	kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S010	B1	f81v	M05_STATE_CLOSE	gemeinsames zweireihiges Figurenbecken	kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S011	B1	f81v	M10_LOCAL_EXACT_CELL	gemeinsames zweireihiges Figurenbecken	durchleiten | einsetzen	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: durchleiten; einsetzen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S012	B1	f81v	M06_FILTER_CLEAR_PRODUCT	gemeinsames zweireihiges Figurenbecken	waschen | kurz einwirken | waschen; schließen	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: waschen; kurz einwirken; waschen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S013	B1	f81v	M06_FILTER_CLEAR_PRODUCT	gemeinsames zweireihiges Figurenbecken	waschen; schließen	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: waschen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S014	B1	f81v	M04_ORDER_CONTINUATION	gemeinsames zweireihiges Figurenbecken	überführen | weiter | abführen · übertragen · Ziel | weiter | danach · Quelle	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: überführen; weiter; abführen · übertragen · Ziel; weiter; danach · Quelle.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S015	B1	f81v	M05_STATE_CLOSE	gemeinsames zweireihiges Figurenbecken	Posten · kurz · Teil | einführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: Posten · kurz · Teil; einführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S016	B1	f81v	M04_ORDER_CONTINUATION	gemeinsames zweireihiges Figurenbecken	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: dorthin einsetzen; lange einwirken; weiter; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S017	B1	f81v	M03_TARGET_TRANSFER	gemeinsames zweireihiges Figurenbecken	dorthin | kurz · weiter | übertragen; schließen	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: dorthin; kurz · weiter; übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S018	B1	f81v	M03_TARGET_TRANSFER	gemeinsames zweireihiges Figurenbecken	abführen · Posten | halten · kurz · weiter | Arbeitsstufe | lange sammeln; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: abführen · Posten; halten · kurz · weiter; Arbeitsstufe; lange sammeln; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S019	B1	f81v	M05_STATE_CLOSE	gemeinsames zweireihiges Figurenbecken	kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S020	B1	f81v	M05_STATE_CLOSE	gemeinsames zweireihiges Figurenbecken	kurz wärmen | seihen; Schluss	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: kurz wärmen; seihen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B1-S021	B1	f81v	M03_TARGET_TRANSFER	gemeinsames zweireihiges Figurenbecken	dorthin	KEINE KLAMMERFORMEL	Besitzer: gemeinsames zweireihiges Figurenbecken. Karten: dorthin.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S001	B2	f82r	M10_LOCAL_EXACT_CELL	jeweils nächster sichtbarer Becken-/Gerätebesitzer	überführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: überführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S002	B2	f82r	M10_LOCAL_EXACT_CELL	jeweils nächster sichtbarer Becken-/Gerätebesitzer	weiterführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: weiterführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S003	B2	f82r	M05_STATE_CLOSE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	Anteil zugeben | dies | lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: Anteil zugeben; dies; lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S004	B2	f82r	M06_FILTER_CLEAR_PRODUCT	jeweils nächster sichtbarer Becken-/Gerätebesitzer	dorthin einsetzen | abführen · Passage · Posten | abführen · übertragen | lange einwirken | abführen · trennen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: dorthin einsetzen; abführen · Passage · Posten; abführen · übertragen; lange einwirken; abführen · trennen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S005	B2	f82r	M03_TARGET_TRANSFER	jeweils nächster sichtbarer Becken-/Gerätebesitzer	einsetzen · Ziel · Posten | auffangen · Sollmaß | durchleiten | bemessen | bemessen | bereitstellen · weiter | wärmen · länger · Posten | abziehen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: einsetzen · Ziel · Posten; auffangen · Sollmaß; durchleiten; bemessen; bemessen; bereitstellen · weiter; wärmen · länger · Posten; abziehen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S006	B2	f82r	M06_FILTER_CLEAR_PRODUCT	jeweils nächster sichtbarer Becken-/Gerätebesitzer	danach · länger · Posten | dorthin einsetzen | Passage · kurz · Posten | einsetzen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: danach · länger · Posten; dorthin einsetzen; Passage · kurz · Posten; einsetzen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S007	B2	f82r	M05_STATE_CLOSE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	absetzen · kurz; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: absetzen · kurz; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S008	B2	f82r	M04_ORDER_CONTINUATION	jeweils nächster sichtbarer Becken-/Gerätebesitzer	Folgemaß | einsetzen · Quelle | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: Folgemaß; einsetzen · Quelle; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S009	B2	f82r	M05_STATE_CLOSE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	weiter · absetzen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: weiter · absetzen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S010	B2	f82r	M06_FILTER_CLEAR_PRODUCT	jeweils nächster sichtbarer Becken-/Gerätebesitzer	lange einwirken | einsetzen | abführen | Klarauszug	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: lange einwirken; einsetzen; abführen; Klarauszug.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S011	B2	f82r	M02_SOURCE_SHARE_MEASURE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: Anteil zugeben; davon; Anteil zugeben; lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S012	B2	f82r	M06_FILTER_CLEAR_PRODUCT	jeweils nächster sichtbarer Becken-/Gerätebesitzer	abführen · Posten | Klarauszug | bereitstellen · kurz · Posten | lange einwirken | abführen · Klarlauf | Sollmaß | dies | einsetzen · vollständig; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: abführen · Posten; Klarauszug; bereitstellen · kurz · Posten; lange einwirken; abführen · Klarlauf; Sollmaß; dies; einsetzen · vollständig; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S013	B2	f82r	M03_TARGET_TRANSFER	jeweils nächster sichtbarer Becken-/Gerätebesitzer	abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S014	B2	f82r	M03_TARGET_TRANSFER	jeweils nächster sichtbarer Becken-/Gerätebesitzer	abführen · Quelle	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: abführen · Quelle.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S015	B2	f82r	M06_FILTER_CLEAR_PRODUCT	jeweils nächster sichtbarer Becken-/Gerätebesitzer	Klarlauf | lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: Klarlauf; lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S016	B2	f82r	M03_TARGET_TRANSFER	jeweils nächster sichtbarer Becken-/Gerätebesitzer	dorthin | abführen · übertragen · Quelle | teilen | Sollmaß | danach · länger · Posten | bemessen | kurz einwirken | zuführen · übertragen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: dorthin; abführen · übertragen · Quelle; teilen; Sollmaß; danach · länger · Posten; bemessen; kurz einwirken; zuführen · übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S017	B2	f82r	M03_TARGET_TRANSFER	jeweils nächster sichtbarer Becken-/Gerätebesitzer	halten · kurz · Ziel | Ziel; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: halten · kurz · Ziel; Ziel; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S018	B2	f82r	M05_STATE_CLOSE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S019	B2	f82r	M06_FILTER_CLEAR_PRODUCT	jeweils nächster sichtbarer Becken-/Gerätebesitzer	waschen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: waschen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S020	B2	f82r	M05_STATE_CLOSE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	danach · länger; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: danach · länger; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S021	B2	f82r	M05_STATE_CLOSE	jeweils nächster sichtbarer Becken-/Gerätebesitzer	lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B2-S022	B2	f82r	M03_TARGET_TRANSFER	jeweils nächster sichtbarer Becken-/Gerätebesitzer	abführen · übertragen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächster sichtbarer Becken-/Gerätebesitzer. Karten: abführen · übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S001	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	lange sammeln; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: lange sammeln; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S002	B3	f83r	M04_ORDER_CONTINUATION	jeweils nächste sichtbare Transfer-/Zustandsstation	danach dorthin | wärmen · länger; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: danach dorthin; wärmen · länger; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S003	B3	f83r	M07_PAIRED_MEASURE_FRAME	jeweils nächste sichtbare Transfer-/Zustandsstation	dies | Sollmaß | dies | abführen; Schluss	zwei Posten unter demselben Sollmaß	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: dies; Sollmaß; dies; abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S004	B3	f83r	M02_SOURCE_SHARE_MEASURE	jeweils nächste sichtbare Transfer-/Zustandsstation	bemessen | danach dorthin | davon	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: bemessen; danach dorthin; davon.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S005	B3	f83r	M10_LOCAL_EXACT_CELL	jeweils nächste sichtbare Transfer-/Zustandsstation	überführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: überführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S006	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	übertragen · Posten | dorthin einsetzen | weiterführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: übertragen · Posten; dorthin einsetzen; weiterführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S007	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	bemessen | überführen | lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: bemessen; überführen; lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S008	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S009	B3	f83r	M10_LOCAL_EXACT_CELL	jeweils nächste sichtbare Transfer-/Zustandsstation	einsetzen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: einsetzen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
