master_card_id	master_form	event_count	records	old_value_de	short_value_de	owner_noun_hits	old_value_over_three_words	decision	owner_argument_policy
MC081	okair	1	B3	einsetzen · Flüssigkeitslauf	einsetzen · Lauf	Flüssigkeitslauf	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC084	rshedy	1	B2	waschen; schließen	waschen; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC085	cheoar	1	H4	Auszug · Ausgang	Auszug · Quelle	Ausgang	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC087	chodaiin	1	H2	Zutat · Sollmaß	Zugabe · Sollmaß	Zutat	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC089	skar	1	B4	ausgießen · Ausgang	ausgießen · Quelle	Ausgang	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC090	kchol	1	H5	bearbeiten · weiter	bearbeiten · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_SEQUENCE
MC091	dairydy	1	B4	Flüssigkeitslauf · Posten; schließen	Lauf · Posten; schließen	Flüssigkeitslauf	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC092	lol	1	B5	abführen · weiter	abführen · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_SOURCE_PATH_TARGET
MC094	cheeety	1	B3	vollständig · Teil	vollständig · Teil	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC095	sheey	1	B4	halten · länger · Posten	halten · länger · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC096	qokeedal	1	B1	einsetzen · länger · Zielstelle	einsetzen · länger · Ziel	Zielstelle	NO	REMOVE_OWNER_NOUN	ACTIVE_BATCH_OR_STATION_STATE
MC097	olkain	2	B1|B4	weiter · Anteil	weiter · Anteil	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_ITEM_AND_LOCAL_UNIT
MC098	tshol	1	H3	Zutat · abführen	Zugabe · abführen	Zutat	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC099	cheeckhody	1	H5	länger · Durchgang · Zutat; schließen	Langpassage; Schluss	Durchgang|Zutat	YES	REMOVE_OWNER_NOUN_AND_COMPRESS	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC100	ody	1	H4	kühlen	kühlen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC101	ldalor	1	B6	Zielstelle	Ziel	Zielstelle	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC102	rsheal	1	B2	halten · kurz · Zielstelle	halten · kurz · Ziel	Zielstelle	NO	REMOVE_OWNER_NOUN	ACTIVE_BATCH_OR_STATION_STATE
MC104	keol	1	H5	kurz · weiter	kurz · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC106	teol	1	B1	kurz · weiter	kurz · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC107	qotchy	1	H3	danach · Posten	danach · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_SEQUENCE
MC108	etyd	1	H1	kurz · Teil	kurz · Teil	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC109	ytey	1	B1	Posten · kurz · Teil	Posten · kurz · Teil	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC110	chkeedy	1	B3	wärmen · länger; schließen	wärmen · länger; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC111	shfydaiin	1	H3	halten · Sollmaß	halten · Sollmaß	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC112	octheol	1	B2	bereitstellen · weiter	bereitstellen · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC113	shedal	2	B3|B5	absetzen · Zielstelle	absetzen · Ziel	Zielstelle	NO	REMOVE_OWNER_NOUN	ACTIVE_BATCH_OR_STATION_STATE
MC114	sh	1	H5	halten	halten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC115	qoctholy	1	H2	bereitstellen · weiter · Posten	bereitstellen · weiter · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC116	schedair	1	B3	Flüssigkeitslauf	Lauf	Flüssigkeitslauf	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC117	kchy	1	H3	bearbeiten · Posten	bearbeiten · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_EXEMPLAR_OWNER
MC118	ly	1	B1	abführen · Posten	abführen · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_SOURCE_PATH_TARGET
MC121	otar	1	B1	danach · Ausgang	danach · Quelle	Ausgang	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC122	kchey	1	H5	bearbeiten · kurz · Posten	bearbeiten · kurz · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC124	lkedy	1	B4	abführen · kurz; schließen	abführen · kurz; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC125	chochor	1	H5	Zutat · Ansatz	Zugabe · Bereitung	Zutat|Ansatz	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC126	pchedal	1	B3	zuführen · übertragen · Zielstelle	zuführen · übertragen · Ziel	Zielstelle	NO	REMOVE_OWNER_NOUN	LOCAL_SOURCE_PATH_TARGET
MC127	lched	1	B2	abführen · übertragen	abführen · übertragen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_SOURCE_PATH_TARGET
MC129	cfhy	1	H3	auswringen · Posten	auswringen · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC130	lsho	1	B1	waschen	waschen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC131	choy	1	H5	Zutat · Posten	Zugabe · Posten	Zutat	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC132	sheckhy	1	B2	Durchgang · kurz · Posten	Passage · kurz · Posten	Durchgang	NO	REMOVE_OWNER_NOUN	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC133	lcheckhedy	1	B2	abführen · trennen; schließen	abführen · trennen; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC134	qolky	1	B1	weiter	weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_SEQUENCE
MC135	otedy	2	B3	danach · kurz; schließen	danach · kurz; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC136	kchoar	1	H5	Auszug · Ausgang	Auszug · Quelle	Ausgang	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC137	shecthy	1	B3	bereitstellen · kurz · Posten	bereitstellen · kurz · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC138	dshedy	1	B2	absetzen · kurz; schließen	absetzen · kurz; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC139	dchdy	1	B1	übertragen; schließen	übertragen; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_SOURCE_PATH_TARGET
MC140	qokeeedy	1	B2	einsetzen · vollständig; schließen	einsetzen · vollständig; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC141	tshey	1	B2	Klarlauf	Klarlauf	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC144	chldaiin	1	B3	absetzen · Sollmaß	absetzen · Sollmaß	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC145	chedain	1	B3	übertragen · Anteil	übertragen · Anteil	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_SOURCE_PATH_TARGET
MC146	chealror	1	B3	Zielstelle · Ansatz	Ziel · Bereitung	Zielstelle|Ansatz	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC148	ykan	1	H4	Posten · Anteil	Posten · Anteil	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_ITEM_AND_LOCAL_UNIT
MC149	solshedy	1	B2	weiter · absetzen; schließen	weiter · absetzen; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC150	okeeol	1	B4	einsetzen · länger · weiter	einsetzen · länger · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC151	qokshedy	1	B3	einsetzen · absetzen; schließen	einsetzen · absetzen; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC152	ches	1	B2	teilen	teilen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_EXEMPLAR_OWNER
MC156	cphy	1	H3	nachseihen · Posten	nachseihen · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC158	cthoor	1	H1	bereitstellen · Ansatz	bereitstellen · Bereitung	Ansatz	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC159	os	1	H1	Gefäß	Aufnahme	Gefäß	NO	REMOVE_OWNER_NOUN	PICTURE_MATERIAL_OR_LOCAL_PREPARATION
MC160	talam	1	H4	Zielstelle · verwahren	Ziel · verwahren	Zielstelle	NO	REMOVE_OWNER_NOUN	VISIBLE_APPLICATION_OR_STORAGE_OWNER
MC162	qolchey	1	B4	weiter · Posten	weiter · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_SEQUENCE
MC163	qotchol	1	H1	danach · weiter	danach · weiter	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_SEQUENCE
MC164	qokylddy	1	B4	einsetzen · Posten · festbinden	einsetzen · Posten · festbinden	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	VISIBLE_APPLICATION_OR_STORAGE_OWNER
MC165	qockhey	1	B4	einsetzen · Durchgang · kurz · Posten	Kurzpassage	Durchgang	YES	REMOVE_OWNER_NOUN_AND_COMPRESS	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC166	chkeey	1	B2	wärmen · länger · Posten	wärmen · länger · Posten	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC167	lochedy	1	B2	abführen · übertragen; schließen	abführen · übertragen; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	LOCAL_SOURCE_PATH_TARGET
MC168	lcheckhy	1	B2	abführen · Durchgang · Posten	abführen · Passage · Posten	Durchgang	NO	REMOVE_OWNER_NOUN	LOCAL_MEDIUM_PATH_OR_PRODUCT
MC169	cthaiin	1	H2	bereitstellen · Sollmaß	bereitstellen · Sollmaß	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
MC170	ykaiin	1	H4	Posten · Sollmaß	Posten · Sollmaß	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_ITEM_AND_LOCAL_UNIT
MC172	daiiin	1	B5	Arbeitsstufe	Arbeitsstufe	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_ITEM_AND_LOCAL_UNIT
MC173	qoteedy	2	B2|B3	danach · länger; schließen	danach · länger; schließen	NONE	NO	KEEP_SHORT_SPECIALIST_VALUE	ACTIVE_BATCH_OR_STATION_STATE
