event_id	page	record	statement_id	card_no	surface	component_recipe	selected_roots	portable_contributions_de	composed_reading_de
E023	f10r	H2	H2-S001	PROC019	shy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E030	f10r	H2	H2-S002	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E032	f10r	H2	H2-S003	PROC023	oykchor	O+Y+K+OR	Y+K	ARBEITSPOSTEN · ZUDOSIEREN	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ
E035	f10r	H2	H2-S003	PROC019	chy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E036	f10r	H2	H2-S003	PROC024	kaiiin	K+IIN	K+IIN	ZUDOSIEREN · ARBEITSSTUFE	ZUDOSIEREN · ARBEITSSTUFE
E037	f10r	H2	H2-S003	PROC019	dy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E038	f10r	H2	H2-S003	PROC025	chodaiin	CH+O+AIIN	AIIN	SOLLMASS	ABNEHMEN · ARBEITSGANG · SOLLMASS
E041	f11r	H3	H3-S001	PROC028	cfhy	CFH+Y	Y	ARBEITSPOSTEN	AUSWRINGEN · ARBEITSPOSTEN
E042	f11r	H3	H3-S001	PROC029	shfydaiin	SH+Y+AIIN	Y+AIIN	ARBEITSPOSTEN · SOLLMASS	HALTEN · ARBEITSPOSTEN · SOLLMASS
E043	f11r	H3	H3-S001	PROC030	cphy	P+Y	Y	ARBEITSPOSTEN	EINFUELLEN · ARBEITSPOSTEN
E044	f11r	H3	H3-S001	PROC031	shey	SH+EE+Y	Y	ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E046	f11r	H3	H3-S002	PROC033	shoyty	SH+O+Y+T+Y	Y+Y	ARBEITSPOSTEN · ARBEITSPOSTEN	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN
E048	f11r	H3	H3-S003	PROC019	chy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E049	f11r	H3	H3-S003	PROC035	kchy	K+Y	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	ZUDOSIEREN · ARBEITSPOSTEN
E050	f11r	H3	H3-S003	PROC019	dy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E051	f11r	H3	H3-S003	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E052	f11r	H3	H3-S004	PROC036	qotchy	OT+Y	Y	ARBEITSPOSTEN	DANACH · ARBEITSPOSTEN
E054	f11r	H3	H3-S004	PROC014	cthy	CTH+Y	Y	ARBEITSPOSTEN	BEREIT · ARBEITSPOSTEN
E055	f11r	H3	H3-S004	PROC019	dy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E056	f55v	H4	H4-S001	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E057	f55v	H4	H4-S001	PROC009	chaiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E058	f55v	H4	H4-S001	PROC039	ykain	Y+K+AIN	Y+K+AIN	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	ARBEITSPOSTEN · ZUDOSIEREN · PORTION
E059	f55v	H4	H4-S001	PROC040	ykan	Y+K+AN	Y+K	ARBEITSPOSTEN · ZUDOSIEREN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION
E061	f55v	H4	H4-S002	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E062	f55v	H4	H4-S002	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E064	f55v	H4	H4-S003	PROC044	ykaiin	Y+K+AIIN	Y+K+AIIN	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS
E066	f55v	H4	H4-S003	PROC046	cheeky	CHK+EE+Y	Y	ARBEITSPOSTEN	WAERMEN · LANG · ARBEITSPOSTEN
E068	f55v	H4	H4-S004	PROC009	aiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E070	f55v	H4	H4-S004	PROC049	oltchy	OL+T+Y	Y	ARBEITSPOSTEN	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN
E072	f55v	H4	H4-S004	PROC019	y	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E073	f55v	H4	H4-S004	PROC050	orain	OR+AIN	AIN	PORTION	ANSATZ · PORTION
E074	f56r	H5	H5-S001	PROC051	chochor	HO+CH+OR	HO	ZUTAT	ZUTAT · ABNEHMEN · ANSATZ
E075	f56r	H5	H5-S001	PROC052	cho	HO	HO	ZUTAT	ZUTAT
E076	f56r	H5	H5-S001	PROC053	chodaly	HO+AL+Y	HO+Y	ZUTAT · ARBEITSPOSTEN	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN
E077	f56r	H5	H5-S001	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E078	f56r	H5	H5-S001	PROC052	sho	HO	HO	ZUTAT	ZUTAT
E079	f56r	H5	H5-S001	PROC054	kchol	K+OL	K	ZUDOSIEREN	ZUDOSIEREN · FORTSETZEN
E081	f56r	H5	H5-S001	PROC008	choky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E084	f56r	H5	H5-S002	PROC056	choy	HO+Y	HO+Y	ZUTAT · ARBEITSPOSTEN	ZUTAT · ARBEITSPOSTEN
E085	f56r	H5	H5-S002	PROC008	choky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E088	f56r	H5	H5-S003	PROC052	cho	HO	HO	ZUTAT	ZUTAT
E089	f56r	H5	H5-S003	PROC059	kchey	K+E+Y	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	ZUDOSIEREN · KURZ · ARBEITSPOSTEN
E090	f56r	H5	H5-S003	PROC060	qokokchy	OK+OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ANSETZEN · ARBEITSPOSTEN
E091	f56r	H5	H5-S004	PROC011	okchy	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E093	f56r	H5	H5-S004	PROC062	kchal	K+AL	K	ZUDOSIEREN	ZUDOSIEREN · ZIELSTELLE
E094	f56r	H5	H5-S005	PROC052	sho	HO	HO	ZUTAT	ZUTAT
E095	f56r	H5	H5-S005	PROC011	chokchy	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E096	f56r	H5	H5-S005	PROC063	kchoar	K+HO+AR	K+HO	ZUDOSIEREN · ZUTAT	ZUDOSIEREN · ZUTAT · VORRAT
E097	f56r	H5	H5-S005	PROC064	sotodan	OT+O+AIN	AIN	PORTION	DANACH · ARBEITSGANG · PORTION
E098	f56r	H5	H5-S006	PROC065	otchey	OT+Y	Y	ARBEITSPOSTEN	DANACH · ARBEITSPOSTEN
E099	f56r	H5	H5-S006	PROC066	keol	K+E+OL	K	ZUDOSIEREN	ZUDOSIEREN · KURZ · FORTSETZEN
E100	f56r	H5	H5-S006	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E102	f81v	B1	B1-S002	PROC038	okaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E103	f81v	B1	B1-S002	PROC068	kair	K+AIR	K	ZUDOSIEREN	ZUDOSIEREN · FLUESSIGKEITSLAUF
E107	f81v	B1	B1-S002	PROC069	kain	K+AIN	K+AIN	ZUDOSIEREN · PORTION	ZUDOSIEREN · PORTION
E108	f81v	B1	B1-S002	PROC070	olkain	OL+K+AIN	K+AIN	ZUDOSIEREN · PORTION	FORTSETZEN · ZUDOSIEREN · PORTION
E116	f81v	B1	B1-S002	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E118	f81v	B1	B1-S002	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E119	f81v	B1	B1-S002	PROC075	chckhy	CKH+Y	Y	ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E122	f81v	B1	B1-S003	PROC077	sshkchdy	SH+K+CHD+DY	K	ZUDOSIEREN	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS
E123	f81v	B1	B1-S004	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E127	f81v	B1	B1-S006	PROC080	qokain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E128	f81v	B1	B1-S006	PROC075	shckhy	CKH+Y	Y	ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E132	f81v	B1	B1-S008	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E134	f81v	B1	B1-S008	PROC083	cheky	CHK+E+Y	Y	ARBEITSPOSTEN	WAERMEN · KURZ · ARBEITSPOSTEN
E139	f81v	B1	B1-S011	PROC075	chckhy	CKH+Y	Y	ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E142	f81v	B1	B1-S012	PROC085	qokey	OK+E+Y	Y	ARBEITSPOSTEN	ANSETZEN · KURZ · ARBEITSPOSTEN
E145	f81v	B1	B1-S014	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E146	f81v	B1	B1-S014	PROC087	qolky	SOLK+Y	Y	ARBEITSPOSTEN	AUFFANGEN · ARBEITSPOSTEN
E150	f81v	B1	B1-S015	PROC090	ytey	T+E+Y	Y	ARBEITSPOSTEN	EINTRAGEN · KURZ · ARBEITSPOSTEN
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E159	f81v	B1	B1-S018	PROC095	ly	L+Y	Y	ARBEITSPOSTEN	WEITERLEITEN · ARBEITSPOSTEN
E161	f81v	B1	B1-S018	PROC097	oiiin	O+IIN	IIN	ARBEITSSTUFE	ARBEITSGANG · ARBEITSSTUFE
E164	f81v	B1	B1-S020	PROC083	cheky	CHK+E+Y	Y	ARBEITSPOSTEN	WAERMEN · KURZ · ARBEITSPOSTEN
E169	f82r	B2	B2-S003	PROC080	qokain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E170	f82r	B2	B2-S003	PROC019	dy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E173	f82r	B2	B2-S004	PROC101	lcheckhy	L+CKH+Y	Y	ARBEITSPOSTEN	WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E177	f82r	B2	B2-S005	PROC104	qokaly	OK+AL+Y	Y	ARBEITSPOSTEN	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN
E178	f82r	B2	B2-S005	PROC105	solkaiin	SOLK+AIIN	AIIN	SOLLMASS	AUFFANGEN · SOLLMASS
E179	f82r	B2	B2-S005	PROC075	chckhy	CKH+Y	Y	ARBEITSPOSTEN	DURCHLASSKANAL · ARBEITSPOSTEN
E180	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E181	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E183	f82r	B2	B2-S005	PROC107	chkeey	CHK+EE+Y	Y	ARBEITSPOSTEN	WAERMEN · LANG · ARBEITSPOSTEN
E185	f82r	B2	B2-S006	PROC109	oteey	OT+EE+Y	Y	ARBEITSPOSTEN	DANACH · LANG · ARBEITSPOSTEN
E187	f82r	B2	B2-S006	PROC110	sheckhy	SH+E+CKH+Y	Y	ARBEITSPOSTEN	HALTEN · KURZ · DURCHLASSKANAL · ARBEITSPOSTEN
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E190	f82r	B2	B2-S008	PROC112	sotaiin	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E197	f82r	B2	B2-S010	PROC031	cheey	SH+EE+Y	Y	ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E198	f82r	B2	B2-S011	PROC080	okain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E200	f82r	B2	B2-S011	PROC080	okain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E202	f82r	B2	B2-S012	PROC116	lchy	L+CH+Y	Y	ARBEITSPOSTEN	WEITERLEITEN · ABNEHMEN · ARBEITSPOSTEN
E203	f82r	B2	B2-S012	PROC031	cheey	SH+EE+Y	Y	ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E204	f82r	B2	B2-S012	PROC117	qcthey	CTH+E+Y	Y	ARBEITSPOSTEN	BEREIT · KURZ · ARBEITSPOSTEN
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E206	f82r	B2	B2-S012	PROC118	lcheey	L+EE+Y	Y	ARBEITSPOSTEN	WEITERLEITEN · LANG · ARBEITSPOSTEN
E207	f82r	B2	B2-S012	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E208	f82r	B2	B2-S012	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E212	f82r	B2	B2-S015	PROC122	tshey	SH+E+Y	Y	ARBEITSPOSTEN	HALTEN · KURZ · ARBEITSPOSTEN
E217	f82r	B2	B2-S016	PROC009	aiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	Y	ARBEITSPOSTEN	DANACH · LANG · ARBEITSPOSTEN
E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	Y	ARBEITSPOSTEN	ANSETZEN · KURZ · ARBEITSPOSTEN
E232	f83r	B3	B3-S003	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E233	f83r	B3	B3-S003	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E234	f83r	B3	B3-S003	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E250	f83r	B3	B3-S011	PROC136	shecthedchy	SH+E+CTH+CHD+Y	Y	ARBEITSPOSTEN	HALTEN · KURZ · BIS BEREIT; UMSETZEN · ARBEITSPOSTEN
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E253	f83r	B3	B3-S011	PROC137	chary	AR+Y	Y	ARBEITSPOSTEN	VORRAT · ARBEITSPOSTEN
E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E257	f83r	B3	B3-S013	PROC069	chkain	K+AIN	K+AIN	ZUDOSIEREN · PORTION	ZUDOSIEREN · PORTION
E258	f83r	B3	B3-S013	PROC117	shcthey	CTH+E+Y	Y	ARBEITSPOSTEN	BEREIT · KURZ · ARBEITSPOSTEN
E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS
E271	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	Y	ARBEITSPOSTEN	BEREIT · ARBEITSPOSTEN
E273	f83r	B3	B3-S021	PROC019	sy	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E274	f83r	B3	B3-S021	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E276	f83r	B3	B3-S021	PROC143	shecthy	SH+E+CTH+Y	Y	ARBEITSPOSTEN	HALTEN · KURZ · BEREIT · ARBEITSPOSTEN
E277	f83r	B3	B3-S021	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E279	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	Y	ARBEITSPOSTEN	BEREIT · ARBEITSPOSTEN
E286	f83r	B3	B3-S026	PROC147	chldaiin	L+AIIN	AIIN	SOLLMASS	WEITERLEITEN · SOLLMASS
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E288	f83r	B3	B3-S026	PROC080	qokain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	Y	ARBEITSPOSTEN	BEREIT · ARBEITSPOSTEN
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E296	f83r	B3	B3-S029	PROC149	cheeety	EEE+T+Y	Y	ARBEITSPOSTEN	VOLL · EINTRAGEN · ARBEITSPOSTEN
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E299	f83r	B3	B3-S030	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E303	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	AIN	PORTION	UMSETZEN · PORTION
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E305	f83r	B3	B3-S032	PROC152	qotedaiin	OT+E+AIIN	AIIN	SOLLMASS	DANACH · KURZ · SOLLMASS
E306	f83r	B3	B3-S032	PROC112	otaiin	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS
E309	f83r	B3	B3-S034	PROC097	soiiin	O+IIN	IIN	ARBEITSSTUFE	ARBEITSGANG · ARBEITSSTUFE
E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	Y	ARBEITSPOSTEN	BEREIT · ARBEITSPOSTEN
E311	f83r	B3	B3-S034	PROC004	chety	T+Y	Y	ARBEITSPOSTEN	EINTRAGEN · ARBEITSPOSTEN
E312	f83r	B3	B3-S034	PROC112	otaiin	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS
E313	f83r	B3	B3-S034	PROC153	olsaly	OL+AL+Y	Y	ARBEITSPOSTEN	FORTSETZEN · ZIELSTELLE · ARBEITSPOSTEN
E316	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	Y	ARBEITSPOSTEN	FORTSETZEN · ARBEITSPOSTEN
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	Y	ARBEITSPOSTEN	DANACH · ARBEITSPOSTEN
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	Y	ARBEITSPOSTEN	ANSETZEN · LANG · ARBEITSPOSTEN
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN
E326	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	Y	ARBEITSPOSTEN	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS
E327	f83r	B4	B4-S005	PROC156	dain	AIN	AIN	PORTION	PORTION
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E332	f83r	B4	B4-S008	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E333	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	Y	ARBEITSPOSTEN	WAERMEN · LANG · ARBEITSPOSTEN
E334	f83r	B4	B4-S008	PROC157	sheey	SH+EE+Y	Y	ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E338	f83r	B4	B4-S011	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E339	f83r	B4	B4-S011	PROC083	cheky	CHK+E+Y	Y	ARBEITSPOSTEN	WAERMEN · KURZ · ARBEITSPOSTEN
E341	f83r	B4	B4-S011	PROC080	okain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E344	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	K	ZUDOSIEREN	WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS
E349	f83r	B4	B4-S014	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
E350	f83r	B4	B4-S014	PROC161	qockhey	O+CKH+E+Y	Y	ARBEITSPOSTEN	ARBEITSGANG · DURCHLASSKANAL · KURZ · ARBEITSPOSTEN
E351	f83r	B4	B4-S014	PROC162	dairydy	AIR+Y+DY	Y	ARBEITSPOSTEN	FLUESSIGKEITSLAUF · ARBEITSPOSTEN; SCHLUSS
E352	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION
E353	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	Y	ARBEITSPOSTEN	HALTEN · LANG · ARBEITSPOSTEN
E354	f83r	B4	B4-S015	PROC069	kain	K+AIN	K+AIN	ZUDOSIEREN · PORTION	ZUDOSIEREN · PORTION
E356	f83r	B4	B4-S015	PROC164	solkey	SOLK+E+Y	Y	ARBEITSPOSTEN	AUFFANGEN · KURZ · ARBEITSPOSTEN
E358	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	K+AIN	ZUDOSIEREN · PORTION	FORTSETZEN · ZUDOSIEREN · PORTION
E360	f83r	B4	B4-S016	PROC165	skar	K+AR	K	ZUDOSIEREN	ZUDOSIEREN · VORRAT
E369	f83r	B5	B5-S003	PROC009	aiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E371	f83r	B5	B5-S003	PROC169	daiiin	DA+IIN	IIN	ARBEITSSTUFE	ZWEITMARKER · ARBEITSSTUFE
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	Y	ARBEITSPOSTEN	UMSETZEN · ARBEITSPOSTEN
E373	f83r	B6	B6-S001	PROC170	solkeey	SOLK+EE+Y	Y	ARBEITSPOSTEN	AUFFANGEN · LANG · ARBEITSPOSTEN
E374	f83r	B6	B6-S001	PROC171	qekey	E+K+E+Y	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	KURZ · ZUDOSIEREN · KURZ · ARBEITSPOSTEN
E375	f83r	B6	B6-S001	PROC172	raly	R+AL+Y	Y	ARBEITSPOSTEN	KUEHLEN · ZIELSTELLE · ARBEITSPOSTEN
E377	f83r	B6	B6-S001	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS
E379	f83r	B6	B6-S001	PROC156	dain	AIN	AIN	PORTION	PORTION
E380	f83r	B6	B6-S001	PROC019	chey	Y	Y	ARBEITSPOSTEN	ARBEITSPOSTEN
