event_id	page	record	statement_id	surface	exact_card_id	component_recipe	relative_components	relative_reading_de	complete_card_reading_de	absolute_value_needed
E116	f81v	B1	B1-S002	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E117	f81v	B1	B1-S002	qokeedal	PROC074	OK+EE+AL	EE	LAENGER	ANSETZEN · LANG · ZIELSTELLE	CALIBRATION_ONLY
E118	f81v	B1	B1-S002	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E127	f81v	B1	B1-S006	qokain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E134	f81v	B1	B1-S008	cheky	PROC083	CHK+E+Y	E	KURZ	WAERMEN · KURZ · POSTEN	CALIBRATION_ONLY
E137	f81v	B1	B1-S009	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E138	f81v	B1	B1-S010	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E142	f81v	B1	B1-S012	qokey	PROC085	OK+E+Y	E	KURZ	ANSETZEN · KURZ · POSTEN	CALIBRATION_ONLY
E143	f81v	B1	B1-S012	lshedy	PROC086	LSH+E+DY	E	KURZ	SPUELEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E144	f81v	B1	B1-S013	lshedy	PROC086	LSH+E+DY	E	KURZ	SPUELEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E150	f81v	B1	B1-S015	ytey	PROC090	T+E+Y	E	KURZ	BEARBEITEN · KURZ · POSTEN	CALIBRATION_ONLY
E153	f81v	B1	B1-S016	okeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E157	f81v	B1	B1-S017	teol	PROC093	E+OL	E	KURZ	KURZ · WEITER	CALIBRATION_ONLY
E160	f81v	B1	B1-S018	dsheol	PROC096	SH+E+OL	E	KURZ	HALTEN · KURZ · WEITER	CALIBRATION_ONLY
E161	f81v	B1	B1-S018	oiiin	PROC097	O+IIN	IIN	EINSTELLSTUFE	ARBEITSGANG · STUFE	YES
E162	f81v	B1	B1-S018	olkeedy	PROC098	SOLK+EE+DY	EE	LAENGER	SAMMELN · LANG · SCHLUSS	CALIBRATION_ONLY
E164	f81v	B1	B1-S020	cheky	PROC083	CHK+E+Y	E	KURZ	WAERMEN · KURZ · POSTEN	CALIBRATION_ONLY
E165	f81v	B1	B1-S020	shckhedy	PROC099	SH+CKH+E+DY	E	KURZ	HALTEN · DURCHLASS · KURZ · SCHLUSS	CALIBRATION_ONLY
E169	f82r	B2	B2-S003	qokain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E171	f82r	B2	B2-S003	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E175	f82r	B2	B2-S004	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E176	f82r	B2	B2-S004	lcheckhedy	PROC103	L+CKH+E+DY	E	KURZ	LEITEN · DURCHLASS · KURZ · SCHLUSS	CALIBRATION_ONLY
E178	f82r	B2	B2-S005	solkaiin	PROC105	SOLK+AIIN	AIIN	SOLLMASS	SAMMELN · SOLLMASS	YES
E180	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E181	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E182	f82r	B2	B2-S005	octheol	PROC106	O+CTH+E+OL	E	KURZ	ARBEITSGANG · BEREITEN · KURZ · WEITER	CALIBRATION_ONLY
E183	f82r	B2	B2-S005	chkeey	PROC107	CHK+EE+Y	EE	LAENGER	WAERMEN · LANG · POSTEN	CALIBRATION_ONLY
E185	f82r	B2	B2-S006	oteey	PROC109	OT+EE+Y	EE	LAENGER	DANACH · LANG · POSTEN	CALIBRATION_ONLY
E187	f82r	B2	B2-S006	sheckhy	PROC110	SH+E+CKH+Y	E	KURZ	HALTEN · KURZ · DURCHLASS · POSTEN	CALIBRATION_ONLY
E189	f82r	B2	B2-S007	dshedy	PROC111	SH+E+DY	E	KURZ	HALTEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E190	f82r	B2	B2-S008	sotaiin	PROC112	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS	YES
E193	f82r	B2	B2-S009	solshedy	PROC114	OL+SH+E+DY	E	KURZ	WEITER · HALTEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E194	f82r	B2	B2-S010	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E197	f82r	B2	B2-S010	cheey	PROC031	SH+EE+Y	EE	LAENGER	HALTEN · LANG · POSTEN	CALIBRATION_ONLY
E198	f82r	B2	B2-S011	okain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E200	f82r	B2	B2-S011	okain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E201	f82r	B2	B2-S011	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E203	f82r	B2	B2-S012	cheey	PROC031	SH+EE+Y	EE	LAENGER	HALTEN · LANG · POSTEN	CALIBRATION_ONLY
E204	f82r	B2	B2-S012	qcthey	PROC117	CTH+E+Y	E	KURZ	BEREITEN · KURZ · POSTEN	CALIBRATION_ONLY
E205	f82r	B2	B2-S012	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E206	f82r	B2	B2-S012	lcheey	PROC118	L+EE+Y	EE	LAENGER	LEITEN · LANG · POSTEN	CALIBRATION_ONLY
E207	f82r	B2	B2-S012	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E209	f82r	B2	B2-S012	qokeeedy	PROC119	OK+EEE+DY	EEE	VOLL	ANSETZEN · VOLL · SCHLUSS	CALIBRATION_ONLY
E212	f82r	B2	B2-S015	tshey	PROC122	SH+E+Y	E	KURZ	HALTEN · KURZ · POSTEN	CALIBRATION_ONLY
E213	f82r	B2	B2-S015	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E216	f82r	B2	B2-S016	ches	PROC124	CH+E+S	E	KURZ	ENTNEHMEN · KURZ · PROBE	CALIBRATION_ONLY
E217	f82r	B2	B2-S016	aiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E218	f82r	B2	B2-S016	oteey	PROC109	OT+EE+Y	EE	LAENGER	DANACH · LANG · POSTEN	CALIBRATION_ONLY
E219	f82r	B2	B2-S016	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E220	f82r	B2	B2-S016	okey	PROC085	OK+E+Y	E	KURZ	ANSETZEN · KURZ · POSTEN	CALIBRATION_ONLY
E222	f82r	B2	B2-S017	rsheal	PROC126	R+SH+E+AL	E	KURZ	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	CALIBRATION_ONLY
E224	f82r	B2	B2-S018	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E226	f82r	B2	B2-S020	qoteedy	PROC129	OT+EE+DY	EE	LAENGER	DANACH · LANG · SCHLUSS	CALIBRATION_ONLY
E227	f82r	B2	B2-S021	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E229	f83r	B3	B3-S001	olkeedy	PROC098	SOLK+EE+DY	EE	LAENGER	SAMMELN · LANG · SCHLUSS	CALIBRATION_ONLY
E231	f83r	B3	B3-S002	chkeedy	PROC132	CHK+EE+DY	EE	LAENGER	WAERMEN · LANG · SCHLUSS	CALIBRATION_ONLY
E233	f83r	B3	B3-S003	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E236	f83r	B3	B3-S004	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E243	f83r	B3	B3-S007	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E245	f83r	B3	B3-S007	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E249	f83r	B3	B3-S010	otedy	PROC135	OT+E+DY	E	KURZ	DANACH · KURZ · SCHLUSS	CALIBRATION_ONLY
E250	f83r	B3	B3-S011	shecthedchy	PROC136	SH+E+CTH+CHD+Y	E	KURZ	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN	CALIBRATION_ONLY
E256	f83r	B3	B3-S013	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E257	f83r	B3	B3-S013	chkain	PROC069	K+AIN	AIN	PORTION	ZUGEBEN · PORTION	CALIBRATION_ONLY
E258	f83r	B3	B3-S013	shcthey	PROC117	CTH+E+Y	E	KURZ	BEREITEN · KURZ · POSTEN	CALIBRATION_ONLY
E259	f83r	B3	B3-S013	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E261	f83r	B3	B3-S014	sheedy	PROC139	SH+EE+DY	EE	LAENGER	HALTEN · LANG · SCHLUSS	CALIBRATION_ONLY
E265	f83r	B3	B3-S017	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E267	f83r	B3	B3-S019	qokshedy	PROC141	OK+SH+E+DY	E	KURZ	ANSETZEN · HALTEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E270	f83r	B3	B3-S021	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E274	f83r	B3	B3-S021	saiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E276	f83r	B3	B3-S021	shecthy	PROC143	SH+E+CTH+Y	E	KURZ	HALTEN · KURZ · BEREITEN · POSTEN	CALIBRATION_ONLY
E285	f83r	B3	B3-S026	cheedar	PROC146	EE+AR	EE	LAENGER	LANG · QUELLE	CALIBRATION_ONLY
E286	f83r	B3	B3-S026	chldaiin	PROC147	L+AIIN	AIIN	SOLLMASS	LEITEN · SOLLMASS	YES
E288	f83r	B3	B3-S026	qokain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E291	f83r	B3	B3-S026	solkeedy	PROC098	SOLK+EE+DY	EE	LAENGER	SAMMELN · LANG · SCHLUSS	CALIBRATION_ONLY
E292	f83r	B3	B3-S027	qoteedy	PROC129	OT+EE+DY	EE	LAENGER	DANACH · LANG · SCHLUSS	CALIBRATION_ONLY
E293	f83r	B3	B3-S028	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E294	f83r	B3	B3-S028	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E296	f83r	B3	B3-S029	cheeety	PROC149	EEE+T+Y	EEE	VOLL	VOLL · BEARBEITEN · POSTEN	CALIBRATION_ONLY
E297	f83r	B3	B3-S029	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E299	f83r	B3	B3-S030	saiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E302	f83r	B3	B3-S031	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E303	f83r	B3	B3-S032	chedain	PROC151	CHD+AIN	AIN	PORTION	UMSETZEN · PORTION	CALIBRATION_ONLY
E305	f83r	B3	B3-S032	qotedaiin	PROC152	OT+E+AIIN	E+AIIN	KURZ · SOLLMASS	DANACH · KURZ · SOLLMASS	YES
E306	f83r	B3	B3-S032	otaiin	PROC112	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS	YES
E307	f83r	B3	B3-S032	otedy	PROC135	OT+E+DY	E	KURZ	DANACH · KURZ · SCHLUSS	CALIBRATION_ONLY
E309	f83r	B3	B3-S034	soiiin	PROC097	O+IIN	IIN	EINSTELLSTUFE	ARBEITSGANG · STUFE	YES
E312	f83r	B3	B3-S034	otaiin	PROC112	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS	YES
E315	f83r	B4	B4-S001	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E317	f83r	B4	B4-S002	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E318	f83r	B4	B4-S002	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E322	f83r	B4	B4-S003	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E327	f83r	B4	B4-S005	dain	PROC156	AIN	AIN	PORTION	PORTION	CALIBRATION_ONLY
E329	f83r	B4	B4-S005	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E330	f83r	B4	B4-S006	shckhedy	PROC099	SH+CKH+E+DY	E	KURZ	HALTEN · DURCHLASS · KURZ · SCHLUSS	CALIBRATION_ONLY
E331	f83r	B4	B4-S007	shckhedy	PROC099	SH+CKH+E+DY	E	KURZ	HALTEN · DURCHLASS · KURZ · SCHLUSS	CALIBRATION_ONLY
E332	f83r	B4	B4-S008	saiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E333	f83r	B4	B4-S008	cheeky	PROC046	CHK+EE+Y	EE	LAENGER	WAERMEN · LANG · POSTEN	CALIBRATION_ONLY
E334	f83r	B4	B4-S008	sheey	PROC157	SH+EE+Y	EE	LAENGER	HALTEN · LANG · POSTEN	CALIBRATION_ONLY
E335	f83r	B4	B4-S008	qokedy	PROC067	OK+E+DY	E	KURZ	ANSETZEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E338	f83r	B4	B4-S011	saiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E339	f83r	B4	B4-S011	cheky	PROC083	CHK+E+Y	E	KURZ	WAERMEN · KURZ · POSTEN	CALIBRATION_ONLY
E340	f83r	B4	B4-S011	okeeol	PROC158	OK+EE+OL	EE	LAENGER	ANSETZEN · LANG · WEITER	CALIBRATION_ONLY
E341	f83r	B4	B4-S011	okain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E344	f83r	B4	B4-S011	lkedy	PROC159	L+K+E+DY	E	KURZ	LEITEN · ZUGEBEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E350	f83r	B4	B4-S014	qockhey	PROC161	O+CKH+E+Y	E	KURZ	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	CALIBRATION_ONLY
E352	f83r	B4	B4-S015	qokain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E353	f83r	B4	B4-S015	shey	PROC031	SH+EE+Y	EE	LAENGER	HALTEN · LANG · POSTEN	CALIBRATION_ONLY
E354	f83r	B4	B4-S015	kain	PROC069	K+AIN	AIN	PORTION	ZUGEBEN · PORTION	CALIBRATION_ONLY
E356	f83r	B4	B4-S015	solkey	PROC164	SOLK+E+Y	E	KURZ	SAMMELN · KURZ · POSTEN	CALIBRATION_ONLY
E358	f83r	B4	B4-S016	qolkain	PROC070	OL+K+AIN	AIN	PORTION	WEITER · ZUGEBEN · PORTION	CALIBRATION_ONLY
E369	f83r	B5	B5-S003	aiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E371	f83r	B5	B5-S003	daiiin	PROC169	DA+IIN	IIN	EINSTELLSTUFE	ZWEI · STUFE	YES
E373	f83r	B6	B6-S001	solkeey	PROC170	SOLK+EE+Y	EE	LAENGER	SAMMELN · LANG · POSTEN	CALIBRATION_ONLY
E374	f83r	B6	B6-S001	qekey	PROC171	E+K+E+Y	E+E	KURZ · KURZ	KURZ · ZUGEBEN · KURZ · POSTEN	CALIBRATION_ONLY
E377	f83r	B6	B6-S001	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E379	f83r	B6	B6-S001	dain	PROC156	AIN	AIN	PORTION	PORTION	CALIBRATION_ONLY
