event_id	page	record	statement_id	surface	exact_card_id	component_recipe	relative_components	relative_reading_de	complete_card_reading_de	absolute_value_needed
E189	f82r	B2	B2-S007	dshedy	PROC111	SH+E+DY	E	KURZ	HALTEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E190	f82r	B2	B2-S008	sotaiin	PROC112	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS	YES
E193	f82r	B2	B2-S009	solshedy	PROC114	OL+SH+E+DY	E	KURZ	WEITER · HALTEN · KURZ · SCHLUSS	CALIBRATION_ONLY
E194	f82r	B2	B2-S010	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E197	f82r	B2	B2-S010	cheey	PROC031	SH+EE+Y	EE	LAENGER	HALTEN · LANG · POSTEN	CALIBRATION_ONLY
E198	f82r	B2	B2-S011	okain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E200	f82r	B2	B2-S011	okain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E201	f82r	B2	B2-S011	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E203	f82r	B2	B2-S012	cheey	PROC031	SH+EE+Y	EE	LAENGER	HALTEN · LANG · POSTEN	CALIBRATION_ONLY
E204	f82r	B2	B2-S012	qcthey	PROC117	CTH+E+Y	E	KURZ	BEREITEN · KURZ · POSTEN	CALIBRATION_ONLY
E205	f82r	B2	B2-S012	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E206	f82r	B2	B2-S012	lcheey	PROC118	L+EE+Y	EE	LAENGER	LEITEN · LANG · POSTEN	CALIBRATION_ONLY
E207	f82r	B2	B2-S012	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E209	f82r	B2	B2-S012	qokeeedy	PROC119	OK+EEE+DY	EEE	VOLL	ANSETZEN · VOLL · SCHLUSS	CALIBRATION_ONLY
E212	f82r	B2	B2-S015	tshey	PROC122	SH+E+Y	E	KURZ	HALTEN · KURZ · POSTEN	CALIBRATION_ONLY
E213	f82r	B2	B2-S015	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E216	f82r	B2	B2-S016	ches	PROC124	CH+E+S	E	KURZ	ENTNEHMEN · KURZ · PROBE	CALIBRATION_ONLY
E217	f82r	B2	B2-S016	aiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E218	f82r	B2	B2-S016	oteey	PROC109	OT+EE+Y	EE	LAENGER	DANACH · LANG · POSTEN	CALIBRATION_ONLY
E219	f82r	B2	B2-S016	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E220	f82r	B2	B2-S016	okey	PROC085	OK+E+Y	E	KURZ	ANSETZEN · KURZ · POSTEN	CALIBRATION_ONLY
E222	f82r	B2	B2-S017	rsheal	PROC126	R+SH+E+AL	E	KURZ	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	CALIBRATION_ONLY
E224	f82r	B2	B2-S018	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E226	f82r	B2	B2-S020	qoteedy	PROC129	OT+EE+DY	EE	LAENGER	DANACH · LANG · SCHLUSS	CALIBRATION_ONLY
E227	f82r	B2	B2-S021	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
