boundary_id	record_unit_id	page	boundary_ordinal_in_record	from_locus	to_locus	from_locus_fields	to_locus_fields	from_locus_closure_pattern	to_locus_closure_pattern	from_last_field	from_last_field_closure	from_last_field_selected_skeleton	from_last_field_local_reading	to_first_field	to_first_field_closure	to_first_field_selected_skeleton	to_first_field_local_reading	classification	rationale	strongest_alternative	from_statement_id	to_statement_id	cross_line_statement_id	apprentice_boundary_rule	highlight_f82r_3_to_4	highlight_all_f83r_boundaries	status
H5-LB05	H5	f56r	5	f56r.13	f56r.18	F018	F019	OPEN	OPEN	F018	OPEN	∅	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	F019	OPEN	∅	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	NEXT_PARALLEL_CELL	F018 endet OPEN, doch F019 beginnt erneut mit dem folgenden Zusatz und einer Honigbereitung; das setzt den Teilekatalog parallel fort.	RESUME_ACTIVE_ITEM: F019 kann den in F018 verwahrten Rest wieder aufnehmen.	H5-S004	H5-S005	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
H5-LB06	H5	f56r	6	f56r.18	f56r.19	F019	F020	OPEN	OPEN	F019	OPEN	∅	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	F020	OPEN	ANTEIL? MASS?	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	NEXT_PARALLEL_CELL	Auf die Honigzubereitung folgt feldinitial ANTEIL? mit Blüte und MASS?; das ist die knappste Lesung als nächste Teilzelle.	CONTINUE_SAME_CLAUSE: F020 könnte nur den Anteil der vorherigen Honigmischung spezifizieren.	H5-S005	H5-S006	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B1-LB01	B1	f81v	1	f81v.2	f81v.7	F021|F022	F023|F024	TERMINAL|OPEN	TERMINAL|OPEN	F022	OPEN	ZIEL?	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl	F023	TERMINAL	VORIGES? MASS? MASS?	Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CONTINUE_SAME_CLAUSE	F022 bleibt OPEN am Öl; F023 startet mit VORIGES?, setzt zwei MASS?-Slots und die verbundenen Läufe ein und endet TERMINAL.	RESUME_ACTIVE_ITEM: F023 kann eine neue Klausel mit demselben Ansatz sein.	B1-S002	B1-S002	B1-S002	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B1-LB02	B1	f81v	2	f81v.7	f81v.17	F023|F024	F025|F026|F027|F028	TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|OPEN	F024	OPEN	∅	Mit der vorigen Zubereitung weiter	F025	TERMINAL	∅	halte es warm und beende den Schritt	CONTINUE_SAME_CLAUSE	F024 besteht als OPEN-Feld nur aus der Wiederaufnahme der vorigen Zubereitung; F025 liefert das warme Halten und den Schluss.	RESUME_ACTIVE_ITEM: die minimale F024 kann ein Verweisfeld vor einer neuen Klausel sein.	B1-S003	B1-S003	B1-S003	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B1-LB03	B1	f81v	3	f81v.17	f81v.18	F025|F026|F027|F028	F029|F030|F031|F032|F033	TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	F028	OPEN	∅	gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	F029	TERMINAL	∅	erwärme es einmal und beende den Schritt	NEXT_PARALLEL_CELL	F028 bleibt nach Füllen und Abkühlen OPEN; die nächste Linie beginnt eine Folge kurzer Heiz-, Stand- und Spülzellen ohne exakten Rückverweis.	START_NEW_CLAUSE: statt Parallelzellen kann hier ein neuer Prozessabschnitt beginnen.	B1-S006	B1-S007	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B1-LB04	B1	f81v	4	f81v.18	f81v.21	F029|F030|F031|F032|F033	F034|F035|F036	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|OPEN	F033	OPEN	ANWENDEN?	durch die verbundenen Läufe ; Die aktive Portion verwenden	F034	TERMINAL	∅	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	START_NEW_CLAUSE	F033 bleibt zwar OPEN, beendet lokal aber die Anwendung; F034 beginnt ausdrücklich eine neue Spülung mit Warmwasser.	NEXT_PARALLEL_CELL: Anwendung und Spülung können gleichrangige Workcells sein.	B1-S011	B1-S012	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B1-LB05	B1	f81v	5	f81v.21	f81v.24	F034|F035|F036	F037|F038|F039|F040	TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|OPEN	F036	OPEN	∅	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	F037	TERMINAL	∅	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	NEXT_PARALLEL_CELL	F036 endet OPEN am unteren Ablauf; f81v.24 beginnt eine neue Suite aus Füllen, Temperieren und Zielstation.	CONTINUE_SAME_CLAUSE: dieselbe Apparatur kann über den Zeilenreset weiterlaufen.	B1-S014	B1-S015	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B1-LB06	B1	f81v	6	f81v.24	f81v.27	F037|F038|F039|F040	F041|F042|F043|F044	TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|OPEN	F040	OPEN	∅	fülle danach das Gefäß	F041	TERMINAL	∅	wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	CONTINUE_SAME_CLAUSE	F040 ist das offene Füllkommando; F041 setzt Anwendung, Klarheit und Absetzen fort und schließt den Vorgang.	NEXT_PARALLEL_CELL: F041 kann eine neue Zielzelle nach dem Füllen sein.	B1-S018	B1-S018	B1-S018	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB01	B2	f82r	1	f82r.2	f82r.3	F045|F046|F047|F048	F049|F050	TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|OPEN	F048	OPEN	∅	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter	F049	TERMINAL	TEMPERIEREN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	CONTINUE_SAME_CLAUSE	F048 bleibt nach dem Wechsel zum nächsten Becken OPEN; F049 temperiert und klärt genau diesen fortgesetzten Lauf bis TERMINAL.	RESUME_ACTIVE_ITEM: F049 kann eine neue Klausel am zweiten Becken sein.	B2-S004	B2-S004	B2-S004	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB02	B2	f82r	2	f82r.3	f82r.4	F049|F050	F051|F052	TERMINAL|OPEN	TERMINAL|OPEN	F050	OPEN	∅	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten	F051	TERMINAL	∅	beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	CONTINUE_SAME_CLAUSE	F050 bleibt OPEN, fährt am zweiten Lauf fort und beginnt den nächsten Posten; F051 beginnt denselben Posten unter gleicher Einstellung und schließt ihn.	RESUME_ACTIVE_ITEM: der doppelte Postenbeginn kann absichtliche Wiederaufnahme statt echter Satzfortsetzung sein.	B2-S005	B2-S005	B2-S005	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	YES	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB03	B2	f82r	3	f82r.4	f82r.7	F051|F052	F053|F054|F055|F056	TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|OPEN	F052	OPEN	ANWENDEN?	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	F053	TERMINAL	∅	gib sauberes Wasser hinzu und beende den Schritt	START_NEW_CLAUSE	F052 endet OPEN nach ANWENDEN?; F053 beginnt mit sauberem Wasser eine neue, terminale Nachfüllphase.	NEXT_PARALLEL_CELL: Anwendung und Nachfüllen können benachbarte eigenständige Workcells sein.	B2-S006	B2-S007	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB04	B2	f82r	4	f82r.7	f82r.19	F053|F054|F055|F056	F057|F058	TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|OPEN	F056	OPEN	TEMPERIEREN? ANWENDEN? KLAR?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	F057	TERMINAL	∅	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	UNRESOLVED	F056 bleibt nach TEMPERIEREN?, ANWENDEN? und KLAR? OPEN; F057 beginnt einen gemessenen Badeposten, aber ohne exakten Rückverweis.	CONTINUE_SAME_CLAUSE: die klare Flüssigkeit aus F056 kann unmittelbar in F057 dosiert werden.	B2-S010	B2-S011	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB05	B2	f82r	5	f82r.19	f82r.23	F057|F058	F059|F060|F061	TERMINAL|OPEN	TERMINAL|TERMINAL|OPEN	F058	OPEN	∅	ziehe die klare Flüssigkeit ab	F059	TERMINAL	KLAR? TEMPERIEREN? MASS?	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	CONTINUE_SAME_CLAUSE	F058 zieht die klare Flüssigkeit in einem OPEN-Feld ab; F059 beginnt mit KLAR?, temperiert, misst und schließt den Tauchgang.	RESUME_ACTIVE_ITEM: F059 kann eine neue Verwendung der zuvor abgezogenen Flüssigkeit sein.	B2-S012	B2-S012	B2-S012	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB06	B2	f82r	6	f82r.23	f82r.26	F059|F060|F061	F062|F063	TERMINAL|TERMINAL|OPEN	TERMINAL|OPEN	F061	OPEN	∅	schließe den unteren Ablauf	F062	TERMINAL	∅	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	START_NEW_CLAUSE	F061 ist formal OPEN, lokal aber das Schließen des unteren Ablaufs; F062 beginnt ausdrücklich die nächste Spülung.	CONTINUE_SAME_CLAUSE: die Apparaturhandlung kann trotz lokalem Phasenende ein durchgehender Zyklus sein.	B2-S014	B2-S015	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B2-LB07	B2	f82r	7	f82r.26	f82r.27	F062|F063	F064|F065|F066|F067|F068|F069|F070	TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL|TERMINAL|TERMINAL|TERMINAL	F063	OPEN	ZIEL? MASS?	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	F064	TERMINAL	∅	ziehe es ab und beende den Schritt	CONTINUE_SAME_CLAUSE	F063 bleibt nach ZIEL?, MASS?, neuem Posten und Warmwasser OPEN; F064 zieht den so vorbereiteten Bestand ab und schließt.	NEXT_PARALLEL_CELL: F064 kann die erste von sieben unabhängigen Schlussvarianten sein.	B2-S016	B2-S016	B2-S016	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	NO	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB01	B3	f83r	1	f83r.3	f83r.6	F071|F072|F073|F074	F075|F076|F077|F078|F079	TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	F074	OPEN	∅	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	F075	TERMINAL	∅	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	RESUME_ACTIVE_ITEM	F074 bleibt nach nächstem Posten, Ablauf und deiktischem Ansatz OPEN; F075 nimmt den aktiven Lauf mit einer Reinigung wieder auf.	CONTINUE_SAME_CLAUSE: Reinigung kann der direkte nächste Bestandteil des begonnenen Postens sein.	B3-S004	B3-S005	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB02	B3	f83r	2	f83r.6	f83r.8	F075|F076|F077|F078|F079	F080|F081	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|OPEN	F079	OPEN	ANWENDEN?	Die aktive Portion verwenden	F080	TERMINAL	∅	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	RESUME_ACTIVE_ITEM	F079 ist ein OPENes ANWENDEN?-Feld; F080 füllt und klärt den weiter aktiven Bestand in einer neuen Klausel.	START_NEW_CLAUSE: F080 kann einen unabhängigen Gefäßposten beginnen.	B3-S009	B3-S010	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB03	B3	f83r	3	f83r.8	f83r.11	F080|F081	F082|F083|F084|F085|F086	TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	F081	OPEN	ANWENDEN?	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	F082	TERMINAL	ANSATZ?	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	RESUME_ACTIVE_ITEM	F081 bleibt nach Anwendung, Rühren und Abkühlen OPEN; F082 nimmt den nun bereiteten Ansatz auf und lässt ihn stehen.	CONTINUE_SAME_CLAUSE: F082 kann ohne Klauselreset der Schlusssatzteil von F081 sein.	B3-S011	B3-S012	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB04	B3	f83r	4	f83r.11	f83r.14	F082|F083|F084|F085|F086	F087|F088|F089|F090|F091|F092	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	F086	OPEN	∅	schließe den unteren Ablauf	F087	TERMINAL	∅	lasse es abkühlen und beende den Schritt	CONTINUE_SAME_CLAUSE	F086 lässt den Ablauf in einem OPEN-Feld schließen; F087 liefert Abkühlen und formalen Schluss derselben Phase.	NEXT_PARALLEL_CELL: Abkühlen kann eine unabhängige kurze Zelle sein.	B3-S016	B3-S016	B3-S016	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
