boundary_id	page	record_unit_id	from_locus	to_locus	from_field_id	to_field_id	from_closure_status	to_closure_status	decision	from_statement_id	to_statement_id	same_statement_after_reflow	boundary_context	german_reflow_preview	historical_evidence	catchword_or_carry_signal	strongest_historical_rival	confidence	interpretation_status	source_lineage
IB011	f56r	H5	f56r.13	f56r.18	F018	F019	OPEN	OPEN	NEXT_PARALLEL_CELL	H5_S003	H5_S004	NO	bewahre den Rest trocken im Schatten || nimm danach den folgenden Zusatz oder Pflanzenteil	bewahre den Rest trocken im Schatten. [nächste Parallelzelle:] nimm danach den folgenden Zusatz oder Pflanzenteil …	Der Honigansatz ist besser als neuer Gebrauchsposten denn als notwendige Satzfortsetzung gelesen.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.46	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB012	f56r	H5	f56r.18	f56r.19	F019	F020	OPEN	OPEN	NEXT_PARALLEL_CELL	H5_S004	H5_S005	NO	gebrauche es frisch vermischt || Nimm den bezeichneten Anteil	gebrauche es frisch vermischt. [nächste Parallelzelle:] Nimm den bezeichneten Anteil …	Der feldinitiale Anteil mit Blüte und Mass bildet einen neuen kurzen Artikelposten.	NEW_SELECTED_PORTION	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.51	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB013	f81v	B1	f81v.2	f81v.7	F022	F023	OPEN	TERMINAL	RESUME_ACTIVE_ITEM	B1_S002	B1_S003	NO	das bereitete Öl || Aus dem vorigen Ansatz entnehmen	das bereitete Öl. [stiller aktiver Gegenstand:] Aus dem vorigen Ansatz entnehmen …	Das exakte VORIGES? am Anfang der Folgezeile greift den offenen Arbeitsbestand auf.	EXACT_VORIGES_AT_LINE_ENTRY	NEUER_POSTEN_MIT_NUR_FORMELHAFT_GLEICHEM_WORTLAUT	.76	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB014	f81v	B1	f81v.7	f81v.17	F024	F025	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B1_S004	B1_S004	YES	Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	Mit der vorigen Zubereitung weiter; halte es warm und beende den Schritt …	Der bloße Verweis auf die vorige Zubereitung erhält erst mit warm halten eine ausführbare Handlung.	IMPLICIT_PREVIOUS_PREPARATION	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.68	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB015	f81v	B1	f81v.17	f81v.18	F028	F029	OPEN	TERMINAL	NEXT_PARALLEL_CELL	B1_S007	B1_S008	NO	und lasse es abkühlen || erwärme es einmal und beende den Schritt	und lasse es abkühlen. [nächste Parallelzelle:] erwärme es einmal und beende den Schritt …	Abkühlen und erneutes einmaliges Erwärmen sind als parallele Operationszellen glatter als eine einzige Klausel.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.60	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB016	f81v	B1	f81v.18	f81v.21	F033	F034	OPEN	TERMINAL	START_NEW_CLAUSE	B1_S012	B1_S013	NO	Die aktive Portion verwenden || beginne die Spülung	Die aktive Portion verwenden. Item: beginne die Spülung …	Auf Anwendung durch die Läufe folgt eine neue Spülrubrik mit Wasser.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.57	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB017	f81v	B1	f81v.21	f81v.24	F036	F037	OPEN	TERMINAL	START_NEW_CLAUSE	B1_S015	B1_S016	NO	benutze danach den unteren Ablauf || fülle danach das Gefäß	benutze danach den unteren Ablauf. Item: fülle danach das Gefäß …	Der Gebrauch des unteren Ablaufs wird von einer neuen Füll- und Kühlhandlung gefolgt.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.49	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB018	f81v	B1	f81v.24	f81v.27	F040	F041	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B1_S019	B1_S019	YES	fülle danach das Gefäß || wende es an der markierten Stelle an	fülle danach das Gefäß; wende es an der markierten Stelle an …	Das offene Füllen des Gefäßes nimmt Anwendung, Klärung und Absetzen der nächsten Zeile auf.	IMPLICIT_FILLED_VESSEL	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.52	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB019	f82r	B2	f82r.2	f82r.3	F048	F049	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B2_S004	B2_S004	YES	und gehe zum nächsten Becken weiter || temperiere die Arbeitsflüssigkeit und halte sie lauwarm	und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm …	Der Gang zum nächsten Becken wird dort durch Temperieren und Klären vollendet.	NEXT_BASIN_CARRY	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.63	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB020	f82r	B2	f82r.3	f82r.4	F050	F051	OPEN	TERMINAL	UNRESOLVED	B2_S005	B2_S006	NO	beginne den nächsten abgemessenen Posten || beginne den nächsten abgemessenen Posten	beginne den nächsten abgemessenen Posten | beginne den nächsten abgemessenen Posten …	Die Formel nächster abgemessener Posten steht beidseits der Grenze; Catchword, Dittographie und echter Neustart sind untrennbar.	DUPLICATED_BATCH_OPENING	CATCHWORD_ODER_DITTOGRAPHIE_ODER_ECHTER_NEUSTART	.18	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB021	f82r	B2	f82r.4	f82r.7	F052	F053	OPEN	TERMINAL	START_NEW_CLAUSE	B2_S007	B2_S008	NO	Die aktive Portion verwenden || gib sauberes Wasser hinzu und beende den Schritt	Die aktive Portion verwenden. Item: gib sauberes Wasser hinzu und beende den Schritt …	Nach Anwendung der Ölmischung ist die Zugabe sauberen Wassers ein eigener Folgeschritt.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.47	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB022	f82r	B2	f82r.7	f82r.19	F056	F057	OPEN	TERMINAL	NEXT_PARALLEL_CELL	B2_S011	B2_S012	NO	Bis die Flüssigkeit klar abläuft || gib einen abgemessenen Anteil in das Gefäß	Bis die Flüssigkeit klar abläuft. [nächste Parallelzelle:] gib einen abgemessenen Anteil in das Gefäß …	Nach der Klarheitszelle und großem Locus-Sprung beginnt eine neue gemessene Badezelle.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.62	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB023	f82r	B2	f82r.19	f82r.23	F058	F059	OPEN	TERMINAL	RESUME_ACTIVE_ITEM	B2_S013	B2_S014	NO	ziehe die klare Flüssigkeit ab || Bis die Flüssigkeit klar abläuft	ziehe die klare Flüssigkeit ab. [stiller aktiver Gegenstand:] Bis die Flüssigkeit klar abläuft …	Die abgezogene klare Flüssigkeit bleibt aktiver Gegenstand für Temperieren und Eintauchen.	IMPLICIT_CLEAR_LIQUID	NEUER_POSTEN_MIT_NUR_FORMELHAFT_GLEICHEM_WORTLAUT	.64	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB024	f82r	B2	f82r.23	f82r.26	F061	F062	OPEN	TERMINAL	START_NEW_CLAUSE	B2_S016	B2_S017	NO	schließe den unteren Ablauf || beginne die Spülung	schließe den unteren Ablauf. Item: beginne die Spülung …	Auf das Schließen des Ablaufs folgt eine neue Spül- oder Badeanweisung.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.58	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB025	f82r	B2	f82r.26	f82r.27	F063	F064	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B2_S018	B2_S018	YES	warmes Wasser || ziehe es ab und beende den Schritt	warmes Wasser; ziehe es ab und beende den Schritt …	Die offene Zutaten-, Mass- und Warmwasserfolge endet plausibel erst mit dem Abziehen.	OPEN_BATCH_CARRY	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.55	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB026	f83r	B3	f83r.3	f83r.6	F074	F075	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B3_S004	B3_S004	YES	Daraus, aus demselben Ansatz || spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Daraus, aus demselben Ansatz; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt …	Der neue Posten zum unteren Ablauf wird durch Spülen und Abschluss vollendet.	OPEN_BATCH_CARRY	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.50	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB027	f83r	B3	f83r.6	f83r.8	F079	F080	OPEN	TERMINAL	NEXT_PARALLEL_CELL	B3_S008	B3_S009	NO	Die aktive Portion verwenden || fülle danach das Gefäß	Die aktive Portion verwenden. [nächste Parallelzelle:] fülle danach das Gefäß …	Auf die nackte Anwendungszelle folgt eine selbständige Füll- und Klärzelle.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.55	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB028	f83r	B3	f83r.8	f83r.11	F081	F082	OPEN	TERMINAL	RESUME_ACTIVE_ITEM	B3_S010	B3_S011	NO	und lasse es abkühlen || Die bereitete Arbeitsflüssigkeit	und lasse es abkühlen. [stiller aktiver Gegenstand:] Die bereitete Arbeitsflüssigkeit …	Die angewandte, gemischte und gekühlte Flüssigkeit wird als bereiteter Ansatz weitergeführt.	IMPLICIT_PREPARED_FLUID	NEUER_POSTEN_MIT_NUR_FORMELHAFT_GLEICHEM_WORTLAUT	.46	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB029	f83r	B3	f83r.11	f83r.14	F086	F087	OPEN	TERMINAL	START_NEW_CLAUSE	B3_S015	B3_S016	NO	schließe den unteren Ablauf || lasse es abkühlen und beende den Schritt	schließe den unteren Ablauf. Item: lasse es abkühlen und beende den Schritt …	Nach dem Schließen des unteren Ablaufs beginnt eine getrennte Kühlhandlung.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.51	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB030	f83r	B3	f83r.14	f83r.15	F092	F093	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B3_S021	B3_S021	YES	Diese aktive Portion || Ein vorgeschriebenes Maß	Diese aktive Portion; Ein vorgeschriebenes Maß …	Der offene Posten mit Ziel und aktiver Portion erhält Mass, Zeit, Warmwasser und terminales Zurückbehalten.	TARGET_AND_ACTIVE_PORTION_RECUR	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.66	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB031	f83r	B3	f83r.15	f83r.16	F095	F096	TERMINAL	TERMINAL	NEXT_PARALLEL_CELL	B3_S023	B3_S024	NO	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt || spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt. [nächste Parallelzelle:] spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt …	Ablassen und Spülen sind zwei jeweils terminale Nachbarzellen.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.76	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB032	f83r	B3	f83r.16	f83r.20	F098	F099	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B3_S026	B3_S026	YES	bis der Strom klar wird || lasse die Flüssigkeit sich setzen und beende den Schritt	bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt …	Die offene Folge bis der Strom klar wird wird durch Absetzen abgeschlossen.	CLEAR_STREAM_CARRY	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.62	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB033	f83r	B3	f83r.20	f83r.22	F103	F104	OPEN	TERMINAL	RESUME_ACTIVE_ITEM	B3_S030	B3_S031	NO	Ein vorgeschriebenes Maß || ziehe die klare Flüssigkeit ab	Ein vorgeschriebenes Maß. [stiller aktiver Gegenstand:] ziehe die klare Flüssigkeit ab …	Die aktive gemessene Portion bleibt Gegenstand des Abziehens und Mischens.	IMPLICIT_ACTIVE_PORTION	NEUER_POSTEN_MIT_NUR_FORMELHAFT_GLEICHEM_WORTLAUT	.43	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB034	f83r	B3	f83r.22	f83r.24	F107	F108	TERMINAL	TERMINAL	NEXT_PARALLEL_CELL	B3_S034	B3_S035	NO	ziehe es ab und beende den Schritt || bis es klar ist	ziehe es ab und beende den Schritt. [nächste Parallelzelle:] bis es klar ist …	Nach terminalem Abziehen beginnt eine neue Status- und Bearbeitungszelle.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.64	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB035	f83r	B4	f83r.25	f83r.26	F111	F112	OPEN	TERMINAL	NEXT_PARALLEL_CELL	B4_S003	B4_S004	NO	zum unteren Ablauf hin || Nimm den bezeichneten Anteil	zum unteren Ablauf hin. [nächste Parallelzelle:] Nimm den bezeichneten Anteil …	Ablaufgerichtetes Mischen und ausgewähltes Temperieren/Anwenden sind als Nachbarzellen sparsamer.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.42	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB036	f83r	B4	f83r.26	f83r.27	F113	F114	TERMINAL	TERMINAL	NEXT_PARALLEL_CELL	B4_S005	B4_S006	NO	binde es auf die Stelle und beende den Schritt || durch ein Tuch	binde es auf die Stelle und beende den Schritt. [nächste Parallelzelle:] durch ein Tuch …	Auf abgeschlossene Bindung folgt eine eigenständige Filter-, Misch- und Badezelle.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.67	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB037	f83r	B4	f83r.27	f83r.28	F116	F117	TERMINAL	TERMINAL	NEXT_PARALLEL_CELL	B4_S008	B4_S009	NO	seihe es einmal durch ein Tuch und beende den Schritt || Ein vorgeschriebenes Maß	seihe es einmal durch ein Tuch und beende den Schritt. [nächste Parallelzelle:] Ein vorgeschriebenes Maß …	Eine abgeschlossene Filterzelle wird von einer gemessenen warmen Spülzelle gefolgt.	NONE	FORTLAUFENDE_PROSA_OHNE_ECHTE_ZELLENGRENZE	.71	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB038	f83r	B4	f83r.28	f83r.35	F119	F120	TERMINAL	OPEN	START_NEW_CLAUSE	B4_S011	B4_S012	NO	koche sanft und beende diesen Arbeitsschritt || Ein vorgeschriebenes Maß	koche sanft und beende diesen Arbeitsschritt. Item: Ein vorgeschriebenes Maß …	Der Kochschritt ist terminal; danach beginnt ein neuer gemessener Gefäßposten.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.71	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB039	f83r	B4	f83r.35	f83r.37	F120	F121	OPEN	TERMINAL	RESUME_ACTIVE_ITEM	B4_S012	B4_S013	NO	rühre, bis alles gleichmäßig vermischt ist || Mit der vorigen Zubereitung weiter	rühre, bis alles gleichmäßig vermischt ist. [stiller aktiver Gegenstand:] Mit der vorigen Zubereitung weiter …	Der offene gemischte Posten wird mit der Formel vorige Zubereitung wieder aufgenommen.	PREVIOUS_PREPARATION_FORMULA	NEUER_POSTEN_MIT_NUR_FORMELHAFT_GLEICHEM_WORTLAUT	.59	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB040	f83r	B4	f83r.37	f83r.38	F123	F124	TERMINAL	TERMINAL	START_NEW_CLAUSE	B4_S015	B4_S016	NO	lasse es bis zur Bereitschaft stehen und beende den Schritt || Die bereitete Arbeitsflüssigkeit	lasse es bis zur Bereitschaft stehen und beende den Schritt. Item: Die bereitete Arbeitsflüssigkeit …	Nach terminalem Einlaufen/Stehen folgt eine neue Zubereitung zum sofortigen Gebrauch.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.54	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB041	f83r	B4	f83r.38	f83r.39	F124	F125	TERMINAL	OPEN	START_NEW_CLAUSE	B4_S016	B4_S017	NO	gebrauche sie sofort und beende den Schritt || gib einen abgemessenen Anteil in das Gefäß	gebrauche sie sofort und beende den Schritt. Item: gib einen abgemessenen Anteil in das Gefäß …	Der sofortige Gebrauch endet; die nächste Zeile beginnt eine neue Mass-, Klarheits- und Dauerangabe.	NONE	BLOSSER_ZEILENRESET_IN_FORTLAUFENDER_PROSA	.58	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB042	f83r	B4	f83r.39	f83r.41	F125	F126	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B4_S017	B4_S017	YES	für die angegebene Dauer || öffne danach den oberen Lauf	für die angegebene Dauer; öffne danach den oberen Lauf …	Die offene Dauerangabe wird durch Öffnen und Ablassen terminal abgeschlossen.	OPEN_DURATION_CARRY	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.61	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
IB043	f83r	B4	f83r.41	f83r.44	F127	F128	OPEN	TERMINAL	CONTINUE_SAME_CLAUSE	B4_S018	B4_S018	YES	An die bezeichnete Zielstelle führen || gieße das erwärmte Wasser ein	An die bezeichnete Zielstelle führen; gieße das erwärmte Wasser ein …	Der offene Zielbezug erhält erwärmtes Wasser und einen Bereitschaftsschluss.	OPEN_TARGET_CARRY	ZWEI_SELBSTÄNDIGE_LISTENPUNKTE_TROTZ_OFFENHEIT	.58	BOUNDARY_HYPOTHESIS_NOT_SYNTAX_DECIPHERMENT	V59_R1_PHYSICAL_LOCI+FIELDS>V61_R2
