field_serial	field_id	page	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	source_closure_status	boundary_before	statement_id	field_position_in_statement	statement_spans_physical_lines	exact_short_mnemonics_in_field	exact_anchor_count_in_field	unknown_exemplar_events_in_field	anchor_silent_trace_in_field	canonical_local_expansion_unchanged	statement_german_source_expansion	silent_additions_rule	source_clause_type	strongest_historical_rival	interpretation_status	source_lineage
11	F011	f55v	H4	f55v.5	2	2	3	daiin chedy talam	OPAQUE_PAYLOAD | VARIANT_D(OPAQUE_PAYLOAD) | CLOSE_B3(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	H4_S002	1/1	NO	AIIN=MASS?	1	2	{daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:wasche die wunde Stelle einmal]	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	Ein vorgeschriebenes Maß; rühre, bis alles gleichmäßig vermischt ist; wasche die wunde Stelle einmal.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_PARATACTIC_ITEM	weichen Rest abteilen [Ganzfeldexemplar H4, Feld 2/4]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
12	F012	f55v	H4	f55v.11	1	3	4	ykaiin cheoar cheeky oldy	OPAQUE_PAYLOAD + <ARG_AIIN> | OPAQUE_PAYLOAD + <ARG_AR> | OPAQUE_PAYLOAD | CLOSE(FRAME_O(LINK))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	START_NEW_CLAUSE	H4_S003	1/1	NO	NONE	0	4	[EXEMPLAR:für den zweiten Arzneigebrauch] | [EXEMPLAR:gib Weißwein hinzu] | [EXEMPLAR:solange es noch warm ist] | [EXEMPLAR:koche sanft und beende diesen Arbeitsschritt]	für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	für den zweiten Arzneigebrauch; gib Weißwein hinzu; solange es noch warm ist; koche sanft und beende diesen Arbeitsschritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_PARATACTIC_ITEM	zwei Arbeitsfraktionen vergleichen [Ganzfeldexemplar H4, Feld 3/4]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
13	F013	f55v	H4	f55v.11	2	4	6	aiin okal oltchy or y orain	OPAQUE_PAYLOAD | SET(<ARG_AL>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AIN>	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	H4_S004	1/1	NO	AIIN=MASS? | OR=ANSATZ?	2	4	{aiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:bewahre es in einem bedeckten Gefäß] | {or/OR=ANSATZ?}[STILL_GRAMMAR:Artikel, Materialart und Herstellungszustand] | [EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:gebrauche die fertige Flüssigkeit frisch]	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	Ein vorgeschriebenes Maß; mische beide Anteile zusammen; bewahre es in einem bedeckten Gefäß; Die bereitete Arbeitsflüssigkeit; Diese aktive Portion; gebrauche die fertige Flüssigkeit frisch.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_PARATACTIC_ITEM	Fraktionen buchen [Ganzfeldexemplar H4, Feld 4/4]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
14	F014	f56r	H5	f56r.5	1	1	4	chochor cho chodaly daiin	FRAME_O(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	RECORD_START	H5_S001	1/3	YES	AIIN=MASS?	1	3	[EXEMPLAR:sammle die Pflanze im Frühjahr] | [EXEMPLAR:nimm danach den folgenden Zusatz oder Pflanzenteil] | [EXEMPLAR:die dünne untere Wurzel] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff]	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß	sammle die Pflanze im Frühjahr; nimm danach den folgenden Zusatz oder Pflanzenteil; die dünne untere Wurzel; Ein vorgeschriebenes Maß; nimm danach den folgenden Zusatz oder Pflanzenteil; lasse es in Weißwein ziehen; vor der Blüte gesammelt; Die aktive Portion verwenden; An die bezeichnete Zielstelle führen; von diesem abgebildeten Simplex; die auf feuchter schattiger Heide wächst; Die aktive Portion verwenden; lasse das Pflaster unbedeckt trocknen.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_REFLOWED_RECIPE_CLAUSE	klebriges Feuchtlandmaterial übernehmen [Ganzfeldexemplar H5, Feld 1/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
15	F015	f56r	H5	f56r.7	1	2	5	sho kchol otchor choky dal	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | FRAME_OT(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	CONTINUE_SAME_CLAUSE	H5_S001	2/3	YES	OKY=ANWENDEN? | AL=ZIEL?	2	3	[EXEMPLAR:nimm danach den folgenden Zusatz oder Pflanzenteil] | [EXEMPLAR:lasse es in Weißwein ziehen] | [EXEMPLAR:vor der Blüte gesammelt] | {choky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | {dal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil]	nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	sammle die Pflanze im Frühjahr; nimm danach den folgenden Zusatz oder Pflanzenteil; die dünne untere Wurzel; Ein vorgeschriebenes Maß; nimm danach den folgenden Zusatz oder Pflanzenteil; lasse es in Weißwein ziehen; vor der Blüte gesammelt; Die aktive Portion verwenden; An die bezeichnete Zielstelle führen; von diesem abgebildeten Simplex; die auf feuchter schattiger Heide wächst; Die aktive Portion verwenden; lasse das Pflaster unbedeckt trocknen.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_REFLOWED_RECIPE_CLAUSE	klebriges Feuchtlandmaterial übernehmen [Ganzfeldexemplar H5, Feld 2/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
16	F016	f56r	H5	f56r.8	1	3	4	schol choy choky cheeckhody	OPAQUE_PAYLOAD | FRAME_O(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	H5_S001	3/3	YES	OKY=ANWENDEN?	1	3	[EXEMPLAR:von diesem abgebildeten Simplex] | [EXEMPLAR:die auf feuchter schattiger Heide wächst] | {choky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:lasse das Pflaster unbedeckt trocknen]	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	sammle die Pflanze im Frühjahr; nimm danach den folgenden Zusatz oder Pflanzenteil; die dünne untere Wurzel; Ein vorgeschriebenes Maß; nimm danach den folgenden Zusatz oder Pflanzenteil; lasse es in Weißwein ziehen; vor der Blüte gesammelt; Die aktive Portion verwenden; An die bezeichnete Zielstelle führen; von diesem abgebildeten Simplex; die auf feuchter schattiger Heide wächst; Die aktive Portion verwenden; lasse das Pflaster unbedeckt trocknen.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_REFLOWED_RECIPE_CLAUSE	klein dosieren [Ganzfeldexemplar H5, Feld 3/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
17	F017	f56r	H5	f56r.12	1	4	4	sh cho kchey qokokchy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	NEXT_PARALLEL_CELL	H5_S002	1/1	NO	NONE	0	4	[EXEMPLAR:ihren kleinen Samen- oder Knospenkopf] | [EXEMPLAR:nimm danach den folgenden Zusatz oder Pflanzenteil] | [EXEMPLAR:das getrocknete schmale Blatt] | [EXEMPLAR:trockne es im Schatten]	ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	ihren kleinen Samen- oder Knospenkopf; nimm danach den folgenden Zusatz oder Pflanzenteil; das getrocknete schmale Blatt; trockne es im Schatten.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_PARATACTIC_ITEM	klein dosieren [Ganzfeldexemplar H5, Feld 4/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
18	F018	f56r	H5	f56r.13	1	5	3	okchy chokcheo kchal	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL>	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	RESUME_ACTIVE_ITEM	H5_S003	1/1	NO	NONE	0	3	[EXEMPLAR:gebrauche die frisch bereitete Arznei] | [EXEMPLAR:trinke es bei Magenschmerz] | [EXEMPLAR:bewahre den Rest trocken im Schatten]	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	gebrauche die frisch bereitete Arznei; trinke es bei Magenschmerz; bewahre den Rest trocken im Schatten.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_ACTIVE_ITEM_RESUMPTION	Materialprobe trennen [Ganzfeldexemplar H5, Feld 5/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
19	F019	f56r	H5	f56r.18	1	6	4	sho chokchy kchoar sotodan	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AR> | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	NEXT_PARALLEL_CELL	H5_S004	1/1	NO	NONE	0	4	[EXEMPLAR:nimm danach den folgenden Zusatz oder Pflanzenteil] | [EXEMPLAR:gebrauche die frisch bereitete Arznei] | [EXEMPLAR:mische es mit Honig] | [EXEMPLAR:gebrauche es frisch vermischt]	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	nimm danach den folgenden Zusatz oder Pflanzenteil; gebrauche die frisch bereitete Arznei; mische es mit Honig; gebrauche es frisch vermischt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_PARATACTIC_ITEM	Materialprobe trennen [Ganzfeldexemplar H5, Feld 6/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
20	F020	f56r	H5	f56r.19	1	7	3	otchey keol daiin	FRAME_OT(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	NEXT_PARALLEL_CELL	H5_S005	1/1	NO	OTCHEY=ANTEIL? | AIIN=MASS?	2	1	{otchey/OTCHEY=ANTEIL?}[STILL_GRAMMAR:Imperativ, Artikel und Auswahlmerkmal] | [EXEMPLAR:die helle geöffnete Blüte] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff]	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	Nimm den bezeichneten Anteil; die helle geöffnete Blüte; Ein vorgeschriebenes Maß.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	HERBAL_PARATACTIC_ITEM	trocknen und lagern [Ganzfeldexemplar H5, Feld 7/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
21	F021	f81v	B1	f81v.2	1	1	1	qokedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RECORD_START	B1_S001	1/1	NO	OKE=SPÜLEN?	1	0	{qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	spüle die bezeichnete Stelle einmal und beende den Schritt	spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 1/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
22	F022	f81v	B1	f81v.2	2	2	11	okaiin kair okal sar ol kain olkain al ol rol dl	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD + <ARG_AIR> | SET(<ARG_AL>) | OPAQUE_PAYLOAD | FRAME_O(LINK) | OPAQUE_PAYLOAD + <ARG_AIN> | OPAQUE_PAYLOAD + <ARG_AIN> | OPAQUE_PAYLOAD | FRAME_O(LINK) | OPAQUE_PAYLOAD | LINK	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S002	1/1	NO	AL=ZIEL?	1	10	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:der zurücklaufende Strom] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:Daraus, aus demselben Ansatz] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:ein abgemessener Anteil] | [EXEMPLAR:das untere Becken] | {al/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:bevor es abkühlt] | [EXEMPLAR:das bereitete Öl]	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl	beginne den nächsten abgemessenen Posten; der zurücklaufende Strom; mische beide Anteile zusammen; Daraus, aus demselben Ansatz; Mit der vorigen Zubereitung weiter; ein abgemessener Anteil; das untere Becken; An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bevor es abkühlt; das bereitete Öl.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 2/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
23	F023	f81v	B1	f81v.7	1	3	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	OPAQUE_PAYLOAD | FRAME_O(LINK) | OPAQUE_PAYLOAD + <ARG_AL> | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL> | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RESUME_ACTIVE_ITEM	B1_S003	1/1	NO	OLOR=VORIGES? | AIIN=MASS? | AIIN=MASS?	3	5	{olor/OLOR=VORIGES?}[STILL_GRAMMAR:Antezedent, Entnahmeverb und Stoffklasse] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:eine mäßige Menge] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:der eingetauchte Teil] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:durch die verbundenen Läufe] | [EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Aus dem vorigen Ansatz entnehmen; Mit der vorigen Zubereitung weiter; eine mäßige Menge; Ein vorgeschriebenes Maß; der eingetauchte Teil; Ein vorgeschriebenes Maß; durch die verbundenen Läufe; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 3/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
24	F024	f81v	B1	f81v.7	2	4	1	qol	FRAME_O(LINK)	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S004	1/2	YES	NONE	0	1	[EXEMPLAR:Mit der vorigen Zubereitung weiter]	Mit der vorigen Zubereitung weiter	Mit der vorigen Zubereitung weiter; halte es warm und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 4/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
25	F025	f81v	B1	f81v.17	1	5	1	sshkchdy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	CONTINUE_SAME_CLAUSE	B1_S004	2/2	YES	NONE	0	1	[EXEMPLAR:halte es warm und beende den Schritt]	halte es warm und beende den Schritt	Mit der vorigen Zubereitung weiter; halte es warm und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_REFLOWED_WORKCELL_CLAUSE	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 5/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
26	F026	f81v	B1	f81v.17	2	6	3	chedy ol shedy	VARIANT_D(OPAQUE_PAYLOAD) | FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S005	1/1	NO	NONE	0	3	[EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 6/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
27	F027	f81v	B1	f81v.17	3	7	1	qolchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B1_S006	1/1	NO	NONE	0	1	[EXEMPLAR:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	temperieren [Ganzfeldexemplar B1, Feld 7/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
28	F028	f81v	B1	f81v.17	4	8	4	qokain shckhy dl ral	SET(<ARG_AIN>) | OPAQUE_PAYLOAD | LINK | OPAQUE_PAYLOAD + <ARG_AL>	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B1_S007	1/1	NO	NONE	0	4	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:durch die verbundenen Läufe] | [EXEMPLAR:das bereitete Öl] | [EXEMPLAR:und lasse es abkühlen]	gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	gib einen abgemessenen Anteil in das Gefäß; durch die verbundenen Läufe; das bereitete Öl; und lasse es abkühlen.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	temperieren [Ganzfeldexemplar B1, Feld 8/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
29	F029	f81v	B1	f81v.18	1	9	1	qokchdy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B1_S008	1/1	NO	NONE	0	1	[EXEMPLAR:erwärme es einmal und beende den Schritt]	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	temperieren [Ganzfeldexemplar B1, Feld 9/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
