statement_id	record_unit_id	page	loci	crosses_physical_line	field_ids	surface_fields	selected_short_card_skeleton	creative_source_clause	strongest_segmentation_rival
B1_S03	B1	f81v	f81v.17	FALSE	F025|F026|F027|F028	sshkchdy || chedy ol shedy || qolchedy || qokain shckhy dl ral	NO_SELECTED_SHORT_CARD	halte es warm und beende den Schritt ; rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt ; gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	MERGE_WITH_NEIGHBOURING_LOCUS
B1_S04	B1	f81v	f81v.18	FALSE	F029|F030|F031|F032|F033	qokchdy || chey ol cheky ol shedy || qokedy || qokedy || chckhy qoky	SPÜLEN? | SPÜLEN? | ANWENDEN?	erwärme es einmal und beende den Schritt ; Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; spüle die bezeichnete Stelle einmal und beende den Schritt ; spüle die bezeichnete Stelle einmal und beende den Schritt ; durch die verbundenen Läufe ; Die aktive Portion verwenden	MERGE_WITH_NEIGHBOURING_LOCUS
B1_S05	B1	f81v	f81v.21	FALSE	F034|F035|F036	lsho qokey lshedy || lshedy || chedy qolky lchedal qol otar	NO_SELECTED_SHORT_CARD	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang ; wasche einmal und beende diesen Durchgang ; rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	MERGE_WITH_NEIGHBOURING_LOCUS
B1_S06	B1	f81v	f81v.24	FALSE	F037|F038|F039|F040	ytey okchedy || qokal okeey qol cheedy || sal teol dchdy || ly	TEMPERIEREN? | ZIEL?	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt ; mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt ; fülle danach das Gefäß	MERGE_WITH_NEIGHBOURING_LOCUS
B1_S07	B1	f81v	f81v.27	FALSE	F041|F042|F043|F044	dsheol oiiin olkeedy || tedy || cheky shckhedy || chal	ZIEL?	wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt ; An die bezeichnete Zielstelle führen	MERGE_WITH_NEIGHBOURING_LOCUS
B2_S01	B2	f82r	f82r.2	FALSE	F045|F046|F047|F048	dchedy || qolchedy || qokain dy qokeedy || qokal lcheckhy lched	NO_SELECTED_SHORT_CARD	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt ; gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter	MERGE_WITH_NEIGHBOURING_LOCUS
B2_S02	B2	f82r	f82r.3|f82r.4	TRUE	F049|F050|F051|F052	qokeey lcheckhedy || qokaly solkaiin chckhy qokaiin || qokaiin octheol chkeey ldy || oteey qokal sheckhy qoky	TEMPERIEREN? | ANWENDEN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt ; fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten ; beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt ; das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B2_S03	B2	f82r	f82r.7	FALSE	F053|F054|F055|F056	dshedy || sotaiin qokar shedy || solshedy || qokeey qoky ls cheey	TEMPERIEREN? | ANWENDEN? | KLAR?	gib sauberes Wasser hinzu und beende den Schritt ; für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; halte es warm und beende den Schritt ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	MERGE_WITH_NEIGHBOURING_LOCUS
B2_S04	B2	f82r	f82r.19	FALSE	F057|F058	okain char okain qokeedy || lchy	NO_SELECTED_SHORT_CARD	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; ziehe die klare Flüssigkeit ab	MERGE_WITH_NEIGHBOURING_LOCUS
B2_S05	B2	f82r	f82r.23	FALSE	F059|F060|F061	cheey qcthey qokeey lcheey daiin chey qokeeedy || lchedy || lar	KLAR? | TEMPERIEREN? | MASS? | ABLASSEN?	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; schließe den unteren Ablauf	MERGE_WITH_NEIGHBOURING_LOCUS
B2_S06	B2	f82r	f82r.26	FALSE	F062|F063	tshey qokeedy || cheal lchedar ches aiin oteey qokaiin okey	ZIEL? | MASS?	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	MERGE_WITH_NEIGHBOURING_LOCUS
B2_S07	B2	f82r	f82r.27	FALSE	F064|F065|F066|F067|F068|F069|F070	pchedy || rsheal daldy || qokeedy || rshedy || qoteedy || qokeedy || lochedy	NO_SELECTED_SHORT_CARD	ziehe es ab und beende den Schritt ; gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; trinke den angegebenen Anteil und beende den Schritt ; binde es auf die Stelle und beende den Schritt ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; mische zu gleichen Teilen und beende den Schritt	MERGE_WITH_NEIGHBOURING_LOCUS
B3_S01	B3	f83r	f83r.3	FALSE	F071|F072|F073|F074	olkeedy || qotal chkeedy || chey daiin chey lchedy || qokaiin qotal dar	MASS? | ABLASSEN?	lasse die Flüssigkeit sich setzen und beende den Schritt ; zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt ; Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	MERGE_WITH_NEIGHBOURING_LOCUS
B3_S02	B3	f83r	f83r.6|f83r.8	TRUE	F075|F076|F077|F078|F079|F080|F081	schedy || chedchy qokal olchedy || qokaiin chedy qokeedy || lchedy || qoky || pchedal otedy || shecthedchy qoky chedy chary	ABLASSEN? | ANWENDEN? | ANWENDEN?	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt ; gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt ; beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; Die aktive Portion verwenden ; fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt ; wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B3_S03	B3	f83r	f83r.11	FALSE	F082|F083|F084|F085|F086	sor shedy || qokaiin chkain shcthey qokedy || okair sheedy || lchedy || lo	ANSATZ? | SPÜLEN? | ABLASSEN?	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt ; öffne danach den oberen Lauf ; wasche einmal und beende den Schritt ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; schließe den unteren Ablauf	MERGE_WITH_NEIGHBOURING_LOCUS
B3_S04	B3	f83r	f83r.14|f83r.15	TRUE	F087|F088|F089|F090|F091|F092|F093|F094|F095	qokchedy || qokeedy || shedy || qokshedy || dal lchedy || qokaiin shcthy dal sy || saiin shedal shecthy chey tal shcthy dalchdy || qotchedy || lchedy	ZIEL? | ABLASSEN? | BEREIT? | ZIEL? | MASS? | ZIEL? | BEREIT? | ABLASSEN?	lasse es abkühlen und beende den Schritt ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; koche sanft und beende diesen Arbeitsschritt ; An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion ; Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt ; mische zu gleichen Teilen und beende den Schritt ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B3_S05	B3	f83r	f83r.16	FALSE	F096|F097|F098	tchedy || qokchdy || cheedar chldaiin chedy qokain checthy chealror	BEREIT?	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt ; erwärme es einmal und beende den Schritt ; setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	MERGE_WITH_NEIGHBOURING_LOCUS
B3_S06	B3	f83r	f83r.20	FALSE	F099|F100|F101|F102|F103	solkeedy || qoteedy || qokeey qokedy || sol cheeety qokedy || qoky saiin	TEMPERIEREN? | SPÜLEN? | SPÜLEN? | ANWENDEN? | MASS?	lasse die Flüssigkeit sich setzen und beende den Schritt ; binde es auf die Stelle und beende den Schritt ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt ; Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt ; Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	MERGE_WITH_NEIGHBOURING_LOCUS
B3_S07	B3	f83r	f83r.22	FALSE	F104|F105|F106|F107	schedair otchedy || qokeedy || chedain chedy qotedaiin otaiin otedy || ldy	NO_SELECTED_SHORT_CARD	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt ; ziehe es ab und beende den Schritt	MERGE_WITH_NEIGHBOURING_LOCUS
B3_S08	B3	f83r	f83r.24	FALSE	F108	soiiin checthy chety otaiin olsaly shedy	BEREIT?	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	MERGE_WITH_NEIGHBOURING_LOCUS
B4_S01	B4	f83r	f83r.25|f83r.26	TRUE	F109|F110|F111|F112|F113	qokeedy || qolchey qokeey qokedy || chedy otal || otchey qokeey qoky tol shedy || qokylddy	TEMPERIEREN? | SPÜLEN? | ANTEIL? | TEMPERIEREN? | ANWENDEN?	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt ; rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin ; Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; binde es auf die Stelle und beende den Schritt	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B4_S02	B4	f83r	f83r.27	FALSE	F114|F115|F116	dain chedy qokeedy || shckhedy || shckhedy	NO_SELECTED_SHORT_CARD	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt ; seihe es einmal durch ein Tuch und beende den Schritt ; seihe es einmal durch ein Tuch und beende den Schritt	MERGE_WITH_NEIGHBOURING_LOCUS
B4_S03	B4	f83r	f83r.28	FALSE	F117|F118|F119	saiin cheeky sheey qokedy || shedy || oldy	MASS? | SPÜLEN?	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt ; lasse es bis zur Bereitschaft stehen und beende den Schritt ; koche sanft und beende diesen Arbeitsschritt	MERGE_WITH_NEIGHBOURING_LOCUS
B4_S04	B4	f83r	f83r.35|f83r.37	TRUE	F120|F121|F122|F123	saiin cheky okeeol okain chdy || sol lkedy || lchedy || qokol shedy	MASS? | ABLASSEN?	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B4_S05	B4	f83r	f83r.38	FALSE	F124	or chey qockhey dairydy	ANSATZ?	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	MERGE_WITH_NEIGHBOURING_LOCUS
B4_S06	B4	f83r	f83r.39|f83r.41	TRUE	F125|F126|F127	qokain shey kain chckhal || solkey lchedy || qolkain dal	KLAR? | ABLASSEN? | ZIEL?	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer ; öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt ; das untere Becken ; An die bezeichnete Zielstelle führen	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B4_S07	B4	f83r	f83r.44	FALSE	F128	skar shedy	NO_SELECTED_SHORT_CARD	gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	MERGE_WITH_NEIGHBOURING_LOCUS
B5_S01	B5	f83r	f83r.47|f83r.48|f83r.49	TRUE	F129|F130|F131|F132|F133	otchdy || qokchdy || shedal || dal cheol lol chdal aiin || sol daiiin chedy	ZIEL? | MASS?	ziehe es ab und beende den Schritt ; erwärme es einmal und beende den Schritt ; für einen Zeitabschnitt ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	ONE_STATEMENT_PER_PHYSICAL_LOCUS
B6_S01	B6	f83r	f83r.52|f83r.54	TRUE	F134|F135	solkeey qekey raly ol || daiin ol dain chey ldalor	MASS?	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter ; Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	ONE_STATEMENT_PER_PHYSICAL_LOCUS
