statement_id	record_unit_id	page	field_ids	loci	field_count	event_count	spans_physical_lines	entry_relation	interline_relations_inside_statement	final_closure_status	exact_short_mnemonic_sequence	exact_anchor_count	unknown_exemplar_event_count	anchor_silent_trace	silent_anchor_grammar	silent_unknown_event_expansions	german_source_expansion	source_clause_type	historical_mechanism	strongest_historical_rival	interpretation_status	source_lineage
H5_S002	H5	f56r	F017	f56r.12	1	4	NO	NEXT_PARALLEL_CELL	NONE	OPEN	NONE	0	4	[EXEMPLAR:ihren kleinen Samen- oder Knospenkopf] | [EXEMPLAR:nimm danach den folgenden Zusatz oder Pflanzenteil] | [EXEMPLAR:das getrocknete schmale Blatt] | [EXEMPLAR:trockne es im Schatten]	NONE	ihren kleinen Samen- oder Knospenkopf | nimm danach den folgenden Zusatz oder Pflanzenteil | das getrocknete schmale Blatt | trockne es im Schatten	ihren kleinen Samen- oder Knospenkopf; nimm danach den folgenden Zusatz oder Pflanzenteil; das getrocknete schmale Blatt; trockne es im Schatten.	HERBAL_PARATACTIC_ITEM	Kurzer Herbal- oder Rezeptposten im Recipe/Item-Stil; Feldtrenner ordnet, ohne einen modernen Satz zu behaupten.	klein dosieren [Ganzfeldexemplar H5, Feld 4/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
H5_S003	H5	f56r	F018	f56r.13	1	3	NO	RESUME_ACTIVE_ITEM	NONE	OPEN	NONE	0	3	[EXEMPLAR:gebrauche die frisch bereitete Arznei] | [EXEMPLAR:trinke es bei Magenschmerz] | [EXEMPLAR:bewahre den Rest trocken im Schatten]	NONE	gebrauche die frisch bereitete Arznei | trinke es bei Magenschmerz | bewahre den Rest trocken im Schatten	gebrauche die frisch bereitete Arznei; trinke es bei Magenschmerz; bewahre den Rest trocken im Schatten.	HERBAL_ACTIVE_ITEM_RESUMPTION	Ein stiller Bildbesitzer oder zuvor genannter Pflanzenteil wird wie de eodem/praedictum wieder aufgenommen; nur Funktionsvergleich.	Materialprobe trennen [Ganzfeldexemplar H5, Feld 5/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
H5_S004	H5	f56r	F019	f56r.18	1	4	NO	NEXT_PARALLEL_CELL	NONE	OPEN	NONE	0	4	[EXEMPLAR:nimm danach den folgenden Zusatz oder Pflanzenteil] | [EXEMPLAR:gebrauche die frisch bereitete Arznei] | [EXEMPLAR:mische es mit Honig] | [EXEMPLAR:gebrauche es frisch vermischt]	NONE	nimm danach den folgenden Zusatz oder Pflanzenteil | gebrauche die frisch bereitete Arznei | mische es mit Honig | gebrauche es frisch vermischt	nimm danach den folgenden Zusatz oder Pflanzenteil; gebrauche die frisch bereitete Arznei; mische es mit Honig; gebrauche es frisch vermischt.	HERBAL_PARATACTIC_ITEM	Kurzer Herbal- oder Rezeptposten im Recipe/Item-Stil; Feldtrenner ordnet, ohne einen modernen Satz zu behaupten.	Materialprobe trennen [Ganzfeldexemplar H5, Feld 6/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
H5_S005	H5	f56r	F020	f56r.19	1	3	NO	NEXT_PARALLEL_CELL	NONE	OPEN	OTCHEY=ANTEIL? | AIIN=MASS?	2	1	{otchey/OTCHEY=ANTEIL?}[STILL_GRAMMAR:Imperativ, Artikel und Auswahlmerkmal] | [EXEMPLAR:die helle geöffnete Blüte] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff]	Imperativ, Artikel und Auswahlmerkmal | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	die helle geöffnete Blüte	Nimm den bezeichneten Anteil; die helle geöffnete Blüte; Ein vorgeschriebenes Maß.	HERBAL_PARATACTIC_ITEM	Kurzer Herbal- oder Rezeptposten im Recipe/Item-Stil; Feldtrenner ordnet, ohne einen modernen Satz zu behaupten.	trocknen und lagern [Ganzfeldexemplar H5, Feld 7/7]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S001	B1	f81v	F021	f81v.2	1	1	NO	RECORD_START	NONE	TERMINAL	OKE=SPÜLEN?	1	0	{qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Objekt oder Ort, Wiederholungszahl und Zellschluss	NONE	spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 1/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S002	B1	f81v	F022	f81v.2	1	11	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	AL=ZIEL?	1	10	[EXEMPLAR:beginne den nächsten abgemessenen Posten] | [EXEMPLAR:der zurücklaufende Strom] | [EXEMPLAR:mische beide Anteile zusammen] | [EXEMPLAR:Daraus, aus demselben Ansatz] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:ein abgemessener Anteil] | [EXEMPLAR:das untere Becken] | {al/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:bevor es abkühlt] | [EXEMPLAR:das bereitete Öl]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil	beginne den nächsten abgemessenen Posten | der zurücklaufende Strom | mische beide Anteile zusammen | Daraus, aus demselben Ansatz | Mit der vorigen Zubereitung weiter | ein abgemessener Anteil | das untere Becken | Mit der vorigen Zubereitung weiter | bevor es abkühlt | das bereitete Öl	beginne den nächsten abgemessenen Posten; der zurücklaufende Strom; mische beide Anteile zusammen; Daraus, aus demselben Ansatz; Mit der vorigen Zubereitung weiter; ein abgemessener Anteil; das untere Becken; An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bevor es abkühlt; das bereitete Öl.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 2/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S003	B1	f81v	F023	f81v.7	1	8	NO	RESUME_ACTIVE_ITEM	NONE	TERMINAL	OLOR=VORIGES? | AIIN=MASS? | AIIN=MASS?	3	5	{olor/OLOR=VORIGES?}[STILL_GRAMMAR:Antezedent, Entnahmeverb und Stoffklasse] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:eine mäßige Menge] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:der eingetauchte Teil] | {daiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:durch die verbundenen Läufe] | [EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Antezedent, Entnahmeverb und Stoffklasse | Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff	Mit der vorigen Zubereitung weiter | eine mäßige Menge | der eingetauchte Teil | durch die verbundenen Läufe | spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Aus dem vorigen Ansatz entnehmen; Mit der vorigen Zubereitung weiter; eine mäßige Menge; Ein vorgeschriebenes Maß; der eingetauchte Teil; Ein vorgeschriebenes Maß; durch die verbundenen Läufe; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Arbeitsflüssigkeit, Gefäß oder Station bleibt als aktiver Registerposten still und wird in einer neuen Kurzklausel wieder aufgenommen.	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 3/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S004	B1	f81v	F024|F025	f81v.7|f81v.17	2	2	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	NONE	0	2	[EXEMPLAR:Mit der vorigen Zubereitung weiter] || [EXEMPLAR:halte es warm und beende den Schritt]	NONE	Mit der vorigen Zubereitung weiter | halte es warm und beende den Schritt	Mit der vorigen Zubereitung weiter; halte es warm und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 4/24] | Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 5/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S005	B1	f81v	F026	f81v.17	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	rühre, bis alles gleichmäßig vermischt ist | Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 6/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S006	B1	f81v	F027	f81v.17	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	NONE	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	temperieren [Ganzfeldexemplar B1, Feld 7/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S007	B1	f81v	F028	f81v.17	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	4	[EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:durch die verbundenen Läufe] | [EXEMPLAR:das bereitete Öl] | [EXEMPLAR:und lasse es abkühlen]	NONE	gib einen abgemessenen Anteil in das Gefäß | durch die verbundenen Läufe | das bereitete Öl | und lasse es abkühlen	gib einen abgemessenen Anteil in das Gefäß; durch die verbundenen Läufe; das bereitete Öl; und lasse es abkühlen.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	temperieren [Ganzfeldexemplar B1, Feld 8/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S008	B1	f81v	F029	f81v.18	1	1	NO	NEXT_PARALLEL_CELL	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:erwärme es einmal und beende den Schritt]	NONE	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt.	BIO_PARALLEL_WORKCELL	Benachbarte kurze Zellen werden als parallele Bade-/Gefäßanweisungen gelesen, nicht als durchlaufender grammatischer Satz.	temperieren [Ganzfeldexemplar B1, Feld 9/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S009	B1	f81v	F030	f81v.18	1	5	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	5	[EXEMPLAR:Diese aktive Portion] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:bei sanfter Wärme] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	Diese aktive Portion | Mit der vorigen Zubereitung weiter | bei sanfter Wärme | Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	Diese aktive Portion; Mit der vorigen Zubereitung weiter; bei sanfter Wärme; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	temperieren [Ganzfeldexemplar B1, Feld 10/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S010	B1	f81v	F031	f81v.18	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKE=SPÜLEN?	1	0	{qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Objekt oder Ort, Wiederholungszahl und Zellschluss	NONE	spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	temperieren [Ganzfeldexemplar B1, Feld 11/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S011	B1	f81v	F032	f81v.18	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKE=SPÜLEN?	1	0	{qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Objekt oder Ort, Wiederholungszahl und Zellschluss	NONE	spüle die bezeichnete Stelle einmal und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	temperieren [Ganzfeldexemplar B1, Feld 12/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S012	B1	f81v	F033	f81v.18	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	OKY=ANWENDEN?	1	1	[EXEMPLAR:durch die verbundenen Läufe] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs]	Objekt, Ziel und Flexion des Gebrauchsverbs	durch die verbundenen Läufe	durch die verbundenen Läufe; Die aktive Portion verwenden.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B1, Feld 13/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S013	B1	f81v	F034	f81v.21	1	3	NO	START_NEW_CLAUSE	NONE	TERMINAL	NONE	0	3	[EXEMPLAR:beginne die Spülung] | [EXEMPLAR:warmes Wasser] | [EXEMPLAR:wasche einmal und beende diesen Durchgang]	NONE	beginne die Spülung | warmes Wasser | wasche einmal und beende diesen Durchgang	beginne die Spülung; warmes Wasser; wasche einmal und beende diesen Durchgang.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B1, Feld 14/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S014	B1	f81v	F035	f81v.21	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:wasche einmal und beende diesen Durchgang]	NONE	wasche einmal und beende diesen Durchgang	wasche einmal und beende diesen Durchgang.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B1, Feld 15/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S015	B1	f81v	F036	f81v.21	1	5	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	NONE	0	5	[EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:die betroffene Stelle] | [EXEMPLAR:das untere Becken] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:benutze danach den unteren Ablauf]	NONE	rühre, bis alles gleichmäßig vermischt ist | die betroffene Stelle | das untere Becken | Mit der vorigen Zubereitung weiter | benutze danach den unteren Ablauf	rühre, bis alles gleichmäßig vermischt ist; die betroffene Stelle; das untere Becken; Mit der vorigen Zubereitung weiter; benutze danach den unteren Ablauf.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B1, Feld 16/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S016	B1	f81v	F037	f81v.24	1	2	NO	START_NEW_CLAUSE	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:fülle danach das Gefäß] | [EXEMPLAR:lasse es abkühlen und beende den Schritt]	NONE	fülle danach das Gefäß | lasse es abkühlen und beende den Schritt	fülle danach das Gefäß; lasse es abkühlen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B1, Feld 17/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S017	B1	f81v	F038	f81v.24	1	4	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	OKEEY=TEMPERIEREN?	1	3	[EXEMPLAR:mische beide Anteile zusammen] | {okeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Arbeitsflüssigkeit, Temperaturgrad und Dauer	mische beide Anteile zusammen | Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	mische beide Anteile zusammen; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	absetzen und klären [Ganzfeldexemplar B1, Feld 18/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S018	B1	f81v	F039	f81v.24	1	3	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	AL=ZIEL?	1	2	{sal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil] | [EXEMPLAR:die erste Öffnung] | [EXEMPLAR:seihe es klar und beende den Schritt]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil	die erste Öffnung | seihe es klar und beende den Schritt	An die bezeichnete Zielstelle führen; die erste Öffnung; seihe es klar und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	weitergeben [Ganzfeldexemplar B1, Feld 19/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S019	B1	f81v	F040|F041	f81v.24|f81v.27	2	4	YES	INTRA_LINE_FIELD_BREAK	CONTINUE_SAME_CLAUSE	TERMINAL	NONE	0	4	[EXEMPLAR:fülle danach das Gefäß] || [EXEMPLAR:wende es an der markierten Stelle an] | [EXEMPLAR:bis es klar ist] | [EXEMPLAR:lasse die Flüssigkeit sich setzen und beende den Schritt]	NONE	fülle danach das Gefäß | wende es an der markierten Stelle an | bis es klar ist | lasse die Flüssigkeit sich setzen und beende den Schritt	fülle danach das Gefäß; wende es an der markierten Stelle an; bis es klar ist; lasse die Flüssigkeit sich setzen und beende den Schritt.	BIO_REFLOWED_WORKCELL_CLAUSE	Ein offener Bade-, Gefäß- oder Leitungsprozess läuft in der nächsten physischen Zeile bis zur lokalen Operation oder Terminalformel weiter.	weitergeben [Ganzfeldexemplar B1, Feld 20/24] | weitergeben [Ganzfeldexemplar B1, Feld 21/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S020	B1	f81v	F042	f81v.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	weitergeben [Ganzfeldexemplar B1, Feld 22/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S021	B1	f81v	F043	f81v.27	1	2	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	2	[EXEMPLAR:bei sanfter Wärme] | [EXEMPLAR:seihe es einmal durch ein Tuch und beende den Schritt]	NONE	bei sanfter Wärme | seihe es einmal durch ein Tuch und beende den Schritt	bei sanfter Wärme; seihe es einmal durch ein Tuch und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	weitergeben [Ganzfeldexemplar B1, Feld 23/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B1_S022	B1	f81v	F044	f81v.27	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	OPEN	AL=ZIEL?	1	0	{chal/AL=ZIEL?}[STILL_GRAMMAR:Bewegungsverb, Deixis und konkreter Ort oder Körperteil]	Bewegungsverb, Deixis und konkreter Ort oder Körperteil	NONE	An die bezeichnete Zielstelle führen.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	weitergeben [Ganzfeldexemplar B1, Feld 24/24]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S001	B2	f82r	F045	f82r.2	1	1	NO	RECORD_START	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	NONE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 1/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
B2_S002	B2	f82r	F046	f82r.2	1	1	NO	INTRA_LINE_FIELD_BREAK	NONE	TERMINAL	NONE	0	1	[EXEMPLAR:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	NONE	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	BIO_PARATACTIC_WORKCELL	Kurze imperative Arbeitszelle eines Bade- oder Gefäßregimens; Terminalwert schließt die Zelle, nicht notwendig die physische Zeile.	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 2/26]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELDS+V60_SELECTED_EXACT_DECK>V61_R2
