event_id	statement_id	page	master_card_id	instruction_de	renderer_mode	renderer_key	generated_visible_surface	actual_visible_surface	result
E037	H2-S003	f10r	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f10r|6|MC048|MC087	dy	dy	PASS
E038	H2-S003	f10r	MC087	Zugabemaß	SOLE_REGISTERED_SURFACE	MC087	chodaiin	chodaiin	PASS
E039	H3-S001	f11r	MC098	Kochgut	SOLE_REGISTERED_SURFACE	MC098	tshol	tshol	PASS
E040	H3-S001	f11r	MC049	Sudansatz	SOLE_REGISTERED_SURFACE	MC049	schoal	schoal	PASS
E041	H3-S001	f11r	MC129	auswringen	SOLE_REGISTERED_SURFACE	MC129	cfhy	cfhy	PASS
E042	H3-S001	f11r	MC111	eine vorgeschriebene Stehzeit einhalten	SOLE_REGISTERED_SURFACE	MC111	shfydaiin	shfydaiin	PASS
E043	H3-S001	f11r	MC156	nachseihen	SOLE_REGISTERED_SURFACE	MC156	cphy	cphy	PASS
E044	H3-S001	f11r	MC119	Klarlauf	PAGE_POSITION_NEIGHBOUR_RENDERER	MC119|f11r|6|MC156|MC037	shey	shey	PASS
E045	H3-S001	f11r	MC037	kalt stellen; Schluss	SOLE_REGISTERED_SURFACE	MC037	tchody	tchody	PASS
E046	H3-S002	f11r	MC062	Zugabeteil	SOLE_REGISTERED_SURFACE	MC062	shoyty	shoyty	PASS
E047	H3-S003	f11r	MC142	vom vorigen Arbeitsgang nehmen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC142|f11r|1|FIELD_START|MC123	dchol	dchol	PASS
E048	H3-S003	f11r	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f11r|2|MC142|MC117	chy	chy	PASS
E049	H3-S003	f11r	MC117	den laufenden Posten bearbeiten	SOLE_REGISTERED_SURFACE	MC117	kchy	kchy	PASS
E050	H3-S003	f11r	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f11r|4|MC117|MC039	dy	dy	PASS
E051	H3-S003	f11r	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f11r|5|MC123|FIELD_END	daiin	daiin	PASS
E052	H3-S004	f11r	MC107	zum nächsten Posten wechseln	SOLE_REGISTERED_SURFACE	MC107	qotchy	qotchy	PASS
E053	H3-S004	f11r	MC041	die Fortsetzung einsetzen	SOLE_REGISTERED_SURFACE	MC041	okchol	okchol	PASS
E054	H3-S004	f11r	MC161	bereit	PAGE_POSITION_NEIGHBOUR_RENDERER	MC161|f11r|3|MC041|MC123	cthy	cthy	PASS
E055	H3-S004	f11r	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f11r|4|MC161|FIELD_END	dy	dy	PASS
E056	H4-S001	f55v	MC120	bemessen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC120|f55v|1|FIELD_START|MC039	qokaiin	qokaiin	PASS
E057	H4-S001	f55v	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f55v|2|MC120|MC047	chaiin	chaiin	PASS
E058	H4-S001	f55v	MC047	erste Portion	SOLE_REGISTERED_SURFACE	MC047	ykain	ykain	PASS
E059	H4-S001	f55v	MC148	zweite Portion	SOLE_REGISTERED_SURFACE	MC148	ykan	ykan	PASS
E060	H4-S001	f55v	MC100	ZURUECKNEHMEN__SCHLUSS	SOLE_REGISTERED_SURFACE	MC100	ody	ody	PASS
E061	H4-S002	f55v	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f55v|1|FIELD_START|MC074	daiin	daiin	PASS
E062	H4-S002	f55v	MC074	überführen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC074|f55v|2|MC039|MC160	chedy	chedy	PASS
E063	H4-S002	f55v	MC160	Verwahrort	SOLE_REGISTERED_SURFACE	MC160	talam	talam	PASS
E064	H4-S003	f55v	MC170	Sollportion	SOLE_REGISTERED_SURFACE	MC170	ykaiin	ykaiin	PASS
E065	H4-S003	f55v	MC085	Auszug aus der Quelle	SOLE_REGISTERED_SURFACE	MC085	cheoar	cheoar	PASS
E066	H4-S003	f55v	MC032	länger bearbeiten	SOLE_REGISTERED_SURFACE	MC032	cheeky	cheeky	PASS
E067	H4-S003	f55v	MC019	fertig	SOLE_REGISTERED_SURFACE	MC019	oldy	oldy	PASS
E068	H4-S004	f55v	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f55v|1|FIELD_START|MC040	aiin	aiin	PASS
E069	H4-S004	f55v	MC040	dorthin einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC040|f55v|2|MC039|MC021	okal	okal	PASS
E070	H4-S004	f55v	MC021	die laufende Bereitung fortsetzen	SOLE_REGISTERED_SURFACE	MC021	oltchy	oltchy	PASS
E071	H4-S004	f55v	MC080	Ansatz	PAGE_POSITION_NEIGHBOUR_RENDERER	MC080|f55v|4|MC021|MC123	or	or	PASS
E072	H4-S004	f55v	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f55v|5|MC080|MC072	y	y	PASS
E073	H4-S004	f55v	MC072	Bereitungsanteil	SOLE_REGISTERED_SURFACE	MC072	orain	orain	PASS
E074	H5-S001	f56r	MC125	Zugabeansatz	SOLE_REGISTERED_SURFACE	MC125	chochor	chochor	PASS
E075	H5-S001	f56r	MC034	EINGABE_ODER_BEDINGUNG	PAGE_POSITION_NEIGHBOUR_RENDERER	MC034|f56r|2|MC125|MC010	cho	cho	PASS
E076	H5-S001	f56r	MC010	Zugabe am aktuellen Ziel	SOLE_REGISTERED_SURFACE	MC010	chodaly	chodaly	PASS
E077	H5-S001	f56r	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f56r|4|MC010|FIELD_END	daiin	daiin	PASS
E078	H5-S001	f56r	MC034	EINGABE_ODER_BEDINGUNG	PAGE_POSITION_NEIGHBOUR_RENDERER	MC034|f56r|1|FIELD_START|MC090	sho	sho	PASS
E079	H5-S001	f56r	MC090	weiter bearbeiten	SOLE_REGISTERED_SURFACE	MC090	kchol	kchol	PASS
E080	H5-S001	f56r	MC013	Folgeansatz	PAGE_POSITION_NEIGHBOUR_RENDERER	MC013|f56r|3|MC090|MC026	otchor	otchor	PASS
E081	H5-S001	f56r	MC026	einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC026|f56r|4|MC013|MC154	choky	choky	PASS
E082	H5-S001	f56r	MC154	dorthin	PAGE_POSITION_NEIGHBOUR_RENDERER	MC154|f56r|5|MC026|FIELD_END	dal	dal	PASS
E083	H5-S002	f56r	MC142	vom vorigen Arbeitsgang nehmen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC142|f56r|1|FIELD_START|MC131	schol	schol	PASS
E084	H5-S002	f56r	MC131	aktuelle Zutat	SOLE_REGISTERED_SURFACE	MC131	choy	choy	PASS
E085	H5-S002	f56r	MC026	einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC026|f56r|3|MC131|MC099	choky	choky	PASS
E086	H5-S002	f56r	MC099	auftragen; Schluss	SOLE_REGISTERED_SURFACE	MC099	cheeckhody	cheeckhody	PASS
E087	H5-S003	f56r	MC114	Stängel	SOLE_REGISTERED_SURFACE	MC114	sh	sh	PASS
E088	H5-S003	f56r	MC034	EINGABE_ODER_BEDINGUNG	PAGE_POSITION_NEIGHBOUR_RENDERER	MC034|f56r|2|MC114|MC122	cho	cho	PASS
E089	H5-S003	f56r	MC122	den laufenden Posten kurz bearbeiten	SOLE_REGISTERED_SURFACE	MC122	kchey	kchey	PASS
E090	H5-S003	f56r	MC015	denselben Posten erneut einsetzen	SOLE_REGISTERED_SURFACE	MC015	qokokchy	qokokchy	PASS
E091	H5-S004	f56r	MC103	den laufenden Posten einsetzen und weiterbearbeiten	PAGE_POSITION_NEIGHBOUR_RENDERER	MC103|f56r|1|FIELD_START|MC006	okchy	okchy	PASS
E092	H5-S004	f56r	MC006	Auszug einsetzen	SOLE_REGISTERED_SURFACE	MC006	chokcheo	chokcheo	PASS
E093	H5-S004	f56r	MC077	an der Zielstelle bearbeiten	SOLE_REGISTERED_SURFACE	MC077	kchal	kchal	PASS
E094	H5-S005	f56r	MC034	EINGABE_ODER_BEDINGUNG	PAGE_POSITION_NEIGHBOUR_RENDERER	MC034|f56r|1|FIELD_START|MC103	sho	sho	PASS
E095	H5-S005	f56r	MC103	den laufenden Posten einsetzen und weiterbearbeiten	PAGE_POSITION_NEIGHBOUR_RENDERER	MC103|f56r|2|MC034|MC136	chokchy	chokchy	PASS
E096	H5-S005	f56r	MC136	bearbeiteter Quellauszug	SOLE_REGISTERED_SURFACE	MC136	kchoar	kchoar	PASS
E097	H5-S005	f56r	MC068	zur Folgeanwendung weiterführen	SOLE_REGISTERED_SURFACE	MC068	sotodan	sotodan	PASS
E098	H5-S006	f56r	MC171	das nächste	SOLE_REGISTERED_SURFACE	MC171	otchey	otchey	PASS
E099	H5-S006	f56r	MC104	kurz weiterbearbeiten	SOLE_REGISTERED_SURFACE	MC104	keol	keol	PASS
E100	H5-S006	f56r	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f56r|3|MC104|FIELD_END	daiin	daiin	PASS
E101	B1-S001	f81v	MC083	kurz einwirken; Schluss	SOLE_REGISTERED_SURFACE	MC083	qokedy	qokedy	PASS
E102	B1-S002	f81v	MC120	bemessen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC120|f81v|1|FIELD_START|MC023	okaiin	okaiin	PASS
E103	B1-S002	f81v	MC023	Beckenlauf	SOLE_REGISTERED_SURFACE	MC023	kair	kair	PASS
E104	B1-S002	f81v	MC040	dorthin einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC040|f81v|3|MC023|MC055	okal	okal	PASS
E105	B1-S002	f81v	MC055	davon	PAGE_POSITION_NEIGHBOUR_RENDERER	MC055|f81v|4|MC040|MC153	sar	sar	PASS
E106	B1-S002	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|5|MC055|MC105	ol	ol	PASS
E107	B1-S002	f81v	MC105	Portion	PAGE_POSITION_NEIGHBOUR_RENDERER	MC105|f81v|6|MC153|MC097	kain	kain	PASS
E108	B1-S002	f81v	MC097	weiterer Anteil	PAGE_POSITION_NEIGHBOUR_RENDERER	MC097|f81v|7|MC105|MC154	olkain	olkain	PASS
E109	B1-S002	f81v	MC154	dorthin	PAGE_POSITION_NEIGHBOUR_RENDERER	MC154|f81v|8|MC097|MC153	al	al	PASS
E110	B1-S002	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|9|MC154|MC016	ol	ol	PASS
E111	B1-S002	f81v	MC016	Anschluss	SOLE_REGISTERED_SURFACE	MC016	rol	rol	PASS
E112	B1-S002	f81v	MC012	Zusatz	SOLE_REGISTERED_SURFACE	MC012	dl	dl	PASS
E113	B1-S002	f81v	MC157	derselbe Ansatz	PAGE_POSITION_NEIGHBOUR_RENDERER	MC157|f81v|1|FIELD_START|MC153	olor	olor	PASS
E114	B1-S002	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|2|MC157|MC058	ol	ol	PASS
E115	B1-S002	f81v	MC058	Kurze Zielpassage	SOLE_REGISTERED_SURFACE	MC058	sheckhal	sheckhal	PASS
E116	B1-S002	f81v	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f81v|4|MC058|MC096	daiin	daiin	PASS
E117	B1-S002	f81v	MC096	Langer Zieleinsatz	SOLE_REGISTERED_SURFACE	MC096	qokeedal	qokeedal	PASS
E118	B1-S002	f81v	MC039	Sollmaß	PAGE_POSITION_NEIGHBOUR_RENDERER	MC039|f81v|6|MC096|MC035	daiin	daiin	PASS
E119	B1-S002	f81v	MC035	durchleiten	PAGE_POSITION_NEIGHBOUR_RENDERER	MC035|f81v|7|MC039|MC025	chckhy	chckhy	PASS
E120	B1-S002	f81v	MC025	überführen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC025|f81v|8|MC035|FIELD_END	schedy	schedy	PASS
E121	B1-S003	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|1|FIELD_START|FIELD_END	qol	qol	PASS
E122	B1-S003	f81v	MC061	übertragen; Schluss	SOLE_REGISTERED_SURFACE	MC061	sshkchdy	sshkchdy	PASS
E123	B1-S004	f81v	MC074	überführen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC074|f81v|1|FIELD_START|MC153	chedy	chedy	PASS
E124	B1-S004	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|2|MC074|MC128	ol	ol	PASS
E125	B1-S004	f81v	MC128	kurz absetzen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC128|f81v|3|MC153|FIELD_END	shedy	shedy	PASS
E126	B1-S005	f81v	MC028	weiterführen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC028|f81v|1|FIELD_START|FIELD_END	qolchedy	qolchedy	PASS
E127	B1-S006	f81v	MC017	Anteil zugeben	PAGE_POSITION_NEIGHBOUR_RENDERER	MC017|f81v|1|FIELD_START|MC035	qokain	qokain	PASS
E128	B1-S006	f81v	MC035	durchleiten	PAGE_POSITION_NEIGHBOUR_RENDERER	MC035|f81v|2|MC017|MC012	shckhy	shckhy	PASS
E129	B1-S006	f81v	MC012	Zusatz	SOLE_REGISTERED_SURFACE	MC012	dl	dl	PASS
E130	B1-S006	f81v	MC056	Zielmarke	SOLE_REGISTERED_SURFACE	MC056	ral	ral	PASS
E131	B1-S007	f81v	MC088	neuen Posten einsetzen; Schluss	SOLE_REGISTERED_SURFACE	MC088	qokchdy	qokchdy	PASS
E132	B1-S008	f81v	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f81v|1|FIELD_START|MC153	chey	chey	PASS
E133	B1-S008	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|2|MC123|MC147	ol	ol	PASS
E134	B1-S008	f81v	MC147	kurz wärmen	SOLE_REGISTERED_SURFACE	MC147	cheky	cheky	PASS
E135	B1-S008	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|4|MC147|MC128	ol	ol	PASS
E136	B1-S008	f81v	MC128	kurz absetzen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC128|f81v|5|MC153|FIELD_END	shedy	shedy	PASS
E137	B1-S009	f81v	MC083	kurz einwirken; Schluss	SOLE_REGISTERED_SURFACE	MC083	qokedy	qokedy	PASS
E138	B1-S010	f81v	MC083	kurz einwirken; Schluss	SOLE_REGISTERED_SURFACE	MC083	qokedy	qokedy	PASS
E139	B1-S011	f81v	MC035	durchleiten	PAGE_POSITION_NEIGHBOUR_RENDERER	MC035|f81v|1|FIELD_START|MC026	chckhy	chckhy	PASS
E140	B1-S011	f81v	MC026	einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC026|f81v|2|MC035|FIELD_END	qoky	qoky	PASS
E141	B1-S012	f81v	MC130	Waschgang	SOLE_REGISTERED_SURFACE	MC130	lsho	lsho	PASS
E142	B1-S012	f81v	MC007	KURZ_SETZEN	PAGE_POSITION_NEIGHBOUR_RENDERER	MC007|f81v|2|MC130|MC038	qokey	qokey	PASS
E143	B1-S012	f81v	MC038	Waschgang; Schluss	SOLE_REGISTERED_SURFACE	MC038	lshedy	lshedy	PASS
E144	B1-S013	f81v	MC038	Waschgang; Schluss	SOLE_REGISTERED_SURFACE	MC038	lshedy	lshedy	PASS
E145	B1-S014	f81v	MC074	überführen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC074|f81v|1|FIELD_START|MC134	chedy	chedy	PASS
E146	B1-S014	f81v	MC134	Weiterweg	SOLE_REGISTERED_SURFACE	MC134	qolky	qolky	PASS
E147	B1-S014	f81v	MC051	Zielabführung	SOLE_REGISTERED_SURFACE	MC051	lchedal	lchedal	PASS
E148	B1-S014	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|4|MC051|MC121	qol	qol	PASS
E149	B1-S014	f81v	MC121	Folgequelle	SOLE_REGISTERED_SURFACE	MC121	otar	otar	PASS
E150	B1-S015	f81v	MC109	Kurzteil	SOLE_REGISTERED_SURFACE	MC109	ytey	ytey	PASS
E151	B1-S015	f81v	MC005	vorigen Posten überführen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC005|f81v|2|MC109|FIELD_END	okchedy	okchedy	PASS
E152	B1-S016	f81v	MC040	dorthin einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC040|f81v|1|FIELD_START|MC002	qokal	qokal	PASS
E153	B1-S016	f81v	MC002	LAENGER_SETZEN_ODER_HALTEN	PAGE_POSITION_NEIGHBOUR_RENDERER	MC002|f81v|2|MC040|MC153	okeey	okeey	PASS
E154	B1-S016	f81v	MC153	weiter	PAGE_POSITION_NEIGHBOUR_RENDERER	MC153|f81v|3|MC002|MC128	qol	qol	PASS
E155	B1-S016	f81v	MC128	kurz absetzen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC128|f81v|4|MC153|FIELD_END	cheedy	cheedy	PASS
E156	B1-S017	f81v	MC154	dorthin	PAGE_POSITION_NEIGHBOUR_RENDERER	MC154|f81v|1|FIELD_START|MC106	sal	sal	PASS
E157	B1-S017	f81v	MC106	kurz weiterführen	SOLE_REGISTERED_SURFACE	MC106	teol	teol	PASS
E158	B1-S017	f81v	MC139	Transfer; Schluss	SOLE_REGISTERED_SURFACE	MC139	dchdy	dchdy	PASS
E159	B1-S018	f81v	MC118	Auffanggefäß	SOLE_REGISTERED_SURFACE	MC118	ly	ly	PASS
E160	B1-S018	f81v	MC076	Kurzhalt	SOLE_REGISTERED_SURFACE	MC076	dsheol	dsheol	PASS
E161	B1-S018	f81v	MC033	Arbeitsstufe	PAGE_POSITION_NEIGHBOUR_RENDERER	MC033|f81v|2|MC076|MC045	oiiin	oiiin	PASS
E162	B1-S018	f81v	MC045	lange sammeln; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC045|f81v|3|MC033|FIELD_END	olkeedy	olkeedy	PASS
E163	B1-S019	f81v	MC128	kurz absetzen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC128|f81v|1|FIELD_START|FIELD_END	tedy	tedy	PASS
E164	B1-S020	f81v	MC147	kurz wärmen	SOLE_REGISTERED_SURFACE	MC147	cheky	cheky	PASS
E165	B1-S020	f81v	MC143	durchlassen; Schluss	SOLE_REGISTERED_SURFACE	MC143	shckhedy	shckhedy	PASS
E166	B1-S021	f81v	MC154	dorthin	PAGE_POSITION_NEIGHBOUR_RENDERER	MC154|f81v|1|FIELD_START|FIELD_END	chal	chal	PASS
E167	B2-S001	f82r	MC025	überführen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC025|f82r|1|FIELD_START|FIELD_END	dchedy	dchedy	PASS
E168	B2-S002	f82r	MC028	weiterführen; Schluss	PAGE_POSITION_NEIGHBOUR_RENDERER	MC028|f82r|1|FIELD_START|FIELD_END	qolchedy	qolchedy	PASS
E169	B2-S003	f82r	MC017	Anteil zugeben	PAGE_POSITION_NEIGHBOUR_RENDERER	MC017|f82r|1|FIELD_START|MC123	qokain	qokain	PASS
E170	B2-S003	f82r	MC123	dies	PAGE_POSITION_NEIGHBOUR_RENDERER	MC123|f82r|2|MC017|MC082	dy	dy	PASS
E171	B2-S003	f82r	MC082	lange einwirken; Schluss	SOLE_REGISTERED_SURFACE	MC082	qokeedy	qokeedy	PASS
E172	B2-S004	f82r	MC040	dorthin einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC040|f82r|1|FIELD_START|MC168	qokal	qokal	PASS
E173	B2-S004	f82r	MC168	Abführpassage	SOLE_REGISTERED_SURFACE	MC168	lcheckhy	lcheckhy	PASS
E174	B2-S004	f82r	MC127	Abführung	SOLE_REGISTERED_SURFACE	MC127	lched	lched	PASS
E175	B2-S004	f82r	MC002	LAENGER_SETZEN_ODER_HALTEN	PAGE_POSITION_NEIGHBOUR_RENDERER	MC002|f82r|1|FIELD_START|MC133	qokeey	qokeey	PASS
E176	B2-S004	f82r	MC133	Trennabzug; Schluss	SOLE_REGISTERED_SURFACE	MC133	lcheckhedy	lcheckhedy	PASS
E177	B2-S005	f82r	MC054	Zieleinsatz	SOLE_REGISTERED_SURFACE	MC054	qokaly	qokaly	PASS
E178	B2-S005	f82r	MC036	Sollsammlung	SOLE_REGISTERED_SURFACE	MC036	solkaiin	solkaiin	PASS
E179	B2-S005	f82r	MC035	durchleiten	PAGE_POSITION_NEIGHBOUR_RENDERER	MC035|f82r|3|MC036|MC120	chckhy	chckhy	PASS
E180	B2-S005	f82r	MC120	bemessen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC120|f82r|4|MC035|FIELD_END	qokaiin	qokaiin	PASS
E181	B2-S005	f82r	MC120	bemessen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC120|f82r|1|FIELD_START|MC112	qokaiin	qokaiin	PASS
E182	B2-S005	f82r	MC112	Fortsetzung vorbereiten	SOLE_REGISTERED_SURFACE	MC112	octheol	octheol	PASS
E183	B2-S005	f82r	MC166	Langwärmen	SOLE_REGISTERED_SURFACE	MC166	chkeey	chkeey	PASS
E184	B2-S005	f82r	MC004	abziehen; Schluss	SOLE_REGISTERED_SURFACE	MC004	ldy	ldy	PASS
E185	B2-S006	f82r	MC063	Langfolge	SOLE_REGISTERED_SURFACE	MC063	oteey	oteey	PASS
E186	B2-S006	f82r	MC040	dorthin einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC040|f82r|2|MC063|MC132	qokal	qokal	PASS
E187	B2-S006	f82r	MC132	Kurzpassage	SOLE_REGISTERED_SURFACE	MC132	sheckhy	sheckhy	PASS
E188	B2-S006	f82r	MC026	einsetzen	PAGE_POSITION_NEIGHBOUR_RENDERER	MC026|f82r|4|MC132|FIELD_END	qoky	qoky	PASS
E189	B2-S007	f82r	MC138	Frischwasser zugeben; Schluss	SOLE_REGISTERED_SURFACE	MC138	dshedy	dshedy	PASS
