recipe_triad_rate_rank	initial_surface	reader_exact_initial_lines	recipe_triad_lines	recipe_triad_rate	content_lines	amount_or_level_lines	process_lines	quality_or_stage_lines	global_reader_exact_occurrences	global_reader_exact_line_initial	global_line_initial_purity	comparison_uses_initial_surface_meaning	body_axes_exclude_gdt754_suspect_surfaces	confirmed_lexeme
94	l	6	0	0.000000	0	0	0	0	38	6	0.157895	0	1	0
95	oain	6	0	0.000000	6	3	0	4	10	6	0.600000	0	1	0
96	pchedar	6	0	0.000000	3	3	1	3	6	6	1.000000	0	1	0
97	cheol	5	0	0.000000	2	0	0	3	118	5	0.042373	0	1	0
98	chey	5	0	0.000000	2	1	3	3	282	5	0.017730	0	1	0
99	odaiin	5	0	0.000000	2	2	0	3	42	5	0.119048	0	1	0
100	oees	5	0	0.000000	3	0	1	3	7	5	0.714286	0	1	0
101	okol	5	0	0.000000	2	2	1	3	50	5	0.100000	0	1	0
102	otedy	5	0	0.000000	1	1	0	1	75	5	0.066667	0	1	0
103	qokey	5	0	0.000000	5	2	1	5	88	5	0.056818	0	1	0
104	qoky	5	0	0.000000	4	1	1	3	125	5	0.040000	0	1	0
105	qotaiin	5	0	0.000000	2	1	1	1	77	5	0.064935	0	1	0
106	shody	5	0	0.000000	2	1	3	3	41	5	0.121951	0	1	0
107	tshey	5	0	0.000000	3	2	1	5	6	5	0.833333	0	1	0
108	ychedy	5	0	0.000000	2	1	2	4	8	5	0.625000	0	1	0
109	ycheeo	5	0	0.000000	2	2	1	3	5	5	1.000000	0	1	0
110	ysheey	5	0	0.000000	3	0	1	3	5	5	1.000000	0	1	0
111	ytaiin	5	0	0.000000	2	1	2	4	39	5	0.128205	0	1	0
112	ytar	5	0	0.000000	2	1	2	4	21	5	0.238095	0	1	0
113	ytchedy	5	0	0.000000	5	3	1	4	8	5	0.625000	0	1	0
