gdt756_body_token_id	page	locus	token_ordinal	body_offset_after_ychor	line_token_count	line_position	surface	reader_exact	gdt754_suspect_surface	independent_axes_at_position	raw_axes_not_counted_when_variant_or_suspect	active_cache_value_background	active_cache_confidence_background	working_candidate_de	alternate_1_de	alternate_2_de	working_confidence	semantic_role	selection_basis	candidate_source	candidate_not_plaintext	literal_identity	confirmed_lexeme	component_export_credit
G756-B011	f17v	f17v.15	6	5	6	LAST	oteol	1	0	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	W3_SOLID_WORKING_THEORY	kühle bis zur Mittelstufe	kalte Zubereitung	kühler Arzneistoff	C1_FRAME_CONSTRAINED	COLD_PROCESS	exakte COLD MATERIAL PREPARATION PROCESS MIDDLE-Achsen am Zeilenende	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B012	f19v	f19v.9	2	1	7	MIDDLE	oky	1	0	NONE	NONE	heißer Ansatz am Anfang des Grades	NA	heiß am Anfang	erwärme zuerst	heiße Zubereitung	C1_FRAME_CONSTRAINED	HOT_BEGIN	wiederkehrender älterer Hitze-/Anfangskandidat; eine von drei Stellen reader-exakt	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B013	f19v	f19v.9	3	2	7	MIDDLE	chor	1	0	NONE	NONE	Pflanzen-/Reproduktionsteil	NA	Blätter	Wurzel	Samen	C0_FORCED_CONTEXT	PLANT_PART	zweimal direkter ychor-Folger und starke Herbal-Konzentration; Auswahl Blatt bleibt austauschbar	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B014	f19v	f19v.9	4	3	7	MIDDLE	ytol	0	0	NONE	NONE	kühle hiervon den Drogenstoff ab	NA	kühle den Arzneistoff ab	kalter Arzneistoff	weiche ein	C0_FORCED_CONTEXT	COLD_PROCESS_CONTENT	reader-variable ältere Abkühlkarte unmittelbar vor trockenem Material	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B015	f19v	f19v.9	5	4	7	MIDDLE	chol	1	0	NONE	NONE	trocken; nominal trockenes Gut/Material	NA	trockenes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_CONTENT	fünf ychor-Körpervorkommen und stabiler älterer Trockenheitskern; Träger bleibt Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B016	f19v	f19v.9	6	5	7	MIDDLE	oky	0	0	NONE	NONE	heißer Ansatz am Anfang des Grades	NA	heiß am Anfang	erwärme zuerst	heiße Zubereitung	C1_FRAME_CONSTRAINED	HOT_BEGIN	wiederkehrender älterer Hitze-/Anfangskandidat; eine von drei Stellen reader-exakt	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B017	f19v	f19v.9	7	6	7	LAST	ddor	0	0	NONE	NONE	eine Portion abmessen	W2_PROVISIONAL_WORKING	miss eine Portion ab	eine Portion	zweiter Teil	C1_FRAME_CONSTRAINED	AMOUNT_PROCESS	finale ältere Abmesskarte, reader-variabel	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B018	f22v	f22v.7	2	1	4	MIDDLE	chor	1	0	NONE	NONE	Pflanzen-/Reproduktionsteil	NA	Blätter	Wurzel	Samen	C0_FORCED_CONTEXT	PLANT_PART	zweimal direkter ychor-Folger und starke Herbal-Konzentration; Auswahl Blatt bleibt austauschbar	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B019	f22v	f22v.7	3	2	4	MIDDLE	qokchol	1	0	HOT|DRY|MATERIAL	HOT|DRY|MATERIAL	heiß-trockenes Drogenmaterial	W3_SOLID_WORKING_THEORY	heiß getrocknetes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_HOT_CONTENT	zweimal exakte HOT DRY MATERIAL-Achsen, einmal direkt nach ychor	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B020	f22v	f22v.7	4	3	4	LAST	chory	1	0	PART|BEGIN_STAGE	PART|BEGIN_STAGE	Pflanzenteil in Grundform	W2_PROVISIONAL_WORKING	frische Blätter	Wurzel in Grundform	Pflanzenteil	C0_FORCED_CONTEXT	PLANT_PART_STATE	finaler Pflanzen-/Anfangsstufenslot; spezifischer Teil unbewiesen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B021	f23r	f23r.5	2	1	11	MIDDLE	qokchol	1	0	HOT|DRY|MATERIAL	HOT|DRY|MATERIAL	heiß-trockenes Drogenmaterial	W3_SOLID_WORKING_THEORY	heiß getrocknetes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_HOT_CONTENT	zweimal exakte HOT DRY MATERIAL-Achsen, einmal direkt nach ychor	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B022	f23r	f23r.5	3	2	11	MIDDLE	ytym	0	0	NONE	NONE	eine Handvoll hiervon abgekühlter Droge	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	eine Handvoll gekühltes Kraut	eine Dosis kalter Zubereitung	gekühlter Arzneistoff	C0_FORCED_CONTEXT	COLD_AMOUNT_CONTENT	reader-variable ältere Handvoll-/Kaltkarte im Materialrahmen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B023	f23r	f23r.5	4	3	11	MIDDLE	chol	1	0	NONE	NONE	trocken; nominal trockenes Gut/Material	NA	trockenes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_CONTENT	fünf ychor-Körpervorkommen und stabiler älterer Trockenheitskern; Träger bleibt Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B024	f23r	f23r.5	5	4	11	MIDDLE	dair	1	0	NONE	NONE	abgemessene Fraktion II	NA	zweiter Teil	zweite Dosis	Grad II	C1_FRAME_CONSTRAINED	PART_OR_AMOUNT	innerer älterer Fraktion-II-Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B025	f23r	f23r.5	6	5	11	MIDDLE	chol	1	0	NONE	NONE	trocken; nominal trockenes Gut/Material	NA	trockenes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_CONTENT	fünf ychor-Körpervorkommen und stabiler älterer Trockenheitskern; Träger bleibt Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B026	f23r	f23r.5	7	6	11	MIDDLE	ar	1	0	NONE	NONE	Drogenfraktion I	NA	erster Teil	erste Dosis	Pflanzenteil	C1_FRAME_CONSTRAINED	PART_OR_AMOUNT	Teil-/Anteilsrolle und zweimaliges Auftreten; genaue Referenz offen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B027	f23r	f23r.5	8	7	11	MIDDLE	ol	1	0	NONE	NONE	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NA	Arzneistoff	Zubereitung	Öl	C0_FORCED_CONTEXT	CONTENT_OR_CARRIER	doppelter innerer Inhaltsträger; Öl bleibt nur Rivale und wird nicht aus EVA-Buchstaben abgeleitet	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B028	f23r	f23r.5	9	8	11	MIDDLE	ol	1	0	NONE	NONE	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NA	Arzneistoff	Zubereitung	Öl	C0_FORCED_CONTEXT	CONTENT_OR_CARRIER	doppelter innerer Inhaltsträger; Öl bleibt nur Rivale und wird nicht aus EVA-Buchstaben abgeleitet	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B029	f23r	f23r.5	10	9	11	MIDDLE	dol	1	0	NONE	NONE	Materialmaß	NA	eine Dosis	ein Materialmaß	eine Handvoll	C1_FRAME_CONSTRAINED	AMOUNT	innerer älterer Materialmaß-Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B030	f23r	f23r.5	11	10	11	LAST	dain	1	0	NONE	NONE	Qualitätsgrad II	NA	zweiter Grad	zweiter Teil	zwei Dosen	C1_FRAME_CONSTRAINED	LEVEL_OR_AMOUNT	finaler älterer Grad-II-Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B031	f24r	f24r.8	2	1	6	MIDDLE	s	1	0	NONE	NONE	Samen-/Saatgutposten	NA	Samen	Salz	Blätter	C0_FORCED_CONTEXT	CONTENT_NOUN	ein direkter und ein finaler ychor-Körperslot; Samen wird nicht aus EVA-s abgeleitet	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B032	f24r	f24r.8	3	2	6	MIDDLE	om	1	0	NONE	NONE	eine Handvoll Ansatz	NA	eine Handvoll	eine Dosis	eine Unze	C1_FRAME_CONSTRAINED	AMOUNT	innerer älterer Handvoll-Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B033	f24r	f24r.8	4	3	6	MIDDLE	qoear	1	0	NONE	NONE	nimm die erste Fraktion der Mittelstufe	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	nimm den ersten Teil	erster Teil	zu gleichen Teilen	C0_FORCED_CONTEXT	COMMAND_PART	ältere schwache Ganzformkarte in Mengen-/Hitzezeile	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B034	f24r	f24r.8	5	4	6	MIDDLE	daiin	1	0	NONE	NONE	Grad-/Maßwert III	NA	dritter Grad	drei Einheiten	dritte Dosis	C1_FRAME_CONSTRAINED	LEVEL_OR_AMOUNT	zweimaliger Grad-/Maßslot, einmal final; kein Lautwert aus EVA	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B035	f24r	f24r.8	6	5	6	LAST	qokeol	1	1	NONE	HOT|MATERIAL|PROCESS|MIDDLE_STAGE	erhitze den Drogenstoff bis zur Mittelstufe	W3_SOLID_WORKING_THEORY	heiß im zweiten Grad	erhitze bis zur Mittelstufe	heiße Zubereitung	C1_CONSTRAINED_CANDIDATE	HOT_LEVEL_OR_PROCESS	GDT755-Ganzformkandidat an zwei ychor-Körperstellen	GDT755_TOP24	1	OPEN	0	0
G756-B036	f45v	f45v.9	2	1	7	MIDDLE	cthy	1	0	MATERIAL	MATERIAL	CTH-Drogenmaterial	W3_SOLID_WORKING_THEORY	Wurzel	Blätter	Kraut	C0_FORCED_CONTEXT	CONTENT_NOUN	zweimal direkter ychor-Folger mit MATERIAL-Achse und fast ausschließlich Herbal-Verteilung	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B037	f45v	f45v.9	3	2	7	MIDDLE	chol	1	0	NONE	NONE	trocken; nominal trockenes Gut/Material	NA	trockenes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_CONTENT	fünf ychor-Körpervorkommen und stabiler älterer Trockenheitskern; Träger bleibt Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B038	f45v	f45v.9	4	3	7	MIDDLE	qokom	1	0	HOT|AMOUNT|PREPARATION|PROCESS	HOT|AMOUNT|PREPARATION|PROCESS	erhitze eine Handvoll Ansatz	W2_PROVISIONAL_WORKING	erhitze eine Handvoll	eine Handvoll heiße Zubereitung	miss eine Dosis ab	C1_FRAME_CONSTRAINED	HOT_AMOUNT_PROCESS	zweimal exakte HOT AMOUNT PREPARATION PROCESS-Achsen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B039	f45v	f45v.9	5	4	7	MIDDLE	sy	1	0	NONE	NONE	Saatgut in Grundform	W2_PROVISIONAL_WORKING	Samen	Salz	Pulver	C0_FORCED_CONTEXT	CONTENT_NOUN	innerer älterer Saatgut-Kandidat; keine EVA-Initiallesung	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B040	f45v	f45v.9	6	5	7	MIDDLE	sa	1	0	NONE	NONE	gib Saatgut zu	NA	gib Samen zu	gib Salz zu	mische	C0_FORCED_CONTEXT	CONTENT_PROCESS	ältere Zugabe-Karte im Saat-/Mengenrahmen; Stoffidentität austauschbar	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B041	f45v	f45v.9	7	6	7	LAST	ykchom	0	0	NONE	NONE	erhitze und trockne hiervon eine Handvoll Ansatz	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	erhitze und trockne eine Handvoll	eine Handvoll Zubereitung	mische und erhitze	C0_FORCED_CONTEXT	HOT_DRY_AMOUNT_PROCESS	finale reader-variable ältere Mehrfachrollenkarte	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B042	f86v5	f86v5.20	2	1	10	MIDDLE	ar	1	0	NONE	NONE	Drogenfraktion I	NA	erster Teil	erste Dosis	Pflanzenteil	C1_FRAME_CONSTRAINED	PART_OR_AMOUNT	Teil-/Anteilsrolle und zweimaliges Auftreten; genaue Referenz offen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B043	f86v5	f86v5.20	3	2	10	MIDDLE	aiin	1	0	NONE	NONE	Menge III	NA	drei Einheiten	dritter Grad	eine Menge	C1_FRAME_CONSTRAINED	AMOUNT_OR_LEVEL	zweimal im Mengen-/Gradregister derselben ychor-Zeile; keine EVA-Lautlesung	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B044	f86v5	f86v5.20	4	3	10	MIDDLE	ytaly	1	0	NONE	NONE	[ytaly:?]	NA	kalte Zubereitung	kaltes Kraut	Wasser	C0_FORCED_CONTEXT	COLD_PREPARATION	ungelesener innerer Slot zwischen Teil/Menge und kalten Gradformen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B045	f86v5	f86v5.20	5	4	10	MIDDLE	otaiin	1	0	NONE	NONE	kalt im Zubereitungsrahmen, Grad III	NA	kalt im dritten Grad	drei kalte Dosen	kalte Zubereitung	C1_FRAME_CONSTRAINED	COLD_LEVEL	älterer kalter Grad-III-Ganzformkandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B046	f86v5	f86v5.20	6	5	10	MIDDLE	ykaiin	1	0	NONE	NONE	erhitze hiervon auf Stufe III	NA	erhitze auf den dritten Grad	dritter Grad	heiß halten	C1_FRAME_CONSTRAINED	HOT_LEVEL	älterer Ganzformkandidat im Gradregister	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B047	f86v5	f86v5.20	7	6	10	MIDDLE	otal	0	0	NONE	NONE	Rohstoffklasse I im Ansatz, kalt am Gradanfang	NA	kalter Rohstoff, erster Grad	kalt am Anfang	erster Teil	C0_FORCED_CONTEXT	COLD_CONTENT_LEVEL	reader-variable ältere Rohstoff-/Kaltkarte	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B048	f86v5	f86v5.20	8	7	10	MIDDLE	ytar	1	0	PART|MATERIAL	PART|MATERIAL	nimm hiervon die erste gekühlte Drogenfraktion	W3_SOLID_WORKING_THEORY	nimm den ersten gekühlten Teil	gekühlter Pflanzenteil	kalte Portion	C1_FRAME_CONSTRAINED	COMMAND_COLD_PART	exakte MATERIAL PART-Achsen plus ältere gekühlte Teilkarte	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B049	f86v5	f86v5.20	9	8	10	MIDDLE	aiin	1	0	NONE	NONE	Menge III	NA	drei Einheiten	dritter Grad	eine Menge	C1_FRAME_CONSTRAINED	AMOUNT_OR_LEVEL	zweimal im Mengen-/Gradregister derselben ychor-Zeile; keine EVA-Lautlesung	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B050	f86v5	f86v5.20	10	9	10	LAST	ytaiiil	0	0	NONE	NONE	[ytaiiil:?]	NA	drei Einheiten	dritter Grad	eine Dosis	C0_FORCED_CONTEXT	AMOUNT_OR_LEVEL	ungelesener finaler Slot einer stark mengen-/gradgeprägten Zeile	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B051	f93r	f93r.28	2	1	4	MIDDLE	odol	1	0	AMOUNT|MATERIAL|PREPARATION|PROCESS	AMOUNT|MATERIAL|PREPARATION|PROCESS	Drogenstoff im Ansatz abmessen	W2_PROVISIONAL_WORKING	miss den Arzneistoff ab	eine Dosis Arzneistoff	mische den Arzneistoff	C1_FRAME_CONSTRAINED	CONTENT_AMOUNT_PROCESS	exakte MATERIAL AMOUNT PREPARATION PROCESS-Achsen direkt nach ychor	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B052	f93r	f93r.28	3	2	4	MIDDLE	chodaiin	0	0	NONE	NONE	Trockenansatz, Dosis III	NA	drei Dosen Trockenansatz	dritter Grad	getrocknete Zubereitung	C0_FORCED_CONTEXT	AMOUNT_OR_PREPARATION	reader-variable Mittelstelle zwischen Abmessen und Samen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B053	f93r	f93r.28	4	3	4	LAST	s	1	0	NONE	NONE	Samen-/Saatgutposten	NA	Samen	Salz	Blätter	C0_FORCED_CONTEXT	CONTENT_NOUN	ein direkter und ein finaler ychor-Körperslot; Samen wird nicht aus EVA-s abgeleitet	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B054	f99r	f99r.52	2	1	4	MIDDLE	ols	1	0	MATERIAL	MATERIAL	Drogenstoffposten	W3_SOLID_WORKING_THEORY	Heilmittel	Arzneistoff	Öl	C0_FORCED_CONTEXT	CONTENT_NOUN	exakter MATERIAL-Slot direkt nach ychor in einer pharmazeutischen Zeile	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B055	f99r	f99r.52	3	2	4	MIDDLE	or	0	0	NONE	NONE	Drogenportion	NA	eine Portion	ein Teil	eine Dosis	C1_FRAME_CONSTRAINED	AMOUNT_OR_PART	innerer reader-variabler älterer Portionskandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B056	f99r	f99r.52	4	3	4	LAST	agairom	0	0	NONE	NONE	eine Handvoll der dritten Fraktion	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	eine Handvoll, dritter Anteil	drei Handvoll	dritter Teil	C0_FORCED_CONTEXT	AMOUNT	finaler Mengenslot; ältere Handvoll-/Anteilskarte bleibt nur Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B057	f102v2	f102v2.35	2	1	10	MIDDLE	sheol	1	0	MOIST|MATERIAL	MOIST|MATERIAL	feuchtes Material	W3_SOLID_WORKING_THEORY	eingeweichtes Kraut	Wasser	Wein	C0_FORCED_CONTEXT	MOIST_CONTENT	exakte MOIST MATERIAL-Achsen direkt nach ychor; Krautidentität bleibt mutig	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B058	f102v2	f102v2.35	3	2	10	MIDDLE	por	1	0	NONE	NONE	Pulverportion	W2_PROVISIONAL_WORKING	eine Portion Pulver	Pulver	Pflanzenpulver	C0_FORCED_CONTEXT	POWDER_AMOUNT	älterer Pulver-/Portionskandidat im feuchten Materialrahmen; spezifischer Stoff offen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B059	f102v2	f102v2.35	4	3	10	MIDDLE	sheeor	1	0	NONE	NONE	[sheeor:?]	NA	Wein	Wasser	Öl	C0_FORCED_CONTEXT	LIQUID_CONTENT	ungelesener innerer Slot nach feuchtem Material und Pulver; Wein ist bewusster Testkandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B060	f102v2	f102v2.35	5	4	10	MIDDLE	shekeey	1	0	NONE	NONE	[shekeey:?]	NA	weiche ein	mische	erwärme	C0_FORCED_CONTEXT	MOIST_PROCESS	ungelesener innerer Vorgangsslot im feuchten Materialrahmen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B061	f102v2	f102v2.35	6	5	10	MIDDLE	qoky	1	0	HOT|BEGIN_STAGE	HOT|BEGIN_STAGE	heiß am Anfang des Grades	W3_SOLID_WORKING_THEORY	heiß am Anfang	erwärme zuerst	heißer Arzneistoff	C1_FRAME_CONSTRAINED	HOT_BEGIN	exakte HOT BEGIN-Achsen	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B062	f102v2	f102v2.35	7	6	10	MIDDLE	cheo	0	0	NONE	NONE	trocken angesetzte Zubereitung	W3_SOLID_WORKING_THEORY	trockene Zubereitung	getrocknetes Kraut	Pulver	C1_FRAME_CONSTRAINED	PREPARATION_STATE	DRY PREPARATION an einer exakten Stelle; zweite Stelle reader-variabel	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B063	f102v2	f102v2.35	8	7	10	MIDDLE	teody	0	0	NONE	NONE	kühle den Ansatz ab und schließe	W2_PROVISIONAL_WORKING	kühle ab und beende	bewahre auf	siebe ab	C0_FORCED_CONTEXT	COLD_CLOSE_PROCESS	reader-variable ältere Abkühl-/Abschlusskarte	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B064	f102v2	f102v2.35	9	8	10	MIDDLE	qokeol	1	1	NONE	HOT|MATERIAL|PROCESS|MIDDLE_STAGE	erhitze den Drogenstoff bis zur Mittelstufe	W3_SOLID_WORKING_THEORY	heiß im zweiten Grad	erhitze bis zur Mittelstufe	heiße Zubereitung	C1_CONSTRAINED_CANDIDATE	HOT_LEVEL_OR_PROCESS	GDT755-Ganzformkandidat an zwei ychor-Körperstellen	GDT755_TOP24	1	OPEN	0	0
G756-B065	f102v2	f102v2.35	10	9	10	LAST	daiin	0	0	NONE	NONE	Qualitätsgrad III	NA	dritter Grad	drei Einheiten	dritte Dosis	C1_FRAME_CONSTRAINED	LEVEL_OR_AMOUNT	zweimaliger Grad-/Maßslot, einmal final; kein Lautwert aus EVA	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B066	f106r	f106r.9	2	1	7	MIDDLE	chol	1	0	NONE	NONE	trocken; nominal trockenes Gut/Material	NA	trockenes Kraut	Pulver	getrocknete Wurzel	C1_FRAME_CONSTRAINED	DRY_CONTENT	fünf ychor-Körpervorkommen und stabiler älterer Trockenheitskern; Träger bleibt Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B067	f106r	f106r.9	3	2	7	MIDDLE	qokain	1	0	NONE	NONE	heiß, Grad II	NA	heiß im zweiten Grad	zweiter heißer Teil	erhitze mäßig	C1_FRAME_CONSTRAINED	HOT_LEVEL	älterer kompletter HOT/II-Kandidat	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B068	f106r	f106r.9	4	3	7	MIDDLE	chocphol	1	0	NONE	NONE	[chocphol:?]	NA	getrocknete Wurzel	Rinde	Kraut	C0_FORCED_CONTEXT	CONTENT_NOUN	ungelesener innerer Slot zwischen Hitzegrad und getrocknetem Material	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B069	f106r	f106r.9	5	4	7	MIDDLE	lchedy	1	0	NONE	NONE	getrocknetes Drogenholz	W3_SOLID_WORKING_THEORY	getrocknetes Holz	getrocknete Wurzel	Pulver	C0_FORCED_CONTEXT	DRY_CONTENT	älterer Ganzformkandidat im Trocken-/Hitzerahmen; Holzidentität bleibt schwach	GDT756_BODY_PRIOR	1	OPEN	0	0
G756-B070	f106r	f106r.9	6	5	7	MIDDLE	qocheo	1	0	NONE	NONE	[qocheo:?]	NA	mische die trockene Zubereitung	siebe die Zubereitung	trockne	C0_FORCED_CONTEXT	PROCESS	ungelesener innerer Slot zwischen getrocknetem Material und heißem Teil	GDT756_BODY_PRIOR	1	OPEN	0	0
