record_id	record_ordinal	physical_page	register	page_record_ordinal	record_start_role	bundle_count	bundle_ids	locus_sequence	surface_sequence	selected_model_sequence	boundary_role_sequence	internal_order_root_trace	continuation_bundle_count	record_chain_class	record_reading_de	claim_status
G475-R032	32	f72r	CELESTIAL	16	UNMARKED_NEW_LOCUS	1	G474-B032	f72r2.1	ofchdamy	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R033	33	f72r	CELESTIAL	17	UNMARKED_NEW_LOCUS	1	G474-B033	f72r2.2	oklairdy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R034	34	f72r	CELESTIAL	18	UNMARKED_NEW_LOCUS	1	G474-B034	f72r2.3	okaram	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R035	35	f72r	CELESTIAL	19	UNMARKED_NEW_LOCUS	1	G474-B035	f72r2.4	okairy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R036	36	f72r	CELESTIAL	20	UNMARKED_NEW_LOCUS	1	G474-B036	f72r2.5	okealar	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R037	37	f72r	CELESTIAL	21	EXPLICIT_NEXT_SIBLING_OT	1	G474-B037	f72r2.7	otaraldy	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R038	38	f72r	CELESTIAL	22	UNMARKED_NEW_LOCUS	1	G474-B038	f72r2.8	okalar	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R039	39	f72r	CELESTIAL	23	UNMARKED_NEW_LOCUS	1	G474-B039	f72r2.9	okal	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag zur Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R040	40	f72r	CELESTIAL	24	UNMARKED_NEW_LOCUS	1	G474-B040	f72r2.10	okaly	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Positionsposten zur Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R041	41	f72r	CELESTIAL	25	UNMARKED_NEW_LOCUS	1	G474-B041	f72r2.11	okal	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag zur Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R042	42	f72r	CELESTIAL	26	UNMARKED_NEW_LOCUS	1	G474-B042	f72r2.12	okeey|ary	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R043	43	f72r	CELESTIAL	27	EXPLICIT_NEXT_SIBLING_OT	1	G474-B043	f72r2.13	oteeary	CATALOGUE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R044	44	f72r	CELESTIAL	28	EXPLICIT_NEXT_SIBLING_OT	1	G474-B044	f72r2.14	otair|dy	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R045	45	f72r	CELESTIAL	29	UNMARKED_NEW_LOCUS	1	G474-B045	f72r2.15	okaircham	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R046	46	f72r	CELESTIAL	30	UNMARKED_NEW_LOCUS	1	G474-B046	f72r2.16	okeal	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Sternstelleneintrag »e« zur Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R047	47	f72r	CELESTIAL	31	EXPLICIT_NEXT_SIBLING_OT	1	G474-B047	f72r2.17	otar	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → Ausgangsposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R048	48	f72r	CELESTIAL	32	UNMARKED_NEW_LOCUS	1	G474-B048	f72r2.18	okaly	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Positionsposten zur Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R049	49	f72r	CELESTIAL	33	UNMARKED_NEW_LOCUS	1	G474-B049	f72r2.19	orary	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R050	50	f72r	CELESTIAL	34	UNMARKED_NEW_LOCUS	1	G474-B050	f72r2.20	okyd	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Sternstelleneintrag »yd«.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R051	51	f72r	CELESTIAL	35	EXPLICIT_NEXT_SIBLING_OT	1	G474-B051	f72r2.21	otolam	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	OL	0	SINGLE_LOCUS_RECORD	Adressspur: danach → weiter → hier.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R052	52	f72r	CELESTIAL	36	EXPLICIT_NEXT_SIBLING_OT	1	G474-B052	f72r2.23	otal	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → Zielposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R053	53	f72r	CELESTIAL	37	UNMARKED_NEW_LOCUS	1	G474-B053	f72r2.24	ralal	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R054	54	f72r	CELESTIAL	38	UNMARKED_NEW_LOCUS	1	G474-B054	f72r2.25	okam	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag an der bezeichneten Stelle.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R055	55	f72r	CELESTIAL	39	EXPLICIT_NEXT_SIBLING_OT	1	G474-B055	f72r2.26	otalshy	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → Zielposition → Positionsposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R056	56	f72r	CELESTIAL	40	UNMARKED_NEW_LOCUS	1	G474-B056	f72r2.27	okaldy	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Setze den Eintrag zur Zielposition, und schließe den Schritt.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R057	57	f72r	CELESTIAL	41	UNMARKED_NEW_LOCUS	1	G474-B057	f72r2.28	chosar	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »chos« — Ausgangszuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R058	58	f72r	CELESTIAL	42	EXPLICIT_NEXT_SIBLING_OT	1	G474-B058	f72r2.29	otam	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	Adressspur: danach → hier.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R059	59	f72r	CELESTIAL	43	UNMARKED_NEW_LOCUS	1	G474-B059	f72r2.30	ainaly	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »ain« — Zielzuordnung, Postenangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R060	60	f72r	CELESTIAL	44	UNMARKED_NEW_LOCUS	3	G474-B060|G474-B061|G474-B062	f72r2.31|f72r3.2|f72r3.3	okarcham|olkalaiin|olalsy	INSTRUCTION|CATALOGUE|COORDINATE	UNMARKED_NEW_LOCUS|EXPLICIT_CONTINUATION_OL|EXPLICIT_CONTINUATION_OL	NONE	2	THREE_LOCUS_CONTINUATION_CHAIN	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle. Fortsetzung 1: Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe. Fortsetzung 2: Adressspur: weiter → Zielposition → Positionsposten.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R061	61	f72r	CELESTIAL	45	UNMARKED_NEW_LOCUS	1	G474-B063	f72r3.4	oraiinam	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R062	62	f72r	CELESTIAL	46	UNMARKED_NEW_LOCUS	1	G474-B064	f72r3.5	osarsheeeo	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R063	63	f72r	CELESTIAL	47	EXPLICIT_NEXT_SIBLING_OT	1	G474-B065	f72r3.6	oto|aiin	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R064	64	f72r	CELESTIAL	48	UNMARKED_NEW_LOCUS	1	G474-B066	f72r3.7	opoiiinoin|al|ches	INSTRUCTION	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R065	65	f72r	CELESTIAL	49	UNMARKED_NEW_LOCUS	1	G474-B067	f72r3.8	ypaiin|alaly	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R066	66	f72r	CELESTIAL	50	EXPLICIT_NEXT_SIBLING_OT	1	G474-B068	f72r3.9	oteey|daiin	COORDINATE	EXPLICIT_NEXT_SIBLING_OT	NONE	0	SINGLE_LOCUS_RECORD	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R067	67	f72r	CELESTIAL	51	UNMARKED_NEW_LOCUS	1	G474-B069	f72r3.10	oeeodaiin	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »oeeo« — Wertangabe.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R068	68	f72r	CELESTIAL	52	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B070	f72r3.11	ofsholdy	INSTRUCTION	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	OL	0	SINGLE_LOCUS_RECORD	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R069	69	f72r	CELESTIAL	53	UNMARKED_NEW_LOCUS	2	G474-B071|G474-B072	f72r3.12|f72r3.13	opoeey|okaiin|ykolairol	CATALOGUE|CATALOGUE	UNMARKED_NEW_LOCUS|EXPLICIT_CONTINUATION_OL	OL	1	TWO_LOCUS_CONTINUATION_CHAIN	1. Sternstelle »opo« — Grad II, Postenangabe. 2. Eintrag »okaiin« — Setzvermerk, Wertangabe. Fortsetzung 1: Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R070	70	f72r	CELESTIAL	54	UNMARKED_NEW_LOCUS	1	G474-B073	f72r3.15	oralkam	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
G475-R071	71	f72r	CELESTIAL	55	UNMARKED_NEW_LOCUS	1	G474-B074	f72r3.16	ytairal	CATALOGUE	UNMARKED_NEW_LOCUS	NONE	0	SINGLE_LOCUS_RECORD	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	PAGE_ITINERARY_WORKING_RECORD__NO_PLAINTEXT_CLAIM
