boundary_id	bundle_id	physical_page	register	page_bundle_ordinal	locus	owner_de	previous_bundle_id	surface_sequence	recipe_sequence	leading_root	leading_root_meaning_de	order_occurrence_trace	boundary_role	begins_new_record	record_id	page_record_ordinal	bundle_ordinal_in_record	selected_model	selected_bundle_reading_de	itinerary_line_de	claim_status	record_bundle_count
G475-B011	G474-B011	f71v	CELESTIAL	10	f71v.11	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	G474-B010	opalor|ar	AL+OR / AR	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R011	10	1	CATALOGUE	1. Sternstelle »op« — Zielzuordnung, Einheitsangabe. 2. Eintrag »ar« — Ausgangszuordnung.	Neuer sichtbarer Locus — 1. Sternstelle »op« — Zielzuordnung, Einheitsangabe. 2. Eintrag »ar« — Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B012	G474-B012	f71v	CELESTIAL	11	f71v.13	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	G474-B011	ofaom	O+LOCAL_CHAR_F	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R012	11	1	CATALOGUE	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	Neuer sichtbarer Locus — Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B013	G474-B013	f71v	CELESTIAL	12	f71v.14	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	G474-B012	otalody	OT+AL	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R013	12	1	CATALOGUE	Sternstelle »ody« — Folgevermerk, Zielzuordnung.	Danach: nächster gleichrangiger Eintrag — Sternstelle »ody« — Folgevermerk, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B014	G474-B014	f71v	CELESTIAL	13	f71v.15	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	G474-B013	otalaiin	OT+AL+AIIN	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R014	13	1	COORDINATE	Adressspur: danach → Zielposition → Positionswert.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Zielposition → Positionswert.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B015	G474-B015	f71v	CELESTIAL	14	f71v.16	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	G474-B014	otar|shar	OT+AR / SH+AR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R015	14	1	INSTRUCTION	1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition.	Danach: nächster gleichrangiger Eintrag — 1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B016	G474-B016	f71v	CELESTIAL	15	f71v.17	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	G474-B015	sholshdy	SH+OL+SH	SH	NONE	E1:A2:OL	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	YES	G475-R016	15	1	INSTRUCTION	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	Neuer sichtbarer Locus; Reihenfolge bleibt kartenintern — Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B017	G474-B017	f72r	CELESTIAL	1	f72r1.2	lokale Kennung für Tierkreis-Ringgruppe A	NONE	oshodady	SH	SH	NONE	NONE	PAGE_START	YES	G475-R017	1	1	INSTRUCTION	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	Seitenbeginn — Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B018	G474-B018	f72r	CELESTIAL	2	f72r1.3	lokale Kennung für Tierkreis-Ringgruppe A	G474-B017	chdaiirdainy	AIN+Y	AIN	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R018	2	1	CATALOGUE	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	Neuer sichtbarer Locus — Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B019	G474-B019	f72r	CELESTIAL	3	f72r1.4	lokale Kennung für Tierkreis-Ringgruppe A	G474-B018	oaiin|ar|ary	O+AIIN / AR / AR+Y	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R019	3	1	COORDINATE	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	Neuer sichtbarer Locus — 1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B020	G474-B020	f72r	CELESTIAL	4	f72r1.5	lokale Kennung für Tierkreis-Ringgruppe A	G474-B019	okalam	OK+AL+AM_ADDR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R020	4	1	INSTRUCTION	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	Neuer sichtbarer Locus — Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B021	G474-B021	f72r	CELESTIAL	5	f72r1.6	lokale Kennung für Tierkreis-Ringgruppe A	G474-B020	ytalshdy	AL+SH	AL	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R021	5	1	INSTRUCTION	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	Neuer sichtbarer Locus — Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B022	G474-B022	f72r	CELESTIAL	6	f72r1.7	lokale Kennung für Tierkreis-Ringgruppe A	G474-B021	char|alif	AR / AL	AR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R022	6	1	CATALOGUE	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	Neuer sichtbarer Locus — 1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B023	G474-B023	f72r	CELESTIAL	7	f72r1.8	lokale Kennung für Tierkreis-Ringgruppe A	G474-B022	otaraldy	OT+AR+AL+Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R023	7	1	COORDINATE	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B024	G474-B024	f72r	CELESTIAL	8	f72r1.9	lokale Kennung für Tierkreis-Ringgruppe A	G474-B023	otaiin|otain	OT+AIIN / OT+AIN	OT	DANACH	E1:A1:OT|E2:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R024	8	1	COORDINATE	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil.	Danach: nächster gleichrangiger Eintrag — 1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B025	G474-B025	f72r	CELESTIAL	9	f72r1.10	lokale Kennung für Tierkreis-Ringgruppe A	G474-B024	otalef|ys|ainam	OT+AL / Y+S / AIN+AM_ADDR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R025	9	1	INSTRUCTION	1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	Danach: nächster gleichrangiger Eintrag — 1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B026	G474-B026	f72r	CELESTIAL	10	f72r1.11	lokale Kennung für Tierkreis-Ringgruppe A	G474-B025	ochol|sharam	O+OL / SH+AR+AM_ADDR	O	NONE	E1:A2:OL	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	YES	G475-R026	10	1	INSTRUCTION	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Neuer sichtbarer Locus; Reihenfolge bleibt kartenintern — 1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B027	G474-B027	f72r	CELESTIAL	11	f72r1.13	lokale Kennung für Tierkreis-Ringgruppe B	G474-B026	ofaralar	O+LOCAL_CHAR_F+AR+AL+AR	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R027	11	1	COORDINATE	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	Neuer sichtbarer Locus — Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B028	G474-B028	f72r	CELESTIAL	12	f72r1.14	lokale Kennung für Tierkreis-Ringgruppe B	G474-B027	otchoshy	OT+Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R028	12	1	CATALOGUE	Sternstelle »cho« — Folgevermerk, Postenangabe.	Danach: nächster gleichrangiger Eintrag — Sternstelle »cho« — Folgevermerk, Postenangabe.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B029	G474-B029	f72r	CELESTIAL	13	f72r1.15	lokale Kennung für Tierkreis-Ringgruppe B	G474-B028	otchdal	OT+AL	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R029	13	1	CATALOGUE	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	Danach: nächster gleichrangiger Eintrag — Sternstelle »ch« — Folgevermerk, Zielzuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B030	G474-B030	f72r	CELESTIAL	14	f72r1.16	lokale Kennung für Tierkreis-Ringgruppe B	G474-B029	okeey|ary	OK+EE+Y / AR+Y	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R030	14	1	INSTRUCTION	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	Neuer sichtbarer Locus — 1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B031	G474-B031	f72r	CELESTIAL	15	f72r1.17	lokale Kennung für Tierkreis-Ringgruppe B	G474-B030	otainy	OT+AIN+Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R031	15	1	COORDINATE	Adressspur: danach → Sektoranteil → Positionsposten.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Sektoranteil → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B032	G474-B032	f72r	CELESTIAL	16	f72r2.1	lokale Kennung für Tierkreis-Ringgruppe D	G474-B031	ofchdamy	O+LOCAL_CHAR_F	O	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R032	16	1	CATALOGUE	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	Neuer sichtbarer Locus — Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B033	G474-B033	f72r	CELESTIAL	17	f72r2.2	lokale Kennung für Tierkreis-Ringgruppe D	G474-B032	oklairdy	OK+AIR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R033	17	1	INSTRUCTION	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B034	G474-B034	f72r	CELESTIAL	18	f72r2.3	lokale Kennung für Tierkreis-Ringgruppe D	G474-B033	okaram	OK+AR+AM_ADDR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R034	18	1	INSTRUCTION	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Neuer sichtbarer Locus — Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B035	G474-B035	f72r	CELESTIAL	19	f72r2.4	lokale Kennung für Tierkreis-Ringgruppe D	G474-B034	okairy	OK+AIR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R035	19	1	INSTRUCTION	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »y« entlang der Ringbahn.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B036	G474-B036	f72r	CELESTIAL	20	f72r2.5	lokale Kennung für Tierkreis-Ringgruppe D	G474-B035	okealar	OK+AL+AR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R036	20	1	INSTRUCTION	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B037	G474-B037	f72r	CELESTIAL	21	f72r2.7	lokale Kennung für Tierkreis-Ringgruppe D	G474-B036	otaraldy	OT+AR+AL+Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R037	21	1	COORDINATE	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B038	G474-B038	f72r	CELESTIAL	22	f72r2.8	lokale Kennung für Tierkreis-Ringgruppe D	G474-B037	okalar	OK+AL+AR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R038	22	1	INSTRUCTION	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Neuer sichtbarer Locus — Setze den Eintrag zur Zielposition und von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B039	G474-B039	f72r	CELESTIAL	23	f72r2.9	lokale Kennung für Tierkreis-Ringgruppe D	G474-B038	okal	OK+AL	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R039	23	1	INSTRUCTION	Setze den Eintrag zur Zielposition.	Neuer sichtbarer Locus — Setze den Eintrag zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B040	G474-B040	f72r	CELESTIAL	24	f72r2.10	lokale Kennung für Tierkreis-Ringgruppe D	G474-B039	okaly	OK+AL+Y	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R040	24	1	INSTRUCTION	Setze den Positionsposten zur Zielposition.	Neuer sichtbarer Locus — Setze den Positionsposten zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B041	G474-B041	f72r	CELESTIAL	25	f72r2.11	lokale Kennung für Tierkreis-Ringgruppe D	G474-B040	okal	OK+AL	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R041	25	1	INSTRUCTION	Setze den Eintrag zur Zielposition.	Neuer sichtbarer Locus — Setze den Eintrag zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B042	G474-B042	f72r	CELESTIAL	26	f72r2.12	lokale Kennung für Tierkreis-Ringgruppe D	G474-B041	okeey|ary	OK+EE+Y / AR+Y	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R042	26	1	INSTRUCTION	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	Neuer sichtbarer Locus — 1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B043	G474-B043	f72r	CELESTIAL	27	f72r2.13	lokale Kennung für Tierkreis-Ringgruppe D	G474-B042	oteeary	OT+AR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R043	27	1	CATALOGUE	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	Danach: nächster gleichrangiger Eintrag — Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B044	G474-B044	f72r	CELESTIAL	28	f72r2.14	lokale Kennung für Tierkreis-Ringgruppe D	G474-B043	otair|dy	OT+AIR / Y	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R044	28	1	COORDINATE	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten.	Danach: nächster gleichrangiger Eintrag — 1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B045	G474-B045	f72r	CELESTIAL	29	f72r2.15	lokale Kennung für Tierkreis-Ringgruppe D	G474-B044	okaircham	OK+AIR+AM_ADDR	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R045	29	1	INSTRUCTION	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B046	G474-B046	f72r	CELESTIAL	30	f72r2.16	lokale Kennung für Tierkreis-Ringgruppe D	G474-B045	okeal	OK+AL	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R046	30	1	INSTRUCTION	Setze den Sternstelleneintrag »e« zur Zielposition.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »e« zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B047	G474-B047	f72r	CELESTIAL	31	f72r2.17	lokale Kennung für Tierkreis-Ringgruppe D	G474-B046	otar	OT+AR	OT	DANACH	E1:A1:OT	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R047	31	1	COORDINATE	Adressspur: danach → Ausgangsposition.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → Ausgangsposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B048	G474-B048	f72r	CELESTIAL	32	f72r2.18	lokale Kennung für Tierkreis-Ringgruppe D	G474-B047	okaly	OK+AL+Y	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R048	32	1	INSTRUCTION	Setze den Positionsposten zur Zielposition.	Neuer sichtbarer Locus — Setze den Positionsposten zur Zielposition.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B049	G474-B049	f72r	CELESTIAL	33	f72r2.19	lokale Kennung für Tierkreis-Ringgruppe D	G474-B048	orary	OR+AR	OR	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R049	33	1	CATALOGUE	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	Neuer sichtbarer Locus — Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B050	G474-B050	f72r	CELESTIAL	34	f72r2.20	lokale Kennung für Tierkreis-Ringgruppe D	G474-B049	okyd	OK	OK	NONE	NONE	UNMARKED_NEW_LOCUS	YES	G475-R050	34	1	INSTRUCTION	Setze den Sternstelleneintrag »yd«.	Neuer sichtbarer Locus — Setze den Sternstelleneintrag »yd«.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
G475-B051	G474-B051	f72r	CELESTIAL	35	f72r2.21	lokale Kennung für Tierkreis-Ringgruppe D	G474-B050	otolam	OT+OL+AM_ADDR	OT	DANACH	E1:A1:OT|E1:A2:OL	EXPLICIT_NEXT_SIBLING_OT	YES	G475-R051	35	1	COORDINATE	Adressspur: danach → weiter → hier.	Danach: nächster gleichrangiger Eintrag — Adressspur: danach → weiter → hier.	ORDER_ROLE_WORKING_READING__NO_ROOT_OR_NAME_CHANGE	1
