module_id	section	record_unit_id	page	module_type	workshop_title_de	statement_ids	statement_count	field_ids	field_count	event_ids	event_count	owner_sequence	owner_count	owner_break_statement_ids	explicit_handoff_edges	explicit_handoff_count	internal_unsequenced_edge_count	workshop_module_reading_de	chronology_rule_de	visible_basis_de	strongest_rival_de
WM11	BIOLOGICAL	B1	f81v	CONTINUOUS_MATERIAL_CHAIN	Abgekühlte Badmischung	B1-S006|B1-S007	2	F028|F029	2	E127|E128|E129|E130|E131	5	B1_SHARED_TWO_ROW_POOL	1		B1-S006->B1-S007	1	0	Badzusatz und Portion durchleiten, abkühlen und die erhaltene Mischung umsetzen.	Chronologisch lesen: jede innere Kante ist eine ausdrücklich offene Material- oder Reserveübergabe.	Die erste Zelle bleibt offen und benennt die abgekühlte Badmischung der zweiten.	Zwei unabhängige Poolprogramme.
WM12	BIOLOGICAL	B1	f81v	LOCAL_STATION_VARIANTS	Kurze Haltevarianten	B1-S008|B1-S009|B1-S010	3	F030|F031|F032	3	E132|E133|E134|E135|E136|E137|E138	7	B1_SHARED_TWO_ROW_POOL	1			0	2	Drei kurze Varianten: fortführen und absetzen, kurz ansetzen oder den nächsten Posten kurz ansetzen.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Derselbe Poolbesitzer; jede Zelle schließt separat.	Drei aufeinanderfolgende Phasen eines einzigen Postens.
WM13	BIOLOGICAL	B1	f81v	LOCAL_ROUTINE_WITH_HANDOFF	Durchlauf und Waschgang	B1-S011|B1-S012|B1-S013	3	F033|F034|F035	3	E139|E140|E141|E142|E143|E144	6	B1_SHARED_TWO_ROW_POOL	1		B1-S011->B1-S012	1	1	Einen Waschposten durchleiten, damit den Waschgang beginnen; daneben steht eine selbständige Wiederholungswäsche.	Nur die ausdrücklich offene Kante ist chronologisch; die übrigen Einträge sind lokale Varianten oder Kontrollposten.	Nur S011→S012 ist offen; S013 ist eine weitere abgeschlossene Waschvariante.	Alle drei Sätze bilden zwingend einen dreifachen Waschgang.
WM14	BIOLOGICAL	B1	f81v	LOCAL_ROUTINE_WITH_HANDOFF	Auslass und Auffanggefäß	B1-S014|B1-S015|B1-S016|B1-S017	4	F036|F037|F038|F039	4	E145|E146|E147|E148|E149|E150|E151|E152|E153|E154|E155|E156|E157|E158	14	B1_SHARED_TWO_ROW_POOL	1		B1-S014->B1-S015	1	2	Arbeitsflüssigkeit am Auslass abführen und im Gefäß auffangen; weitere Zellen geben Halte- und Hahnvarianten.	Nur die ausdrücklich offene Kante ist chronologisch; die übrigen Einträge sind lokale Varianten oder Kontrollposten.	Nur S014→S015 trägt Material; S016 und S017 schließen eigenständig.	Ein gezeichneter Kreislauf zwischen Auslass, Gefäß und Hahn.
WM15	BIOLOGICAL	B1	f81v	LOCAL_STATION_VARIANTS	Sammeln, Seihen und Zielposten	B1-S018|B1-S019|B1-S020|B1-S021	4	F040|F041|F042|F043|F044	5	E159|E160|E161|E162|E163|E164|E165|E166	8	B1_SHARED_TWO_ROW_POOL	1			0	3	Vier Abschlussvarianten des Poolfelds: sammeln/einreiben, absetzen, wärmen/seihen und einen Folgeposten zum Ziel führen.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher Besitzer, vier separat geschlossene oder recordfinale Einträge.	Die letzten vier Phasen einer einzigen Behandlung.
WM16	BIOLOGICAL	B2	f82r	LOCAL_STATION_VARIANTS	Obere Paarbecken	B2-S001|B2-S002|B2-S003|B2-S004|B2-S005	5	F045|F046|F047|F048|F049|F050|F051	7	E167|E168|E169|E170|E171|E172|E173|E174|E175|E176|E177|E178|E179|E180|E181|E182|E183|E184	18	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	1			0	4	Fünf Varianten für Umsetzen, Portionieren, Durchleiten, Seihen und beidseitiges Angleichen an den oberen Becken.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Alle Felder gehören zum oberen Paarbeckenbesitzer; keine innere Zelle bleibt offen.	Eine lineare Maschinenstrecke durch beide Becken.
WM17	BIOLOGICAL	B2	f82r	CROSS_STATION_HANDOFF	Überlaufposten zur Mittelstation	B2-S006|B2-S007	2	F052|F053	2	E185|E186|E187|E188|E189	5	B2_UPPER_PAIRED_BASINS_AND_CYLINDER|B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	2		B2-S006->B2-S007	1	0	Einen langen Folgeposten am Überlauf offen weiterführen und an der nächsten Station mit Frischwasser ergänzen.	Nur die ausdrücklich offene Kante chronologisch lesen; dabei keine unsichtbare Rohrverbindung zwischen den Bildstationen ergänzen.	Explizite Materialübergabe, aber sichtbarer Besitzerwechsel vom oberen Becken zum linken Mittelgerät.	Eine reale verdeckte Rohrleitung zwischen beiden Zeichnungen.
WM18	BIOLOGICAL	B2	f82r	LOCAL_STATION_VARIANTS	Absetzvarianten am linken Mittelgerät	B2-S008|B2-S009	2	F054|F055	2	E190|E191|E192|E193	4	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	1			0	1	Folgemaß einstellen und absetzen oder den vorigen Posten weiter absetzen.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher Besitzer; beide Zellen schließen separat.	Zwingend erster und zweiter Absetzschritt.
WM19	BIOLOGICAL	B2	f82r	CROSS_STATION_HANDOFF	Klarflüssigkeit zur unklaren Mittelstation	B2-S010|B2-S011	2	F056|F057	2	E194|E195|E196|E197|E198|E199|E200|E201	8	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE|B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	2		B2-S010->B2-S011	1	0	Klarflüssigkeit an der Düse gewinnen und an der unklaren Nachbarstation portionieren und halten.	Nur die ausdrücklich offene Kante chronologisch lesen; dabei keine unsichtbare Rohrverbindung zwischen den Bildstationen ergänzen.	Explizite Materialübergabe trifft auf einen ungelösten Bildbesitzer ohne sichtbare Verbindung.	Ein durchgezeichneter Klarlauf.
WM20	BIOLOGICAL	B2	f82r	OWNER_BREAK_COMPOSITE	Sprung zum unteren Mehrfigurenpool	B2-S012	1	F058|F059	2	E202|E203|E204|E205|E206|E207|E208|E209	8	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	2	B2-S012		0	0	Klarflüssigkeit abziehen und an einer Nassstelle nach Sollmaß vollständig ausführen.	Eine Textanweisung berührt zwei Bildbesitzer; ohne sichtbare Verbindung bleibt der Übergang ein redaktioneller Sprung.	Die eine Textanweisung überspannt die ungelöste Mittelstation und den unteren grünen Pool.	Ein ununterbrochener sichtbarer Stoffweg.
WM21	BIOLOGICAL	B2	f82r	CROSS_STATION_HANDOFF	Bodenablauf und Randstation	B2-S013|B2-S014|B2-S015	3	F060|F061|F062	3	E210|E211|E212|E213	4	B2_LOWER_GREEN_MULTI_FIGURE_POOL|B2_LOWER_POOL_EDGE_STATIONS	2		B2-S014->B2-S015	1	1	Am unteren Pool abführen, den Bodenablauf schließen und diesen Gerätezustand in den Spülgang der Randstation übernehmen.	Nur die ausdrücklich offene Kante chronologisch lesen; dabei keine unsichtbare Rohrverbindung zwischen den Bildstationen ergänzen.	Die offene Zustandsübergabe kreuzt vom unteren Pool zu den Randstationen; sie überträgt eine Stellung, keinen Stoff.	Eine sichtbare mechanische Kupplung beider Stationen.
WM22	BIOLOGICAL	B2	f82r	LOCAL_STATION_VARIANTS	Programme der unteren Randstationen	B2-S016|B2-S017|B2-S018|B2-S019|B2-S020|B2-S021|B2-S022	7	F063|F064|F065|F066|F067|F068|F069|F070	8	E214|E215|E216|E217|E218|E219|E220|E221|E222|E223|E224|E225|E226|E227|E228	15	B2_LOWER_POOL_EDGE_STATIONS	1			0	6	Sieben abgeschlossene Randprogramme für Teilen, Einführen, Warmwasser, Waschen, Halten und Restablauf.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher lokaler Besitzer; jede Zelle ist einzeln abgeschlossen.	Sieben zwingend chronologische Takte einer Maschine.
WM23	BIOLOGICAL	B3	f83r	LOCAL_STATION_VARIANTS	Obere Fächerstation	B3-S001|B3-S002|B3-S003	3	F071|F072|F073	3	E229|E230|E231|E232|E233|E234|E235	7	B3_UPPER_MARGIN_OPEN_FAN_STATION	1			0	2	Drei Varianten zum Sammeln, Wärmen und Abführen an der oberen offenen Fächerstation.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher Besitzer, drei geschlossene Zellen.	Eine dreistufige Vorbehandlung.
WM24	BIOLOGICAL	B3	f83r	CROSS_STATION_HANDOFF	Sollmaßportion zum Rundgefäß	B3-S004|B3-S005	2	F074|F075	2	E236|E237|E238|E239	4	B3_UPPER_MARGIN_OPEN_FAN_STATION|B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	2		B3-S004->B3-S005	1	0	Eine Sollmaßportion an der oberen Station entnehmen und am mittleren Rundgefäß umsetzen.	Nur die ausdrücklich offene Kante chronologisch lesen; dabei keine unsichtbare Rohrverbindung zwischen den Bildstationen ergänzen.	Explizite Materialübergabe kreuzt den sichtbaren Stationswechsel.	Eine unsichtbare Leitung vom Fächer zum Rundgefäß.
WM25	BIOLOGICAL	B3	f83r	LOCAL_STATION_VARIANTS	Programme des Rundgefäßes	B3-S006|B3-S007|B3-S008	3	F076|F077|F078	3	E240|E241|E242|E243|E244|E245|E246	7	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1			0	2	Drei Umsetz-, Halte- und Ablaufvarianten am mittleren Rundgefäß.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher Besitzer; alle Zellen schließen separat.	Drei feste aufeinanderfolgende Gefäßphasen.
WM26	BIOLOGICAL	B3	f83r	CROSS_STATION_HANDOFF	Ansatz zur unteren Korbstation	B3-S009|B3-S010	2	F079|F080	2	E247|E248|E249	3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION|B3_LOWER_MARGIN_BASKET_VESSEL_STATION	2		B3-S009->B3-S010	1	0	Einen Posten am Rundgefäß ansetzen und an der unteren Korb-/Gefäßstation zuführen.	Nur die ausdrücklich offene Kante chronologisch lesen; dabei keine unsichtbare Rohrverbindung zwischen den Bildstationen ergänzen.	Explizite Übergabe bei Besitzerwechsel; die Zeichnung liefert keine Leitung.	Ein sichtbarer Einlass vom Rundgefäß zur Korbstation.
WM27	BIOLOGICAL	B3	f83r	LOCAL_ROUTINE_WITH_HANDOFF	Aufstreichen, Absetzen und Wasserzugabe	B3-S011|B3-S012|B3-S013|B3-S014|B3-S015	5	F081|F082|F083|F084|F085	5	E250|E251|E252|E253|E254|E255|E256|E257|E258|E259|E260|E261|E262	13	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	1		B3-S011->B3-S012	1	3	Einen aufgestrichenen Posten abkühlen und absetzen; daneben drei lokale Maß-, Wasser- und Ablaufvarianten.	Nur die ausdrücklich offene Kante ist chronologisch; die übrigen Einträge sind lokale Varianten oder Kontrollposten.	Nur S011→S012 ist chronologisch offen; S013–S015 schließen einzeln.	Eine zwingende fünfstufige Behandlung.
WM28	BIOLOGICAL	B3	f83r	OWNER_BREAK_COMPOSITE	Bodenablauf über die Bildlücke	B3-S016	1	F086|F087	2	E263|E264	2	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	2	B3-S016		0	0	Den Bodenablauf schließen und den Posten umsetzen.	Eine Textanweisung berührt zwei Bildbesitzer; ohne sichtbare Verbindung bleibt der Übergang ein redaktioneller Sprung.	Die eine Textanweisung schneidet von der Korbstation in die ungelöste Bildlücke.	Ein sichtbarer Anschluss über die Lücke.
WM29	BIOLOGICAL	B3	f83r	LOCAL_STATION_VARIANTS	Ungedeutete Zwischenstation	B3-S017|B3-S018|B3-S019|B3-S020|B3-S021|B3-S022|B3-S023|B3-S024|B3-S025	9	F088|F089|F090|F091|F092|F093|F094|F095|F096|F097	10	E265|E266|E267|E268|E269|E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280|E281|E282|E283|E284	20	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1			0	8	Neun eigenständige Halte-, Absetz-, Ziel- und Umsetzprogramme im ungelösten Zwischenbereich.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Ein bewusst ungelöster Besitzer; neun geschlossene Zellen ohne offene Übergabe.	Eine versteckte, durchlaufende Mittelmaschine.
WM30	BIOLOGICAL	B3	f83r	OWNER_BREAK_COMPOSITE	Sprung zum Hauptbogenpaar	B3-S026	1	F098|F099	2	E285|E286|E287|E288|E289|E290|E291	7	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	2	B3-S026		0	0	Sammelbecken bereitstellen, bis zum Klarstand arbeiten und länger sammeln.	Eine Textanweisung berührt zwei Bildbesitzer; ohne sichtbare Verbindung bleibt der Übergang ein redaktioneller Sprung.	Die Aussage beginnt im ungelösten Zwischenbereich und endet am sichtbaren Hauptbogenpaar.	Ein realer Stofflauf über die Bildlücke.
WM31	BIOLOGICAL	B3	f83r	LOCAL_STATION_VARIANTS	Programme des Hauptbogenpaars	B3-S027|B3-S028|B3-S029|B3-S030|B3-S031|B3-S032|B3-S033|B3-S034	8	F100|F101|F102|F103|F104|F105|F106|F107|F108	9	E292|E293|E294|E295|E296|E297|E298|E299|E300|E301|E302|E303|E304|E305|E306|E307|E308|E309|E310|E311|E312|E313|E314	23	B3_MAIN_ARCH_LINKED_PAIR	1			0	7	Acht lokale Varianten für Halten, Waschen, Wasserweitergabe, Wanne, Abziehen und unteres Ziel.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher Hauptbogenbesitzer; jede Zelle schließt separat.	Ein einziger achtstufiger Kreislauf.
WM32	BIOLOGICAL	B4	f83r	LOCAL_STATION_VARIANTS	Anwendungs- und Filterprogramme am Hauptpaar	B4-S001|B4-S002|B4-S003|B4-S004|B4-S005|B4-S006|B4-S007|B4-S008|B4-S009|B4-S010	10	F109|F110|F111|F112|F113|F114|F115|F116|F117|F118|F119	11	E315|E316|E317|E318|E319|E320|E321|E322|E323|E324|E325|E326|E327|E328|E329|E330|E331|E332|E333|E334|E335|E336|E337	23	B4_MAIN_ARCH_LINKED_PAIR	1			0	9	Zehn abgeschlossene Varianten zum Halten, Befestigen, Tuch einlegen, Seihen, Wärmen und Fortführen.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Gleicher Hauptpaarbesitzer; keine offene Materialübergabe zwischen den Zellen.	Ein langer Verband- oder Filterablauf.
WM33	BIOLOGICAL	B4	f83r	LOCAL_STATION_VARIANTS	Linker Fransenposten	B4-S011|B4-S012|B4-S013|B4-S014	4	F120|F121|F122|F123|F124	5	E338|E339|E340|E341|E342|E343|E344|E345|E346|E347|E348|E349|E350|E351	14	B4_MAIN_LEFT_OPEN_FRINGE_STATION	1			0	3	Vier lokale Programme für Erwärmen, Waschen, Abführen, Absetzen und Wasserlauf schließen.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Eigener linker Besitzer; jede Zelle schließt separat.	Fortsetzung des Hauptpaars über eine unsichtbare Verbindung.
WM34	BIOLOGICAL	B4	f83r	OWNER_BREAK_COMPOSITE	Klarflüssigkeit zum rechten Mehrarmknoten	B4-S015	1	F125|F126	2	E352|E353|E354|E355|E356|E357	6	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	2	B4-S015		0	0	Klarflüssigkeit portionieren, halten, sammeln und abführen.	Eine Textanweisung berührt zwei Bildbesitzer; ohne sichtbare Verbindung bleibt der Übergang ein redaktioneller Sprung.	Die Textanweisung wechselt intern vom linken Fransenposten zum rechten S-Lauf-/Mehrarmknoten.	Ein sichtbarer Querfluss zwischen beiden Seiten.
WM35	BIOLOGICAL	B4	f83r	SELF_CONTAINED_ROUTINE	Warmer Ausguss am rechten Knoten	B4-S016	1	F127|F128	2	E358|E359|E360|E361	4	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	1			0	0	Eine weitere Portion zum rechten Knoten geben, warm ausgießen und absetzen.	Als eigenständige Routine lesen; die Nachbarzelle ist nicht automatisch ihr nächster Arbeitsschritt.	Eigene geschlossene Zelle am rechten Besitzer.	Letzte Phase des linken Klarlaufs.
WM36	BIOLOGICAL	B5	f83r	LOCAL_STATION_VARIANTS	Linker Stationsnachtrag	B5-S001|B5-S002|B5-S003	3	F129|F130|F131|F132|F133	5	E362|E363|E364|E365|E366|E367|E368|E369|E370|E371|E372	11	B5_LEFT_OPEN_FRINGE_STATION	1			0	2	Drei kurze Nachträge zum Umsetzen, Absetzen, Wärmen und Einstellen an der linken offenen Station.	Als parallele Stationsvarianten oder einzelne Checklistenposten lesen; die Schreibreihenfolge allein erzeugt keine Chronologie.	Eigener Record und Besitzer; keine offene Übergabe zwischen den drei Einträgen.	Chronologische Fortsetzung von B4.
WM37	BIOLOGICAL	B6	f83r	SELF_CONTAINED_ROUTINE	Rechter Stationsnachtrag	B6-S001	1	F134|F135	2	E373|E374|E375|E376|E377|E378|E379|E380|E381	9	B6_RIGHT_S_RUN_MULTIPORT_STATION	1			0	0	Rohen Posten sammeln, Seitenarm öffnen, nach Sollmaß weiterführen, Tuch einlegen und zum Endziel bringen.	Als eigenständige Routine lesen; die Nachbarzelle ist nicht automatisch ihr nächster Arbeitsschritt.	Eigener Record und rechter Mehrarmbesitzer.	Chronologische Fortsetzung von B5 oder B4.
