edge_id	record_unit_id	page	source_statement_id	target_statement_id	source_module_id	target_module_id	source_owner	target_owner	edge_class	chronology	carried_register_de	workshop_interpretation_de
B1-E017	B1	f81v	B1-S017	B1-S018	WM14	WM15	B1_SHARED_TWO_ROW_POOL	B1_SHARED_TWO_ROW_POOL	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B1-E018	B1	f81v	B1-S018	B1-S019	WM15	WM15	B1_SHARED_TWO_ROW_POOL	B1_SHARED_TWO_ROW_POOL	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B1-E019	B1	f81v	B1-S019	B1-S020	WM15	WM15	B1_SHARED_TWO_ROW_POOL	B1_SHARED_TWO_ROW_POOL	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B1-E020	B1	f81v	B1-S020	B1-S021	WM15	WM15	B1_SHARED_TWO_ROW_POOL	B1_SHARED_TWO_ROW_POOL	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E001	B2	f82r	B2-S001	B2-S002	WM16	WM16	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E002	B2	f82r	B2-S002	B2-S003	WM16	WM16	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E003	B2	f82r	B2-S003	B2-S004	WM16	WM16	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E004	B2	f82r	B2-S004	B2-S005	WM16	WM16	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E005	B2	f82r	B2-S005	B2-S006	WM16	WM17	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B2-E006	B2	f82r	B2-S006	B2-S007	WM17	WM17	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	EXPLICIT_HANDOFF_CROSS_OWNER	SEQUENTIAL	weitergeführter Überlaufposten	Offener Posten wechselt die Bildstation; Rezeptfolge ja, unsichtbare Rohrleitung nein.
B2-E007	B2	f82r	B2-S007	B2-S008	WM17	WM18	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B2-E008	B2	f82r	B2-S008	B2-S009	WM18	WM18	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E009	B2	f82r	B2-S009	B2-S010	WM18	WM19	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B2-E010	B2	f82r	B2-S010	B2-S011	WM19	WM19	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	EXPLICIT_HANDOFF_CROSS_OWNER	SEQUENTIAL	Klarflüssigkeit	Offener Posten wechselt die Bildstation; Rezeptfolge ja, unsichtbare Rohrleitung nein.
B2-E011	B2	f82r	B2-S011	B2-S012	WM19	WM20	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B2-E012	B2	f82r	B2-S012	B2-S013	WM20	WM21	B2_LOWER_GREEN_MULTI_FIGURE_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B2-E013	B2	f82r	B2-S013	B2-S014	WM21	WM21	B2_LOWER_GREEN_MULTI_FIGURE_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E014	B2	f82r	B2-S014	B2-S015	WM21	WM21	B2_LOWER_GREEN_MULTI_FIGURE_POOL	B2_LOWER_POOL_EDGE_STATIONS	EXPLICIT_HANDOFF_CROSS_OWNER	SEQUENTIAL	Bodenablauf geschlossen	Offener Posten wechselt die Bildstation; Rezeptfolge ja, unsichtbare Rohrleitung nein.
B2-E015	B2	f82r	B2-S015	B2-S016	WM21	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B2-E016	B2	f82r	B2-S016	B2-S017	WM22	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E017	B2	f82r	B2-S017	B2-S018	WM22	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E018	B2	f82r	B2-S018	B2-S019	WM22	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E019	B2	f82r	B2-S019	B2-S020	WM22	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E020	B2	f82r	B2-S020	B2-S021	WM22	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B2-E021	B2	f82r	B2-S021	B2-S022	WM22	WM22	B2_LOWER_POOL_EDGE_STATIONS	B2_LOWER_POOL_EDGE_STATIONS	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E001	B3	f83r	B3-S001	B3-S002	WM23	WM23	B3_UPPER_MARGIN_OPEN_FAN_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E002	B3	f83r	B3-S002	B3-S003	WM23	WM23	B3_UPPER_MARGIN_OPEN_FAN_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E003	B3	f83r	B3-S003	B3-S004	WM23	WM24	B3_UPPER_MARGIN_OPEN_FAN_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E004	B3	f83r	B3-S004	B3-S005	WM24	WM24	B3_UPPER_MARGIN_OPEN_FAN_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	EXPLICIT_HANDOFF_CROSS_OWNER	SEQUENTIAL	entnommene Sollmaßportion	Offener Posten wechselt die Bildstation; Rezeptfolge ja, unsichtbare Rohrleitung nein.
B3-E005	B3	f83r	B3-S005	B3-S006	WM24	WM25	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E006	B3	f83r	B3-S006	B3-S007	WM25	WM25	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E007	B3	f83r	B3-S007	B3-S008	WM25	WM25	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E008	B3	f83r	B3-S008	B3-S009	WM25	WM26	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E009	B3	f83r	B3-S009	B3-S010	WM26	WM26	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	EXPLICIT_HANDOFF_CROSS_OWNER	SEQUENTIAL	angesetzter Posten	Offener Posten wechselt die Bildstation; Rezeptfolge ja, unsichtbare Rohrleitung nein.
B3-E010	B3	f83r	B3-S010	B3-S011	WM26	WM27	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E011	B3	f83r	B3-S011	B3-S012	WM27	WM27	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	EXPLICIT_HANDOFF_SAME_OWNER	SEQUENTIAL	aufgestrichener und abgekühlter Ansatz	Offener Posten wird an derselben Bildstation weitergeführt.
B3-E012	B3	f83r	B3-S012	B3-S013	WM27	WM27	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E013	B3	f83r	B3-S013	B3-S014	WM27	WM27	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E014	B3	f83r	B3-S014	B3-S015	WM27	WM27	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E015	B3	f83r	B3-S015	B3-S016	WM27	WM28	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E016	B3	f83r	B3-S016	B3-S017	WM28	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E017	B3	f83r	B3-S017	B3-S018	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E018	B3	f83r	B3-S018	B3-S019	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E019	B3	f83r	B3-S019	B3-S020	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E020	B3	f83r	B3-S020	B3-S021	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E021	B3	f83r	B3-S021	B3-S022	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E022	B3	f83r	B3-S022	B3-S023	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E023	B3	f83r	B3-S023	B3-S024	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E024	B3	f83r	B3-S024	B3-S025	WM29	WM29	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
B3-E025	B3	f83r	B3-S025	B3-S026	WM29	WM30	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E026	B3	f83r	B3-S026	B3-S027	WM30	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	NEW_MODULE_BOUNDARY_SAME_OWNER	RESET_MODULE		Neuer Teilvorgang unter demselben Bildbesitzer.
B3-E027	B3	f83r	B3-S027	B3-S028	WM31	WM31	B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR	PARALLEL_OR_EDITORIAL_WITHIN_MODULE	NOT_FORCED		Benachbarte abgeschlossene Einträge gehören zum selben Arbeitsmodul, sind aber Varianten oder Kontrollposten.
