world	locus	edition	source_group_ids_json	source_groups_json	separators_json	literal_json	confidence
ASCENT	f75r.23	RF1b	"[""RF1b|f75r.23|G001"", ""RF1b|f75r.23|G002"", ""RF1b|f75r.23|G003"", ""RF1b|f75r.23|G004"", ""RF1b|f75r.23|G005"", ""RF1b|f75r.23|G006"", ""RF1b|f75r.23|G007""]"	"[""pcheykshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE""]"	"[""[pcheykshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.23	RF1b	"[""RF1b|f75r.23|G001"", ""RF1b|f75r.23|G002"", ""RF1b|f75r.23|G003"", ""RF1b|f75r.23|G004"", ""RF1b|f75r.23|G005"", ""RF1b|f75r.23|G006"", ""RF1b|f75r.23|G007""]"	"[""pcheykshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE""]"	"[""[pcheykshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.33	ZL3b	"[""ZL3b|f75r.33|G001"", ""ZL3b|f75r.33|G002"", ""ZL3b|f75r.33|G003"", ""ZL3b|f75r.33|G004"", ""ZL3b|f75r.33|G005"", ""ZL3b|f75r.33|G006"", ""ZL3b|f75r.33|G007"", ""ZL3b|f75r.33|G008"", ""ZL3b|f75r.33|G009"", ""ZL3b|f75r.33|G010""]"	"[""qokeey"", ""l"", ""shedy"", ""qo"", ""l"", ""chedy"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Feuer?"", ""[l]"", ""[shedy]"", ""[qo]"", ""[l]"", ""wird?"", ""Wasser?"", ""[chcthedy]"", ""[ltedy]"", ""[darom]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.33	ZL3b	"[""ZL3b|f75r.33|G001"", ""ZL3b|f75r.33|G002"", ""ZL3b|f75r.33|G003"", ""ZL3b|f75r.33|G004"", ""ZL3b|f75r.33|G005"", ""ZL3b|f75r.33|G006"", ""ZL3b|f75r.33|G007"", ""ZL3b|f75r.33|G008"", ""ZL3b|f75r.33|G009"", ""ZL3b|f75r.33|G010""]"	"[""qokeey"", ""l"", ""shedy"", ""qo"", ""l"", ""chedy"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Feuer?"", ""[l]"", ""[shedy]"", ""[qo]"", ""[l]"", ""wird?"", ""Wasser?"", ""[chcthedy]"", ""[ltedy]"", ""[darom]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.33	IT2a	"[""IT2a|f75r.33|G001"", ""IT2a|f75r.33|G002"", ""IT2a|f75r.33|G003"", ""IT2a|f75r.33|G004"", ""IT2a|f75r.33|G005"", ""IT2a|f75r.33|G006"", ""IT2a|f75r.33|G007"", ""IT2a|f75r.33|G008""]"	"[""qokeey"", ""lshedy"", ""qol"", ""chedy"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Feuer?"", ""[lshedy]"", ""daraus?"", ""wird?"", ""Wasser?"", ""[chcthedy]"", ""[ltedy]"", ""[darom]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.33	IT2a	"[""IT2a|f75r.33|G001"", ""IT2a|f75r.33|G002"", ""IT2a|f75r.33|G003"", ""IT2a|f75r.33|G004"", ""IT2a|f75r.33|G005"", ""IT2a|f75r.33|G006"", ""IT2a|f75r.33|G007"", ""IT2a|f75r.33|G008""]"	"[""qokeey"", ""lshedy"", ""qol"", ""chedy"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Feuer?"", ""[lshedy]"", ""daraus?"", ""wird?"", ""Wasser?"", ""[chcthedy]"", ""[ltedy]"", ""[darom]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.33	RF1b	"[""RF1b|f75r.33|G001"", ""RF1b|f75r.33|G002"", ""RF1b|f75r.33|G003"", ""RF1b|f75r.33|G004"", ""RF1b|f75r.33|G005"", ""RF1b|f75r.33|G006"", ""RF1b|f75r.33|G007"", ""RF1b|f75r.33|G008""]"	"[""qokeey"", ""lshedy"", ""qol"", ""ched@222;"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Feuer?"", ""[lshedy]"", ""daraus?"", ""[ched@222;]"", ""Wasser?"", ""[chcthedy]"", ""[ltedy]"", ""[darom]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.33	RF1b	"[""RF1b|f75r.33|G001"", ""RF1b|f75r.33|G002"", ""RF1b|f75r.33|G003"", ""RF1b|f75r.33|G004"", ""RF1b|f75r.33|G005"", ""RF1b|f75r.33|G006"", ""RF1b|f75r.33|G007"", ""RF1b|f75r.33|G008""]"	"[""qokeey"", ""lshedy"", ""qol"", ""ched@222;"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Feuer?"", ""[lshedy]"", ""daraus?"", ""[ched@222;]"", ""Wasser?"", ""[chcthedy]"", ""[ltedy]"", ""[darom]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f76r.19	ZL3b	"[""ZL3b|f76r.19|G001"", ""ZL3b|f76r.19|G002"", ""ZL3b|f76r.19|G003"", ""ZL3b|f76r.19|G004"", ""ZL3b|f76r.19|G005"", ""ZL3b|f76r.19|G006"", ""ZL3b|f76r.19|G007"", ""ZL3b|f76r.19|G008"", ""ZL3b|f76r.19|G009"", ""ZL3b|f76r.19|G010"", ""ZL3b|f76r.19|G011""]"	"[""dcheedy"", ""qolchey"", ""qokeey"", ""qokeey"", ""chedy"", ""qokar"", ""shedy"", ""shedy"", ""lshedy"", ""qolchedy"", ""otedyl""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dcheedy]"", ""[qolchey]"", ""Feuer?"", ""Feuer?"", ""wird?"", ""[qokar]"", ""[shedy]"", ""[shedy]"", ""[lshedy]"", ""daraus? wird?"", ""[otedyl]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f76r.19	ZL3b	"[""ZL3b|f76r.19|G001"", ""ZL3b|f76r.19|G002"", ""ZL3b|f76r.19|G003"", ""ZL3b|f76r.19|G004"", ""ZL3b|f76r.19|G005"", ""ZL3b|f76r.19|G006"", ""ZL3b|f76r.19|G007"", ""ZL3b|f76r.19|G008"", ""ZL3b|f76r.19|G009"", ""ZL3b|f76r.19|G010"", ""ZL3b|f76r.19|G011""]"	"[""dcheedy"", ""qolchey"", ""qokeey"", ""qokeey"", ""chedy"", ""qokar"", ""shedy"", ""shedy"", ""lshedy"", ""qolchedy"", ""otedyl""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dcheedy]"", ""[qolchey]"", ""Feuer?"", ""Feuer?"", ""wird?"", ""[qokar]"", ""[shedy]"", ""[shedy]"", ""[lshedy]"", ""daraus? wird?"", ""[otedyl]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f76r.19	IT2a	"[""IT2a|f76r.19|G001"", ""IT2a|f76r.19|G002"", ""IT2a|f76r.19|G003"", ""IT2a|f76r.19|G004"", ""IT2a|f76r.19|G005"", ""IT2a|f76r.19|G006"", ""IT2a|f76r.19|G007"", ""IT2a|f76r.19|G008"", ""IT2a|f76r.19|G009"", ""IT2a|f76r.19|G010"", ""IT2a|f76r.19|G011""]"	"[""dcheedy"", ""qolchey"", ""qokeey"", ""qokeey"", ""chedy"", ""qokar"", ""shedy"", ""shedy"", ""lshedy"", ""qolchedy"", ""otedyl""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dcheedy]"", ""[qolchey]"", ""Feuer?"", ""Feuer?"", ""wird?"", ""[qokar]"", ""[shedy]"", ""[shedy]"", ""[lshedy]"", ""daraus? wird?"", ""[otedyl]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f76r.19	IT2a	"[""IT2a|f76r.19|G001"", ""IT2a|f76r.19|G002"", ""IT2a|f76r.19|G003"", ""IT2a|f76r.19|G004"", ""IT2a|f76r.19|G005"", ""IT2a|f76r.19|G006"", ""IT2a|f76r.19|G007"", ""IT2a|f76r.19|G008"", ""IT2a|f76r.19|G009"", ""IT2a|f76r.19|G010"", ""IT2a|f76r.19|G011""]"	"[""dcheedy"", ""qolchey"", ""qokeey"", ""qokeey"", ""chedy"", ""qokar"", ""shedy"", ""shedy"", ""lshedy"", ""qolchedy"", ""otedyl""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dcheedy]"", ""[qolchey]"", ""Feuer?"", ""Feuer?"", ""wird?"", ""[qokar]"", ""[shedy]"", ""[shedy]"", ""[lshedy]"", ""daraus? wird?"", ""[otedyl]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f76r.19	RF1b	"[""RF1b|f76r.19|G001"", ""RF1b|f76r.19|G002"", ""RF1b|f76r.19|G003"", ""RF1b|f76r.19|G004"", ""RF1b|f76r.19|G005"", ""RF1b|f76r.19|G006"", ""RF1b|f76r.19|G007"", ""RF1b|f76r.19|G008"", ""RF1b|f76r.19|G009"", ""RF1b|f76r.19|G010"", ""RF1b|f76r.19|G011""]"	"[""dcheedy"", ""qolchey"", ""qokeey"", ""qokee@222;"", ""chedy"", ""qokar"", ""shedy"", ""she@152;y"", ""lshedy"", ""qolchedy"", ""otedyl""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dcheedy]"", ""[qolchey]"", ""Feuer?"", ""[qokee@222;]"", ""wird?"", ""[qokar]"", ""[shedy]"", ""[she@152;y]"", ""[lshedy]"", ""daraus? wird?"", ""[otedyl]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f76r.19	RF1b	"[""RF1b|f76r.19|G001"", ""RF1b|f76r.19|G002"", ""RF1b|f76r.19|G003"", ""RF1b|f76r.19|G004"", ""RF1b|f76r.19|G005"", ""RF1b|f76r.19|G006"", ""RF1b|f76r.19|G007"", ""RF1b|f76r.19|G008"", ""RF1b|f76r.19|G009"", ""RF1b|f76r.19|G010"", ""RF1b|f76r.19|G011""]"	"[""dcheedy"", ""qolchey"", ""qokeey"", ""qokee@222;"", ""chedy"", ""qokar"", ""shedy"", ""she@152;y"", ""lshedy"", ""qolchedy"", ""otedyl""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dcheedy]"", ""[qolchey]"", ""Feuer?"", ""[qokee@222;]"", ""wird?"", ""[qokar]"", ""[shedy]"", ""[she@152;y]"", ""[lshedy]"", ""daraus? wird?"", ""[otedyl]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f76r.26	ZL3b	"[""ZL3b|f76r.26|G001"", ""ZL3b|f76r.26|G002"", ""ZL3b|f76r.26|G003"", ""ZL3b|f76r.26|G004"", ""ZL3b|f76r.26|G005"", ""ZL3b|f76r.26|G006"", ""ZL3b|f76r.26|G007"", ""ZL3b|f76r.26|G008"", ""ZL3b|f76r.26|G009"", ""ZL3b|f76r.26|G010"", ""ZL3b|f76r.26|G011"", ""ZL3b|f76r.26|G012"", ""ZL3b|f76r.26|G013"", ""ZL3b|f76r.26|G014""]"	"[""shedal"", ""shey"", ""qokey"", ""qolchedy"", ""qolain"", ""ain"", ""chey"", ""qokaiin"", ""okain"", ""cheedy"", ""lchey"", ""l"", ""oly"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE""]"	"[""[shedal]"", ""[shey]"", ""[qokey]"", ""daraus? wird?"", ""[qolain]"", ""[ain]"", ""[chey]"", ""Luft?"", ""[okain]"", ""[cheedy]"", ""[lchey]"", ""[l]"", ""[oly]"", ""[dy]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f76r.26	ZL3b	"[""ZL3b|f76r.26|G001"", ""ZL3b|f76r.26|G002"", ""ZL3b|f76r.26|G003"", ""ZL3b|f76r.26|G004"", ""ZL3b|f76r.26|G005"", ""ZL3b|f76r.26|G006"", ""ZL3b|f76r.26|G007"", ""ZL3b|f76r.26|G008"", ""ZL3b|f76r.26|G009"", ""ZL3b|f76r.26|G010"", ""ZL3b|f76r.26|G011"", ""ZL3b|f76r.26|G012"", ""ZL3b|f76r.26|G013"", ""ZL3b|f76r.26|G014""]"	"[""shedal"", ""shey"", ""qokey"", ""qolchedy"", ""qolain"", ""ain"", ""chey"", ""qokaiin"", ""okain"", ""cheedy"", ""lchey"", ""l"", ""oly"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE""]"	"[""[shedal]"", ""[shey]"", ""[qokey]"", ""daraus? wird?"", ""[qolain]"", ""[ain]"", ""[chey]"", ""Luft?"", ""[okain]"", ""[cheedy]"", ""[lchey]"", ""[l]"", ""[oly]"", ""[dy]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f76r.26	IT2a	"[""IT2a|f76r.26|G001"", ""IT2a|f76r.26|G002"", ""IT2a|f76r.26|G003"", ""IT2a|f76r.26|G004"", ""IT2a|f76r.26|G005"", ""IT2a|f76r.26|G006"", ""IT2a|f76r.26|G007"", ""IT2a|f76r.26|G008"", ""IT2a|f76r.26|G009"", ""IT2a|f76r.26|G010"", ""IT2a|f76r.26|G011"", ""IT2a|f76r.26|G012"", ""IT2a|f76r.26|G013""]"	"[""shedal"", ""shey"", ""qokey"", ""qolchedy"", ""qolain"", ""ain"", ""chey"", ""qokaiin"", ""okain"", ""cheedy"", ""lchey"", ""loly"", ""sy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[shedal]"", ""[shey]"", ""[qokey]"", ""daraus? wird?"", ""[qolain]"", ""[ain]"", ""[chey]"", ""Luft?"", ""[okain]"", ""[cheedy]"", ""[lchey]"", ""[loly]"", ""[sy]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
