locus	evidence_role	ZL3b_raw	IT2a_raw	RF1b_raw	all_raw_identical	agreement_class	reading_rule
f45r.5	HOT_MOIST_EXACT_CORNER	<%>kol,sho.pchor.kchey.ty.opchaldy.otshy.qokchy.dol,daiin	<%>kolsho.pchor.kchey.ty.opchaldy.otshy.qokchy.doldaiin	kol.sho.pchor.kchey.ty.opchaldy.otshy.qokchy.doldaiin	0	QOKCHY_STABLE__TOKENIZATION_VARIES	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f23v.6	DIRECT_DECK_DRY_AND_DEGREE_CONTEXT	<%>tshol.shor.shkshy.okol.daiin<->otshor.olsar	<%>tshol.shor.shkshy.okol.daiin<->otshor.olsar	tshol.shor.shkshy.okol.daiin<->otshor.olsar	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f23v.7	DIRECT_DECK_DEGREE_III_CONTEXT	otor.oiin.sho.shol.qokol.daiin<->sol.daiin.ylg	otor.oiin.sho.shol.qokol.daiin<->sol.daiin.ylg	otor.oiin.sho.shol.qokol.daiin<->sol.daiin.ylg	1	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f23v.10	DIRECT_DECK_HOT_DRY_CONTEXT	dor.chy.kshol.chol.ctho[?:l]<->otol.oloiir	dor.chy.kshol.chol.cthol<->otol.oloiir	dor.chy.kshol.chol.cthol<->otol.oloiir	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f32r.2	DIRECT_DECK_BALSAM_CONTEXT	okor.okchor.sheor.ckhy.dal<->dshodar.qotchol	okor.okchor.sheor.ckhy.dal<->dshodar.qotchol	okor.okchor.sheor.ckhy.dal<->dshodar.qotchol	1	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f32r.3	DIRECT_DECK_BALSAM_CONTEXT	qokchor.chor.cthol.chol.dol<->dcheodain.daiin	qokchor.chor.cthol.chol.dol<->dcheodain.daiin	qokchor.chor.cthol.chol.dol<->dcheodain.daiin	1	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f32r.5	DIRECT_DECK_THERMAL_MINIMAL_PAIR	qotchy.qokchy.daiin<$>	qotchy.qokchy.daiin<$>	qotchy.qokchy.daiin	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f36r.2	ALTERNATIVE_GOURD_DEGREE_II_CONTEXT	oral.shor.ytaiin.qotaiin.qooldy.chty.chol,dy.tor	oral.shor.ytaiin.qotaiin.qooldy.chty.chol.dy.tor	oral.shor.ytaiin.qotaiin.qooldy.chty.chol.@152;y.tor	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f36r.3	ALTERNATIVE_GOURD_COLD_MOIST_CONTEXT	qotchy.tchy.daiin.@152;aiin.dolsain<$>	qotchy.tchy.daiin.gaiin.dolsain<$>	qotchy.tchy.daiin.@152;aiin.dolsain	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f49r.1	DIRECT_DECK_CUCURBITA_CONTEXT	<%>pychol.dy.[sh:ch]or.shol.shtchy.shorpchor.opchor.shor,kchy	<%>poshol.dy.shor.shol.shtchy.shorpchor.opchor.shorkchy	p@221;chol.dy.shor.shol.shtchy.shorpchor.opchor.shorkchy	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f49r.2	DIRECT_DECK_CUCURBITA_CONTEXT	qotor.sho.chotchy.choshy.qopchar.q'o.dor.daiin	qotor.sho.chotchy.choshy.qopchor.qo.dor.daiin	qotor.sho.chotchy.choshy.qopchar.q'o.dor.daiin	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f49r.3	DIRECT_DECK_CUCURBITA_CONTEXT	dsho<->dchor.dchor.daiin.dor.cheoraiin<$>	dsho<->dchor.dchor.daiin.dor.cheo.raiin<$>	dsho<->dchor.dchor.daiin.dor.cheoraiin	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f90r1.1	DIRECT_DECK_LIQUORICE_CONTEXT	<%>poleeol.qokeol.qokchod.choly.ctho[g:m]	<%>poleeol.qokeol.qokchod.chody.cthom	poleeol.qokeol.qo@176;chod.choly.cthom	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f90r1.2	DIRECT_DECK_LIQUORICE_CONTEXT	yshol.tor.sheor.qotchor.qoky.darala	yshol.tor.sheor.qotchor.qoky.darala	yshol.tor.sheor.qotchor.qoky.darala	1	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f90r1.3	DIRECT_DECK_LIQUORICE_CONTEXT	dair.shkeea.s.sary.okar.ykorshy.lkaldy	dair.shkeeo.s.sary.okor.ykarshy.lkaldy	dair.shkeeo.s.sary.okar.ykor{ch'}y.lkaldy	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f90r1.4	DIRECT_DECK_LIQUORICE_CONTEXT	talchor.chodaiin.chocfhor.qokchor.chockhy<->okchod.qofchol	tol.chor.chodaiin.chocfhor.qokchor.chockhy<->okchod.qofchol	tol,chor.cho@152;aiin.chocfhor.qo,kchor.chockhy<->okchod.qofchol	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
f90r1.5	DIRECT_DECK_LIQUORICE_CONTEXT	ytor.ckhy.lpychol.sho.ol.okachey.[r:s].sheom.kchol.dchy.dasady	ytor.ckhy.lpychol.sho.ol.okachey.s.sheom.keol.dchy.dasady	ytor.ckhy.lpychol.sho.ol.okachey.r.sheom.kchol.dchy.dasady	0	SENSITIVITY_READING	ALTERNATE_READINGS_OF_ONE_MANUSCRIPT
