event_id	page	record	statement_id	locus	owner_de	card_no	component_recipe	old_semantic_de	revised_semantic_de	observed_surface	surface_unchanged	owner_unchanged	boundary_unchanged	semantic_revision
E032	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC023	O+Y+K+OR	GANG · DIES · ZUDOSIEREN · ANSATZ	GANG · DIES · ZUGEBEN · ANSATZ	oykchor	YES	YES	YES	YES
E033	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	OR	ANSATZ	ANSATZ	shor	YES	YES	YES	NO
E034	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	OR	ANSATZ	ANSATZ	chor	YES	YES	YES	NO
E035	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	Y	DIES	DIES	chy	YES	YES	YES	NO
E036	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC024	K+IIN	ZUDOSIEREN · STUFE	ZUGEBEN · STUFE	kaiiin	YES	YES	YES	YES
E037	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	Y	DIES	DIES	dy	YES	YES	YES	NO
E038	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC025	CH+O+AIIN	ABNEHMEN · GANG · MASS	ENTNEHMEN · GANG · MASS	chodaiin	YES	YES	YES	YES
E039	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC026	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	ANWENDEN · HALTEN · FORTSETZEN	tshol	YES	YES	YES	YES
E040	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC027	SH+O+AL	HALTEN · GANG · ZIEL	HALTEN · GANG · ZIEL	schoal	YES	YES	YES	NO
E041	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC028	CFH+Y	AUSWRINGEN · DIES	AUSWRINGEN · DIES	cfhy	YES	YES	YES	NO
E042	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC029	SH+Y+AIIN	HALTEN · DIES · MASS	HALTEN · DIES · MASS	shfydaiin	YES	YES	YES	NO
E043	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC030	P+Y	EINFUELLEN · DIES	EINFUELLEN · DIES	cphy	YES	YES	YES	NO
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC031	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · DIES	shey	YES	YES	YES	NO
E045	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC032	T+CH+O+DY	EINTRAGEN · ABNEHMEN · GANG · SCHLUSS	ANWENDEN · ENTNEHMEN · GANG · SCHLUSS	tchody	YES	YES	YES	YES
E046	f11r	H3	H3-S002	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC033	SH+O+Y+T+Y	HALTEN · GANG · DIES · EINTRAGEN · DIES	HALTEN · GANG · DIES · ANWENDEN · DIES	shoyty	YES	YES	YES	YES
E047	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN	dchol	YES	YES	YES	NO
E048	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	Y	DIES	DIES	chy	YES	YES	YES	NO
E049	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC035	K+Y	ZUDOSIEREN · DIES	ZUGEBEN · DIES	kchy	YES	YES	YES	YES
E050	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	Y	DIES	DIES	dy	YES	YES	YES	NO
E051	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC009	AIIN	MASS	MASS	daiin	YES	YES	YES	NO
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC036	OT+Y	DANACH · DIES	DANACH · DIES	qotchy	YES	YES	YES	NO
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC037	OK+OL	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	okchol	YES	YES	YES	NO
E054	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC014	CTH+Y	BEREIT · DIES	BEREIT · DIES	cthy	YES	YES	YES	NO
E055	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC019	Y	DIES	DIES	dy	YES	YES	YES	NO
E056	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC038	OK+AIIN	ANSETZEN · MASS	ANSETZEN · MASS	qokaiin	YES	YES	YES	NO
E057	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	AIIN	MASS	MASS	chaiin	YES	YES	YES	NO
E058	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC039	Y+K+AIN	DIES · ZUDOSIEREN · PORTION	DIES · ZUGEBEN · PORTION	ykain	YES	YES	YES	YES
E059	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC040	Y+K+AN	DIES · ZUDOSIEREN · NACHGABE	DIES · ZUGEBEN · NACHGABE	ykan	YES	YES	YES	YES
E060	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC041	O+DY	GANG · SCHLUSS	GANG · SCHLUSS	ody	YES	YES	YES	NO
E061	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	AIIN	MASS	MASS	daiin	YES	YES	YES	NO
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC042	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	chedy	YES	YES	YES	NO
E063	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC043	TALAM	VERWAHREN	VERWAHREN	talam	YES	YES	YES	NO
E064	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC044	Y+K+AIIN	DIES · ZUDOSIEREN · MASS	DIES · ZUGEBEN · MASS	ykaiin	YES	YES	YES	YES
E065	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC045	CH+E+O+AR	ABNEHMEN · KURZ · GANG · QUELLE	ENTNEHMEN · KURZ · GANG · QUELLE	cheoar	YES	YES	YES	YES
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC046	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	cheeky	YES	YES	YES	NO
E067	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC047	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	oldy	YES	YES	YES	NO
E068	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC009	AIIN	MASS	MASS	aiin	YES	YES	YES	NO
E069	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC048	OK+AL	ANSETZEN · ZIEL	ANSETZEN · ZIEL	okal	YES	YES	YES	NO
E070	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC049	OL+T+Y	FORTSETZEN · EINTRAGEN · DIES	FORTSETZEN · ANWENDEN · DIES	oltchy	YES	YES	YES	YES
E071	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC016	OR	ANSATZ	ANSATZ	or	YES	YES	YES	NO
E072	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC019	Y	DIES	DIES	y	YES	YES	YES	NO
E073	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC050	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION	orain	YES	YES	YES	NO
E074	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC051	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	ZUTAT · ENTNEHMEN · ANSATZ	chochor	YES	YES	YES	YES
E075	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	cho	YES	YES	YES	NO
E076	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC053	HO+AL+Y	ZUTAT · ZIEL · DIES	ZUTAT · ZIEL · DIES	chodaly	YES	YES	YES	NO
E077	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC009	AIIN	MASS	MASS	daiin	YES	YES	YES	NO
E078	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	sho	YES	YES	YES	NO
E079	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC054	K+OL	ZUDOSIEREN · FORTSETZEN	ZUGEBEN · FORTSETZEN	kchol	YES	YES	YES	YES
E080	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	otchor	YES	YES	YES	YES
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC008	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	choky	YES	YES	YES	NO
E082	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC055	AL	ZIEL	ZIEL	dal	YES	YES	YES	NO
E083	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN	schol	YES	YES	YES	NO
E084	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC056	HO+Y	ZUTAT · DIES	ZUTAT · DIES	choy	YES	YES	YES	NO
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC008	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	choky	YES	YES	YES	NO
E086	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC057	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	ENTNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	cheeckhody	YES	YES	YES	YES
E087	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC058	SH	HALTEN	HALTEN	sh	YES	YES	YES	NO
E088	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	cho	YES	YES	YES	NO
E089	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC059	K+E+Y	ZUDOSIEREN · KURZ · DIES	ZUGEBEN · KURZ · DIES	kchey	YES	YES	YES	YES
E090	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	ANSETZEN · ANSETZEN · DIES	qokokchy	YES	YES	YES	NO
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC011	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	okchy	YES	YES	YES	NO
E092	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC061	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · GANG	ANSETZEN · ENTNEHMEN · KURZ · GANG	chokcheo	YES	YES	YES	YES
E093	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC062	K+AL	ZUDOSIEREN · ZIEL	ZUGEBEN · ZIEL	kchal	YES	YES	YES	YES
E094	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	sho	YES	YES	YES	NO
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC011	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	chokchy	YES	YES	YES	NO
E096	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · QUELLE	ZUGEBEN · ZUTAT · QUELLE	kchoar	YES	YES	YES	YES
E097	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC064	OT+O+AIN	DANACH · GANG · PORTION	DANACH · GANG · PORTION	sotodan	YES	YES	YES	NO
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC065	OT+Y	DANACH · DIES	DANACH · DIES	otchey	YES	YES	YES	NO
E099	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC066	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	ZUGEBEN · KURZ · FORTSETZEN	keol	YES	YES	YES	YES
E100	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC009	AIIN	MASS	MASS	daiin	YES	YES	YES	NO
E101	f81v	B1	B1-S001	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	qokedy	YES	YES	YES	NO
E102	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	OK+AIIN	ANSETZEN · MASS	ANSETZEN · MASS	okaiin	YES	YES	YES	NO
E103	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	K+AIR	ZUDOSIEREN · LAUF	ZUGEBEN · LAUF	kair	YES	YES	YES	YES
E104	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	OK+AL	ANSETZEN · ZIEL	ANSETZEN · ZIEL	okal	YES	YES	YES	NO
E105	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	AR	QUELLE	QUELLE	sar	YES	YES	YES	NO
E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	YES	YES	YES	NO
E107	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC069	K+AIN	ZUDOSIEREN · PORTION	ZUGEBEN · PORTION	kain	YES	YES	YES	YES
E108	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC070	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	FORTSETZEN · ZUGEBEN · PORTION	olkain	YES	YES	YES	YES
E109	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	AL	ZIEL	ZIEL	al	YES	YES	YES	NO
E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	YES	YES	YES	NO
E111	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC071	R+OL	KUEHLEN · FORTSETZEN	KUEHLEN · FORTSETZEN	rol	YES	YES	YES	NO
E112	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	L	WEITERLEITEN	WEITERLEITEN	dl	YES	YES	YES	NO
E113	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC022	OL+OR	FORTSETZEN · ANSATZ	FORTSETZEN · ANSATZ	olor	YES	YES	YES	NO
E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	YES	YES	YES	NO
E115	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC073	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	HALTEN · KURZ · DURCHLASS · ZIEL	sheckhal	YES	YES	YES	NO
E116	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	AIIN	MASS	MASS	daiin	YES	YES	YES	NO
E117	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC074	OK+EE+AL	ANSETZEN · LANG · ZIEL	ANSETZEN · LANG · ZIEL	qokeedal	YES	YES	YES	NO
E118	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	AIIN	MASS	MASS	daiin	YES	YES	YES	NO
E119	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	chckhy	YES	YES	YES	NO
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC076	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	schedy	YES	YES	YES	NO
E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	qol	YES	YES	YES	NO
E122	f81v	B1	B1-S003	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC077	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	sshkchdy	YES	YES	YES	YES
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	chedy	YES	YES	YES	NO
E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	YES	YES	YES	NO
E125	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	shedy	YES	YES	YES	NO
E126	f81v	B1	B1-S005	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	qolchedy	YES	YES	YES	NO
E127	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC080	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION	qokain	YES	YES	YES	NO
E128	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	shckhy	YES	YES	YES	NO
E129	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	L	WEITERLEITEN	WEITERLEITEN	dl	YES	YES	YES	NO
E130	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC081	R+AL	KUEHLEN · ZIEL	KUEHLEN · ZIEL	ral	YES	YES	YES	NO
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	qokchdy	YES	YES	YES	NO
E132	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC019	Y	DIES	DIES	chey	YES	YES	YES	NO
E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	YES	YES	YES	NO
E134	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC083	CHK+E+Y	WAERMEN · KURZ · DIES	WAERMEN · KURZ · DIES	cheky	YES	YES	YES	NO
E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	YES	YES	YES	NO
E136	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	shedy	YES	YES	YES	NO
E137	f81v	B1	B1-S009	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	qokedy	YES	YES	YES	NO
E138	f81v	B1	B1-S010	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	qokedy	YES	YES	YES	NO
E139	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	chckhy	YES	YES	YES	NO
E140	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC008	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	qoky	YES	YES	YES	NO
