edition	locus	source_group_id	raw	exact_prose	literal_q_plus_prose	candidate_pair	raw_form_status	hypothesis_status	meaning
ZL3b	f77r.50	ZL3b|f77r.50|G002	o	[]	"[""ZL3b|f77r.18|G004""]"		UNCERTAIN_FRAGMENT	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.1	IT2a|f77r.1|G001	darchdar	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.2	IT2a|f77r.2|G001	olkchs	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.3	IT2a|f77r.3|G001	otedy	"[""IT2a|f77r.25|G001""]"	"[""IT2a|f77r.10|G006"", ""IT2a|f77r.14|G008"", ""IT2a|f77r.20|G007"", ""IT2a|f77r.27|G006"", ""IT2a|f77r.31|G004"", ""IT2a|f77r.31|G005"", ""IT2a|f77r.41|G004"", ""IT2a|f77r.42|G002"", ""IT2a|f77r.43|G006""]"	A	SOURCE_GROUP	DECLARED_WHOLE_PAIR	Neither identity nor a productive prefix meaning established
IT2a	f77r.4	IT2a|f77r.4|G001	otork	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.5	IT2a|f77r.5|G001	otol	[]	"[""IT2a|f77r.15|G003""]"	B	SOURCE_GROUP	DECLARED_WHOLE_PAIR	Neither identity nor a productive prefix meaning established
IT2a	f77r.6	IT2a|f77r.6|G001	dchdy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.7	IT2a|f77r.7|G001	soral	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.8	IT2a|f77r.8|G001	dotedy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.49	IT2a|f77r.49|G001	otchdy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
IT2a	f77r.50	IT2a|f77r.50|G001	otolaiino	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.1	RF1b|f77r.1|G001	darchdar	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.2	RF1b|f77r.2|G001	olkchs	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.3	RF1b|f77r.3|G001	otedy	"[""RF1b|f77r.25|G001""]"	"[""RF1b|f77r.10|G004"", ""RF1b|f77r.20|G007"", ""RF1b|f77r.27|G006"", ""RF1b|f77r.31|G005"", ""RF1b|f77r.41|G005""]"	A	SOURCE_GROUP	DECLARED_WHOLE_PAIR	Neither identity nor a productive prefix meaning established
RF1b	f77r.4	RF1b|f77r.4|G001	otork	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.5	RF1b|f77r.5|G001	otol	[]	"[""RF1b|f77r.15|G003""]"	B	SOURCE_GROUP	DECLARED_WHOLE_PAIR	Neither identity nor a productive prefix meaning established
RF1b	f77r.6	RF1b|f77r.6|G001	dch@152;y	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.7	RF1b|f77r.7|G001	soral	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.8	RF1b|f77r.8|G001	dotedy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.49	RF1b|f77r.49|G001	otchdy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
RF1b	f77r.50	RF1b|f77r.50|G001	otolaiino	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
