frame_id	operator_frame	e_status	e_surface	e_reading_de	e_events	ee_status	ee_surface	ee_reading_de	ee_events	eee_status	eee_surface	eee_reading_de	eee_events	attested_cells	available_cells	decision
GF15	GRADE+T+Y	ATTESTED	etyd	KURZ · BEARBEITEN · POSTEN	1	PREDICTION_ONLY	cheety	LANG · BEARBEITEN · POSTEN	0	ATTESTED	cheeety	VOLL · BEARBEITEN · POSTEN	1	2	3	E_SHORT__EE_LONG__EEE_FULL
GF16	K+GRADE+OL	ATTESTED	keol	ZUGEBEN · KURZ · WEITER	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF17	K+GRADE+Y	ATTESTED	kchey	ZUGEBEN · KURZ · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF18	L+CKH+GRADE+DY	ATTESTED	lcheckhedy	LEITEN · DURCHLASS · KURZ · SCHLUSS	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF19	L+GRADE+Y	ABSENT	NONE	NONE	0	ATTESTED	lcheey	LEITEN · LANG · POSTEN	1	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF20	L+K+GRADE+DY	ATTESTED	lkedy	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF21	LSH+GRADE+DY	ATTESTED	lshedy	SPUELEN · KURZ · SCHLUSS	2	PREDICTION_ONLY	lsheedy	SPUELEN · LANG · SCHLUSS	0	PREDICTION_ONLY	lsheeedy	SPUELEN · VOLL · SCHLUSS	0	1	3	E_SHORT__EE_LONG__EEE_FULL
GF22	LSH+GRADE+Y	PREDICTION_ONLY	lshey	SPUELEN · KURZ · POSTEN	0	PREDICTION_ONLY	lsheey	SPUELEN · LANG · POSTEN	0	PREDICTION_ONLY	lsheeey	SPUELEN · VOLL · POSTEN	0	0	3	E_SHORT__EE_LONG__EEE_FULL
GF23	O+CKH+GRADE+Y	ATTESTED	qockhey	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF24	O+CTH+GRADE+OL	ATTESTED	octheol	ARBEITSGANG · BEREITEN · KURZ · WEITER	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF25	OK+CH+GRADE+O	ATTESTED	chokcheo	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF26	OK+GRADE+AL	ABSENT	NONE	NONE	0	ATTESTED	qokeedal	ANSETZEN · LANG · ZIELSTELLE	1	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF27	OK+GRADE+AR	ABSENT	NONE	NONE	0	PREDICTION_ONLY	qokeedar	ANSETZEN · LANG · QUELLE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF28	OK+GRADE+DY	ATTESTED	qokedy	ANSETZEN · KURZ · SCHLUSS	8	ATTESTED	qokeedy	ANSETZEN · LANG · SCHLUSS	10	ATTESTED	qokeeedy	ANSETZEN · VOLL · SCHLUSS	1	3	3	E_SHORT__EE_LONG__EEE_FULL
GF29	OK+GRADE+OL	ABSENT	NONE	NONE	0	ATTESTED	okeeol	ANSETZEN · LANG · WEITER	1	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF30	OK+GRADE+Y	ATTESTED	okey|qokey	ANSETZEN · KURZ · POSTEN	2	ATTESTED	okeey|qokeey	ANSETZEN · LANG · POSTEN	7	PREDICTION_ONLY	chokeeey	ANSETZEN · VOLL · POSTEN	0	2	3	E_SHORT__EE_LONG__EEE_FULL
GF31	OK+SH+GRADE+DY	ATTESTED	qokshedy	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF32	OL+GRADE+DY	PREDICTION_ONLY	qoledy	WEITER · KURZ · SCHLUSS	0	PREDICTION_ONLY	qoleedy	WEITER · LANG · SCHLUSS	0	ABSENT	NONE	NONE	0	0	2	E_SHORT__EE_LONG__EEE_FULL
GF33	OL+GRADE+Y	ABSENT	NONE	NONE	0	PREDICTION_ONLY	qoleey	WEITER · LANG · POSTEN	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF34	OL+SH+GRADE+DY	ATTESTED	solshedy	WEITER · HALTEN · KURZ · SCHLUSS	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF35	OT+GRADE+AIIN	ATTESTED	qotedaiin	DANACH · KURZ · SOLLMASS	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF36	OT+GRADE+AIN	PREDICTION_ONLY	qotedain	DANACH · KURZ · PORTION	0	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF37	OT+GRADE+DY	ATTESTED	otedy	DANACH · KURZ · SCHLUSS	2	ATTESTED	qoteedy	DANACH · LANG · SCHLUSS	2	PREDICTION_ONLY	qoteeedy	DANACH · VOLL · SCHLUSS	0	2	3	E_SHORT__EE_LONG__EEE_FULL
GF38	OT+GRADE+Y	ABSENT	NONE	NONE	0	ATTESTED	oteey	DANACH · LANG · POSTEN	2	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF39	OT+SH+GRADE+DY	PREDICTION_ONLY	qotshedy	DANACH · HALTEN · KURZ · SCHLUSS	0	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF40	R+SH+GRADE+AL	ATTESTED	rsheal	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF41	R+SH+GRADE+AR	PREDICTION_ONLY	rshear	KUEHLEN · HALTEN · KURZ · QUELLE	0	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF42	SH+CKH+GRADE+DY	ATTESTED	shckhedy	HALTEN · DURCHLASS · KURZ · SCHLUSS	3	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF43	SH+GRADE+CKH+AL	ATTESTED	sheckhal	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF44	SH+GRADE+CKH+AR	PREDICTION_ONLY	sheckhar	HALTEN · KURZ · DURCHLASS · QUELLE	0	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF45	SH+GRADE+CKH+Y	ATTESTED	sheckhy	HALTEN · KURZ · DURCHLASS · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF46	SH+GRADE+CTH+CHD+Y	ATTESTED	shecthedchy	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF47	SH+GRADE+CTH+Y	ATTESTED	shecthy	HALTEN · KURZ · BEREITEN · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF48	SH+GRADE+DY	ATTESTED	dshedy	HALTEN · KURZ · SCHLUSS	1	ATTESTED	sheedy	HALTEN · LANG · SCHLUSS	1	PREDICTION_ONLY	sheeedy	HALTEN · VOLL · SCHLUSS	0	2	3	E_SHORT__EE_LONG__EEE_FULL
GF49	SH+GRADE+OL	ATTESTED	dsheol	HALTEN · KURZ · WEITER	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF50	SH+GRADE+Y	ATTESTED	tshey	HALTEN · KURZ · POSTEN	1	ATTESTED	sheey	HALTEN · LANG · POSTEN	1	PREDICTION_ONLY	cheeey	HALTEN · VOLL · POSTEN	0	2	3	E_SHORT__EE_LONG__EEE_FULL
GF51	SOLK+GRADE+DY	PREDICTION_ONLY	solkedy	SAMMELN · KURZ · SCHLUSS	0	ATTESTED	olkeedy|solkeedy	SAMMELN · LANG · SCHLUSS	3	PREDICTION_ONLY	solkeeedy	SAMMELN · VOLL · SCHLUSS	0	1	3	E_SHORT__EE_LONG__EEE_FULL
GF52	SOLK+GRADE+Y	ATTESTED	solkey	SAMMELN · KURZ · POSTEN	1	ATTESTED	solkeey	SAMMELN · LANG · POSTEN	1	PREDICTION_ONLY	solkeeey	SAMMELN · VOLL · POSTEN	0	2	3	E_SHORT__EE_LONG__EEE_FULL
GF53	T+GRADE+Y	ATTESTED	ytey	BEARBEITEN · KURZ · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF54	Y+CH+GRADE+OR	ATTESTED	ycheor	POSTEN · ENTNEHMEN · KURZ · ANSATZ	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
