event_id	page	record	statement_id	surface	component_recipe	grade_component	grade_value_de	grade_token_count	reading_de
E182	f82r	B2	B2-S005	octheol	O+CTH+E+OL	E	KURZ	1	ARBEITSGANG · BEREITEN · KURZ · WEITER
E183	f82r	B2	B2-S005	chkeey	CHK+EE+Y	EE	LANG	1	WAERMEN · LANG · POSTEN
E185	f82r	B2	B2-S006	oteey	OT+EE+Y	EE	LANG	1	DANACH · LANG · POSTEN
E187	f82r	B2	B2-S006	sheckhy	SH+E+CKH+Y	E	KURZ	1	HALTEN · KURZ · DURCHLASS · POSTEN
E189	f82r	B2	B2-S007	dshedy	SH+E+DY	E	KURZ	1	HALTEN · KURZ · SCHLUSS
E193	f82r	B2	B2-S009	solshedy	OL+SH+E+DY	E	KURZ	1	WEITER · HALTEN · KURZ · SCHLUSS
E194	f82r	B2	B2-S010	qokeey	OK+EE+Y	EE	LANG	1	ANSETZEN · LANG · POSTEN
E197	f82r	B2	B2-S010	cheey	SH+EE+Y	EE	LANG	1	HALTEN · LANG · POSTEN
E201	f82r	B2	B2-S011	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E203	f82r	B2	B2-S012	cheey	SH+EE+Y	EE	LANG	1	HALTEN · LANG · POSTEN
E204	f82r	B2	B2-S012	qcthey	CTH+E+Y	E	KURZ	1	BEREITEN · KURZ · POSTEN
E205	f82r	B2	B2-S012	qokeey	OK+EE+Y	EE	LANG	1	ANSETZEN · LANG · POSTEN
E206	f82r	B2	B2-S012	lcheey	L+EE+Y	EE	LANG	1	LEITEN · LANG · POSTEN
E209	f82r	B2	B2-S012	qokeeedy	OK+EEE+DY	EEE	VOLL	1	ANSETZEN · VOLL · SCHLUSS
E212	f82r	B2	B2-S015	tshey	SH+E+Y	E	KURZ	1	HALTEN · KURZ · POSTEN
E213	f82r	B2	B2-S015	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E216	f82r	B2	B2-S016	ches	CH+E+S	E	KURZ	1	ENTNEHMEN · KURZ · PROBE
E218	f82r	B2	B2-S016	oteey	OT+EE+Y	EE	LANG	1	DANACH · LANG · POSTEN
E220	f82r	B2	B2-S016	okey	OK+E+Y	E	KURZ	1	ANSETZEN · KURZ · POSTEN
E222	f82r	B2	B2-S017	rsheal	R+SH+E+AL	E	KURZ	1	KUEHLEN · HALTEN · KURZ · ZIELSTELLE
E224	f82r	B2	B2-S018	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E226	f82r	B2	B2-S020	qoteedy	OT+EE+DY	EE	LANG	1	DANACH · LANG · SCHLUSS
E227	f82r	B2	B2-S021	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E229	f83r	B3	B3-S001	olkeedy	SOLK+EE+DY	EE	LANG	1	SAMMELN · LANG · SCHLUSS
E231	f83r	B3	B3-S002	chkeedy	CHK+EE+DY	EE	LANG	1	WAERMEN · LANG · SCHLUSS
E245	f83r	B3	B3-S007	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E249	f83r	B3	B3-S010	otedy	OT+E+DY	E	KURZ	1	DANACH · KURZ · SCHLUSS
E250	f83r	B3	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	E	KURZ	1	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN
E258	f83r	B3	B3-S013	shcthey	CTH+E+Y	E	KURZ	1	BEREITEN · KURZ · POSTEN
E259	f83r	B3	B3-S013	qokedy	OK+E+DY	E	KURZ	1	ANSETZEN · KURZ · SCHLUSS
E261	f83r	B3	B3-S014	sheedy	SH+EE+DY	EE	LANG	1	HALTEN · LANG · SCHLUSS
E265	f83r	B3	B3-S017	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E267	f83r	B3	B3-S019	qokshedy	OK+SH+E+DY	E	KURZ	1	ANSETZEN · HALTEN · KURZ · SCHLUSS
E276	f83r	B3	B3-S021	shecthy	SH+E+CTH+Y	E	KURZ	1	HALTEN · KURZ · BEREITEN · POSTEN
E285	f83r	B3	B3-S026	cheedar	EE+AR	EE	LANG	1	LANG · QUELLE
E291	f83r	B3	B3-S026	solkeedy	SOLK+EE+DY	EE	LANG	1	SAMMELN · LANG · SCHLUSS
E292	f83r	B3	B3-S027	qoteedy	OT+EE+DY	EE	LANG	1	DANACH · LANG · SCHLUSS
E293	f83r	B3	B3-S028	qokeey	OK+EE+Y	EE	LANG	1	ANSETZEN · LANG · POSTEN
E294	f83r	B3	B3-S028	qokedy	OK+E+DY	E	KURZ	1	ANSETZEN · KURZ · SCHLUSS
E296	f83r	B3	B3-S029	cheeety	EEE+T+Y	EEE	VOLL	1	VOLL · BEARBEITEN · POSTEN
E297	f83r	B3	B3-S029	qokedy	OK+E+DY	E	KURZ	1	ANSETZEN · KURZ · SCHLUSS
E302	f83r	B3	B3-S031	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E305	f83r	B3	B3-S032	qotedaiin	OT+E+AIIN	E	KURZ	1	DANACH · KURZ · SOLLMASS
E307	f83r	B3	B3-S032	otedy	OT+E+DY	E	KURZ	1	DANACH · KURZ · SCHLUSS
E315	f83r	B4	B4-S001	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E317	f83r	B4	B4-S002	qokeey	OK+EE+Y	EE	LANG	1	ANSETZEN · LANG · POSTEN
E318	f83r	B4	B4-S002	qokedy	OK+E+DY	E	KURZ	1	ANSETZEN · KURZ · SCHLUSS
E322	f83r	B4	B4-S003	qokeey	OK+EE+Y	EE	LANG	1	ANSETZEN · LANG · POSTEN
E329	f83r	B4	B4-S005	qokeedy	OK+EE+DY	EE	LANG	1	ANSETZEN · LANG · SCHLUSS
E330	f83r	B4	B4-S006	shckhedy	SH+CKH+E+DY	E	KURZ	1	HALTEN · DURCHLASS · KURZ · SCHLUSS
E331	f83r	B4	B4-S007	shckhedy	SH+CKH+E+DY	E	KURZ	1	HALTEN · DURCHLASS · KURZ · SCHLUSS
E333	f83r	B4	B4-S008	cheeky	CHK+EE+Y	EE	LANG	1	WAERMEN · LANG · POSTEN
E334	f83r	B4	B4-S008	sheey	SH+EE+Y	EE	LANG	1	HALTEN · LANG · POSTEN
E335	f83r	B4	B4-S008	qokedy	OK+E+DY	E	KURZ	1	ANSETZEN · KURZ · SCHLUSS
E339	f83r	B4	B4-S011	cheky	CHK+E+Y	E	KURZ	1	WAERMEN · KURZ · POSTEN
E340	f83r	B4	B4-S011	okeeol	OK+EE+OL	EE	LANG	1	ANSETZEN · LANG · WEITER
E344	f83r	B4	B4-S011	lkedy	L+K+E+DY	E	KURZ	1	LEITEN · ZUGEBEN · KURZ · SCHLUSS
E350	f83r	B4	B4-S014	qockhey	O+CKH+E+Y	E	KURZ	1	ARBEITSGANG · DURCHLASS · KURZ · POSTEN
E353	f83r	B4	B4-S015	shey	SH+EE+Y	EE	LANG	1	HALTEN · LANG · POSTEN
E356	f83r	B4	B4-S015	solkey	SOLK+E+Y	E	KURZ	1	SAMMELN · KURZ · POSTEN
E373	f83r	B6	B6-S001	solkeey	SOLK+EE+Y	EE	LANG	1	SAMMELN · LANG · POSTEN
E374	f83r	B6	B6-S001	qekey	E+K+E+Y	E	KURZ	2	KURZ · ZUGEBEN · KURZ · POSTEN
