local_item_id	kind	statement_ids	events	event_ids	phase_chain	object_transition_chain	object_changes	source_object_de	result_object_de	owner_codes	meaningful_merge_signature	teaching_text_de
W:H3-S001	KEEP_WHOLE_LOCAL_FORM	H3-S001	7	E039|E040|E041|E042|E043|E044|E045	HOLD>APPLY>PREPARE>MEASURE>MOVE>COLLECT	ACTIVE_CARRIED>RESULT_CREATED>FRACTION_CREATED	RESULT_CREATED|FRACTION_CREATED	Material dieser Pflanze	entnommene Fraktion aus Empfangsbestand bei dicht beblätterte Pflanze mit blauer Blütenkrone	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	HOLD:ACTIVE_CARRIED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:RESULT_CREATED:NO:NONE:NONE>COLLECT:FRACTION_CREATED:YES:NONE:NONE	Quelle [OWNER_VISIBLE]: Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Pflanzenmaterial bis zum Sollmaß halten; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: bei der Zielstelle „dicht beblätterte Pflanze mit blauer Blütenkrone“ halten. Handlung: weiter gefüllt halten; bei der Zielstelle „dicht beblätterte Pflanze mit blauer Blütenkrone“ halten; auswringen; Pflanzenmaterial bis zum Sollmaß halten; Pflanzenmaterial hineinführen; EMPFANGSBESTAND; füllen und abziehen; Schluss.
W:H4-S004	KEEP_WHOLE_LOCAL_FORM	H4-S004	6	E068|E069|E070|E071|E072|E073	MEASURE>APPLY>MEASURE>PREPARE>MOVE>MEASURE	ACTIVE_CARRIED>BATCH_ACTIVATED>ACTIVE_CARRIED>BATCH_ACTIVATED	BATCH_ACTIVATED|BATCH_ACTIVATED	abgeteilte Portion von abgeteilte Portion von Material dieser Pflanze	laufender Ansatz bei breitblättrige Rispenpflanze mit auffälligem Wurzelkörper	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>MEASURE:ACTIVE_CARRIED:NO:NONE:NONE>PREPARE:BATCH_ACTIVATED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:BATCH_ACTIVATED:NO:PORTION:NONE	Quelle [RECORD_INHERITED]: zweite Teilportion von Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß | Stoffportion des Ansatzes; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen. Handlung: Sollmaß; an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen; zweite Teilportion vom Pflanzenmaterial weiter füllen; Ansatz; laufender Pflanzenansatz; Stoffportion des Ansatzes.
W:H5-S001	KEEP_WHOLE_LOCAL_FORM	H5-S001	9	E074|E075|E076|E077|E078|E079|E080|E081|E082	COLLECT>SELECT>MOVE>MEASURE>SELECT>MOVE>COLLECT>APPLY>MOVE	BATCH_ACTIVATED>ADDITION_ACTIVATED>ACTIVE_CARRIED>ADDITION_ACTIVATED>ACTIVE_CARRIED>BATCH_ACTIVATED>ACTIVE_CARRIED	BATCH_ACTIVATED|ADDITION_ACTIVATED|ADDITION_ACTIVATED|ADDITION_ACTIVATED|BATCH_ACTIVATED	Material dieser Pflanze	laufender Ansatz bei mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	COLLECT:BATCH_ACTIVATED:NO:NONE:NONE>SELECT:ADDITION_ACTIVATED:NO:NONE:NONE>MOVE:ADDITION_ACTIVATED:NO:NONE:ZIELSTELLE>MEASURE:ACTIVE_CARRIED:NO:SOLLMASS:NONE>SELECT:ADDITION_ACTIVATED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:BATCH_ACTIVATED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE	Quelle [OWNER_VISIBLE]: Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“. Handlung: Zutat aus dem Ansatz abziehen; Zutat; diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“; Sollmaß; Zutat; weiter zuführen; danach Ansatz abziehen; verwende den laufenden Pflanzenansatz; Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“.
X:B1-S006	ONE_LOCAL_RESIDUAL	B1-S006	1	E130	HOLD	ACTIVE_CARRIED	NONE	abgeteilte Portion von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	abgeteilte Portion von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	HOLD:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE	bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ abkühlen
X:B1-S008	ONE_LOCAL_RESIDUAL	B1-S008	3	E134|E135|E136	HOLD>PREPARE>HOLD	ACTIVE_CARRIED	NONE	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	HOLD:ACTIVE_CARRIED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	kurz wärmen; fortsetzen; absetzen; Schluss
X:B1-S011	ONE_LOCAL_RESIDUAL	B1-S011	2	E139|E140	MOVE>APPLY	ACTIVE_CARRIED	NONE	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:NONE	durchführen; verwende den laufenden Stationsansatz
X:B1-S014	ONE_LOCAL_RESIDUAL	B1-S014	2	E145|E146	MOVE>COLLECT	ACTIVE_CARRIED>COLLECTION_CREATED	COLLECTION_CREATED	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:COLLECTION_CREATED:NO:NONE:NONE	laufender Stationsansatz umsetzen; laufender Stationsansatz auffangen
X:B1-S015	ONE_LOCAL_RESIDUAL	B1-S015	2	E150|E151	HOLD>MOVE	ACTIVE_CARRIED>BATCH_ACTIVATED	BATCH_ACTIVATED	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	HOLD:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:BATCH_ACTIVATED:YES:NONE:NONE	aufgefangener Bestand des laufender Stationsansatz kurz füllen; Ansatz umsetzen; Schluss
X:B1-S016	ONE_LOCAL_RESIDUAL	B1-S016	4	E152|E153|E154|E155	APPLY>HOLD>PREPARE>HOLD	ACTIVE_CARRIED	NONE	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	APPLY:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>PREPARE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:YES:NONE:NONE	an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen; länger ansetzen; fortsetzen; absetzen; Schluss
X:B1-S017	ONE_LOCAL_RESIDUAL	B1-S017	3	E156|E157|E158	MOVE>HOLD>MOVE	ACTIVE_CARRIED	NONE	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:YES:NONE:NONE	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“; kurz fortsetzen; umsetzen; Schluss
X:B1-S018	ONE_LOCAL_RESIDUAL	B1-S018	4	E159|E160|E161|E162	MOVE>HOLD>MEASURE>COLLECT	ACTIVE_CARRIED>COLLECTION_CREATED	COLLECTION_CREATED	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>MEASURE:ACTIVE_CARRIED:NO:SOLLSTUFE:NONE>COLLECT:COLLECTION_CREATED:YES:NONE:NONE	laufender Stationsansatz führen; kurz halten; Sollstufe; länger auffangen; Schluss
X:B1-S021	ONE_LOCAL_RESIDUAL	B1-S021	1	E166	MOVE	ACTIVE_CARRIED	NONE	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage	B1_SHARED_TWO_ROW_POOL	MOVE:ACTIVE_CARRIED:NO:NONE:ZIELSTELLE	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“
X:B2-S001	ONE_LOCAL_RESIDUAL	B2-S001	1	E167	MOVE	ACTIVE_CARRIED	NONE	Arbeitsflüssigkeit in den oberen Becken	Arbeitsflüssigkeit in den oberen Becken	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE:ACTIVE_CARRIED:YES:NONE:NONE	umsetzen; Schluss
X:B2-S004	ONE_LOCAL_RESIDUAL	B2-S004	3	E174|E175|E176	MOVE>HOLD>MOVE	ACTIVE_CARRIED	NONE	abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken	abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE:ACTIVE_CARRIED:NO:NONE:NONE>HOLD:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:YES:NONE:NONE	hinausführen; länger ansetzen; hinaus seihen; Schluss
X:B2-S005	ONE_LOCAL_RESIDUAL	B2-S005	1	E182	HOLD	ACTIVE_CARRIED	NONE	abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken	abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	HOLD:ACTIVE_CARRIED:NO:NONE:NONE	kurz bereit fortsetzen
X:B2-S010	ONE_LOCAL_RESIDUAL	B2-S010	4	E194|E195|E196|E197	HOLD>APPLY>MOVE>COLLECT	ACTIVE_CARRIED>RESULT_CREATED	RESULT_CREATED	Arbeitsflüssigkeit am linken Zwischenknoten	Empfangsbestand bei mittlere linke Seitenstation mit Zwischenknoten	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	HOLD:ACTIVE_CARRIED:NO:NONE:NONE>APPLY:ACTIVE_CARRIED:NO:NONE:NONE>MOVE:ACTIVE_CARRIED:NO:NONE:NONE>COLLECT:RESULT_CREATED:NO:NONE:NONE	länger ansetzen; verwende Flüssigkeit am Zwischenknoten; abführen; EMPFANGSBESTAND
