probe_id	component_recipe	intake_tier	register	input_contains_event_id	seed_status	target_status	target_incoming_action	target_incoming_argument	order_repair_rule	stream_clause_de	expected_transition_clause_de	matches_gdt437_transition
PROBE020	AIR+AIN	T3_SECOND_RING_AMBER	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Entlang der Transferbahn: im laufenden Gang setze den Drogenanteil als Ansatz an.	Entlang der Transferbahn: im laufenden Gang setze den Drogenanteil als Ansatz an.	YES
PROBE021	AIR+OL	T2_FUTURE_STRONG	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; entlang der Lesebahn.	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; entlang der Lesebahn.	YES
PROBE022	AIR+OL	T2_FUTURE_STRONG	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; entlang der Verarbeitungsbahn.	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; entlang der Verarbeitungsbahn.	YES
PROBE023	AIR+OL	T2_FUTURE_STRONG	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	YES
PROBE024	AIR+OL	T2_FUTURE_STRONG	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; entlang der Ringbahn.	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; entlang der Ringbahn.	YES
PROBE025	AIR+OL	T2_FUTURE_STRONG	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; entlang der Transferbahn.	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; entlang der Transferbahn.	YES
PROBE026	AIR+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Entlang der Lesebahn: im laufenden Gang trage den laufenden Eintrag ein.	Entlang der Lesebahn: im laufenden Gang trage den laufenden Eintrag ein.	YES
PROBE027	AIR+Y	T2_FUTURE_STRONG	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Entlang der Verarbeitungsbahn: im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	Entlang der Verarbeitungsbahn: im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	YES
PROBE028	AIR+Y	T2_FUTURE_STRONG	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Entlang der Stationsbahn: im laufenden Gang setze den Stationsposten im Stationsgang an.	Entlang der Stationsbahn: im laufenden Gang setze den Stationsposten im Stationsgang an.	YES
PROBE029	AIR+Y	T2_FUTURE_STRONG	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Entlang der Ringbahn: im laufenden Gang setze den Positionsposten.	Entlang der Ringbahn: im laufenden Gang setze den Positionsposten.	YES
PROBE030	AIR+Y	T2_FUTURE_STRONG	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Entlang der Transferbahn: im laufenden Gang setze den Drogenposten als Ansatz an.	Entlang der Transferbahn: im laufenden Gang setze den Drogenposten als Ansatz an.	YES
PROBE031	AL+AIN	T1_FUTURE_HIGH	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Zur Zielspalte: im laufenden Gang trage den Teilwert ein.	Zur Zielspalte: im laufenden Gang trage den Teilwert ein.	YES
PROBE032	AL+AIN	T1_FUTURE_HIGH	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Zur Zielstelle: im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Zur Zielstelle: im laufenden Gang setze den Materialanteil im Arbeitsgang an.	YES
PROBE033	AL+AIN	T1_FUTURE_HIGH	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Zur Zielstation: im laufenden Gang setze den Stationsanteil im Stationsgang an.	Zur Zielstation: im laufenden Gang setze den Stationsanteil im Stationsgang an.	YES
PROBE034	AL+AIN	T1_FUTURE_HIGH	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Zur Zielposition: im laufenden Gang setze den Sektoranteil.	Zur Zielposition: im laufenden Gang setze den Sektoranteil.	YES
PROBE035	AL+AIN	T1_FUTURE_HIGH	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Zum Zielgefäß: im laufenden Gang setze den Drogenanteil als Ansatz an.	Zum Zielgefäß: im laufenden Gang setze den Drogenanteil als Ansatz an.	YES
PROBE036	AR+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Von der Ausgangszeile: im laufenden Gang trage den Teilwert ein.	Von der Ausgangszeile: im laufenden Gang trage den Teilwert ein.	YES
PROBE037	AR+AIN	T2_FUTURE_STRONG	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Vom Ausgangsmaterial: im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Vom Ausgangsmaterial: im laufenden Gang setze den Materialanteil im Arbeitsgang an.	YES
PROBE038	AR+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Von der Ausgangsstation: im laufenden Gang setze den Stationsanteil im Stationsgang an.	Von der Ausgangsstation: im laufenden Gang setze den Stationsanteil im Stationsgang an.	YES
PROBE039	AR+AIN	T2_FUTURE_STRONG	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Von der Ausgangsposition: im laufenden Gang setze den Sektoranteil.	Von der Ausgangsposition: im laufenden Gang setze den Sektoranteil.	YES
PROBE040	AR+AIN	T2_FUTURE_STRONG	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Vom Ausgangsgefäß: im laufenden Gang setze den Drogenanteil als Ansatz an.	Vom Ausgangsgefäß: im laufenden Gang setze den Drogenanteil als Ansatz an.	YES
PROBE041	AR+OR	T1_FUTURE_HIGH	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Von der Ausgangszeile: im laufenden Gang trage die Eintragseinheit ein.	Von der Ausgangszeile: im laufenden Gang trage die Eintragseinheit ein.	YES
PROBE042	AR+OR	T1_FUTURE_HIGH	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Vom Ausgangsmaterial: im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	Vom Ausgangsmaterial: im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	YES
PROBE043	AR+OR	T1_FUTURE_HIGH	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Von der Ausgangsstation: im laufenden Gang setze die Stationseinheit im Stationsgang an.	Von der Ausgangsstation: im laufenden Gang setze die Stationseinheit im Stationsgang an.	YES
PROBE044	AR+OR	T1_FUTURE_HIGH	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Von der Ausgangsposition: im laufenden Gang setze die Positionseinheit.	Von der Ausgangsposition: im laufenden Gang setze die Positionseinheit.	YES
PROBE045	AR+OR	T1_FUTURE_HIGH	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	INHERITED_ACTION_RELATION_BEFORE_ARGUMENT	Vom Ausgangsgefäß: im laufenden Gang setze die Ansatzeinheit als Ansatz an.	Vom Ausgangsgefäß: im laufenden Gang setze die Ansatzeinheit als Ansatz an.	YES
PROBE046	CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Im laufenden Gang trage den laufenden Eintrag ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang trage den laufenden Eintrag ein; als neuen Einsatz und als Ausführung.	YES
PROBE047	CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; als neuen Einsatz und als Ausführung.	YES
PROBE048	CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Im laufenden Gang setze den Stationsposten im Stationsgang an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Stationsposten im Stationsgang an; als neuen Einsatz und als Ausführung.	YES
PROBE049	CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Im laufenden Gang setze den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Positionsposten; als neuen Einsatz und als Ausführung.	YES
PROBE050	CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Im laufenden Gang setze den Drogenposten als Ansatz an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Drogenposten als Ansatz an; als neuen Einsatz und als Ausführung.	YES
PROBE051	CH+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Entnimm den Teilwert.	Entnimm den Teilwert.	YES
PROBE052	CH+AIN	T2_FUTURE_STRONG	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Materialanteil.	Nimm den Materialanteil.	YES
PROBE053	CH+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Entnimm den Stationsanteil.	Entnimm den Stationsanteil.	YES
PROBE054	CH+AIN	T2_FUTURE_STRONG	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Sektoranteil auf.	Nimm den Sektoranteil auf.	YES
PROBE055	CH+AIN	T2_FUTURE_STRONG	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Drogenanteil.	Nimm den Drogenanteil.	YES
PROBE056	CH+AR	T1_FUTURE_HIGH	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.	YES
PROBE057	CH+AR	T1_FUTURE_HIGH	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	YES
PROBE058	CH+AR	T1_FUTURE_HIGH	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Entnimm den Stationsposten [wie zuvor]; von der Ausgangsstation.	Entnimm den Stationsposten [wie zuvor]; von der Ausgangsstation.	YES
PROBE059	CH+AR	T1_FUTURE_HIGH	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Positionsposten [wie zuvor] auf; von der Ausgangsposition.	Nimm den Positionsposten [wie zuvor] auf; von der Ausgangsposition.	YES
PROBE060	CH+AR	T1_FUTURE_HIGH	PHARMA	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß.	Nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß.	YES
PROBE061	CH+E+O+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn; auf Grad I und als Ausführung.	Entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn; auf Grad I und als Ausführung.	YES
PROBE062	CH+E+O+AIR	T2_FUTURE_STRONG	HERBAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn; auf Grad I und als Ausführung.	Nimm den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn; auf Grad I und als Ausführung.	YES
PROBE063	CH+E+O+AIR	T2_FUTURE_STRONG	BIOLOGICAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Entnimm den Stationsposten [wie zuvor]; entlang der Stationsbahn; auf Grad I und als Ausführung.	Entnimm den Stationsposten [wie zuvor]; entlang der Stationsbahn; auf Grad I und als Ausführung.	YES
PROBE064	CH+E+O+AIR	T2_FUTURE_STRONG	CELESTIAL	NO	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	OK	Y	BASELINE_ORDER_ALREADY_SAFE	Nimm den Positionsposten [wie zuvor] auf; entlang der Ringbahn; auf Grad I und als Ausführung.	Nimm den Positionsposten [wie zuvor] auf; entlang der Ringbahn; auf Grad I und als Ausführung.	YES
