profile_ordinal	cohort	statement_id	physical_page	register	statement_event_count	dy_occurrence_count	internal_dy_count	final_step_dy_count	singleton_dy_count	dy_event_ids	statement_end_mode	scope_profile
23	OLD26_GDT407	G407-S030	f24v	HERBAL	6	1	0	1	0	G407-E0610	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
24	CURRENT4_GDT539	G515-S009	f31r	HERBAL	10	1	0	1	0	G515-E0160	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
25	CURRENT4_GDT539	G515-S011	f31r	HERBAL	2	1	0	1	0	G515-E0189	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
26	CURRENT4_GDT539	G515-S012	f31r	HERBAL	1	1	0	0	1	G515-E0190	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
27	CURRENT4_GDT539	G515-S013	f31r	HERBAL	10	1	0	1	0	G515-E0200	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
28	CURRENT4_GDT539	G515-S014	f31r	HERBAL	3	1	0	1	0	G515-E0203	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
29	CURRENT4_GDT539	G515-S015	f31r	HERBAL	1	1	0	0	1	G515-E0204	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
30	CURRENT4_GDT539	G515-S016	f31r	HERBAL	1	1	0	0	1	G515-E0205	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
31	CURRENT4_GDT539	G515-S018	f31r	HERBAL	3	1	0	1	0	G515-E0217	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
32	CURRENT4_GDT539	G515-S019	f31r	HERBAL	1	1	0	0	1	G515-E0218	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
33	CURRENT4_GDT539	G515-S020	f31r	HERBAL	1	1	0	0	1	G515-E0219	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
34	CURRENT4_GDT539	G515-S021	f31r	HERBAL	1	1	0	0	1	G515-E0220	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
35	CURRENT4_GDT539	G515-S022	f31r	HERBAL	14	1	0	1	0	G515-E0234	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
36	CURRENT4_GDT539	G515-S023	f31r	HERBAL	5	1	0	1	0	G515-E0239	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
37	CURRENT4_GDT539	G515-S024	f31r	HERBAL	1	1	0	0	1	G515-E0240	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
38	CURRENT4_GDT539	G515-S025	f31r	HERBAL	1	1	0	0	1	G515-E0241	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
39	CURRENT4_GDT539	G515-S026	f31r	HERBAL	6	1	0	1	0	G515-E0247	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
40	CURRENT4_GDT539	G515-S001	f4r	HERBAL	2	1	0	1	0	G515-E0002	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
41	CURRENT4_GDT539	G515-S003	f4r	HERBAL	4	1	0	1	0	G515-E0035	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
42	CURRENT4_GDT539	G515-S004	f4r	HERBAL	12	1	0	1	0	G515-E0047	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
43	OLD26_GDT407	G407-S033	f55v	HERBAL	8	2	1	1	0	G407-E0695|G407-E0698	LICENSED_DY_CLOSE	INTERNAL_LOCAL_STEP_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE
44	OLD26_GDT407	G407-S034	f55v	HERBAL	22	1	0	1	0	G407-E0720	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
45	OLD26_GDT407	G407-S035	f55v	HERBAL	5	1	0	1	0	G407-E0725	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
46	OLD26_GDT407	G407-S036	f55v	HERBAL	56	1	0	1	0	G407-E0781	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
47	OLD26_GDT407	G407-S038	f56r	HERBAL	6	1	0	1	0	G407-E0802	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
48	OLD26_GDT407	G407-S039	f56r	HERBAL	45	1	0	1	0	G407-E0847	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
49	CURRENT4_GDT539	G515-S028	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0301	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
50	CURRENT4_GDT539	G515-S029	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0302	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
51	CURRENT4_GDT539	G515-S030	f66r	SOURCE_SECTION_T	3	1	0	1	0	G515-E0305	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
52	CURRENT4_GDT539	G515-S031	f66r	SOURCE_SECTION_T	8	1	0	1	0	G515-E0313	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
53	CURRENT4_GDT539	G515-S032	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0314	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
54	CURRENT4_GDT539	G515-S033	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0316	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
55	CURRENT4_GDT539	G515-S034	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0318	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
56	CURRENT4_GDT539	G515-S035	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0319	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
57	CURRENT4_GDT539	G515-S036	f66r	SOURCE_SECTION_T	10	1	0	1	0	G515-E0329	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
58	CURRENT4_GDT539	G515-S037	f66r	SOURCE_SECTION_T	5	1	0	1	0	G515-E0334	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
59	CURRENT4_GDT539	G515-S038	f66r	SOURCE_SECTION_T	11	1	0	1	0	G515-E0345	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
60	CURRENT4_GDT539	G515-S039	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0347	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
61	CURRENT4_GDT539	G515-S040	f66r	SOURCE_SECTION_T	3	1	0	1	0	G515-E0350	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
62	CURRENT4_GDT539	G515-S042	f66r	SOURCE_SECTION_T	22	1	0	1	0	G515-E0379	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
63	CURRENT4_GDT539	G515-S043	f66r	SOURCE_SECTION_T	15	1	0	1	0	G515-E0394	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
64	CURRENT4_GDT539	G515-S044	f66r	SOURCE_SECTION_T	7	1	0	1	0	G515-E0401	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
65	CURRENT4_GDT539	G515-S045	f66r	SOURCE_SECTION_T	4	1	0	1	0	G515-E0405	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
66	CURRENT4_GDT539	G515-S047	f66r	SOURCE_SECTION_T	12	1	0	1	0	G515-E0425	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
67	CURRENT4_GDT539	G515-S048	f66r	SOURCE_SECTION_T	9	1	0	1	0	G515-E0434	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
68	CURRENT4_GDT539	G515-S049	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0436	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
69	CURRENT4_GDT539	G515-S050	f66r	SOURCE_SECTION_T	9	1	0	1	0	G515-E0445	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
70	CURRENT4_GDT539	G515-S051	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0447	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
71	CURRENT4_GDT539	G515-S053	f66r	SOURCE_SECTION_T	6	1	0	1	0	G515-E0456	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
72	CURRENT4_GDT539	G515-S054	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0457	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
73	CURRENT4_GDT539	G515-S055	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0458	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
74	CURRENT4_GDT539	G515-S057	f66r	SOURCE_SECTION_T	5	1	0	1	0	G515-E0485	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
75	CURRENT4_GDT539	G515-S058	f66r	SOURCE_SECTION_T	5	1	0	1	0	G515-E0490	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
76	CURRENT4_GDT539	G515-S059	f66r	SOURCE_SECTION_T	6	1	0	1	0	G515-E0496	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
77	CURRENT4_GDT539	G515-S060	f66r	SOURCE_SECTION_T	6	1	0	1	0	G515-E0502	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
78	CURRENT4_GDT539	G515-S061	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0503	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
79	CURRENT4_GDT539	G515-S062	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0504	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
80	CURRENT4_GDT539	G515-S063	f66r	SOURCE_SECTION_T	4	1	0	1	0	G515-E0508	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
81	CURRENT4_GDT539	G515-S064	f66r	SOURCE_SECTION_T	8	1	0	1	0	G515-E0516	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
82	CURRENT4_GDT539	G515-S065	f66r	SOURCE_SECTION_T	7	1	0	1	0	G515-E0523	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
83	CURRENT4_GDT539	G515-S066	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0524	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
84	CURRENT4_GDT539	G515-S067	f66r	SOURCE_SECTION_T	2	1	0	1	0	G515-E0526	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
85	CURRENT4_GDT539	G515-S068	f66r	SOURCE_SECTION_T	20	1	0	1	0	G515-E0546	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
86	CURRENT4_GDT539	G515-S069	f66r	SOURCE_SECTION_T	5	1	0	1	0	G515-E0551	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
87	CURRENT4_GDT539	G515-S070	f66r	SOURCE_SECTION_T	10	1	0	1	0	G515-E0561	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
88	CURRENT4_GDT539	G515-S071	f66r	SOURCE_SECTION_T	4	1	0	1	0	G515-E0565	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
89	CURRENT4_GDT539	G515-S072	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0566	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
90	CURRENT4_GDT539	G515-S073	f66r	SOURCE_SECTION_T	9	1	0	1	0	G515-E0575	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
91	CURRENT4_GDT539	G515-S074	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0576	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
92	CURRENT4_GDT539	G515-S075	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0577	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
93	CURRENT4_GDT539	G515-S076	f66r	SOURCE_SECTION_T	1	1	0	0	1	G515-E0578	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
94	CURRENT4_GDT539	G515-S077	f66r	SOURCE_SECTION_T	5	1	0	1	0	G515-E0583	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
95	OLD26_GDT407	G407-S041	f67r2	CELESTIAL	7	1	0	1	0	G407-E0908	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
96	OLD26_GDT407	G407-S044	f67r2	CELESTIAL	1	1	0	0	1	G407-E0941	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
97	OLD26_GDT407	G407-S048	f67r2	CELESTIAL	18	1	0	1	0	G407-E0975	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
98	OLD26_GDT407	G407-S052	f68r1	CELESTIAL	12	1	0	1	0	G407-E1039	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
99	OLD26_GDT407	G407-S053	f68r1	CELESTIAL	3	1	0	1	0	G407-E1042	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
100	OLD26_GDT407	G407-S055	f71v	CELESTIAL	19	1	0	1	0	G407-E1077	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
101	OLD26_GDT407	G407-S057	f71v	CELESTIAL	27	1	0	1	0	G407-E1122	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
102	OLD26_GDT407	G407-S060	f72r	CELESTIAL	5	1	0	1	0	G407-E1141	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
103	OLD26_GDT407	G407-S061	f72r	CELESTIAL	4	1	0	1	0	G407-E1145	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
104	OLD26_GDT407	G407-S062	f72r	CELESTIAL	6	1	0	1	0	G407-E1151	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
105	OLD26_GDT407	G407-S064	f72r	CELESTIAL	13	1	0	1	0	G407-E1191	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
106	OLD26_GDT407	G407-S068	f72r	CELESTIAL	17	1	0	1	0	G407-E1276	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
107	OLD26_GDT407	G407-S069	f72r	CELESTIAL	4	1	0	1	0	G407-E1280	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
108	OLD26_GDT407	G407-S072	f72r	CELESTIAL	11	1	0	1	0	G407-E1311	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
109	OLD26_GDT407	G407-S073	f72r	CELESTIAL	19	1	0	1	0	G407-E1330	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
110	OLD26_GDT407	G407-S075	f72r	CELESTIAL	1	1	0	0	1	G407-E1348	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
111	OLD26_GDT407	G407-S076	f72r	CELESTIAL	4	1	0	1	0	G407-E1352	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
112	OLD26_GDT407	G407-S078	f72r	CELESTIAL	3	1	0	1	0	G407-E1391	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
113	OLD26_GDT407	G407-S079	f72r	CELESTIAL	21	1	0	1	0	G407-E1412	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
114	OLD26_GDT407	G407-S082	f75r	BIOLOGICAL	7	1	0	1	0	G407-E1431	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
115	OLD26_GDT407	G407-S083	f75r	BIOLOGICAL	5	1	0	1	0	G407-E1436	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
116	OLD26_GDT407	G407-S084	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1438	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
117	OLD26_GDT407	G407-S085	f75r	BIOLOGICAL	20	1	0	1	0	G407-E1458	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
118	OLD26_GDT407	G407-S086	f75r	BIOLOGICAL	8	1	0	1	0	G407-E1466	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
119	OLD26_GDT407	G407-S087	f75r	BIOLOGICAL	9	1	0	1	0	G407-E1475	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
120	OLD26_GDT407	G407-S088	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1477	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
121	OLD26_GDT407	G407-S089	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1478	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
122	OLD26_GDT407	G407-S090	f75r	BIOLOGICAL	10	1	0	1	0	G407-E1488	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
123	OLD26_GDT407	G407-S091	f75r	BIOLOGICAL	4	1	0	1	0	G407-E1492	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
124	OLD26_GDT407	G407-S092	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1493	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
125	OLD26_GDT407	G407-S093	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1494	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
126	OLD26_GDT407	G407-S094	f75r	BIOLOGICAL	3	1	0	1	0	G407-E1497	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
127	OLD26_GDT407	G407-S095	f75r	BIOLOGICAL	4	1	0	1	0	G407-E1501	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
128	OLD26_GDT407	G407-S096	f75r	BIOLOGICAL	10	1	0	1	0	G407-E1511	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
129	OLD26_GDT407	G407-S097	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1512	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
130	OLD26_GDT407	G407-S098	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1513	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
131	OLD26_GDT407	G407-S099	f75r	BIOLOGICAL	3	1	0	1	0	G407-E1516	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
132	OLD26_GDT407	G407-S100	f75r	BIOLOGICAL	4	1	0	1	0	G407-E1520	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
133	OLD26_GDT407	G407-S101	f75r	BIOLOGICAL	12	1	0	1	0	G407-E1532	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
134	OLD26_GDT407	G407-S102	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1534	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
135	OLD26_GDT407	G407-S103	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1535	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
136	OLD26_GDT407	G407-S104	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1536	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
137	OLD26_GDT407	G407-S105	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1537	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
138	OLD26_GDT407	G407-S106	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1538	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
139	OLD26_GDT407	G407-S107	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1539	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
140	OLD26_GDT407	G407-S108	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1541	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
141	OLD26_GDT407	G407-S109	f75r	BIOLOGICAL	6	1	0	1	0	G407-E1547	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
142	OLD26_GDT407	G407-S110	f75r	BIOLOGICAL	13	1	0	1	0	G407-E1560	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
143	OLD26_GDT407	G407-S111	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1561	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
144	OLD26_GDT407	G407-S112	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1563	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
145	OLD26_GDT407	G407-S113	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1565	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
146	OLD26_GDT407	G407-S114	f75r	BIOLOGICAL	4	1	0	1	0	G407-E1569	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
147	OLD26_GDT407	G407-S115	f75r	BIOLOGICAL	10	1	0	1	0	G407-E1579	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
148	OLD26_GDT407	G407-S116	f75r	BIOLOGICAL	3	1	0	1	0	G407-E1582	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
149	OLD26_GDT407	G407-S117	f75r	BIOLOGICAL	2	1	0	1	0	G407-E1584	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
150	OLD26_GDT407	G407-S118	f75r	BIOLOGICAL	6	1	0	1	0	G407-E1590	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
151	OLD26_GDT407	G407-S119	f75r	BIOLOGICAL	50	1	0	1	0	G407-E1640	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
152	OLD26_GDT407	G407-S120	f75r	BIOLOGICAL	3	1	0	1	0	G407-E1643	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
153	OLD26_GDT407	G407-S121	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1644	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
154	OLD26_GDT407	G407-S122	f75r	BIOLOGICAL	14	1	0	1	0	G407-E1658	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
155	OLD26_GDT407	G407-S123	f75r	BIOLOGICAL	1	1	0	0	1	G407-E1659	LICENSED_DY_CLOSE	SINGLETON_STATEMENT_CLOSURE
156	OLD26_GDT407	G407-S124	f75r	BIOLOGICAL	3	1	0	1	0	G407-E1662	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
157	OLD26_GDT407	G407-S125	f75r	BIOLOGICAL	4	1	0	1	0	G407-E1666	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
158	OLD26_GDT407	G407-S126	f75r	BIOLOGICAL	7	1	0	1	0	G407-E1673	LICENSED_DY_CLOSE	STATEMENT_FINAL_STEP_CLOSURE
