recipe_profile_ordinal	recipe	dy_occurrence_count	surface_count	statement_count	physical_page_count	cohort_count	closure_scope_count	closure_scopes	scope_level_count	scope_levels	surfaces	event_ids	interpretation
11	L+SH+E+DY	9	1	9	6	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	lshedy	G407-E1492|G407-E2007|G407-E3072|G407-E3115|G407-E3116|G407-E3428|G407-E3734|G515-E0508|G515-E0565	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
12	OK+CHD+DY	9	3	9	5	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	okchdy|okchedy|qokchdy	G407-E1494|G407-E1561|G407-E1880|G407-E3085|G407-E3140|G407-E3531|G407-E3598|G407-E3770|G407-E4532	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
13	L+DY	8	1	8	6	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	ldy	G407-E1720|G407-E1768|G407-E3202|G407-E3658|G407-E3710|G407-E4453|G515-E0203|G515-E0561	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
14	OT+CHD+DY	8	3	8	3	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	otchdy|otchedy|qotchedy	G407-E3595|G407-E3651|G407-E3708|G407-E3769|G407-E4510|G515-E0524|G515-E0551|G515-E0577	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
15	K+EE+DY	7	1	7	4	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	keedy	G407-E1535|G407-E1750|G407-E1780|G407-E1787|G407-E2338|G407-E2590|G407-E2926	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
16	SH+O+DY	7	2	7	4	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dshody|shody	G407-E0056|G407-E0068|G407-E0200|G407-E2649|G407-E4071|G407-E4299|G407-E4401	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
17	OL+K+E+DY	6	1	6	4	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	olkedy	G407-E1732|G407-E2331|G407-E2400|G407-E2782|G407-E2886|G407-E2919	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
18	OL+K+EE+DY	6	2	6	4	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	cholkeedy|olkeedy	G407-E1772|G407-E2949|G407-E3168|G407-E3172|G407-E3473|G407-E4190	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
19	OL+SH+E+DY	6	2	6	4	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	olshedy|solshedy	G407-E1532|G407-E1541|G407-E1547|G407-E1936|G407-E2524|G407-E3228	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
20	AL+CHD+DY	5	4	5	5	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	alchdy|dalchdy|dalchedy|dalchom	G407-E1276|G407-E2021|G407-E2501|G407-E3594|G407-E4121	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
21	L+K+E+DY	5	1	5	3	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	lkedy	G407-E1878|G407-E2350|G407-E3340|G407-E3645|G407-E3737	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
22	O+DY	5	1	5	4	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	ody	G407-E0253|G407-E0720|G407-E0725|G407-E2862|G407-E4565	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
23	OK+SH+E+DY	5	2	5	3	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	okshedy|qokshedy	G407-E1569|G407-E1590|G407-E3017|G407-E3483|G407-E3581	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
24	AL+DY	4	1	4	4	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	daldy	G407-E0439|G407-E1710|G407-E2985|G407-E3397	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
25	CHD+DY	4	2	4	3	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dchdy|schedy	G407-E2993|G407-E3147|G407-E3502|G407-E4506	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
26	OT+O+DY	4	2	4	3	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	otody|qotody	G407-E1662|G407-E3970|G407-E3998|G407-E4575	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
27	T+E+DY	4	1	4	4	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	tedy	G407-E1511|G407-E2433|G407-E2786|G407-E3173	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
28	Y+T+E+DY	4	1	4	1	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	ytedy	G407-E3036|G407-E3039|G407-E3042|G407-E3043	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
29	CARRIER_Q+O+DY	3	1	3	3	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	qody	G407-E0486|G407-E3699|G407-E4224	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
30	O+P+CHD+DY	3	1	3	3	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	opchedy	G407-E2203|G407-E2717|G515-E0302	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
31	OL+CH+E+O+DY	3	3	3	3	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	olcheody|olcheol|olcheor	G407-E1141|G407-E3949|G407-E4261	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
32	OL+SH+EE+DY	3	3	3	3	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	olsheedy|qolcheedy|qolsheedy	G407-E1466|G407-E2462|G407-E2798	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
33	S+SH+E+DY	3	1	3	3	2	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	sshedy	G407-E1814|G407-E2457|G515-E0502	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
34	SH+CH+K+E+DY	3	1	3	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	shckhedy	G407-E3175|G407-E3689|G407-E3690	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
35	T+CH+O+DY	3	1	3	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	tchody	G407-E0313|G407-E4399|G407-E4479	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
36	AL+SH+E+DY	2	1	2	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dalshedy	G407-E2047|G407-E2132	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
37	CH+CH+T+E+DY	2	1	2	2	2	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chcthedy	G407-E1728|G515-E0496	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
38	CH+K+EE+DY	2	2	2	2	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chekeedy|chkeedy	G407-E1438|G407-E3475	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
39	CH+P+E+DY	2	1	2	2	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	cphedy	G407-E3002|G515-E0578	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
40	EEE+DY	2	2	2	2	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	eeedy|eeer	G407-E1391|G407-E2645	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
41	K+E+DY	2	1	2	2	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	kedy	G407-E3282|G515-E0490	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
42	K+OL+DY	2	2	2	2	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	koldam|koldy	G407-E1774|G407-E4260	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
43	L+T+E+DY	2	1	2	2	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	ltedy	G407-E1729|G407-E3111	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
44	O+P+Y+DY	2	1	2	2	2	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	opydy	G407-E0447|G515-E0073	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
45	OK+E+CHD+DY	2	2	2	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	qokechdy|qokechedy	G407-E1761|G407-E2797	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
46	OK+EEE+DY	2	1	2	2	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	qokeeedy	G407-E1039|G407-E3363	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
47	OK+OL+DY	2	1	2	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	okoldy	G407-E1807|G407-E3888	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
48	OL+P+CHD+DY	2	1	2	1	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	olpchedy	G407-E2718|G407-E2811	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
49	OL+T+E+DY	2	1	2	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	oltedy	G407-E1740|G407-E2784	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
50	OL+T+EE+DY	2	2	2	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	olteedy|solteedy	G407-E2421|G407-E4459	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
51	OT+EE+O+DY	2	2	2	2	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	oteeody|qoteeody	G407-E1280|G407-E4016	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
52	R+SH+E+DY	2	1	2	2	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	rshedy	G407-E1781|G407-E3399	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
53	SH+E+CH+K+E+DY	2	1	2	2	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	sheckhedy	G407-E2481|G407-E2783	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
54	Y+K+E+DY	2	1	2	2	2	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	ykedy	G407-E3047|G515-E0241	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
55	Y+K+EE+O+DY	2	1	2	1	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	ykeeody	G515-E0347|G515-E0504	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
56	Y+SH+E+DY	2	1	2	1	1	2	SINGLETON_STATEMENT_CLOSURE|STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	yshedy	G407-E1769|G407-E1795	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
57	AIR+Y+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dairydy	G407-E3744	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
58	AL+AL+SH+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dalalshedy	G515-E0379	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
59	CARRIER_Q+E+DY	1	1	1	1	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	qedy	G407-E3575	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
60	CARRIER_Q+O+E+K+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	qoekedy	G515-E0239	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
61	CARRIER_Q+O+E+S+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	qoesedy	G407-E3377	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
62	CH+A_ADDR+DY	1	1	1	1	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	chady	G515-E0319	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
63	CH+CH+K+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chckhedy	G515-E0516	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
64	CH+CH+P+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chcphedy	G407-E1914	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
65	CH+CH+T+Y+K+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chcthykedy	G407-E4486	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
66	CH+E+CH+P+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	checphedy	G407-E3528	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
67	CH+EE+CH+K+O+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	cheeckhody	G407-E0847	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
68	CH+K+E+O+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chekeody	G515-E0350	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
69	CH+K+O+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	ckhody	G407-E0457	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
70	CH+LOCAL_CHAR_F+OL+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	cfholdy	G407-E0407	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
71	CH+OR+SH+E+DY	1	1	1	1	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	chorshedy	G407-E1963	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
72	CH+P+AL+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	cphaldy	G407-E0483	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
73	CH+P+A_ADDR+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chpady	G515-E0002	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
74	CH+P+E+O+DY	1	1	1	1	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	cpheody	G407-E4017	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
75	CH+P+OL+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	cpholdy	G515-E0047	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
76	CH+P+SH+EE+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chpsheedy	G407-E2209	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
77	CH+S+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	chsdy	G407-E1716	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
78	DA+IIN+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	daiidy	G407-E3011	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
79	D_ADDR+AIN+AL+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dainaldy	G407-E4140	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
80	D_ADDR+AIR+O+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dairody	G515-E0425	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
81	D_ADDR+AR+D_ADDR+AR+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dardardy	G407-E1755	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
82	D_ADDR+CH+O+DY	1	1	1	1	1	1	SINGLETON_STATEMENT_CLOSURE	1	STATEMENT_LEVEL	dchody	G407-E4525	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
83	D_ADDR+E+DY	1	1	1	1	1	1	STATEMENT_FINAL_STEP_CLOSURE	1	STATEMENT_LEVEL	dedy	G407-E3100	SCOPE_FROM_POSITION__DY_VALUE_UNCHANGED
