model	edition	source_group_id	locus	raw	gloss	role	left_raw	right_raw	left_separator	right_separator	full_line	full_model_line	assessment
R	IT2a	IT2a|f77r.13|G009	f77r.13	chedy	dort	LOCATION_ANAPHOR	qolal		DEFINITE_SPACE	LINE_END	qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy	fließt ⟦qolsheedy⟧ ⟦shol⟧ ⟦tedy⟧ dort ⟦lsheedy⟧ ⟦qokedy⟧ ⟦qolal⟧ dort	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.16|G003	f77r.16	chedy	dort	LOCATION_ANAPHOR	qotaiin	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	⟦sshedy⟧ ⟦qotaiin⟧ dort aus dem Rohr Flüssigkeit ⟦qolcheedy⟧ fließt ⟦lol⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.21|G006	f77r.21	chedy	dort	LOCATION_ANAPHOR	qokeey	shear	DEFINITE_SPACE	DEFINITE_SPACE	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	⟦chedaiin⟧ Flüssigkeit fließt ⟦qokedy⟧ ⟦qokeey⟧ dort ⟦shear⟧ ⟦olaiiny⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.23|G003	f77r.23	chedy	dort	LOCATION_ANAPHOR	qokaiin	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol	⟦sheoky⟧ aus dem Rohr dort ⟦lchedy⟧ ⟦olshedy⟧ fließt dort ⟦qokol⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.23|G007	f77r.23	chedy	dort	LOCATION_ANAPHOR	qokeedy	qokol	DEFINITE_SPACE	DEFINITE_SPACE	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol	⟦sheoky⟧ aus dem Rohr dort ⟦lchedy⟧ ⟦olshedy⟧ fließt dort ⟦qokol⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.25|G004	f77r.25	qokal	im Becken	LOCATION	shedy	shedar	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.25|G005	f77r.25	shedar	sammelt sich	ACCUMULATION	qokal	dal	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.25|G006	f77r.25	dal	und	COORDINATION	shedar	chedy	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.25|G007	f77r.25	chedy	dort	LOCATION_ANAPHOR	dal	daror	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.25|G008	f77r.25	daror	bleibt	REMAIN	chedy		DEFINITE_SPACE	LINE_END	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.33|G002	f77r.33	chedy	dort	LOCATION_ANAPHOR	daiin	qol	DEFINITE_SPACE	DEFINITE_SPACE	daiin chedy qol keedy qoteeedy sar oiiiin cheety dy	⟦daiin⟧ dort ⟦qol⟧ ⟦keedy⟧ ⟦qoteeedy⟧ ⟦sar⟧ ⟦oiiiin⟧ ⟦cheety⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.34|G003	f77r.34	chedy	dort	LOCATION_ANAPHOR	shedy	qol	DEFINITE_SPACE	DEFINITE_SPACE	qokaiin shedy chedy qol chedy qokaiin qokaiin checkhy raiin	aus dem Rohr Flüssigkeit dort ⟦qol⟧ dort aus dem Rohr aus dem Rohr ⟦checkhy⟧ ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.34|G005	f77r.34	chedy	dort	LOCATION_ANAPHOR	qol	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	qokaiin shedy chedy qol chedy qokaiin qokaiin checkhy raiin	aus dem Rohr Flüssigkeit dort ⟦qol⟧ dort aus dem Rohr aus dem Rohr ⟦checkhy⟧ ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.35|G003	f77r.35	chedy	dort	LOCATION_ANAPHOR	okaiin	qokain	DEFINITE_SPACE	DEFINITE_SPACE	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	⟦solkeey⟧ Rohr dort ist ⟦sheedy⟧ aus dem Rohr ⟦chedaiin⟧ ⟦chealy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.36|G004	f77r.36	chedy	dort	LOCATION_ANAPHOR	qotain	dolchl	DEFINITE_SPACE	DEFINITE_SPACE	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	⟦dshedy⟧ ⟦pchedy⟧ ⟦qotain⟧ dort ⟦dolchl⟧ fließt ⟦qokol⟧ ⟦olchey⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.45|G004	f77r.45	dal	und	COORDINATION	lchear	chr	DEFINITE_SPACE	DEFINITE_SPACE	qokaiin ches lchear dal chr sls ain ol raiin lod	aus dem Rohr ⟦ches⟧ ⟦lchear⟧ und ⟦chr⟧ ⟦sls⟧ ⟦ain⟧ ⟦ol⟧ ⟦raiin⟧ ⟦lod⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.47|G002	f77r.47	dal	und	COORDINATION	ysheey	saiirol	DEFINITE_SPACE	DEFINITE_SPACE	ysheey dal saiirol sal dalo tain dary dalo	⟦ysheey⟧ und ⟦saiirol⟧ ⟦sal⟧ ⟦dalo⟧ ⟦tain⟧ ⟦dary⟧ ⟦dalo⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.13|G011	f77r.13	chedy	dort	LOCATION_ANAPHOR	al		DEFINITE_SPACE	LINE_END	qokeedy qol {ch'}eedy shol tedy che@152;y lshee@152;y qoke@152;y qol / al chedy	fließt ⟦qol⟧ ⟦{ch'}eedy⟧ ⟦shol⟧ ⟦tedy⟧ ⟦che@152;y⟧ ⟦lshee@152;y⟧ ⟦qoke@152;y⟧ ⟦qol⟧ / ⟦al⟧ dort	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.21|G006	f77r.21	chedy	dort	LOCATION_ANAPHOR	qokeey	shear	DEFINITE_SPACE	DEFINITE_SPACE	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	⟦chedaiin⟧ Flüssigkeit fließt ⟦qokedy⟧ ⟦qokeey⟧ dort ⟦shear⟧ ⟦olaiiny⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.23|G007	f77r.23	chedy	dort	LOCATION_ANAPHOR	qokeedy	qokal	DEFINITE_SPACE	DEFINITE_SPACE	{ch'}eoky qokaiin che@152;y lche@152;y olshe@152;y qokeedy chedy qokal	⟦{ch'}eoky⟧ aus dem Rohr ⟦che@152;y⟧ ⟦lche@152;y⟧ ⟦olshe@152;y⟧ fließt dort im Becken	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.23|G008	f77r.23	qokal	im Becken	LOCATION	chedy		DEFINITE_SPACE	LINE_END	{ch'}eoky qokaiin che@152;y lche@152;y olshe@152;y qokeedy chedy qokal	⟦{ch'}eoky⟧ aus dem Rohr ⟦che@152;y⟧ ⟦lche@152;y⟧ ⟦olshe@152;y⟧ fließt dort im Becken	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.25|G004	f77r.25	qokal	im Becken	LOCATION	shedy	shedar	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.25|G005	f77r.25	shedar	sammelt sich	ACCUMULATION	qokal	dal	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.25|G006	f77r.25	dal	und	COORDINATION	shedar	chedy	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.25|G007	f77r.25	chedy	dort	LOCATION_ANAPHOR	dal	daror	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.25|G008	f77r.25	daror	bleibt	REMAIN	chedy		DEFINITE_SPACE	LINE_END	otedy qokor shedy qokal shedar dal chedy daror	Mündung ⟦qokor⟧ Flüssigkeit im Becken sammelt sich und dort bleibt	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.33|G002	f77r.33	chedy	dort	LOCATION_ANAPHOR	daiin	qol	DEFINITE_SPACE	DEFINITE_SPACE	daiin chedy qol kee@152;y qoteeedy sar @221;iiiin cheety dy	⟦daiin⟧ dort ⟦qol⟧ ⟦kee@152;y⟧ ⟦qoteeedy⟧ ⟦sar⟧ ⟦@221;iiiin⟧ ⟦cheety⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.34|G003	f77r.34	chedy	dort	LOCATION_ANAPHOR	shedy	qolche@152;y	DEFINITE_SPACE	DEFINITE_SPACE	qokaiin shedy chedy qolche@152;y qokaiin qokaiin checkhy @206;aiin	aus dem Rohr Flüssigkeit dort ⟦qolche@152;y⟧ aus dem Rohr aus dem Rohr ⟦checkhy⟧ ⟦@206;aiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.35|G003	f77r.35	chedy	dort	LOCATION_ANAPHOR	okaiin	qokain	DEFINITE_SPACE	DEFINITE_SPACE	solkeey okaiin chedy qokain sheedy qotaiin che@152;aiin chealy	⟦solkeey⟧ Rohr dort ist ⟦sheedy⟧ ⟦qotaiin⟧ ⟦che@152;aiin⟧ ⟦chealy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.36|G004	f77r.36	chedy	dort	LOCATION_ANAPHOR	qotain	dolchl	DEFINITE_SPACE	DEFINITE_SPACE	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	⟦dshedy⟧ ⟦pchedy⟧ ⟦qotain⟧ dort ⟦dolchl⟧ fließt ⟦qokol⟧ ⟦olchey⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.45|G004	f77r.45	dal	und	COORDINATION	lchear	chr	DEFINITE_SPACE	DEFINITE_SPACE	qokaiin ches lchear dal chr sls ain ol r / aiin lod	aus dem Rohr ⟦ches⟧ ⟦lchear⟧ und ⟦chr⟧ ⟦sls⟧ ⟦ain⟧ ⟦ol⟧ ⟦r⟧ / ⟦aiin⟧ ⟦lod⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.12|G005	f77r.12	chedy	danach	TEMPORAL_ANAPHOR	chedaiin	shedaiin	DEFINITE_SPACE	DEFINITE_SPACE	solteedy qoteedy qodeedy chedaiin chedy shedaiin she[a:o]lol ched	⟦solteedy⟧ warm ⟦qodeedy⟧ ⟦chedaiin⟧ danach ⟦shedaiin⟧ ⟦she[a:o]lol⟧ ⟦ched⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.13|G006	f77r.13	chedy	danach	TEMPORAL_ANAPHOR	tedy	lsheedy	DEFINITE_SPACE	DEFINITE_SPACE	qokeedy qol / sheedy shol tedy chedy lsheedy qokedy qolal chedy	fließt ⟦qol⟧ / ⟦sheedy⟧ ⟦shol⟧ ⟦tedy⟧ danach ⟦lsheedy⟧ ⟦qokedy⟧ ⟦qolal⟧ danach	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.13|G010	f77r.13	chedy	danach	TEMPORAL_ANAPHOR	qolal		DEFINITE_SPACE	LINE_END	qokeedy qol / sheedy shol tedy chedy lsheedy qokedy qolal chedy	fließt ⟦qol⟧ / ⟦sheedy⟧ ⟦shol⟧ ⟦tedy⟧ danach ⟦lsheedy⟧ ⟦qokedy⟧ ⟦qolal⟧ danach	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.16|G003	f77r.16	chedy	danach	TEMPORAL_ANAPHOR	qotaiin	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	⟦sshedy⟧ ⟦qotaiin⟧ danach aus dem Rohr Flüssigkeit ⟦qolcheedy⟧ fließt ⟦lol⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.21|G006	f77r.21	chedy	danach	TEMPORAL_ANAPHOR	qokeey	shear	DEFINITE_SPACE	DEFINITE_SPACE	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	⟦chedaiin⟧ Flüssigkeit fließt ⟦qokedy⟧ ⟦qokeey⟧ danach ⟦shear⟧ ⟦olaiiny⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.23|G003	f77r.23	chedy	danach	TEMPORAL_ANAPHOR	qokaiin	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qok[a:o]l	⟦sheoky⟧ aus dem Rohr danach ⟦lchedy⟧ ⟦olshedy⟧ fließt danach ⟦qok[a:o]l⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.23|G007	f77r.23	chedy	danach	TEMPORAL_ANAPHOR	qokeedy	qok[a:o]l	DEFINITE_SPACE	DEFINITE_SPACE	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qok[a:o]l	⟦sheoky⟧ aus dem Rohr danach ⟦lchedy⟧ ⟦olshedy⟧ fließt danach ⟦qok[a:o]l⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.25|G004	f77r.25	qokal	im Becken	LOCATION	shedy	shedar	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokar / shedy qokal shedar dal / chedy daror	Mündung ⟦qokar⟧ / Flüssigkeit im Becken sammelt sich und / danach fließt ab	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.25|G005	f77r.25	shedar	sammelt sich	ACCUMULATION	qokal	dal	DEFINITE_SPACE	DEFINITE_SPACE	otedy qokar / shedy qokal shedar dal / chedy daror	Mündung ⟦qokar⟧ / Flüssigkeit im Becken sammelt sich und / danach fließt ab	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.25|G006	f77r.25	dal	und	COORDINATION	shedar	chedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	otedy qokar / shedy qokal shedar dal / chedy daror	Mündung ⟦qokar⟧ / Flüssigkeit im Becken sammelt sich und / danach fließt ab	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.25|G007	f77r.25	chedy	danach	TEMPORAL_ANAPHOR	dal	daror	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	otedy qokar / shedy qokal shedar dal / chedy daror	Mündung ⟦qokar⟧ / Flüssigkeit im Becken sammelt sich und / danach fließt ab	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.25|G008	f77r.25	daror	fließt ab	DRAIN	chedy		DEFINITE_SPACE	LINE_END	otedy qokar / shedy qokal shedar dal / chedy daror	Mündung ⟦qokar⟧ / Flüssigkeit im Becken sammelt sich und / danach fließt ab	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.33|G002	f77r.33	chedy	danach	TEMPORAL_ANAPHOR	daiin	qol	DEFINITE_SPACE	DEFINITE_SPACE	daiin chedy qol / keedy qoteeedy sar oiiiin cheety dy	⟦daiin⟧ danach ⟦qol⟧ / ⟦keedy⟧ ⟦qoteeedy⟧ ⟦sar⟧ ⟦oiiiin⟧ ⟦cheety⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.34|G003	f77r.34	chedy	danach	TEMPORAL_ANAPHOR	shedy	qolchedy	DEFINITE_SPACE	DEFINITE_SPACE	qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin	aus dem Rohr Flüssigkeit danach ⟦qolchedy⟧ aus dem Rohr aus dem Rohr ⟦checkhy⟧ ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.35|G003	f77r.35	chedy	danach	TEMPORAL_ANAPHOR	okaiin	qokain	DEFINITE_SPACE	DEFINITE_SPACE	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	⟦solkeey⟧ Rohr danach ist ⟦sheedy⟧ aus dem Rohr ⟦chedaiin⟧ ⟦chealy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.36|G004	f77r.36	chedy	danach	TEMPORAL_ANAPHOR	qotain	d[o:a]lchl	DEFINITE_SPACE	DEFINITE_SPACE	dshedy pchedy qotain chedy d[o:a]lchl qokeedy qokol / olchey	⟦dshedy⟧ ⟦pchedy⟧ ⟦qotain⟧ danach ⟦d[o:a]lchl⟧ fließt ⟦qokol⟧ / ⟦olchey⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
