pair_id	pair_role	role_stratum	polarity	pair_side	pair_side_epistemic_status	surface	working_candidate_de	working_confidence	basis	reader_exact_occurrences	reader_exact_pages	reader_exact_loci	reader_exact_left_neighbor_opportunities	reader_exact_right_neighbor_opportunities	line_position_counts	pair_asymmetry_caveat	counterevidence	component_export_credit
SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	DRY_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	chedy	mittlere Trockenstufe erreicht	W3_SOLID_WORKING_THEORY	GDT689	296	63	274	239	219	FIRST:6|LAST:21|MIDDLE:269	NONE	Ganzwortrollen, keine bestätigten deutschen Wörter	0
SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	MOIST_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	shedy	mittlere Feuchtstufe erreicht	W3_SOLID_WORKING_THEORY	GDT689	219	58	209	163	162	FIRST:3|LAST:11|MIDDLE:205	NONE	Ganzwortrollen, keine bestätigten deutschen Wörter	0
SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	DRY_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	cheedy	trocken am Ende des Grades, abgeschlossen	W2_W3_MIXED_WORKING	GDT647_GDT689	39	22	38	36	29	LAST:1|MIDDLE:38	NONE	Die beiden Formen haben ungleiche Evidenz und dürfen nicht komponentenweise zerlegt werden	0
SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	MOIST_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	sheedy	feucht am Ende des Grades	W2_W3_MIXED_WORKING	GDT647_GDT689	41	29	40	34	33	FIRST:2|MIDDLE:39	NONE	Die beiden Formen haben ungleiche Evidenz und dürfen nicht komponentenweise zerlegt werden	0
SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	DRY_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	chol	trocken	W2_W3_MIXED_WORKING	GDT685	303	121	267	239	251	FIRST:16|LAST:5|MIDDLE:282	NONE	Zustandszelle ist stärker als ein universeller Ansatz- oder Stoffkopf	0
SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	MOIST	MOIST_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	shol	feucht	W2_W3_MIXED_WORKING	GDT685	146	82	137	113	120	FIRST:15|LAST:3|MIDDLE:128	NONE	Zustandszelle ist stärker als ein universeller Ansatz- oder Stoffkopf	0
SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	DRY_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	cheol	trockenes Material	W1_W3_MIXED_WORKING	GDT642_GDT712	118	65	114	90	94	FIRST:5|LAST:4|MIDDLE:109	NONE	Cheol ist sehr schwach; genaue Materia und Flüssigkeit bleiben offen	0
SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	MOIST	MOIST_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	sheol	feuchtes Material	W1_W3_MIXED_WORKING	GDT642_GDT712	71	43	68	56	57	FIRST:3|LAST:4|MIDDLE:64	NONE	Cheol ist sehr schwach; genaue Materia und Flüssigkeit bleiben offen	0
SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	DRY	DRY_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	cheor	trockener Drogenteil	W3_SOLID_WORKING_THEORY	GDT642_GDT648_GDT761	56	38	55	43	46	FIRST:1|LAST:1|MIDDLE:53|SINGLE:1	NONE	GDT761-Entdeckungsziel; nur in sichtbaren Trägerkonstruktionen wird der Pflanzenteil konkreter	0
SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	MOIST	MOIST_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	sheor	feuchter Drogenteil	W3_SOLID_WORKING_THEORY	GDT642_GDT648_GDT761	31	25	31	23	25	FIRST:4|MIDDLE:27	NONE	GDT761-Entdeckungsziel; nur in sichtbaren Trägerkonstruktionen wird der Pflanzenteil konkreter	0
SP11	PREPARATION_FULL	DISCOVERY_PREPARATION	DRY	DRY_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	cheo	trocken angesetzte Zubereitung	W3_SOLID_WORKING_THEORY	GDT650_GDT734_GDT761	36	25	36	28	27	FIRST:1|MIDDLE:35	NONE	GDT761-Entdeckungsziel; Medium und genaue Zubereitungsart bleiben offen	0
SP11	PREPARATION_FULL	DISCOVERY_PREPARATION	MOIST	MOIST_SIDE	WORKING_PAIR_SIDE_NOT_CONFIRMED_LEXEME	sheo	Feuchtzubereitung	W3_SOLID_WORKING_THEORY	GDT650_GDT734_GDT761	28	24	28	23	23	MIDDLE:28	NONE	GDT761-Entdeckungsziel; Medium und genaue Zubereitungsart bleiben offen	0
