contact_id	candidate_occurrence_id	page	physical_folio	locus	candidate_surface	candidate_ordinal	state_side	state_distance	state_surface	state_ordinal	state_pair_id	state_pair_role	role_stratum	state_polarity	state_working_candidate_de	intervening_surface	intervening_status	written_line_eva	reader_exact_candidate_and_state	specific_medium_identity_credit	component_export_credit
G762-R011	G762-OL-046	f107v	f107	f107v.21	ol	2	R	2	chol	4	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	kaiin	ELIGIBLE	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	1	0	0
G762-R012	G762-OL-061	f111v	f111	f111v.14	ol	4	R	2	shedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	oin	NONEXACT	qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm	1	0	0
G762-R013	G762-OL-065	f112r	f112	f112r.2	ol	5	R	2	chol	7	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	olaiin	ELIGIBLE	saiin oar qolkaiin otail ol olaiin chol otar	1	0	0
G762-R014	G762-OL-086	f116r	f116	f116r.6	ol	2	R	2	chedy	4	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	lchedy	ELIGIBLE	sain ol lchedy chedy otey chedy lain otedy oteey	1	0	0
G762-R015	G762-OL-088	f116r	f116	f116r.20	ol	3	L	2	chol	1	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	keedy	ELIGIBLE	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	1	0	0
G762-R016	G762-OL-100	f22r	f22	f22r.2	ol	1	R	2	shol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	MOIST	feucht	oiin	ELIGIBLE	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	1	0	0
G762-R017	G762-OL-103	f23r	f23	f23r.5	ol	8	L	2	chol	6	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	ar	ELIGIBLE	ychor qokchol ytym chol dair chol ar ol ol dol dain	1	0	0
G762-R018	G762-OL-108	f24r	f24	f24r.13	ol	2	R	2	chey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	s	ELIGIBLE	oees ol s chey chcth s ar	1	0	0
G762-R019	G762-CKHY-006	f2r	f2	f2r.7	ckhy	2	R	2	chol	4	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	daiiny	SUSPECT	shor ckhy daiiny chol dan	1	0	0
G762-R020	G762-OL-115	f32v	f32	f32v.11	ol	1	R	2	chy	3	SP02	BEGIN_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Anfang des Grades	sho	STATE	ol sho chy	1	0	0
G762-R021	G762-CKHY-009	f35v	f35	f35v.20	ckhy	4	L	2	shy	2	SP02	BEGIN_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Anfangsstufe	dchy	ELIGIBLE	sodaiin shy dchy ckhy dan	1	0	0
G762-R022	G762-CKHY-011	f3v	f3	f3v.11	ckhy	3	L	2	sho	1	SP01	PREPARATION_BASE	OUTER_CONTROL_PREPARATION	MOIST	feuchter Ansatz	shockho	ELIGIBLE	sho shockho ckhy tchor chodaiin chom	1	0	0
G762-R023	G762-OL-139	f4v	f4	f4v.2	ol	1	R	2	chy	3	SP02	BEGIN_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Anfang des Grades	chey	STATE	ol chey chy cthy shkchor sheo cheory choldy	1	0	0
G762-R024	G762-OL-148	f66r	f66	f66r.61	ol	10	L	2	chedy	8	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	lkar	NONEXACT	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	1	0	0
G762-R025	G762-OL-155	f75r	f75	f75r.12	ol	6	L	2	shey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	r	ELIGIBLE	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	1	0	0
G762-R026	G762-OL-155	f75r	f75	f75r.12	ol	6	R	2	shey	8	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	cheey	STATE	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	1	0	0
G762-R027	G762-OL-159	f75r	f75	f75r.26	ol	5	L	2	sheol	3	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	MOIST	feuchtes Material	dain	ELIGIBLE	dain ol sheol dain ol qoly dar ajy	1	0	0
G762-R028	G762-OL-165	f75v	f75	f75v.39	ol	11	L	2	chey	9	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	qokar	ELIGIBLE	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin	1	0	0
G762-R029	G762-OL-166	f75v	f75	f75v.40	ol	6	R	2	cheey	8	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	sheedy	NONEXACT	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	1	0	0
G762-R030	G762-OL-167	f75v	f75	f75v.40	ol	10	L	2	cheey	8	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	dol	NONEXACT	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	1	0	0
G762-R031	G762-OL-175	f76r	f76	f76r.3	ol	11	L	2	shol	9	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	MOIST	feucht	qoty	ELIGIBLE	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny	1	0	0
G762-R032	G762-OL-177	f76r	f76	f76r.12	ol	6	L	2	shdy	4	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	feuchte Anfangsstufe erreicht	qa	NONEXACT	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	1	0	0
G762-R033	G762-OL-183	f77r	f77	f77r.32	ol	4	R	2	cheey	6	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	chealor	ELIGIBLE	qor ain cheol ol chealor cheey qeteiiin dary	1	0	0
G762-R034	G762-OL-187	f77v	f77	f77v.9	ol	6	L	2	cheol	4	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	olchedy	SUSPECT	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	1	0	0
G762-R035	G762-OL-191	f77v	f77	f77v.27	ol	9	L	2	chedy	7	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	qokain	ELIGIBLE	tshedy qokain chedal fchedy cheky sain chedy qokain ol	1	0	0
G762-R036	G762-OL-202	f78r	f78	f78r.38	ol	4	R	2	chedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	aiin	ELIGIBLE	sar aiin oteedy ol aiin chedy	1	0	0
G762-R037	G762-OL-214	f78v	f78	f78v.21	ol	5	R	2	shedy	7	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	qokar	ELIGIBLE	chedy lshedy olshedy otaiin ol qokar shedy yteedy	1	0	0
G762-R038	G762-OL-225	f79r	f79	f79r.6	ol	3	L	2	shol	1	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	MOIST	feucht	okar	ELIGIBLE	shol okar ol olkeey qokey sain olcheey qol chey	1	0	0
G762-R039	G762-OL-226	f79r	f79	f79r.7	ol	5	L	2	shey	3	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	qokl	ELIGIBLE	polchedy qokar shey qokl ol cheey qokain chey qoty qokar	1	0	0
G762-R040	G762-OL-231	f79r	f79	f79r.22	ol	8	L	2	shey	6	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	qofchey	ELIGIBLE	lchey dal sheedy efchedy otain shey qofchey ol dorchedchey	1	0	0
G762-R041	G762-OL-233	f79r	f79	f79r.27	ol	6	L	2	cheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	olkaiin	ELIGIBLE	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	1	0	0
G762-R042	G762-OL-234	f79r	f79	f79r.32	ol	5	R	2	shey	7	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	olaiin	ELIGIBLE	sol cheedy qoteedy okaiin ol olaiin shey daiin chy ol	1	0	0
G762-R043	G762-OL-236	f79r	f79	f79r.33	ol	8	L	2	chey	6	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	qokain	NONEXACT	daiin shedy qotshedy oteeedy oteedy chey qokain ol	1	0	0
G762-R044	G762-OL-238	f79r	f79	f79r.37	ol	2	R	2	sheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	ol	CANDIDATE	lcheol ol ol sheey olsheey sholkeey okchey dain	1	0	0
G762-R045	G762-OL-241	f79r	f79	f79r.41	ol	6	R	2	chedy	8	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	ol	CANDIDATE	qokain shedy qotain oteedy chkain ol ol chedy oly	1	0	0
G762-R046	G762-OL-244	f79v	f79	f79v.17	ol	4	L	2	sheey	2	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	chol	STATE	qol sheey chol ol dar qokaiin cheekey qoky otain oram	1	0	0
G762-R047	G762-OL-268	f80r	f80	f80r.41	ol	5	L	2	chedy	3	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	qokar	ELIGIBLE	tolkain otal chedy qokar ol shedy checkhy or oly	1	0	0
G762-R048	G762-OL-270	f80r	f80	f80r.49	ol	7	L	2	chey	5	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	lkl	ELIGIBLE	tiiin chey ral kar chey lkl ol shees okaiin olky oklor	1	0	0
G762-R049	G762-OL-274	f80v	f80	f80v.13	ol	3	R	2	chey	5	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	olor	ELIGIBLE	lor ar ol olor chey koldy	1	0	0
G762-R050	G762-OL-277	f80v	f80	f80v.20	ol	7	L	2	shey	5	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	qokaiin	ELIGIBLE	ysheeyqorar ol cheey daiin shey qokaiin ol okaiin	1	0	0
G762-R051	G762-OL-283	f80v	f80	f80v.35	ol	9	R	2	shey	11	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	kain	ELIGIBLE	tol oltain olkar y qol qol kain okiin ol kain shey ldy	1	0	0
G762-R052	G762-OL-289	f81r	f81	f81r.5	ol	4	L	2	cheol	2	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	okeey	ELIGIBLE	qol cheol okeey ol ol olaiin ol or ain	1	0	0
G762-R053	G762-OL-296	f81r	f81	f81r.17	ol	6	L	2	shey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	qokedy	ELIGIBLE	y checthy okeedy shey qokedy ol ochedar	1	0	0
G762-R054	G762-OL-298	f81r	f81	f81r.22	ol	4	L	2	chedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	qol	ELIGIBLE	qotal chedy qol ol daiin ol chedar ol oly	1	0	0
G762-R055	G762-OL-307	f81v	f81	f81v.6	ol	3	R	2	cheol	5	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	chedy	STATE	qokain okaiin ol chedy cheol lky l s aiin okain daldy	1	0	0
G762-R056	G762-OL-311	f81v	f81	f81v.16	ol	4	L	2	shedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	qoeedy	NONEXACT	lor shedy qoeedy ol chy rshdy lshedy dar chdy pchdy	1	0	0
G762-R057	G762-OL-320	f82v	f82	f82v.12	ol	4	L	2	shol	2	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	MOIST	feucht	dar	ELIGIBLE	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	1	0	0
G762-R058	G762-OL-325	f83r	f83	f83r.54	ol	2	R	2	chey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	dain	ELIGIBLE	daiin ol dain chey ldalor	1	0	0
G762-R059	G762-OL-335	f85r2	f85	f85r2.23	ol	1	R	2	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	lcheol	ELIGIBLE	ol lcheol chol ol sheoly	1	0	0
G762-R060	G762-OL-343	f86v6	f86	f86v6.4	ol	4	L	2	shdy	2	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	feuchte Anfangsstufe erreicht	shor	ELIGIBLE	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	1	0	0
G762-R061	G762-OL-353	f88r	f88	f88r.22	ol	5	L	2	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	cheor	STATE	ychey okaiin chol cheor ol chorcholsal	1	0	0
G762-R062	G762-CKHY-022	f90r1	f90	f90r1.5	ckhy	2	R	2	sho	4	SP01	PREPARATION_BASE	OUTER_CONTROL_PREPARATION	MOIST	feuchter Ansatz	lpychol	ELIGIBLE	ytor ckhy lpychol sho ol okachey r sheom kchol dchy dasady	1	0	0
G762-R063	G762-OL-365	f94v	f94	f94v.10	ol	1	R	2	cheey	3	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	air	SUSPECT	ol air cheey okchaiin shy tararain otody qodar oteey dar	1	0	0
G762-R064	G762-OL-367	f95r1	f95	f95r1.2	ol	1	R	2	chdy	3	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trockene Anfangsstufe erreicht	chdy	STATE	ol chdy chdy qokaiin shdy qokaiin chdy kol chdy qoty oky dan	1	0	0
G762-R065	G762-OL-368	f95r1	f95	f95r1.11	ol	5	L	2	chdy	3	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trockene Anfangsstufe erreicht	chekain	ELIGIBLE	ykaiin or chdy chekain ol dar ykar olkeey ldar chekal	1	0	0
G762-R066	G762-OL-373	f96r	f96	f96r.12	ol	4	L	2	cheol	2	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	cheodaiin	NONEXACT	dcheor cheol cheodaiin ol dy d chs archeody	1	0	0
