contact_id	candidate_occurrence_id	page	physical_folio	locus	candidate_surface	candidate_ordinal	state_side	state_distance	state_surface	state_ordinal	state_pair_id	state_pair_role	role_stratum	state_polarity	state_working_candidate_de	intervening_surface	intervening_status	written_line_eva	reader_exact_candidate_and_state	specific_medium_identity_credit	component_export_credit
G762-D052	G762-OL-193	f77v	f77	f77v.30	ol	2	L	1	shey	1	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	NONE	NONE	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	1	0	0
G762-D053	G762-OL-193	f77v	f77	f77v.30	ol	2	R	1	sheey	3	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	1	0	0
G762-D054	G762-OL-204	f78v	f78	f78v.4	ol	1	R	1	chy	2	SP02	BEGIN_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Anfang des Grades	NONE	NONE	ol chy lshdy lcheckhy ol keedy lcheckhey l olkedykain ol	1	0	0
G762-D055	G762-OL-211	f78v	f78	f78v.12	ol	2	L	1	sheor	1	SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	MOIST	feuchter Drogenteil	NONE	NONE	sheor ol qokaiin shckhy otaly qolsheey qokal sain	1	0	0
G762-D056	G762-OL-215	f78v	f78	f78v.22	ol	3	L	1	shey	2	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	NONE	NONE	okol shey ol shedy okal okchey okeol ol chedy qol	1	0	0
G762-D057	G762-OL-215	f78v	f78	f78v.22	ol	3	R	1	shedy	4	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	okol shey ol shedy okal okchey okeol ol chedy qol	1	0	0
G762-D058	G762-OL-216	f78v	f78	f78v.24	ol	3	L	1	shedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	ytaiin shedy ol sheedy olshdy shey kshdy shol kedy	1	0	0
G762-D059	G762-OL-216	f78v	f78	f78v.24	ol	3	R	1	sheedy	4	SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	feucht am Ende des Grades	NONE	NONE	ytaiin shedy ol sheedy olshdy shey kshdy shol kedy	1	0	0
G762-D060	G762-OL-226	f79r	f79	f79r.7	ol	5	R	1	cheey	6	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	polchedy qokar shey qokl ol cheey qokain chey qoty qokar	1	0	0
G762-D061	G762-OL-228	f79r	f79	f79r.15	ol	9	R	1	sheol	10	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	MOIST	feuchtes Material	NONE	NONE	qokl shey qokal chedy okol dyty r aiin ol sheol lchey	1	0	0
G762-D062	G762-OL-237	f79r	f79	f79r.36	ol	3	R	1	cheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	sol sheeol ol cheey os sheky sheol or shear oly	1	0	0
G762-D063	G762-OL-239	f79r	f79	f79r.37	ol	3	R	1	sheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	lcheol ol ol sheey olsheey sholkeey okchey dain	1	0	0
G762-D064	G762-OL-242	f79r	f79	f79r.41	ol	7	R	1	chedy	8	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	qokain shedy qotain oteedy chkain ol ol chedy oly	1	0	0
G762-D065	G762-OL-243	f79v	f79	f79v.9	ol	2	R	1	sheey	3	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	sar ol sheey qokeedy qokechey qol	1	0	0
G762-D066	G762-OL-244	f79v	f79	f79v.17	ol	4	L	1	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	qol sheey chol ol dar qokaiin cheekey qoky otain oram	1	0	0
G762-D067	G762-OL-254	f79v	f79	f79v.36	ol	2	R	1	shey	3	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	NONE	NONE	ysheey ol shey oltshsey sheepshey	1	0	0
G762-D068	G762-OL-268	f80r	f80	f80r.41	ol	5	R	1	shedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	tolkain otal chedy qokar ol shedy checkhy or oly	1	0	0
G762-D069	G762-OL-276	f80v	f80	f80v.20	ol	2	R	1	cheey	3	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	ysheeyqorar ol cheey daiin shey qokaiin ol okaiin	1	0	0
G762-D070	G762-OL-278	f80v	f80	f80v.22	ol	3	R	1	chey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	dchedy qokal ol chey dal or shedy lshedy	1	0	0
G762-D071	G762-OL-279	f80v	f80	f80v.24	ol	7	R	1	chedy	8	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	yshedy qokeey qokey qoty qotol otaiin ol chedy qoky daiin	1	0	0
G762-D072	G762-OL-286	f81r	f81	f81r.3	ol	5	R	1	chedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	qotey l chees olkal ol chedy okar shedy	1	0	0
G762-D073	G762-OL-294	f81r	f81	f81r.12	ol	3	R	1	sheedy	4	SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	feucht am Ende des Grades	NONE	NONE	ychedy tedy ol sheedy qokeey loly	1	0	0
G762-D074	G762-OL-295	f81r	f81	f81r.15	ol	2	R	1	cheedy	3	SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Ende des Grades, abgeschlossen	NONE	NONE	sain ol cheedy qokeedy otedy	1	0	0
G762-D075	G762-OL-297	f81r	f81	f81r.18	ol	3	L	1	shedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	osheedy shedy ol shedy okeedy oror	1	0	0
G762-D076	G762-OL-302	f81r	f81	f81r.31	ol	3	L	1	shedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	1	0	0
G762-D077	G762-OL-307	f81v	f81	f81v.6	ol	3	R	1	chedy	4	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	qokain okaiin ol chedy cheol lky l s aiin okain daldy	1	0	0
G762-D078	G762-OL-309	f81v	f81	f81v.12	ol	2	R	1	chdy	3	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trockene Anfangsstufe erreicht	NONE	NONE	qol ol chdy shedy qokedy ytedy chetedy lkedey ytedy	1	0	0
G762-D079	G762-OL-310	f81v	f81	f81v.15	ol	3	L	1	chedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	qokal chedy ol sheey salshcthdy qofchedy r chedy ltary	1	0	0
G762-D080	G762-OL-310	f81v	f81	f81v.15	ol	3	R	1	sheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	qokal chedy ol sheey salshcthdy qofchedy r chedy ltary	1	0	0
G762-D081	G762-OL-311	f81v	f81	f81v.16	ol	4	R	1	chy	5	SP02	BEGIN_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Anfang des Grades	NONE	NONE	lor shedy qoeedy ol chy rshdy lshedy dar chdy pchdy	1	0	0
G762-D082	G762-OL-312	f81v	f81	f81v.17	ol	3	L	1	chedy	2	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	sshkchdy chedy ol shedy qolchedy qokain ckhy dl ral	1	0	0
G762-D083	G762-OL-312	f81v	f81	f81v.17	ol	3	R	1	shedy	4	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	sshkchdy chedy ol shedy qolchedy qokain ckhy dl ral	1	0	0
G762-D084	G762-OL-313	f81v	f81	f81v.18	ol	3	L	1	chey	2	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	1	0	0
G762-D085	G762-OL-314	f81v	f81	f81v.18	ol	5	R	1	shedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	1	0	0
G762-D086	G762-OL-316	f81v	f81	f81v.25	ol	7	R	1	chey	8	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	1	0	0
G762-D087	G762-OL-318	f82r	f82	f82r.31	ol	2	L	1	cheol	1	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	NONE	NONE	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	1	0	0
G762-D088	G762-OL-319	f82r	f82	f82r.33	ol	2	R	1	cheol	3	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	NONE	NONE	sain ol cheol ey cheor chey	1	0	0
G762-D089	G762-OL-327	f85r1	f85	f85r1.6	ol	6	R	1	shedy	7	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	roraiin shey pchey qokeey chor ol shedy	1	0	0
G762-D090	G762-OL-336	f85r2	f85	f85r2.23	ol	4	L	1	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	ol lcheol chol ol sheoly	1	0	0
G762-D091	G762-OL-339	f86v5	f86	f86v5.32	ol	10	L	1	chey	9	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	1	0	0
G762-D092	G762-OL-353	f88r	f88	f88r.22	ol	5	L	1	cheor	4	SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	DRY	trockener Drogenteil	NONE	NONE	ychey okaiin chol cheor ol chorcholsal	1	0	0
G762-D093	G762-OL-354	f88v	f88	f88v.19	ol	3	L	1	sheo	2	SP11	PREPARATION_FULL	DISCOVERY_PREPARATION	MOIST	Feuchtzubereitung	NONE	NONE	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	1	0	0
G762-D094	G762-PCHEEY-003	f8r	f8	f8r.9	pcheey	3	L	1	sho	2	SP01	PREPARATION_BASE	OUTER_CONTROL_PREPARATION	MOIST	feuchter Ansatz	NONE	NONE	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor	1	0	0
G762-D095	G762-OL-358	f90r1	f90	f90r1.5	ol	5	L	1	sho	4	SP01	PREPARATION_BASE	OUTER_CONTROL_PREPARATION	MOIST	feuchter Ansatz	NONE	NONE	ytor ckhy lpychol sho ol okachey r sheom kchol dchy dasady	1	0	0
G762-D096	G762-OL-361	f93r	f93	f93r.31	ol	1	R	1	chol	2	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	ol chol cthol olchod	1	0	0
G762-D097	G762-OL-367	f95r1	f95	f95r1.2	ol	1	R	1	chdy	2	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trockene Anfangsstufe erreicht	NONE	NONE	ol chdy chdy qokaiin shdy qokaiin chdy kol chdy qoty oky dan	1	0	0
G762-D098	G762-OL-370	f95r2	f95	f95r2.6	ol	3	R	1	shol	4	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	MOIST	feucht	NONE	NONE	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	1	0	0
