page	locus	record	line	event_index	surface	exact_tuple_id	prior_default	selected_cross_register_default	register_side
f55v	f55v.11	1	f55v.11	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	HERBAL
f56r	f56r.5	1	f56r.5	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	HERBAL
f56r	f56r.19	1	f56r.19	3	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	HERBAL
f81v	f81v.7	1	f81v.7	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f81v	f81v.7	1	f81v.7	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f82r	f82r.23	1	f82r.23	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f82r	f82r.26	1	f82r.26	6	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.3	1	f83r.3	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.15	1	f83r.15	1	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.20	1	f83r.20	9	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.28	2	f83r.28	1	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.35	2	f83r.35	1	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.48	3	f83r.48	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f83r	f83r.54	4	f83r.54	1	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	in the stated or usual measure	BIO
f55v	f55v.11	1	f55v.11	6	okal	308e8ea2d5d190c498e8	mix the two portions together	mix the two portions together	HERBAL
f81v	f81v.2	1	f81v.2	4	okal	308e8ea2d5d190c498e8	mix the two portions together	mix the two portions together	BIO
f81v	f81v.24	1	f81v.24	3	qokal	308e8ea2d5d190c498e8	mix the two portions together	mix the two portions together	BIO
f82r	f82r.2	1	f82r.2	6	qokal	308e8ea2d5d190c498e8	mix the two portions together	mix the two portions together	BIO
f82r	f82r.4	1	f82r.4	6	qokal	308e8ea2d5d190c498e8	mix the two portions together	mix the two portions together	BIO
f83r	f83r.6	1	f83r.6	3	qokal	308e8ea2d5d190c498e8	mix the two portions together	mix the two portions together	BIO
f10r	f10r.2	1	f10r.2	3	char	4d4559019a961b834aa1	from the same prepared batch	from the same prepared batch	HERBAL
f10r	f10r.8	2	f10r.8	8	dar	4d4559019a961b834aa1	from the same prepared batch	from the same prepared batch	HERBAL
f81v	f81v.2	1	f81v.2	5	sar	4d4559019a961b834aa1	from the same prepared batch	from the same prepared batch	BIO
f82r	f82r.19	1	f82r.19	2	char	4d4559019a961b834aa1	from the same prepared batch	from the same prepared batch	BIO
f83r	f83r.3	1	f83r.3	10	dar	4d4559019a961b834aa1	from the same prepared batch	from the same prepared batch	BIO
f55v	f55v.5	1	f55v.5	7	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	HERBAL
f81v	f81v.17	1	f81v.17	2	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f81v	f81v.21	1	f81v.21	5	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.6	1	f83r.6	6	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.8	1	f83r.8	5	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.16	1	f83r.16	5	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.22	1	f83r.22	5	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.25	2	f83r.25	5	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.27	2	f83r.27	2	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.35	2	f83r.35	5	chdy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f83r	f83r.49	3	f83r.49	3	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	stir until evenly mixed	BIO
f10r	f10r.6	2	f10r.6	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	HERBAL
f10r	f10r.8	2	f10r.8	2	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	HERBAL
f10r	f10r.9	2	f10r.9	2	shor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	HERBAL
f10r	f10r.9	2	f10r.9	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	HERBAL
f55v	f55v.11	1	f55v.11	8	or	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	HERBAL
f83r	f83r.11	1	f83r.11	1	sor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	BIO
f83r	f83r.38	2	f83r.38	1	or	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	the prepared decoction or working liquid	BIO
f10r	f10r.2	1	f10r.2	4	chty	80ebbbbf238eee9f0aef	until evenly joined	work it until evenly homogeneous	HERBAL
f83r	f83r.24	1	f83r.24	3	chety	80ebbbbf238eee9f0aef	until evenly joined	work it until evenly homogeneous	BIO
f11r	f11r.1	1	f11r.1	6	shey	b5df9126607030b95175	until the liquid runs clear	until the liquid runs clear	HERBAL
f82r	f82r.7	1	f82r.7	9	cheey	b5df9126607030b95175	until the liquid runs clear	until the liquid runs clear	BIO
f82r	f82r.23	1	f82r.23	1	cheey	b5df9126607030b95175	until the liquid runs clear	until the liquid runs clear	BIO
f83r	f83r.39	2	f83r.39	2	shey	b5df9126607030b95175	until the liquid runs clear	until the liquid runs clear	BIO
f55v	f55v.5	1	f55v.5	1	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	HERBAL
f81v	f81v.2	1	f81v.2	2	okaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f82r	f82r.3	1	f82r.3	6	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f82r	f82r.4	1	f82r.4	1	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f82r	f82r.26	1	f82r.26	8	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f83r	f83r.3	1	f83r.3	8	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f83r	f83r.6	1	f83r.6	5	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f83r	f83r.11	1	f83r.11	3	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f83r	f83r.14	1	f83r.14	7	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	begin the next measured entry	BIO
f10r	f10r.6	2	f10r.6	6	dy	b921a237be883a820352	this present portion	this present portion	HERBAL
f10r	f10r.6	2	f10r.6	7	chy	b921a237be883a820352	this present portion	this present portion	HERBAL
f10r	f10r.6	2	f10r.6	9	shy	b921a237be883a820352	this present portion	this present portion	HERBAL
f10r	f10r.9	2	f10r.9	4	chy	b921a237be883a820352	this present portion	this present portion	HERBAL
f10r	f10r.9	2	f10r.9	6	dy	b921a237be883a820352	this present portion	this present portion	HERBAL
f11r	f11r.4	1	f11r.4	2	chy	b921a237be883a820352	this present portion	this present portion	HERBAL
f11r	f11r.4	1	f11r.4	4	dy	b921a237be883a820352	this present portion	this present portion	HERBAL
f11r	f11r.7	1	f11r.7	4	dy	b921a237be883a820352	this present portion	this present portion	HERBAL
f55v	f55v.11	1	f55v.11	9	y	b921a237be883a820352	this present portion	this present portion	HERBAL
f81v	f81v.18	1	f81v.18	2	chey	b921a237be883a820352	this present portion	this present portion	BIO
f82r	f82r.2	1	f82r.2	4	dy	b921a237be883a820352	this present portion	this present portion	BIO
f82r	f82r.23	1	f82r.23	6	chey	b921a237be883a820352	this present portion	this present portion	BIO
f83r	f83r.3	1	f83r.3	4	chey	b921a237be883a820352	this present portion	this present portion	BIO
f83r	f83r.3	1	f83r.3	6	chey	b921a237be883a820352	this present portion	this present portion	BIO
f83r	f83r.14	1	f83r.14	10	sy	b921a237be883a820352	this present portion	this present portion	BIO
f83r	f83r.15	1	f83r.15	4	chey	b921a237be883a820352	this present portion	this present portion	BIO
f83r	f83r.38	2	f83r.38	2	chey	b921a237be883a820352	this present portion	this present portion	BIO
f83r	f83r.54	4	f83r.54	4	chey	b921a237be883a820352	this present portion	this present portion	BIO
f10r	f10r.5	1	f10r.5	3	chol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	HERBAL
f10r	f10r.8	2	f10r.8	4	chol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	HERBAL
f10r	f10r.8	2	f10r.8	6	chol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	HERBAL
f81v	f81v.2	1	f81v.2	6	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.2	1	f81v.2	10	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.7	1	f81v.7	2	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.7	1	f81v.7	9	qol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.17	1	f81v.17	3	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.18	1	f81v.18	3	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.18	1	f81v.18	5	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.21	1	f81v.21	8	qol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f81v	f81v.24	1	f81v.24	5	qol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.20	1	f83r.20	5	sol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.26	2	f83r.26	4	tol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.37	2	f83r.37	1	sol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.48	3	f83r.48	2	cheol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.49	3	f83r.49	1	sol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.52	4	f83r.52	4	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f83r	f83r.54	4	f83r.54	2	ol	dcda95c81a5460feb191	with the foregoing preparation	with the foregoing preparation	BIO
f56r	f56r.7	1	f56r.7	5	dal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	HERBAL
f81v	f81v.2	1	f81v.2	9	al	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f81v	f81v.24	1	f81v.24	7	sal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f81v	f81v.27	1	f81v.27	7	chal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f82r	f82r.26	1	f82r.26	3	cheal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f83r	f83r.14	1	f83r.14	5	dal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f83r	f83r.14	1	f83r.14	9	dal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f83r	f83r.15	1	f83r.15	5	tal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f83r	f83r.41	2	f83r.41	4	dal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f83r	f83r.48	3	f83r.48	1	dal	dd0ecaf5e27d81befffc	at the place indicated by the drawing	apply it at the place indicated by the drawing	BIO
f10r	f10r.8	2	f10r.8	5	cholor	dec401773c1f0347793d	from the foregoing batch	from the foregoing batch	HERBAL
f81v	f81v.7	1	f81v.7	1	olor	dec401773c1f0347793d	from the foregoing batch	from the foregoing batch	BIO
f10r	f10r.5	1	f10r.5	4	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	HERBAL
f10r	f10r.6	2	f10r.6	2	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	HERBAL
f11r	f11r.7	1	f11r.7	3	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	HERBAL
f83r	f83r.14	1	f83r.14	8	shcthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	BIO
f83r	f83r.15	1	f83r.15	6	shcthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	BIO
f83r	f83r.16	1	f83r.16	7	checthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	BIO
f83r	f83r.24	1	f83r.24	2	checthy	e0b630cb1b5df5e7105b	when the preparation is ready	when the preparation is ready	BIO
f56r	f56r.19	1	f56r.19	1	otchey	faf321940aed922846a9	mark the following share	take the final indicated share	HERBAL
f83r	f83r.26	2	f83r.26	1	otchey	faf321940aed922846a9	mark the following share	take the final indicated share	BIO
