shared_id	body	head_occupancy	heads	forms	occurrences_by_head	total_headed_occurrences	pages_by_head	loci_by_head	reader_exact_by_head	bare_body_occurrences	exact_v11_dictionary_body	inherited_or_working_body_value_de	semantic_status
G635-R015	cheey	4	p|s|r|l	p:pcheey|s:scheey|r:rcheey|l:lcheey	p:3|s:1|r:5|l:13	22	p:3|s:1|r:4|l:11	p:3|s:1|r:5|l:13	p:3|s:0|r:4|l:10	158	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R016	chy	4	p|s|r|l	p:pchy|s:schy|r:rchy|l:lchy	p:2|s:2|r:3|l:8	15	p:2|s:2|r:3|l:8	p:2|s:2|r:3|l:8	p:1|s:2|r:2|l:7	162	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R017	olchedy	4	p|s|r|l	p:polchedy|s:solchedy|r:rolchedy|l:lolchedy	p:7|s:6|r:1|l:1	15	p:6|s:6|r:1|l:1	p:7|s:6|r:1|l:1	p:3|s:2|r:0|l:0	34	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R018	chol	4	p|s|r|l	p:pchol|s:schol|r:rchol|l:lchol	p:5|s:3|r:1|l:3	12	p:5|s:3|r:1|l:3	p:5|s:3|r:1|l:3	p:5|s:3|r:0|l:3	343	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R019	odaiin	4	p|s|r|l	p:podaiin|s:sodaiin|r:rodaiin|l:lodaiin	p:4|s:3|r:2|l:3	12	p:4|s:3|r:2|l:3	p:4|s:3|r:2|l:3	p:4|s:2|r:1|l:2	55	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R020	oraiin	4	p|s|r|l	p:poraiin|s:soraiin|r:roraiin|l:loraiin	p:2|s:8|r:1|l:1	12	p:2|s:7|r:1|l:1	p:2|s:8|r:1|l:1	p:2|s:6|r:0|l:0	26	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R021	ody	4	p|s|r|l	p:pody|s:sody|r:rody|l:lody	p:2|s:4|r:2|l:3	11	p:2|s:4|r:2|l:3	p:2|s:4|r:2|l:3	p:1|s:4|r:2|l:3	37	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R022	cheo	4	p|s|r|l	p:pcheo|s:scheo|r:rcheo|l:lcheo	p:3|s:2|r:1|l:3	9	p:3|s:2|r:1|l:3	p:3|s:2|r:1|l:3	p:2|s:1|r:0|l:3	54	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R023	oaiin	4	p|s|r|l	p:poaiin|s:soaiin|r:roaiin|l:loaiin	p:1|s:3|r:1|l:1	6	p:1|s:3|r:1|l:1	p:1|s:3|r:1|l:1	p:0|s:2|r:0|l:1	22	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R024	oral	4	p|s|r|l	p:poral|s:soral|r:roral|l:loral	p:1|s:3|r:1|l:1	6	p:1|s:3|r:1|l:1	p:1|s:3|r:1|l:1	p:0|s:3|r:1|l:1	10	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R025	ain	3	s|r|l	p:-|s:sain|r:rain|l:lain	p:0|s:60|r:21|l:5	86	p:0|s:33|r:14|l:4	p:0|s:60|r:21|l:5	p:0|s:53|r:14|l:4	106	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R026	o	3	s|r|l	p:-|s:so|r:ro|l:lo	p:0|s:7|r:7|l:20	34	p:0|s:7|r:6|l:14	p:0|s:7|r:7|l:20	p:0|s:5|r:6|l:15	146	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R027	kar	3	s|r|l	p:-|s:skar|r:rkar|l:lkar	p:0|s:1|r:1|l:31	33	p:0|s:1|r:1|l:21	p:0|s:1|r:1|l:30	p:0|s:1|r:1|l:29	57	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R028	ky	3	s|r|l	p:-|s:sky|r:rky|l:lky	p:0|s:1|r:1|l:19	21	p:0|s:1|r:1|l:13	p:0|s:1|r:1|l:18	p:0|s:1|r:1|l:16	29	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R029	chor	3	p|s|l	p:pchor|s:schor|r:-|l:lchor	p:12|s:3|r:0|l:4	19	p:12|s:3|r:0|l:4	p:12|s:3|r:0|l:4	p:10|s:3|r:0|l:2	190	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R030	chedar	3	p|r|l	p:pchedar|s:-|r:rchedar|l:lchedar	p:10|s:0|r:1|l:2	13	p:10|s:0|r:1|l:2	p:10|s:0|r:1|l:2	p:6|s:0|r:1|l:1	31	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R031	cho	3	p|s|l	p:pcho|s:scho|r:-|l:lcho	p:4|s:1|r:0|l:6	11	p:4|s:1|r:0|l:5	p:4|s:1|r:0|l:6	p:2|s:1|r:0|l:3	75	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R032	sheedy	3	p|r|l	p:psheedy|s:-|r:rsheedy|l:lsheedy	p:1|s:0|r:3|l:7	11	p:1|s:0|r:3|l:6	p:1|s:0|r:3|l:7	p:0|s:0|r:2|l:4	77	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R033	sheey	3	p|s|l	p:psheey|s:ssheey|r:-|l:lsheey	p:1|s:2|r:0|l:6	9	p:1|s:1|r:0|l:5	p:1|s:2|r:0|l:6	p:0|s:1|r:0|l:6	127	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R034	char	3	p|s|l	p:pchar|s:schar|r:-|l:lchar	p:4|s:1|r:0|l:3	8	p:4|s:1|r:0|l:3	p:4|s:1|r:0|l:3	p:2|s:1|r:0|l:3	75	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R035	ched	3	p|r|l	p:pched|s:-|r:rched|l:lched	p:1|s:0|r:1|l:6	8	p:1|s:0|r:1|l:5	p:1|s:0|r:1|l:6	p:1|s:0|r:1|l:6	17	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R036	chody	3	p|r|l	p:pchody|s:-|r:rchody|l:lchody	p:5|s:0|r:1|l:2	8	p:5|s:0|r:1|l:2	p:5|s:0|r:1|l:2	p:3|s:0|r:1|l:1	78	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R037	oly	3	p|r|l	p:poly|s:-|r:roly|l:loly	p:2|s:0|r:1|l:5	8	p:2|s:0|r:1|l:4	p:2|s:0|r:1|l:5	p:2|s:0|r:1|l:5	53	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R038	kal	3	s|r|l	p:-|s:skal|r:rkal|l:lkal	p:0|s:1|r:1|l:5	7	p:0|s:1|r:1|l:3	p:0|s:1|r:1|l:5	p:0|s:1|r:0|l:4	25	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R039	om	3	s|r|l	p:-|s:som|r:rom|l:lom	p:0|s:2|r:1|l:4	7	p:0|s:2|r:1|l:4	p:0|s:2|r:1|l:4	p:0|s:0|r:0|l:4	20	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R040	olkeey	3	p|s|r	p:polkeey|s:solkeey|r:rolkeey|l:-	p:2|s:3|r:1|l:0	6	p:2|s:3|r:1|l:0	p:2|s:3|r:1|l:0	p:1|s:3|r:1|l:0	35	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R041	aiiin	3	s|r|l	p:-|s:saiiin|r:raiiin|l:laiiin	p:0|s:2|r:1|l:2	5	p:0|s:2|r:1|l:2	p:0|s:2|r:1|l:2	p:0|s:1|r:0|l:2	42	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R042	aram	3	s|r|l	p:-|s:saram|r:raram|l:laram	p:0|s:1|r:3|l:1	5	p:0|s:1|r:3|l:1	p:0|s:1|r:3|l:1	p:0|s:0|r:3|l:0	8	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R043	odar	3	p|s|l	p:podar|s:sodar|r:-|l:lodar	p:2|s:2|r:0|l:1	5	p:2|s:2|r:0|l:1	p:2|s:2|r:0|l:1	p:0|s:2|r:0|l:1	21	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R044	oiiin	3	s|r|l	p:-|s:soiiin|r:roiiin|l:loiiin	p:0|s:3|r:1|l:1	5	p:0|s:3|r:1|l:1	p:0|s:3|r:1|l:1	p:0|s:3|r:0|l:1	11	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R045	okeedy	3	s|r|l	p:-|s:sokeedy|r:rokeedy|l:lokeedy	p:0|s:2|r:1|l:2	5	p:0|s:2|r:1|l:2	p:0|s:2|r:1|l:2	p:0|s:1|r:0|l:0	94	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R046	olkeedy	3	p|s|r	p:polkeedy|s:solkeedy|r:rolkeedy|l:-	p:1|s:3|r:1|l:0	5	p:1|s:2|r:1|l:0	p:1|s:3|r:1|l:0	p:0|s:3|r:1|l:0	42	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R047	shdy	3	p|r|l	p:pshdy|s:-|r:rshdy|l:lshdy	p:1|s:0|r:1|l:3	5	p:1|s:0|r:1|l:3	p:1|s:0|r:1|l:3	p:1|s:0|r:0|l:2	40	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R048	aiir	3	p|s|r	p:paiir|s:saiir|r:raiir|l:-	p:2|s:1|r:1|l:0	4	p:2|s:1|r:1|l:0	p:2|s:1|r:1|l:0	p:2|s:0|r:0|l:0	20	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R049	ches	3	p|s|r	p:pches|s:sches|r:rches|l:-	p:1|s:1|r:2|l:0	4	p:1|s:1|r:2|l:0	p:1|s:1|r:2|l:0	p:0|s:1|r:0|l:0	31	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R050	okeey	3	p|s|l	p:pokeey|s:sokeey|r:-|l:lokeey	p:1|s:1|r:0|l:2	4	p:1|s:1|r:0|l:2	p:1|s:1|r:0|l:2	p:1|s:0|r:0|l:2	138	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R051	olchey	3	p|s|r	p:polchey|s:solchey|r:rolchey|l:-	p:1|s:2|r:1|l:0	4	p:1|s:1|r:1|l:0	p:1|s:2|r:1|l:0	p:1|s:1|r:0|l:0	20	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R052	oldy	3	p|s|l	p:poldy|s:soldy|r:-|l:loldy	p:1|s:1|r:0|l:2	4	p:1|s:1|r:0|l:2	p:1|s:1|r:0|l:2	p:0|s:1|r:0|l:2	25	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R053	orain	3	p|s|l	p:porain|s:sorain|r:-|l:lorain	p:1|s:2|r:0|l:1	4	p:1|s:2|r:0|l:1	p:1|s:2|r:0|l:1	p:0|s:2|r:0|l:0	16	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R054	okar	3	p|s|l	p:pokar|s:sokar|r:-|l:lokar	p:1|s:1|r:0|l:1	3	p:1|s:1|r:0|l:1	p:1|s:1|r:0|l:1	p:1|s:1|r:0|l:1	119	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R055	olky	3	p|s|r	p:polky|s:solky|r:rolky|l:-	p:1|s:1|r:1|l:0	3	p:1|s:1|r:1|l:0	p:1|s:1|r:1|l:0	p:1|s:1|r:0|l:0	20	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R056	ory	3	s|r|l	p:-|s:sory|r:rory|l:lory	p:0|s:1|r:1|l:1	3	p:0|s:1|r:1|l:1	p:0|s:1|r:1|l:1	p:0|s:0|r:1|l:1	13	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R057	sheol	3	s|r|l	p:-|s:ssheol|r:rsheol|l:lsheol	p:0|s:1|r:1|l:1	3	p:0|s:1|r:1|l:1	p:0|s:1|r:1|l:1	p:0|s:0|r:0|l:1	90	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R058	kaiin	2	s|l	p:-|s:skaiin|r:-|l:lkaiin	p:0|s:3|r:0|l:48	51	p:0|s:3|r:0|l:21	p:0|s:3|r:0|l:47	p:0|s:3|r:0|l:43	74	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R059	keey	2	r|l	p:-|s:-|r:rkeey|l:lkeey	p:0|s:0|r:1|l:38	39	p:0|s:0|r:1|l:19	p:0|s:0|r:1|l:37	p:0|s:0|r:1|l:34	43	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R060	kain	2	s|l	p:-|s:skain|r:-|l:lkain	p:0|s:1|r:0|l:33	34	p:0|s:1|r:0|l:14	p:0|s:1|r:0|l:32	p:0|s:1|r:0|l:27	43	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R061	cheol	2	p|l	p:pcheol|s:-|r:-|l:lcheol	p:10|s:0|r:0|l:8	18	p:8|s:0|r:0|l:7	p:10|s:0|r:0|l:8	p:10|s:0|r:0|l:8	142	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R062	r	2	r|l	p:-|s:-|r:rr|l:lr	p:0|s:0|r:1|l:10	11	p:0|s:0|r:1|l:9	p:0|s:0|r:1|l:10	p:0|s:0|r:0|l:9	129	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R063	ary	2	s|r	p:-|s:sary|r:rary|l:-	p:0|s:7|r:3|l:0	10	p:0|s:6|r:3|l:0	p:0|s:7|r:3|l:0	p:0|s:5|r:3|l:0	15	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R064	cheedy	2	p|l	p:pcheedy|s:-|r:-|l:lcheedy	p:1|s:0|r:0|l:9	10	p:1|s:0|r:0|l:7	p:1|s:0|r:0|l:8	p:1|s:0|r:0|l:6	56	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R065	chal	2	p|l	p:pchal|s:-|r:-|l:lchal	p:3|s:0|r:0|l:6	9	p:3|s:0|r:0|l:5	p:3|s:0|r:0|l:6	p:0|s:0|r:0|l:6	42	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R066	olaiin	2	p|s	p:polaiin|s:solaiin|r:-|l:-	p:8|s:1|r:0|l:0	9	p:5|s:1|r:0|l:0	p:8|s:1|r:0|l:0	p:8|s:1|r:0|l:0	39	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R067	key	2	s|l	p:-|s:skey|r:-|l:lkey	p:0|s:1|r:0|l:7	8	p:0|s:1|r:0|l:7	p:0|s:1|r:0|l:7	p:0|s:1|r:0|l:7	13	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R068	os	2	s|l	p:-|s:sos|r:-|l:los	p:0|s:3|r:0|l:5	8	p:0|s:3|r:0|l:5	p:0|s:3|r:0|l:5	p:0|s:3|r:0|l:5	23	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R069	araiin	2	s|r	p:-|s:saraiin|r:raraiin|l:-	p:0|s:3|r:4|l:0	7	p:0|s:3|r:4|l:0	p:0|s:3|r:4|l:0	p:0|s:1|r:3|l:0	9	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R070	daiin	2	p|l	p:pdaiin|s:-|r:-|l:ldaiin	p:3|s:0|r:0|l:4	7	p:3|s:0|r:0|l:4	p:3|s:0|r:0|l:4	p:2|s:0|r:0|l:2	721	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R071	dar	2	p|l	p:pdar|s:-|r:-|l:ldar	p:2|s:0|r:0|l:5	7	p:2|s:0|r:0|l:5	p:2|s:0|r:0|l:5	p:1|s:0|r:0|l:4	245	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R072	sheody	2	p|l	p:psheody|s:-|r:-|l:lsheody	p:4|s:0|r:0|l:3	7	p:4|s:0|r:0|l:3	p:4|s:0|r:0|l:3	p:3|s:0|r:0|l:3	34	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R073	aly	2	s|r	p:-|s:saly|r:raly|l:-	p:0|s:3|r:3|l:0	6	p:0|s:3|r:3|l:0	p:0|s:3|r:3|l:0	p:0|s:2|r:2|l:0	18	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R074	chedal	2	p|l	p:pchedal|s:-|r:-|l:lchedal	p:5|s:0|r:0|l:1	6	p:4|s:0|r:0|l:1	p:5|s:0|r:0|l:1	p:4|s:0|r:0|l:1	22	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R075	cheody	2	p|l	p:pcheody|s:-|r:-|l:lcheody	p:5|s:0|r:0|l:1	6	p:4|s:0|r:0|l:1	p:5|s:0|r:0|l:1	p:4|s:0|r:0|l:1	69	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R076	cheor	2	p|l	p:pcheor|s:-|r:-|l:lcheor	p:4|s:0|r:0|l:2	6	p:4|s:0|r:0|l:2	p:4|s:0|r:0|l:2	p:4|s:0|r:0|l:2	71	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R077	kchdy	2	s|l	p:-|s:skchdy|r:-|l:lkchdy	p:0|s:1|r:0|l:5	6	p:0|s:1|r:0|l:3	p:0|s:1|r:0|l:5	p:0|s:0|r:0|l:3	17	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R078	keeody	2	s|l	p:-|s:skeeody|r:-|l:lkeeody	p:0|s:1|r:0|l:5	6	p:0|s:1|r:0|l:5	p:0|s:1|r:0|l:5	p:0|s:0|r:0|l:2	8	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R079	chdaiin	2	p|l	p:pchdaiin|s:-|r:-|l:lchdaiin	p:3|s:0|r:0|l:2	5	p:3|s:0|r:0|l:2	p:3|s:0|r:0|l:2	p:2|s:0|r:0|l:0	16	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R080	olkaiin	2	s|l	p:-|s:solkaiin|r:-|l:lolkaiin	p:0|s:4|r:0|l:1	5	p:0|s:4|r:0|l:1	p:0|s:4|r:0|l:1	p:0|s:3|r:0|l:1	28	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R081	olshedy	2	s|l	p:-|s:solshedy|r:-|l:lolshedy	p:0|s:4|r:0|l:1	5	p:0|s:4|r:0|l:1	p:0|s:4|r:0|l:1	p:0|s:1|r:0|l:0	17	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R082	oty	2	s|l	p:-|s:soty|r:-|l:loty	p:0|s:1|r:0|l:4	5	p:0|s:1|r:0|l:3	p:0|s:1|r:0|l:4	p:0|s:1|r:0|l:4	101	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R083	a	2	s|r	p:-|s:sa|r:ra|l:-	p:0|s:3|r:1|l:0	4	p:0|s:3|r:1|l:0	p:0|s:3|r:1|l:0	p:0|s:2|r:0|l:0	9	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R084	aral	2	s|r	p:-|s:saral|r:raral|l:-	p:0|s:3|r:1|l:0	4	p:0|s:3|r:1|l:0	p:0|s:3|r:1|l:0	p:0|s:2|r:1|l:0	15	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R085	cheam	2	p|l	p:pcheam|s:-|r:-|l:lcheam	p:1|s:0|r:0|l:3	4	p:1|s:0|r:0|l:3	p:1|s:0|r:0|l:3	p:1|s:0|r:0|l:3	5	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R086	cheos	2	p|l	p:pcheos|s:-|r:-|l:lcheos	p:3|s:0|r:0|l:1	4	p:2|s:0|r:0|l:1	p:3|s:0|r:0|l:1	p:2|s:0|r:0|l:1	28	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R087	chodain	2	p|s	p:pchodain|s:schodain|r:-|l:-	p:3|s:1|r:0|l:0	4	p:2|s:1|r:0|l:0	p:3|s:1|r:0|l:0	p:2|s:1|r:0|l:0	7	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R088	l	2	s|r	p:-|s:sl|r:rl|l:-	p:0|s:2|r:2|l:0	4	p:0|s:2|r:2|l:0	p:0|s:2|r:2|l:0	p:0|s:1|r:2|l:0	163	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R089	ols	2	s|l	p:-|s:sols|r:-|l:lols	p:0|s:3|r:0|l:1	4	p:0|s:3|r:0|l:1	p:0|s:3|r:0|l:1	p:0|s:2|r:0|l:1	17	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R090	shed	2	r|l	p:-|s:-|r:rshed|l:lshed	p:0|s:0|r:1|l:3	4	p:0|s:0|r:1|l:3	p:0|s:0|r:1|l:3	p:0|s:0|r:1|l:2	18	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R091	shol	2	p|l	p:pshol|s:-|r:-|l:lshol	p:3|s:0|r:0|l:1	4	p:3|s:0|r:0|l:1	p:3|s:0|r:0|l:1	p:2|s:0|r:0|l:0	163	1	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R092	shy	2	p|l	p:pshy|s:-|r:-|l:lshy	p:1|s:0|r:0|l:3	4	p:1|s:0|r:0|l:3	p:1|s:0|r:0|l:3	p:1|s:0|r:0|l:3	95	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R093	ag	2	r|l	p:-|s:-|r:rag|l:lag	p:0|s:0|r:2|l:1	3	p:0|s:0|r:2|l:1	p:0|s:0|r:2|l:1	p:0|s:0|r:0|l:0	1	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R094	chdal	2	p|l	p:pchdal|s:-|r:-|l:lchdal	p:1|s:0|r:0|l:2	3	p:1|s:0|r:0|l:2	p:1|s:0|r:0|l:2	p:1|s:0|r:0|l:1	19	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R095	chdol	2	p|l	p:pchdol|s:-|r:-|l:lchdol	p:2|s:0|r:0|l:1	3	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	2	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R096	chear	2	p|l	p:pchear|s:-|r:-|l:lchear	p:2|s:0|r:0|l:1	3	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	44	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R097	chl	2	r|l	p:-|s:-|r:rchl|l:lchl	p:0|s:0|r:1|l:2	3	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	28	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R098	chs	2	r|l	p:-|s:-|r:rchs|l:lchs	p:0|s:0|r:1|l:2	3	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	p:0|s:0|r:1|l:2	13	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R099	dol	2	p|l	p:pdol|s:-|r:-|l:ldol	p:1|s:0|r:0|l:2	3	p:1|s:0|r:0|l:2	p:1|s:0|r:0|l:2	p:1|s:0|r:0|l:1	76	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R100	oar	2	p|l	p:poar|s:-|r:-|l:loar	p:2|s:0|r:0|l:1	3	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	10	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
G635-R101	ochedy	2	p|l	p:pochedy|s:-|r:-|l:lochedy	p:2|s:0|r:0|l:1	3	p:2|s:0|r:0|l:1	p:2|s:0|r:0|l:1	p:1|s:0|r:0|l:0	8	0	noch keine konkrete Restbedeutung	ATLAS_ONLY
