event_id	phase_id	clause_id	physical_page	locus	surface	component_recipe	current_spoken_unit	current_reading_de
P912-E0284	P925-P013	P915-C013	f55v	f55v.8	chedy	CHD+Y	P917-I0184	Diesen Posten umsetzen.
P912-E0285	P925-P014	P915-C013	f55v	f55v.8	qokaiin	OK+AIIN	P917-I0185	Nach Sollmaß ansetzen.
P912-E0286	P925-P014	P915-C013	f55v	f55v.8	okar	OK+AR	P917-I0186	Von der Entnahmestelle ansetzen.
P912-E0287	P925-P015	P915-C013	f55v	f55v.8	qol	OL	P917-I0187	Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0288	P925-P015	P915-C013	f55v	f55v.8	otar	OT+AR	P917-I0187	Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0289	P925-P015	P915-C013	f55v	f55v.8	cho	HO	P917-I0187	Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0290	P925-P015	P915-C013	f55v	f55v.8	ar	AR	P917-I0187	Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0291	P925-P015	P915-C013	f55v	f55v.8	talody	T+AL+O+D_ADDR+Y	P917-I0187	Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle.
P912-E0292	P925-P016	P915-C013	f55v	f55v.8	okar	OK+AR	P917-I0188	Von der Entnahmestelle ansetzen.
P912-E0293	P925-P016	P915-C013	f55v	f55v.8	y	Y	P917-I0189	Von der lokalen Stelle diesen Posten zugeben.
P912-E0294	P925-P016	P915-C013	f55v	f55v.9	ykaky	Y+K+A_ADDR+K+Y	P917-I0189	Von der lokalen Stelle diesen Posten zugeben.
P912-E0295	P925-P016	P915-C013	f55v	f55v.9	qokchy	OK+Y	P917-I0190	Diesen Posten ansetzen.
P912-E0296	P925-P016	P915-C013	f55v	f55v.9	okal	OK+AL	P917-I0191	Ansetzen zur Ziel- oder Anschlussstelle.
P912-E0297	P925-P017	P915-C013	f55v	f55v.9	chey	Y	P917-I0192	Nach Sollmaß diesen Posten und den Ansatz ansetzen.
P912-E0298	P925-P017	P915-C013	f55v	f55v.9	or	OR	P917-I0192	Nach Sollmaß diesen Posten und den Ansatz ansetzen.
P912-E0299	P925-P017	P915-C013	f55v	f55v.9	or	OR	P917-I0192	Nach Sollmaß diesen Posten und den Ansatz ansetzen.
P912-E0300	P925-P017	P915-C013	f55v	f55v.9	aiin	AIIN	P917-I0192	Nach Sollmaß diesen Posten und den Ansatz ansetzen.
P912-E0301	P925-P017	P915-C013	f55v	f55v.9	okaiin	OK+AIIN	P917-I0192	Nach Sollmaß diesen Posten und den Ansatz ansetzen.
P912-E0302	P925-P017	P915-C013	f55v	f55v.9	ykain	Y+K+AIN	P917-I0193	Als eine Portion diesen Posten zugeben.
P912-E0303	P925-P017	P915-C013	f55v	f55v.9	otaky	OT+A_ADDR+K+Y	P917-I0194	Danach von der lokalen Stelle diesen Posten zugeben.
P912-E0304	P925-P018	P915-C013	f55v	f55v.10	oaiin	O+AIIN	P917-I0195	Nach Sollmaß ausführen.
P912-E0305	P925-P019	P915-C013	f55v	f55v.10	ol	OL	P917-I0196	Weiter wählen.
P912-E0306	P925-P019	P915-C013	f55v	f55v.10	s	S	P917-I0196	Weiter wählen.
P912-E0307	P925-P020	P915-C013	f55v	f55v.10	aiin	AIIN	P917-I0197	Nach Sollmaß ansetzen.
P912-E0308	P925-P020	P915-C013	f55v	f55v.10	okaiin	OK+AIIN	P917-I0197	Nach Sollmaß ansetzen.
P912-E0309	P925-P020	P915-C013	f55v	f55v.10	oky	OK+Y	P917-I0198	Diesen Posten ansetzen.
P912-E0310	P925-P021	P915-C013	f55v	f55v.10	ytaiin	Y+T+AIIN	P917-I0199	Nach Sollmaß diesen Posten einstellen.
P912-E0311	P925-P022	P915-C013	f55v	f55v.10	otar	OT+AR	P917-I0200	Danach von der Entnahmestelle diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0312	P925-P022	P915-C013	f55v	f55v.10	y	Y	P917-I0200	Danach von der Entnahmestelle diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0313	P925-P022	P915-C013	f55v	f55v.10	kal	K+AL	P917-I0200	Danach von der Entnahmestelle diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P912-E0314	P925-P022	P915-C013	f55v	f55v.10	ykar	Y+K+AR	P917-I0201	Von der Entnahmestelle diesen Posten zugeben.
P912-E0315	P925-P022	P915-C013	f55v	f55v.10	ol	OL	P917-I0202	Weiter nach Sollmaß diesen Posten zugeben.
P912-E0316	P925-P022	P915-C013	f55v	f55v.11	ykaiin	Y+K+AIIN	P917-I0202	Weiter nach Sollmaß diesen Posten zugeben.
P912-E0317	P925-P023	P915-C013	f55v	f55v.11	cheoar	CH+E+O+AR	P917-I0203	Von der Entnahmestelle kurz entnehmen und ausführen.
P912-E0318	P925-P024	P915-C013	f55v	f55v.11	cheeky	CHK+EE+Y	P917-I0204	Diesen Posten länger behandeln.
P912-E0319	P925-P025	P915-C013	f55v	f55v.11	oldy	OL+DY	P917-I0205	Weiter weiterarbeiten; fertig.
P912-E0386	P925-P026	P915-C017	f56r	f56r.9	tchoky	T+OK+Y	P917-I0244	Diesen Posten einstellen und ansetzen.
P912-E0387	P925-P026	P915-C017	f56r	f56r.9	kchol	K+OL	P917-I0245	Weiter zugeben.
P912-E0388	P925-P027	P915-C017	f56r	f56r.9	shol	SH+OL	P917-I0246	Weiter halten.
P912-E0389	P925-P028	P915-C017	f56r	f56r.9	chotchey	CH+OT+CH+E+Y	P917-I0247	Danach diesen Posten kurz entnehmen.
P912-E0390	P925-P029	P915-C017	f56r	f56r.9	tchol	T+OL	P917-I0248	Weiter einstellen.
P912-E0391	P925-P029	P915-C017	f56r	f56r.10	yt	Y+T	P917-I0249	Diesen Posten einstellen.
P912-E0392	P925-P030	P915-C017	f56r	f56r.10	chor	CH+OR	P917-I0250	Den Ansatz entnehmen.
P912-E0393	P925-P030	P915-C017	f56r	f56r.10	otchy	OT+CH+Y	P917-I0251	Danach diesen Posten entnehmen.
P912-E0394	P925-P031	P915-C017	f56r	f56r.10	chok	OK	P917-I0252	Ansetzen.
P912-E0395	P925-P032	P915-C017	f56r	f56r.10	y	Y	P917-I0253	Diesen Posten einstellen.
P912-E0396	P925-P032	P915-C017	f56r	f56r.10	t	T	P917-I0253	Diesen Posten einstellen.
P912-E0397	P925-P033	P915-C017	f56r	f56r.10	chey	Y	P917-I0254	Diesen Posten kennzeichnen.
P912-E0398	P925-P033	P915-C017	f56r	f56r.10	r	R	P917-I0254	Diesen Posten kennzeichnen.
P912-E0399	P925-P034	P915-C017	f56r	f56r.10	okaiin	OK+AIIN	P917-I0255	Nach Sollmaß ansetzen.
P912-E0400	P925-P034	P915-C017	f56r	f56r.11	shy	Y	P917-I0256	Diesen Posten länger zugeben und entnehmen.
P912-E0401	P925-P034	P915-C017	f56r	f56r.11	kcheey	K+CH+EE+Y	P917-I0256	Diesen Posten länger zugeben und entnehmen.
P912-E0402	P925-P035	P915-C017	f56r	f56r.11	daiin	AIIN	P917-I0257	Weiter nach Sollmaß bereitstellen.
P912-E0403	P925-P035	P915-C017	f56r	f56r.11	cthol	CTH+OL	P917-I0257	Weiter nach Sollmaß bereitstellen.
P912-E0404	P925-P036	P915-C017	f56r	f56r.11	chos	CH+O+S	P917-I0258	Entnehmen, ausführen und wählen.
P912-E0405	P925-P037	P915-C017	f56r	f56r.11	chokor	OK+OR	P917-I0259	Den Ansatz ansetzen.
P912-E0406	P925-P038	P915-C017	f56r	f56r.12	sh	SH	P917-I0260	Halten.
P912-E0407	P925-P039	P915-C017	f56r	f56r.12	cho	HO	P917-I0261	Den Teil und diesen Posten kurz zugeben und entnehmen.
P912-E0408	P925-P039	P915-C017	f56r	f56r.12	kchey	K+CH+E+Y	P917-I0261	Den Teil und diesen Posten kurz zugeben und entnehmen.
P912-E0409	P925-P039	P915-C017	f56r	f56r.12	qokokchy	OK+OK+CH+Y	P917-I0262	Diesen Posten ansetzen und entnehmen.
P912-E0410	P925-P039	P915-C017	f56r	f56r.13	okchy	OK+Y	P917-I0263	Diesen Posten ansetzen.
P912-E0411	P925-P039	P915-C017	f56r	f56r.13	chokcheo	OK+CHEO	P917-I0264	Den Auszug ansetzen.
P912-E0412	P925-P040	P915-C017	f56r	f56r.13	kchal	K+CH+AL	P917-I0265	Zugeben und entnehmen zur Ziel- oder Anschlussstelle.
P912-E0413	P925-P041	P915-C017	f56r	f56r.14	s	S	P917-I0266	Wählen.
P912-E0414	P925-P041	P915-C017	f56r	f56r.14	chol	OL	P917-I0267	Weiter danach entnehmen.
P912-E0415	P925-P041	P915-C017	f56r	f56r.14	chotol	CH+OT+OL	P917-I0267	Weiter danach entnehmen.
P912-E0416	P925-P042	P915-C017	f56r	f56r.14	qotchy	OT+Y	P917-I0268	Danach diesen Posten einstellen, entnehmen und ausführen.
P912-E0417	P925-P042	P915-C017	f56r	f56r.15	tcho	T+CH+O	P917-I0268	Danach diesen Posten einstellen, entnehmen und ausführen.
P912-E0418	P925-P042	P915-C017	f56r	f56r.15	tchol	T+OL	P917-I0269	Weiter einstellen.
P912-E0419	P925-P043	P915-C017	f56r	f56r.15	chol	OL	P917-I0270	Weiter diesen Posten bereitstellen.
P912-E0420	P925-P043	P915-C017	f56r	f56r.15	cthy	CTH+Y	P917-I0270	Weiter diesen Posten bereitstellen.
P912-E0421	P925-P044	P915-C017	f56r	f56r.16	qotchy	OT+Y	P917-I0271	Danach aus diesem Teil diesen Posten entnehmen und ausführen.
P912-E0422	P925-P044	P915-C017	f56r	f56r.16	chody	CH+O+D_ADDR+Y	P917-I0271	Danach aus diesem Teil diesen Posten entnehmen und ausführen.
P912-E0423	P925-P045	P915-C017	f56r	f56r.16	ctho	CTH+O	P917-I0272	Bereitstellen und ausführen.
P912-E0424	P925-P045	P915-C017	f56r	f56r.16	r	R	P917-I0273	Kennzeichnen.
P912-E0425	P925-P046	P915-C017	f56r	f56r.16	chey	Y	P917-I0274	Von der Entnahmestelle diesen Posten zugeben und entnehmen mit g-Zeichen.
P912-E0426	P925-P046	P915-C017	f56r	f56r.16	kcharg	K+CH+AR+LOCAL_CHAR_G	P917-I0274	Von der Entnahmestelle diesen Posten zugeben und entnehmen mit g-Zeichen.
P912-E0427	P925-P046	P915-C017	f56r	f56r.17	chokeey	OK+EE+Y	P917-I0275	Diesen Posten länger ansetzen.
P912-E0428	P925-P046	P915-C017	f56r	f56r.17	qokcheey	OK+CH+EE+Y	P917-I0276	Diesen Posten länger ansetzen und entnehmen.
P912-E0429	P925-P047	P915-C017	f56r	f56r.17	schey	S+CH+E+Y	P917-I0277	Diesen Posten kurz wählen und entnehmen.
P912-E0430	P925-P048	P915-C017	f56r	f56r.17	d	D_ADDR	P917-I0278	Aus diesem Teil nach Sollmaß diesen Posten halten und ausführen.
P912-E0431	P925-P048	P915-C017	f56r	f56r.17	aiin	AIIN	P917-I0278	Aus diesem Teil nach Sollmaß diesen Posten halten und ausführen.
P912-E0432	P925-P048	P915-C017	f56r	f56r.17	dy	Y	P917-I0278	Aus diesem Teil nach Sollmaß diesen Posten halten und ausführen.
P912-E0433	P925-P048	P915-C017	f56r	f56r.18	sho	SH+O	P917-I0278	Aus diesem Teil nach Sollmaß diesen Posten halten und ausführen.
P912-E0434	P925-P049	P915-C017	f56r	f56r.18	chokchy	OK+CH+Y	P917-I0279	Diesen Posten ansetzen und entnehmen.
P912-E0435	P925-P049	P915-C017	f56r	f56r.18	kchoar	K+CH+O+AR	P917-I0280	Von der Entnahmestelle zugeben, entnehmen und ausführen.
P912-E0436	P925-P050	P915-C017	f56r	f56r.18	sotodan	S+OT+O+D_ADDR+AN	P917-I0281	Danach aus diesem Teil wählen und ausführen.
P912-E0437	P925-P051	P915-C017	f56r	f56r.19	otchey	OT+Y	P917-I0282	Danach weiter diesen Posten kurz zugeben.
P912-E0438	P925-P051	P915-C017	f56r	f56r.19	keol	K+E+OL	P917-I0282	Danach weiter diesen Posten kurz zugeben.
P912-E0439	P925-P052	P915-C017	f56r	f56r.19	daiin	AIIN	P917-I0283	Nach Sollmaß weiterarbeiten.
P912-E0040	P925-P053	P915-C002	f10r	f10r.5	qokchy	OK+Y	P917-I0027	Diesen Posten ansetzen.
P912-E0041	P925-P054	P915-C002	f10r	f10r.5	qotchol	OT+CH+OL	P917-I0028	Danach weiter entnehmen.
P912-E0042	P925-P055	P915-C002	f10r	f10r.5	chol	OL	P917-I0029	Weiter diesen Posten bereitstellen.
P912-E0043	P925-P055	P915-C002	f10r	f10r.5	cthy	CTH+Y	P917-I0029	Weiter diesen Posten bereitstellen.
P912-E0044	P925-P055	P915-C002	f10r	f10r.6	ycheor	Y+CHEO+R	P917-I0030	Diesen Posten und den Auszug kennzeichnen.
P912-E0045	P925-P055	P915-C002	f10r	f10r.6	cthy	CTH+Y	P917-I0031	Diesen Posten bereitstellen.
P912-E0046	P925-P056	P915-C002	f10r	f10r.6	chor	CH+OR	P917-I0032	Den Ansatz entnehmen.
P912-E0047	P925-P057	P915-C002	f10r	f10r.6	cthaiin	CTH+AIIN	P917-I0033	Nach Sollmaß bereitstellen.
P912-E0048	P925-P057	P915-C002	f10r	f10r.6	qoctholy	CARRIER_Q+O+CTH+OL+Y	P917-I0034	Weiter diesen Posten ausführen und bereitstellen unter q-Träger.
P912-E0049	P925-P058	P915-C002	f10r	f10r.6	dy	Y	P917-I0035	Nach Sollmaß diesen Posten einstellen.
P912-E0050	P925-P058	P915-C002	f10r	f10r.6	chy	Y	P917-I0035	Nach Sollmaß diesen Posten einstellen.
P912-E0051	P925-P058	P915-C002	f10r	f10r.6	taiin	T+AIIN	P917-I0035	Nach Sollmaß diesen Posten einstellen.
P912-E0052	P925-P059	P915-C002	f10r	f10r.6	shy	Y	P917-I0036	Weiter aus diesem Teil diesen Posten ansetzen.
P912-E0053	P925-P059	P915-C002	f10r	f10r.7	dchy	D_ADDR+Y	P917-I0036	Weiter aus diesem Teil diesen Posten ansetzen.
P912-E0054	P925-P059	P915-C002	f10r	f10r.7	qokchol	OK+OL	P917-I0036	Weiter aus diesem Teil diesen Posten ansetzen.
P912-E0055	P925-P059	P915-C002	f10r	f10r.7	y	Y	P917-I0037	Nach Sollmaß diesen Posten zugeben und entnehmen.
P912-E0056	P925-P059	P915-C002	f10r	f10r.7	kchaiin	K+CH+AIIN	P917-I0037	Nach Sollmaß diesen Posten zugeben und entnehmen.
P912-E0057	P925-P060	P915-C002	f10r	f10r.7	yty	Y+T+Y	P917-I0038	Diesen Posten einstellen.
P912-E0058	P925-P061	P915-C002	f10r	f10r.7	daiin	AIIN	P917-I0039	Nach Sollmaß bereitstellen.
P912-E0059	P925-P061	P915-C002	f10r	f10r.7	cth	CTH	P917-I0039	Nach Sollmaß bereitstellen.
P912-E0060	P925-P062	P915-C002	f10r	f10r.7	dain	AIN	P917-I0040	Danach aus diesem Teil als eine Portion den Ansatz entnehmen entlang des Laufs zur Innenstelle.
P912-E0061	P925-P062	P915-C002	f10r	f10r.7	dair	D_ADDR+AIR	P917-I0040	Danach aus diesem Teil als eine Portion den Ansatz entnehmen entlang des Laufs zur Innenstelle.
P912-E0062	P925-P062	P915-C002	f10r	f10r.7	am	AM_ADDR	P917-I0040	Danach aus diesem Teil als eine Portion den Ansatz entnehmen entlang des Laufs zur Innenstelle.
P912-E0063	P925-P062	P915-C002	f10r	f10r.8	qotchor	OT+CH+OR	P917-I0040	Danach aus diesem Teil als eine Portion den Ansatz entnehmen entlang des Laufs zur Innenstelle.
P912-E0064	P925-P062	P915-C002	f10r	f10r.8	chor	CH+OR	P917-I0041	Den Ansatz entnehmen.
P912-E0065	P925-P063	P915-C002	f10r	f10r.8	otol	OT+OL	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0066	P925-P063	P915-C002	f10r	f10r.8	chol	OL	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0067	P925-P063	P915-C002	f10r	f10r.8	cholor	OL+OR	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0068	P925-P063	P915-C002	f10r	f10r.8	chol	OL	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0069	P925-P063	P915-C002	f10r	f10r.8	daiin	AIIN	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0070	P925-P063	P915-C002	f10r	f10r.8	dar	D_ADDR+AR	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0071	P925-P063	P915-C002	f10r	f10r.9	oykchor	O+Y+K+CH+OR	P917-I0042	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P912-E0072	P925-P064	P915-C002	f10r	f10r.9	shor	SH+OR	P917-I0043	Den Ansatz halten.
P912-E0073	P925-P065	P915-C002	f10r	f10r.9	chor	CH+OR	P917-I0044	Den Ansatz entnehmen.
P912-E0074	P925-P066	P915-C002	f10r	f10r.9	chy	Y	P917-I0045	Von der lokalen Stelle auf der angegebenen Stufe diesen Posten zugeben mit i-Zeichen.
P912-E0075	P925-P066	P915-C002	f10r	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	P917-I0045	Von der lokalen Stelle auf der angegebenen Stufe diesen Posten zugeben mit i-Zeichen.
P912-E0076	P925-P067	P915-C002	f10r	f10r.9	dy	Y	P917-I0046	Aus diesem Teil nach Sollmaß diesen Posten entnehmen und ausführen.
P912-E0077	P925-P067	P915-C002	f10r	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	P917-I0046	Aus diesem Teil nach Sollmaß diesen Posten entnehmen und ausführen.
P912-E0078	P925-P067	P915-C002	f10r	f10r.10	oqotor	O+OT+OR	P917-I0047	Danach den Ansatz ausführen.
P912-E0079	P925-P068	P915-C002	f10r	f10r.10	otor	OT+OR	P917-I0048	Danach den Ansatz und diesen Posten trennen.
P912-E0080	P925-P068	P915-C002	f10r	f10r.10	cfhy	CFH+Y	P917-I0048	Danach den Ansatz und diesen Posten trennen.
P912-E0081	P925-P069	P915-C002	f10r	f10r.10	cthor	CTH+OR	P917-I0049	Den Ansatz bereitstellen.
P912-E0082	P925-P070	P915-C002	f10r	f10r.10	osain	O+S+AIN	P917-I0050	Als eine Portion ausführen und wählen.
P912-E0083	P925-P070	P915-C002	f10r	f10r.10	ytoiin	Y+T+O+IIN	P917-I0051	Auf der angegebenen Stufe diesen Posten einstellen und ausführen.
P912-E0084	P925-P071	P915-C002	f10r	f10r.11	otchoshor	OT+CH+O+SH+OR	P917-I0052	Danach den Ansatz entnehmen, ausführen und halten.
P912-E0085	P925-P071	P915-C002	f10r	f10r.11	qoty	OT+Y	P917-I0053	Danach aus diesem Teil diesen Posten und den Ansatz bereitstellen.
P912-E0086	P925-P071	P915-C002	f10r	f10r.11	qotor	OT+OR	P917-I0053	Danach aus diesem Teil diesen Posten und den Ansatz bereitstellen.
P912-E0087	P925-P071	P915-C002	f10r	f10r.11	cthyd	CTH+Y+D_ADDR	P917-I0053	Danach aus diesem Teil diesen Posten und den Ansatz bereitstellen.
P912-E0088	P925-P072	P915-C002	f10r	f10r.11	otar	OT+AR	P917-I0054	Danach von der Entnahmestelle aus diesem Teil nach Sollmaß ausführen.
P912-E0089	P925-P072	P915-C002	f10r	f10r.12	odaiin	O+D_ADDR+AIIN	P917-I0054	Danach von der Entnahmestelle aus diesem Teil nach Sollmaß ausführen.
P912-E0090	P925-P073	P915-C002	f10r	f10r.12	daiin	AIIN	P917-I0055	Danach nach Sollmaß diesen Posten und den Ansatz weiterarbeiten.
P912-E0091	P925-P073	P915-C002	f10r	f10r.12	qotchy	OT+Y	P917-I0055	Danach nach Sollmaß diesen Posten und den Ansatz weiterarbeiten.
P912-E0092	P925-P073	P915-C002	f10r	f10r.12	qotor	OT+OR	P917-I0055	Danach nach Sollmaß diesen Posten und den Ansatz weiterarbeiten.
P912-E0100	P925-P074	P915-C004	f11r	f11r.1	shoyty	SH+O+Y+T+Y	P917-I0063	Diesen Posten halten, ausführen und einstellen.
P912-E0101	P925-P074	P915-C004	f11r	f11r.2	socthody	S+O+CTH+O+D_ADDR+Y	P917-I0064	Aus diesem Teil diesen Posten wählen, ausführen, bereitstellen und ausführen.
P912-E0102	P925-P075	P915-C004	f11r	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	P917-I0065	Aus diesem Teil den Ansatz ausführen unter q-Träger.
P912-E0103	P925-P076	P915-C004	f11r	f11r.2	y	Y	P917-I0066	Diesen Posten zugeben und halten.
P912-E0104	P925-P076	P915-C004	f11r	f11r.2	kshy	K+SH+Y	P917-I0066	Diesen Posten zugeben und halten.
P912-E0105	P925-P077	P915-C004	f11r	f11r.2	daiin	AIIN	P917-I0067	Nach Sollmaß diesen Posten einstellen.
P912-E0106	P925-P077	P915-C004	f11r	f11r.2	ytchy	Y+T+Y	P917-I0067	Nach Sollmaß diesen Posten einstellen.
P912-E0107	P925-P078	P915-C004	f11r	f11r.2	ytchoky	Y+T+OK+Y	P917-I0068	Diesen Posten einstellen und ansetzen.
P912-E0108	P925-P078	P915-C004	f11r	f11r.2	kchol	K+OL	P917-I0069	Weiter zugeben.
P912-E0109	P925-P079	P915-C004	f11r	f11r.2	daiin	AIIN	P917-I0070	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0110	P925-P079	P915-C004	f11r	f11r.3	qoty	OT+Y	P917-I0070	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0111	P925-P079	P915-C004	f11r	f11r.3	chol	OL	P917-I0070	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0112	P925-P079	P915-C004	f11r	f11r.3	cthy	CTH+Y	P917-I0070	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P912-E0113	P925-P080	P915-C004	f11r	f11r.3	dor	D_ADDR+OR	P917-I0071	Aus diesem Teil den Ansatz und diesen Posten zugeben und entnehmen.
P912-E0114	P925-P080	P915-C004	f11r	f11r.3	ykychy	Y+K+Y+CH+Y	P917-I0071	Aus diesem Teil den Ansatz und diesen Posten zugeben und entnehmen.
P912-E0115	P925-P081	P915-C004	f11r	f11r.3	choty	CH+OT+Y	P917-I0072	Danach diesen Posten entnehmen.
P912-E0116	P925-P081	P915-C004	f11r	f11r.3	dain	AIN	P917-I0073	Als eine Portion nach Sollmaß entnehmen.
P912-E0117	P925-P081	P915-C004	f11r	f11r.3	chaiin	CH+AIIN	P917-I0073	Als eine Portion nach Sollmaß entnehmen.
P912-E0118	P925-P082	P915-C004	f11r	f11r.3	daiin	AIIN	P917-I0074	Aus diesem Teil nach Sollmaß ausführen.
P912-E0119	P925-P082	P915-C004	f11r	f11r.3	dod	D_ADDR+O+D_ADDR	P917-I0074	Aus diesem Teil nach Sollmaß ausführen.
P912-E0120	P925-P083	P915-C004	f11r	f11r.4	dchol	D_ADDR+OL	P917-I0075	Weiter aus diesem Teil diesen Posten zugeben.
P912-E0121	P925-P083	P915-C004	f11r	f11r.4	chy	Y	P917-I0075	Weiter aus diesem Teil diesen Posten zugeben.
P912-E0122	P925-P083	P915-C004	f11r	f11r.4	kchy	K+Y	P917-I0075	Weiter aus diesem Teil diesen Posten zugeben.
P912-E0123	P925-P084	P915-C004	f11r	f11r.4	dy	Y	P917-I0076	Weiter nach Sollmaß diesen Posten einstellen.
P912-E0124	P925-P084	P915-C004	f11r	f11r.4	daiin	AIIN	P917-I0076	Weiter nach Sollmaß diesen Posten einstellen.
P912-E0125	P925-P084	P915-C004	f11r	f11r.5	tchol	T+OL	P917-I0076	Weiter nach Sollmaß diesen Posten einstellen.
P912-E0126	P925-P085	P915-C004	f11r	f11r.5	shor	SH+OR	P917-I0077	Den Ansatz halten.
