phase_id	ranked_clause	clause_id	physical_page	register	phase_order	phase_type	instruction_ids	instructions	start_event	end_event	component_sequence	natural_phase_de
P925-P016	1	P915-C013	f55v	HERBAL	16	PREPARE	P917-I0188|P917-I0189|P917-I0190|P917-I0191	4	P912-E0292	P912-E0296	OK+AR | Y | Y+K+A_ADDR+K+Y | OK+Y | OK+AL	Dann nimm den aktuellen Posten von der Entnahmestelle von der lokalen Stelle in Arbeit: setze an (3×) und gib zu (2×). Führe ihn zur Ziel- oder Anschlussstelle.
P925-P017	1	P915-C013	f55v	HERBAL	17	PREPARE	P917-I0192|P917-I0193|P917-I0194	3	P912-E0297	P912-E0303	Y | OR | OR | AIIN | OK+AIIN | Y+K+AIN | OT+A_ADDR+K+Y	Dann nimm den aktuellen Posten und den Ansatz von der lokalen Stelle nach Sollmaß als Portion in Arbeit: setze an und gib zu (2×).
P925-P018	1	P915-C013	f55v	HERBAL	18	EXECUTE	P917-I0195	1	P912-E0304	P912-E0304	O+AIIN	Dann nimm den bezeichneten Arbeitsgang nach Sollmaß in Arbeit: führe den Gang aus.
P925-P019	1	P915-C013	f55v	HERBAL	19	SELECT	P917-I0196	1	P912-E0305	P912-E0306	OL | S	Dann nimm den bezeichneten Arbeitsgang in Arbeit: wähle aus.
P925-P020	1	P915-C013	f55v	HERBAL	20	PREPARE	P917-I0197|P917-I0198	2	P912-E0307	P912-E0309	AIIN | OK+AIIN | OK+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: setze an (2×).
P925-P021	1	P915-C013	f55v	HERBAL	21	EXECUTE	P917-I0199	1	P912-E0310	P912-E0310	Y+T+AIIN	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle ein.
P925-P022	1	P915-C013	f55v	HERBAL	22	PREPARE	P917-I0200|P917-I0201|P917-I0202	3	P912-E0311	P912-E0316	OT+AR | Y | K+AL | Y+K+AR | OL | Y+K+AIIN	Dann nimm den aktuellen Posten von der Entnahmestelle nach Sollmaß in Arbeit: gib zu (3×). Führe ihn zur Ziel- oder Anschlussstelle.
P925-P023	1	P915-C013	f55v	HERBAL	23	EXECUTE	P917-I0203	1	P912-E0317	P912-E0317	CH+E+O+AR	Dann nimm den bezeichneten Arbeitsgang von der Entnahmestelle in Arbeit: entnimm und führe den Gang aus. Arbeite kurz.
P925-P024	1	P915-C013	f55v	HERBAL	24	CONDITION	P917-I0204	1	P912-E0318	P912-E0318	CHK+EE+Y	Dann nimm den aktuellen Posten in Arbeit: behandle. Arbeite länger.
P925-P025	1	P915-C013	f55v	HERBAL	25	CONTEXT	P917-I0205	1	P912-E0319	P912-E0319	OL+DY	Dann nimm den bezeichneten Arbeitsgang in Arbeit: arbeite damit weiter. Schließe den Schritt.
P925-P026	2	P915-C017	f56r	HERBAL	1	PREPARE	P917-I0244|P917-I0245	2	P912-E0386	P912-E0387	T+OK+Y | K+OL	Dann nimm den aktuellen Posten in Arbeit: stelle ein, setze an und gib zu.
P925-P027	2	P915-C017	f56r	HERBAL	2	CONDITION	P917-I0246	1	P912-E0388	P912-E0388	SH+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: halte.
P925-P028	2	P915-C017	f56r	HERBAL	3	SELECT	P917-I0247	1	P912-E0389	P912-E0389	CH+OT+CH+E+Y	Dann nimm den aktuellen Posten in Arbeit: entnimm (2×). Arbeite kurz.
P925-P029	2	P915-C017	f56r	HERBAL	4	EXECUTE	P917-I0248|P917-I0249	2	P912-E0390	P912-E0391	T+OL | Y+T	Dann nimm den aktuellen Posten in Arbeit: stelle ein (2×).
P925-P030	2	P915-C017	f56r	HERBAL	5	SELECT	P917-I0250|P917-I0251	2	P912-E0392	P912-E0393	CH+OR | OT+CH+Y	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: entnimm (2×).
P925-P031	2	P915-C017	f56r	HERBAL	6	PREPARE	P917-I0252	1	P912-E0394	P912-E0394	OK	Dann nimm den bezeichneten Arbeitsgang in Arbeit: setze an.
P925-P032	2	P915-C017	f56r	HERBAL	7	EXECUTE	P917-I0253	1	P912-E0395	P912-E0396	Y | T	Dann nimm den aktuellen Posten in Arbeit: stelle ein.
P925-P033	2	P915-C017	f56r	HERBAL	8	CONDITION	P917-I0254	1	P912-E0397	P912-E0398	Y | R	Dann nimm den aktuellen Posten in Arbeit: kennzeichne.
P925-P034	2	P915-C017	f56r	HERBAL	9	PREPARE	P917-I0255|P917-I0256	2	P912-E0399	P912-E0401	OK+AIIN | Y | K+CH+EE+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: setze an, gib zu und entnimm. Arbeite länger.
P925-P035	2	P915-C017	f56r	HERBAL	10	CONDITION	P917-I0257	1	P912-E0402	P912-E0403	AIIN | CTH+OL	Dann nimm den bezeichneten Arbeitsgang nach Sollmaß in Arbeit: stelle bereit.
P925-P036	2	P915-C017	f56r	HERBAL	11	EXECUTE	P917-I0258	1	P912-E0404	P912-E0404	CH+O+S	Dann nimm den bezeichneten Arbeitsgang in Arbeit: entnimm, führe den Gang aus und wähle aus.
P925-P037	2	P915-C017	f56r	HERBAL	12	PREPARE	P917-I0259	1	P912-E0405	P912-E0405	OK+OR	Dann nimm den Ansatz in Arbeit: setze an.
P925-P038	2	P915-C017	f56r	HERBAL	13	CONDITION	P917-I0260	1	P912-E0406	P912-E0406	SH	Dann nimm den bezeichneten Arbeitsgang in Arbeit: halte.
P925-P039	2	P915-C017	f56r	HERBAL	14	PREPARE	P917-I0261|P917-I0262|P917-I0263|P917-I0264	4	P912-E0407	P912-E0411	HO | K+CH+E+Y | OK+OK+CH+Y | OK+Y | OK+CHEO	Dann nimm den Teil, den aktuellen Posten und den Auszug in Arbeit: gib zu, entnimm (2×) und setze an (4×). Arbeite kurz.
P925-P040	2	P915-C017	f56r	HERBAL	15	PREPARE	P917-I0265	1	P912-E0412	P912-E0412	K+CH+AL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: gib zu und entnimm. Führe ihn zur Ziel- oder Anschlussstelle.
P925-P041	2	P915-C017	f56r	HERBAL	16	SELECT	P917-I0266|P917-I0267	2	P912-E0413	P912-E0415	S | OL | CH+OT+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: wähle aus und entnimm.
P925-P042	2	P915-C017	f56r	HERBAL	17	EXECUTE	P917-I0268|P917-I0269	2	P912-E0416	P912-E0418	OT+Y | T+CH+O | T+OL	Dann nimm den aktuellen Posten in Arbeit: stelle ein (2×), entnimm und führe den Gang aus.
P925-P043	2	P915-C017	f56r	HERBAL	18	CONDITION	P917-I0270	1	P912-E0419	P912-E0420	OL | CTH+Y	Dann nimm den aktuellen Posten in Arbeit: stelle bereit.
P925-P044	2	P915-C017	f56r	HERBAL	19	EXECUTE	P917-I0271	1	P912-E0421	P912-E0422	OT+Y | CH+O+D_ADDR+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: entnimm und führe den Gang aus.
P925-P045	2	P915-C017	f56r	HERBAL	20	CONDITION	P917-I0272|P917-I0273	2	P912-E0423	P912-E0424	CTH+O | R	Dann nimm den bezeichneten Arbeitsgang in Arbeit: stelle bereit, führe den Gang aus und kennzeichne.
P925-P046	2	P915-C017	f56r	HERBAL	21	PREPARE	P917-I0274|P917-I0275|P917-I0276	3	P912-E0425	P912-E0428	Y | K+CH+AR+LOCAL_CHAR_G | OK+EE+Y | OK+CH+EE+Y	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: gib zu, entnimm (2×) und setze an (2×). Arbeite länger.
P925-P047	2	P915-C017	f56r	HERBAL	22	SELECT	P917-I0277	1	P912-E0429	P912-E0429	S+CH+E+Y	Dann nimm den aktuellen Posten in Arbeit: wähle aus und entnimm. Arbeite kurz.
P925-P048	2	P915-C017	f56r	HERBAL	23	CONDITION	P917-I0278	1	P912-E0430	P912-E0433	D_ADDR | AIIN | Y | SH+O	Dann nimm den aktuellen Posten aus dem bezeichneten Teil nach Sollmaß in Arbeit: halte und führe den Gang aus.
P925-P049	2	P915-C017	f56r	HERBAL	24	PREPARE	P917-I0279|P917-I0280	2	P912-E0434	P912-E0435	OK+CH+Y | K+CH+O+AR	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: setze an, entnimm (2×), gib zu und führe den Gang aus.
P925-P050	2	P915-C017	f56r	HERBAL	25	EXECUTE	P917-I0281	1	P912-E0436	P912-E0436	S+OT+O+D_ADDR+AN	Dann nimm den bezeichneten Arbeitsgang aus dem bezeichneten Teil in Arbeit: wähle aus und führe den Gang aus.
P925-P051	2	P915-C017	f56r	HERBAL	26	PREPARE	P917-I0282	1	P912-E0437	P912-E0438	OT+Y | K+E+OL	Dann nimm den aktuellen Posten in Arbeit: gib zu. Arbeite kurz.
P925-P052	2	P915-C017	f56r	HERBAL	27	CONTEXT	P917-I0283	1	P912-E0439	P912-E0439	AIIN	Dann nimm den bezeichneten Arbeitsgang nach Sollmaß in Arbeit: arbeite damit weiter.
P925-P053	3	P915-C002	f10r	HERBAL	1	PREPARE	P917-I0027	1	P912-E0040	P912-E0040	OK+Y	Nimm den aktuellen Posten in Arbeit: setze an.
P925-P054	3	P915-C002	f10r	HERBAL	2	SELECT	P917-I0028	1	P912-E0041	P912-E0041	OT+CH+OL	Dann nimm den bezeichneten Arbeitsgang in Arbeit: entnimm.
P925-P055	3	P915-C002	f10r	HERBAL	3	CONDITION	P917-I0029|P917-I0030|P917-I0031	3	P912-E0042	P912-E0045	OL | CTH+Y | Y+CHEO+R | CTH+Y	Dann nimm den aktuellen Posten und den Auszug in Arbeit: stelle bereit (2×) und kennzeichne.
P925-P056	3	P915-C002	f10r	HERBAL	4	SELECT	P917-I0032	1	P912-E0046	P912-E0046	CH+OR	Dann nimm den Ansatz in Arbeit: entnimm.
P925-P057	3	P915-C002	f10r	HERBAL	5	CONDITION	P917-I0033|P917-I0034	2	P912-E0047	P912-E0048	CTH+AIIN | CARRIER_Q+O+CTH+OL+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle bereit (2×) und führe den Gang aus.
P925-P058	3	P915-C002	f10r	HERBAL	6	EXECUTE	P917-I0035	1	P912-E0049	P912-E0051	Y | Y | T+AIIN	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle ein.
P925-P059	3	P915-C002	f10r	HERBAL	7	PREPARE	P917-I0036|P917-I0037	2	P912-E0052	P912-E0056	Y | D_ADDR+Y | OK+OL | Y | K+CH+AIIN	Dann nimm den aktuellen Posten aus dem bezeichneten Teil nach Sollmaß in Arbeit: setze an, gib zu und entnimm.
P925-P060	3	P915-C002	f10r	HERBAL	8	EXECUTE	P917-I0038	1	P912-E0057	P912-E0057	Y+T+Y	Dann nimm den aktuellen Posten in Arbeit: stelle ein.
P925-P061	3	P915-C002	f10r	HERBAL	9	CONDITION	P917-I0039	1	P912-E0058	P912-E0059	AIIN | CTH	Dann nimm den bezeichneten Arbeitsgang nach Sollmaß in Arbeit: stelle bereit.
P925-P062	3	P915-C002	f10r	HERBAL	10	SELECT	P917-I0040|P917-I0041	2	P912-E0060	P912-E0064	AIN | D_ADDR+AIR | AM_ADDR | OT+CH+OR | CH+OR	Dann nimm den Ansatz aus dem bezeichneten Teil als Portion in Arbeit: entnimm (2×). Führe ihn entlang des Laufs und zur Innenstelle.
P925-P063	3	P915-C002	f10r	HERBAL	11	PREPARE	P917-I0042	1	P912-E0065	P912-E0071	OT+OL | OL | OL+OR | OL | AIIN | D_ADDR+AR | O+Y+K+CH+OR	Dann nimm den Ansatz und den aktuellen Posten aus dem bezeichneten Teil von der Entnahmestelle nach Sollmaß in Arbeit: führe den Gang aus, gib zu und entnimm.
P925-P064	3	P915-C002	f10r	HERBAL	12	CONDITION	P917-I0043	1	P912-E0072	P912-E0072	SH+OR	Dann nimm den Ansatz in Arbeit: halte.
P925-P065	3	P915-C002	f10r	HERBAL	13	SELECT	P917-I0044	1	P912-E0073	P912-E0073	CH+OR	Dann nimm den Ansatz in Arbeit: entnimm.
P925-P066	3	P915-C002	f10r	HERBAL	14	PREPARE	P917-I0045	1	P912-E0074	P912-E0075	Y | K+A_ADDR+LOCAL_CHAR_I+IIN	Dann nimm den aktuellen Posten von der lokalen Stelle auf der angegebenen Stufe in Arbeit: gib zu.
P925-P067	3	P915-C002	f10r	HERBAL	15	EXECUTE	P917-I0046|P917-I0047	2	P912-E0076	P912-E0078	Y | CH+O+D_ADDR+AIIN | O+OT+OR	Dann nimm den aktuellen Posten und den Ansatz aus dem bezeichneten Teil nach Sollmaß in Arbeit: entnimm und führe den Gang aus (2×).
P925-P068	3	P915-C002	f10r	HERBAL	16	TRANSFER	P917-I0048	1	P912-E0079	P912-E0080	OT+OR | CFH+Y	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: trenne.
P925-P069	3	P915-C002	f10r	HERBAL	17	CONDITION	P917-I0049	1	P912-E0081	P912-E0081	CTH+OR	Dann nimm den Ansatz in Arbeit: stelle bereit.
P925-P070	3	P915-C002	f10r	HERBAL	18	EXECUTE	P917-I0050|P917-I0051	2	P912-E0082	P912-E0083	O+S+AIN | Y+T+O+IIN	Dann nimm den aktuellen Posten als Portion auf der angegebenen Stufe in Arbeit: führe den Gang aus (2×), wähle aus und stelle ein.
P925-P071	3	P915-C002	f10r	HERBAL	19	CONDITION	P917-I0052|P917-I0053	2	P912-E0084	P912-E0087	OT+CH+O+SH+OR | OT+Y | OT+OR | CTH+Y+D_ADDR	Dann nimm den Ansatz und den aktuellen Posten aus dem bezeichneten Teil in Arbeit: entnimm, führe den Gang aus, halte und stelle bereit.
P925-P072	3	P915-C002	f10r	HERBAL	20	EXECUTE	P917-I0054	1	P912-E0088	P912-E0089	OT+AR | O+D_ADDR+AIIN	Dann nimm den bezeichneten Arbeitsgang von der Entnahmestelle aus dem bezeichneten Teil nach Sollmaß in Arbeit: führe den Gang aus.
P925-P073	3	P915-C002	f10r	HERBAL	21	CONTEXT	P917-I0055	1	P912-E0090	P912-E0092	AIIN | OT+Y | OT+OR	Dann nimm den aktuellen Posten und den Ansatz nach Sollmaß in Arbeit: arbeite damit weiter.
P925-P074	4	P915-C004	f11r	HERBAL	1	CONDITION	P917-I0063|P917-I0064	2	P912-E0100	P912-E0101	SH+O+Y+T+Y | S+O+CTH+O+D_ADDR+Y	Nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: halte, führe den Gang aus (3×), stelle ein, wähle aus und stelle bereit.
P925-P075	4	P915-C004	f11r	HERBAL	2	EXECUTE	P917-I0065	1	P912-E0102	P912-E0102	CARRIER_Q+O+D_ADDR+OR	Dann nimm den Ansatz aus dem bezeichneten Teil in Arbeit: führe den Gang aus.
P925-P076	4	P915-C004	f11r	HERBAL	3	CONDITION	P917-I0066	1	P912-E0103	P912-E0104	Y | K+SH+Y	Dann nimm den aktuellen Posten in Arbeit: gib zu und halte.
P925-P077	4	P915-C004	f11r	HERBAL	4	EXECUTE	P917-I0067	1	P912-E0105	P912-E0106	AIIN | Y+T+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle ein.
P925-P078	4	P915-C004	f11r	HERBAL	5	PREPARE	P917-I0068|P917-I0069	2	P912-E0107	P912-E0108	Y+T+OK+Y | K+OL	Dann nimm den aktuellen Posten in Arbeit: stelle ein, setze an und gib zu.
P925-P079	4	P915-C004	f11r	HERBAL	6	CONDITION	P917-I0070	1	P912-E0109	P912-E0112	AIIN | OT+Y | OL | CTH+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle bereit.
P925-P080	4	P915-C004	f11r	HERBAL	7	PREPARE	P917-I0071	1	P912-E0113	P912-E0114	D_ADDR+OR | Y+K+Y+CH+Y	Dann nimm den Ansatz und den aktuellen Posten aus dem bezeichneten Teil in Arbeit: gib zu und entnimm.
P925-P081	4	P915-C004	f11r	HERBAL	8	SELECT	P917-I0072|P917-I0073	2	P912-E0115	P912-E0117	CH+OT+Y | AIN | CH+AIIN	Dann nimm den aktuellen Posten als Portion nach Sollmaß in Arbeit: entnimm (2×).
P925-P082	4	P915-C004	f11r	HERBAL	9	EXECUTE	P917-I0074	1	P912-E0118	P912-E0119	AIIN | D_ADDR+O+D_ADDR	Dann nimm den bezeichneten Arbeitsgang aus dem bezeichneten Teil nach Sollmaß in Arbeit: führe den Gang aus.
P925-P083	4	P915-C004	f11r	HERBAL	10	PREPARE	P917-I0075	1	P912-E0120	P912-E0122	D_ADDR+OL | Y | K+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: gib zu.
P925-P084	4	P915-C004	f11r	HERBAL	11	EXECUTE	P917-I0076	1	P912-E0123	P912-E0125	Y | AIIN | T+OL	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle ein.
P925-P085	4	P915-C004	f11r	HERBAL	12	CONDITION	P917-I0077|P917-I0078	2	P912-E0126	P912-E0127	SH+OR | SH+OR	Dann nimm den Ansatz in Arbeit: halte (2×).
P925-P086	4	P915-C004	f11r	HERBAL	13	PREPARE	P917-I0079	1	P912-E0128	P912-E0128	D_ADDR+K+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: gib zu.
P925-P087	4	P915-C004	f11r	HERBAL	14	CONDITION	P917-I0080	1	P912-E0129	P912-E0131	Y | AIIN | CTH+Y	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: stelle bereit.
P925-P088	4	P915-C004	f11r	HERBAL	15	EXECUTE	P917-I0081|P917-I0082	2	P912-E0132	P912-E0136	D_ADDR | Y | CH+O+D_ADDR+L | AIIN | O+D_ADDR+L	Dann nimm den aktuellen Posten aus dem bezeichneten Teil nach Sollmaß in Arbeit: entnimm und führe den Gang aus (2×). Führe ihn in den nächsten Lauf.
P925-P089	4	P915-C004	f11r	HERBAL	16	SELECT	P917-I0083|P917-I0084	2	P912-E0137	P912-E0141	D_ADDR | S | Y | OT+OL | CH+AIIN	Dann nimm den aktuellen Posten aus dem bezeichneten Teil nach Sollmaß in Arbeit: wähle aus und entnimm.
P925-P090	4	P915-C004	f11r	HERBAL	17	PREPARE	P917-I0085	1	P912-E0142	P912-E0142	Y+K+CH+OR	Dann nimm den aktuellen Posten und den Ansatz in Arbeit: gib zu und entnimm.
P925-P091	4	P915-C004	f11r	HERBAL	18	EXECUTE	P917-I0086	1	P912-E0143	P912-E0144	D_ADDR+AIR | CH+O+D_ADDR+Y	Dann nimm den aktuellen Posten aus dem bezeichneten Teil in Arbeit: entnimm und führe den Gang aus. Führe ihn entlang des Laufs.
P925-P092	4	P915-C004	f11r	HERBAL	19	CONDITION	P917-I0087	1	P912-E0145	P912-E0145	CTH+Y	Dann nimm den aktuellen Posten in Arbeit: stelle bereit.
P925-P093	4	P915-C004	f11r	HERBAL	20	SELECT	P917-I0088	1	P912-E0146	P912-E0146	S	Dann nimm den bezeichneten Arbeitsgang in Arbeit: wähle aus.
P925-P094	4	P915-C004	f11r	HERBAL	21	PREPARE	P917-I0089	1	P912-E0147	P912-E0149	AIIN | OT+Y | OK+OL	Dann nimm den aktuellen Posten nach Sollmaß in Arbeit: setze an.
P925-P095	4	P915-C004	f11r	HERBAL	22	CONDITION	P917-I0090	1	P912-E0150	P912-E0150	CTH+Y	Dann nimm den aktuellen Posten in Arbeit: stelle bereit.
P925-P096	4	P915-C004	f11r	HERBAL	23	CONTEXT	P917-I0091	1	P912-E0151	P912-E0151	Y	Dann nimm den aktuellen Posten in Arbeit: arbeite damit weiter.
P925-P097	5	P915-C055	f75r	BIOLOGICAL	1	CONDITION	P917-I0407	1	P912-E0606	P912-E0607	OL | SH+E+Y	Dann nimm den aktuellen Posten in Arbeit: halte. Arbeite kurz.
P925-P098	5	P915-C055	f75r	BIOLOGICAL	2	PREPARE	P917-I0408	1	P912-E0608	P912-E0608	OK+Y	Dann nimm den aktuellen Posten in Arbeit: setze an.
P925-P099	5	P915-C055	f75r	BIOLOGICAL	3	CONDITION	P917-I0409	1	P912-E0609	P912-E0609	SH+E+Y	Dann nimm den aktuellen Posten in Arbeit: halte. Arbeite kurz.
P925-P100	5	P915-C055	f75r	BIOLOGICAL	4	PREPARE	P917-I0410	1	P912-E0610	P912-E0611	E+Y | OK+AIN	Dann nimm den aktuellen Posten als Portion in Arbeit: setze an. Arbeite kurz.
P925-P101	5	P915-C055	f75r	BIOLOGICAL	5	CONDITION	P917-I0411|P917-I0412	2	P912-E0612	P912-E0614	AR | R+Y | SH+E+Y	Dann nimm den aktuellen Posten von der Entnahmestelle in Arbeit: kennzeichne und halte. Arbeite kurz.
P925-P102	5	P915-C055	f75r	BIOLOGICAL	6	EXECUTE	P917-I0413	1	P912-E0615	P912-E0618	OR | Y | L+Y | L+O	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: führe den Gang aus. Führe ihn in den nächsten Lauf.
P925-P103	5	P915-C055	f75r	BIOLOGICAL	7	CONDITION	P917-I0414	1	P912-E0619	P912-E0620	Y+AIN | SH+E+Y	Dann nimm den aktuellen Posten als Portion in Arbeit: halte. Arbeite kurz.
P925-P104	5	P915-C055	f75r	BIOLOGICAL	8	PREPARE	P917-I0415|P917-I0416	2	P912-E0621	P912-E0622	OK+AIN | O+OK+AIN	Dann nimm den bezeichneten Arbeitsgang als Portion in Arbeit: setze an (2×) und führe den Gang aus.
P925-P105	5	P915-C055	f75r	BIOLOGICAL	9	CONDITION	P917-I0417	1	P912-E0623	P912-E0626	Y | CKH+Y | OR | Y+SH+E+OR	Dann nimm den aktuellen Posten und den Ansatz in Arbeit: halte. Führe ihn durch den Durchlass. Arbeite kurz.
P925-P106	5	P915-C055	f75r	BIOLOGICAL	10	EXECUTE	P917-I0418	1	P912-E0627	P912-E0630	OL | L+OR | AM_ADDR | O+D_ADDR+AR	Dann nimm den Ansatz aus dem bezeichneten Teil von der Entnahmestelle in Arbeit: führe den Gang aus. Führe ihn in den nächsten Lauf und zur Innenstelle.
P925-P107	5	P915-C055	f75r	BIOLOGICAL	11	CONDITION	P917-I0419	1	P912-E0631	P912-E0631	SH+E+Y	Dann nimm den aktuellen Posten in Arbeit: halte. Arbeite kurz.
P925-P108	5	P915-C055	f75r	BIOLOGICAL	12	PREPARE	P917-I0420	1	P912-E0632	P912-E0632	OK+AIN	Dann nimm den bezeichneten Arbeitsgang als Portion in Arbeit: setze an.
P925-P109	5	P915-C055	f75r	BIOLOGICAL	13	TRANSFER	P917-I0421	1	P912-E0633	P912-E0633	CHD+Y	Dann nimm den aktuellen Posten in Arbeit: setze um.
P925-P110	5	P915-C055	f75r	BIOLOGICAL	14	CONDITION	P917-I0422	1	P912-E0634	P912-E0635	OR | SH+E+Y	Dann nimm den Ansatz und den aktuellen Posten in Arbeit: halte. Arbeite kurz.
P925-P111	5	P915-C055	f75r	BIOLOGICAL	15	PREPARE	P917-I0423	1	P912-E0636	P912-E0636	K+AR	Dann nimm den bezeichneten Arbeitsgang von der Entnahmestelle in Arbeit: gib zu.
P925-P112	5	P915-C055	f75r	BIOLOGICAL	16	TRANSFER	P917-I0424	1	P912-E0637	P912-E0637	CHD+Y	Dann nimm den aktuellen Posten in Arbeit: setze um.
P925-P113	5	P915-C055	f75r	BIOLOGICAL	17	SELECT	P917-I0425	1	P912-E0638	P912-E0638	S+AR	Dann nimm den bezeichneten Arbeitsgang von der Entnahmestelle in Arbeit: wähle aus.
P925-P114	5	P915-C055	f75r	BIOLOGICAL	18	PREPARE	P917-I0426	1	P912-E0639	P912-E0639	P+Y	Dann nimm den aktuellen Posten in Arbeit: setze ein.
P925-P115	5	P915-C055	f75r	BIOLOGICAL	19	CONDITION	P917-I0427	1	P912-E0640	P912-E0640	K+SH+E+Y	Dann nimm den aktuellen Posten in Arbeit: gib zu und halte. Arbeite kurz.
P925-P116	5	P915-C055	f75r	BIOLOGICAL	20	PREPARE	P917-I0428|P917-I0429	2	P912-E0641	P912-E0642	OK+EE+Y | OK+AL	Dann nimm den aktuellen Posten in Arbeit: setze an (2×). Führe ihn zur Ziel- oder Anschlussstelle. Arbeite länger.
