dimension	value	count	component_ids	note	status
SUPPORT_PROFILE	A_ONLY	3	M003|M004|M005	local tiers are not portable defaults	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	A_PLUS_B	2	M002|M006	local tiers are not portable defaults	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	B_LOW_ONLY	2	M010|M012	local tiers are not portable defaults	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	B_ONLY	4	M001|M008|M009|M011	local tiers are not portable defaults	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
POSITION_CLASS	EDGE_NODE	32	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	unique occurrence nodes	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
POSITION_CLASS	HULL_ONLY_NOT_NODE	2	M008|M009	f86v5.24#2 and structural f26r.2#7	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
POSITION_CLASS	RENDER_ONLY_STRUCTURAL	0	NONE	no render-only structural position	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
STRUCTURAL_ROLE	CLAUSE_CLOSURE_NONNODE	1	M009	f26r.2#7 remains the only graph structural closure	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
GRAPH_COUNT	EDGE_INCIDENCE	37	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	sum of edge endpoint incidences	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
GRAPH_COUNT	MINIMAL_HULL_POSITION	34	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	sum of component hull sizes	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
GRAPH_COUNT	RENDER_POSITION	34	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	sum of render-window sizes	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
RESULT_DECISION	ADMIT_NEW	2	M011|M012	A057 and A056 only	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
RESULT_DECISION	HOLD_NEW	5	NONE	A066 A072 A046 A006 A043	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
RESULT_DECISION	OPEN_PARTIAL	20	NONE	partial argument quantity material or state compatibility	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
RESULT_DECISION	CONTROL_CONFLICT	26	NONE	explicit material state operation or degree mismatch	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SURFACE_CONTROL	SHEKY_OCCURRENCES	3	M011	one admitted result one following action one conflicting result	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TARGET_CONTROL	DCHEY_HIGH_TARGETS	2	M012	A056 admitted A043 held	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
